Species	Status	MinT	MaxT
46	extinct	30.24	56.72
46	extinct	30.55	44.02
46	extinct	47.69	57.41
127	extinct	42.65	43.3
128	extinct	45.42	47.04
133	extinct	45.57	46.52
123	extinct	46.38	47.45
167	extinct	41.49	42.39
157	extinct	41.86	42.43
157	extinct	41.9	43.39
157	extinct	41.77	42.61
168	extinct	41.17	41.24
120	extinct	44.4	45.95
81	extinct	49.31	54.07
81	extinct	47.1	48.32
94	extinct	40.86	43.38
101	extinct	46.54	48.11
105	extinct	48.59	50.28
111	extinct	42.44	47.72
155	extinct	36.26	41.59
155	extinct	39.42	40.4
155	extinct	36.06	42.42
160	extinct	38.39	42.89
160	extinct	38.24	42.09
160	extinct	39.36	42.89
160	extinct	38.18	40.69
172	extinct	40.11	41.76
172	extinct	40.65	41.81
197	extinct	37.37	37.98
197	extinct	37.32	38.53
197	extinct	38.38	39.63
197	extinct	38.59	39.08
197	extinct	37.44	39.15
173	extinct	40.09	41.2
185	extinct	39.7	40.53
185	extinct	39.84	40.15
185	extinct	39.59	40.11
185	extinct	39.82	40.48
151	extinct	36.72	40.69
151	extinct	41.34	41.95
85	extinct	42.21	51.99
85	extinct	49.46	51.68
85	extinct	37.49	43.74
119	extinct	44.31	46.65
119	extinct	42.38	46.89
124	extinct	43.85	45.27
136	extinct	38.77	45.97
136	extinct	33.35	36.57
142	extinct	38.84	40.26
142	extinct	34.85	45.35
109	extinct	28.41	32.63
150	extinct	41.15	41.32
147	extinct	34.94	39.57
148	extinct	33.15	44.28
149	extinct	39.3	40.91
195	extinct	35.24	36.72
196	extinct	38.39	38.5
196	extinct	38.55	38.77
196	extinct	37.13	37.47
242	extinct	35.42	35.7
156	extinct	36.86	43.3
156	extinct	42.57	43.13
156	extinct	29.99	32.81
156	extinct	39.23	39.75
156	extinct	35.38	42.27
156	extinct	40.56	42.47
156	extinct	30.96	38.92
156	extinct	37.02	43.43
156	extinct	31.68	41.95
199	extinct	35.28	39.19
199	extinct	33.76	36.64
199	extinct	35.33	36.49
199	extinct	38.34	38.93
200	extinct	37.84	38.11
200	extinct	36.23	37.37
200	extinct	38.46	39.28
227	extinct	35.85	36.72
227	extinct	35.81	37.06
227	extinct	35.21	36.3
202	extinct	35.38	35.53
202	extinct	38.06	38.67
202	extinct	35.57	37.12
202	extinct	35.65	35.79
202	extinct	36.24	39.07
202	extinct	37.12	38.31
202	extinct	36.2	38.69
203	extinct	36.9	37.17
203	extinct	33.99	35.61
203	extinct	36.51	38.16
203	extinct	35.61	37.03
204	extinct	30.74	36.03
204	extinct	31.82	35.19
204	extinct	32.58	39.03
204	extinct	29.32	33.31
204	extinct	34.21	38.25
204	extinct	31.43	33.21
205	extinct	30.28	33.49
205	extinct	34.57	34.63
205	extinct	30.7	37.35
191	extinct	30.58	39.2
191	extinct	33.6	33.94
191	extinct	36.9	38.15
191	extinct	38.28	39.14
191	extinct	30.18	34.25
191	extinct	34.09	38.46
191	extinct	36.39	39.2
208	extinct	31.49	36.0
209	extinct	30.18	31.65
209	extinct	30.94	36.37
251	extinct	34.36	35.06
251	extinct	35.08	35.7
251	extinct	33.66	35.07
251	extinct	34.14	34.95
251	extinct	33.67	35.28
224	extinct	36.38	37.06
224	extinct	35.7	37.2
224	extinct	36.18	36.85
255	extinct	33.91	34.01
255	extinct	34.64	34.73
255	extinct	34.25	34.73
255	extinct	34.55	35.26
255	extinct	34.83	35.02
255	extinct	33.91	34.84
255	extinct	34.25	35.19
255	extinct	34.59	35.63
214	extinct	35.24	36.23
153	extinct	40.65	42.52
153	extinct	37.8	39.75
153	extinct	35.7	43.6
153	extinct	31.03	41.28
153	extinct	42.47	42.89
153	extinct	31.3	31.41
153	extinct	37.42	43.74
153	extinct	37.52	41.85
216	extinct	33.89	34.89
216	extinct	36.4	37.24
216	extinct	36.84	37.51
254	extinct	34.81	34.95
254	extinct	34.88	35.99
223	extinct	34.5	37.09
223	extinct	36.22	36.63
223	extinct	35.99	37.06
223	extinct	33.08	33.38
252	extinct	33.46	34.44
260	extinct	34.48	35.08
260	extinct	34.61	35.54
260	extinct	34.36	34.99
260	extinct	33.64	34.4
193	extinct	36.56	38.46
222	extinct	36.47	37.34
222	extinct	36.61	37.49
222	extinct	36.51	37.61
222	extinct	36.64	36.77
221	extinct	35.77	36.01
221	extinct	33.28	35.22
221	extinct	31.62	34.2
221	extinct	32.49	36.95
171	extinct	37.27	38.87
171	extinct	40.67	41.1
171	extinct	30.43	34.68
139	extinct	38.03	42.2
126	extinct	31.49	37.41
237	extinct	36.3	36.76
237	extinct	36.37	36.85
237	extinct	36.37	36.86
237	extinct	36.25	36.79
237	extinct	36.07	36.8
237	extinct	36.62	36.81
237	extinct	36.39	36.87
175	extinct	33.47	34.56
175	extinct	39.9	39.95
141	extinct	37.95	42.26
141	extinct	38.89	39.91
141	extinct	43.82	45.68
141	extinct	37.98	38.59
141	extinct	30.97	32.5
141	extinct	29.4	37.04
141	extinct	41.88	45.3
245	extinct	35.82	36.36
178	extinct	31.63	38.64
178	extinct	40.46	41.1
170	extinct	33.38	39.03
170	extinct	36.26	39.19
170	extinct	40.96	42.14
170	extinct	33.46	40.84
170	extinct	35.86	40.2
170	extinct	40.89	42.05
235	extinct	36.21	36.9
235	extinct	36.27	36.93
235	extinct	36.19	36.89
235	extinct	36.31	36.97
235	extinct	36.32	36.98
234	extinct	35.72	35.83
234	extinct	34.75	36.65
234	extinct	35.71	36.63
233	extinct	35.97	36.82
233	extinct	34.63	36.32
232	extinct	34.34	35.11
232	extinct	35.85	36.4
232	extinct	34.93	35.9
232	extinct	34.29	36.6
232	extinct	32.96	33.42
232	extinct	33.57	34.4
232	extinct	33.48	36.24
232	extinct	35.28	35.95
232	extinct	34.97	36.99
232	extinct	34.9	36.75
232	extinct	35.17	36.72
232	extinct	35.47	36.68
232	extinct	34.63	35.93
231	extinct	34.42	35.01
231	extinct	34.45	36.41
229	extinct	32.69	36.49
180	extinct	38.67	40.07
180	extinct	32.94	38.95
180	extinct	34.77	41.22
180	extinct	37.08	40.08
180	extinct	29.63	33.34
180	extinct	37.68	39.2
180	extinct	35.01	35.93
180	extinct	31.17	40.85
239	extinct	35.11	36.32
239	extinct	35.52	36.37
239	extinct	35.58	35.65
239	extinct	35.51	36.68
323	extinct	28.67	31.03
326	extinct	26.79	28.09
290	extinct	28.56	31.65
314	extinct	31.43	31.6
314	extinct	31.33	32.03
317	extinct	30.85	31.75
288	extinct	32.76	33.24
295	extinct	32.04	32.55
295	extinct	31.98	32.33
295	extinct	31.81	33.26
295	extinct	31.92	33.35
295	extinct	31.7	33.26
296	extinct	31.26	32.05
297	extinct	31.63	33.1
297	extinct	31.8	33.12
297	extinct	31.33	32.27
