Species	Status	MinT	MaxT
29	extinct	54.61	58.32
29	extinct	43.84	44.37
81	extinct	46.39	46.52
81	extinct	43.58	46.96
82	extinct	46.37	46.8
82	extinct	46.36	46.8
82	extinct	46.32	46.69
84	extinct	45.78	46.79
84	extinct	45.55	45.55
89	extinct	41.99	44.79
89	extinct	41.45	42.67
90	extinct	45.32	45.8
90	extinct	45.32	45.97
80	extinct	45.46	46.23
80	extinct	46.33	47.51
80	extinct	46.15	47.14
80	extinct	46.08	47.38
80	extinct	45.71	47.35
94	extinct	44.68	45.67
94	extinct	44.6	45.35
108	extinct	41.14	41.27
111	extinct	43.25	43.39
104	extinct	42.66	44.23
60	extinct	40.5	42.27
49	extinct	43.07	48.68
55	extinct	47.29	51.45
54	extinct	46.09	46.1
54	extinct	45.3	52.68
71	extinct	46.48	46.81
71	extinct	47.16	49.36
71	extinct	46.23	47.99
75	extinct	39.36	44.04
75	extinct	36.43	48.81
73	extinct	47.79	47.99
73	extinct	48.03	48.5
73	extinct	46.85	47.71
138	extinct	35.74	37.29
138	extinct	39.5	40.4
138	extinct	39.79	40.26
138	extinct	35.2	35.45
53	extinct	48.46	48.85
120	extinct	39.28	40.67
120	extinct	38.22	42.37
120	extinct	36.53	40.04
121	extinct	38.44	41.17
121	extinct	38.95	42.49
147	extinct	37.35	39.1
147	extinct	36.88	39.08
126	extinct	41.55	41.84
126	extinct	40.28	41.99
126	extinct	40.84	41.4
126	extinct	39.52	41.77
126	extinct	40.24	42.36
128	extinct	38.16	41.08
130	extinct	40.35	40.81
130	extinct	40.91	41.49
122	extinct	38.91	40.47
129	extinct	37.98	38.81
129	extinct	38.07	40.55
129	extinct	38.47	40.29
129	extinct	40.7	41.54
109	extinct	39.6	42.45
92	extinct	43.71	44.84
92	extinct	42.95	43.07
92	extinct	38.16	43.9
95	extinct	42.11	45.53
83	extinct	38.86	43.59
83	extinct	33.74	39.38
101	extinct	37.39	41.69
101	extinct	39.46	45.21
101	extinct	31.37	38.62
102	extinct	42.65	44.08
102	extinct	40.37	41.86
103	extinct	43.32	44.61
105	extinct	40.0	44.19
155	extinct	37.79	38.65
61	extinct	30.28	36.35
142	extinct	40.29	40.52
113	extinct	35.24	43.3
113	extinct	41.98	42.91
91	extinct	41.84	43.98
153	extinct	37.88	39.06
153	extinct	37.86	38.13
153	extinct	37.74	37.89
162	extinct	36.18	38.18
162	extinct	36.14	37.34
163	extinct	35.48	37.5
159	extinct	35.96	36.12
159	extinct	35.91	36.51
159	extinct	36.42	37.13
159	extinct	36.31	37.17
159	extinct	36.58	37.82
161	extinct	37.22	38.33
161	extinct	36.59	38.07
161	extinct	37.11	37.36
161	extinct	37.29	38.4
164	extinct	34.31	35.98
164	extinct	35.27	37.56
164	extinct	33.59	35.92
165	extinct	36.07	37.45
165	extinct	36.45	36.8
176	extinct	35.73	35.97
176	extinct	35.2	36.27
176	extinct	34.03	34.24
206	extinct	33.48	34.53
171	extinct	34.8	36.25
171	extinct	34.5	36.3
174	extinct	35.92	36.03
174	extinct	34.51	36.67
174	extinct	34.75	36.17
177	extinct	35.17	36.24
180	extinct	35.67	36.14
180	extinct	34.97	35.83
180	extinct	35.49	35.69
180	extinct	35.37	36.47
180	extinct	35.36	35.92
180	extinct	35.37	35.81
180	extinct	35.28	36.82
180	extinct	34.82	35.49
180	extinct	35.75	35.78
200	extinct	33.79	34.14
200	extinct	34.08	34.42
200	extinct	33.01	33.89
200	extinct	33.78	35.13
200	extinct	33.3	34.73
200	extinct	33.66	34.96
200	extinct	33.03	33.52
200	extinct	33.91	34.68
200	extinct	33.2	34.43
185	extinct	33.36	34.6
185	extinct	33.76	34.27
187	extinct	35.48	36.3
187	extinct	35.46	36.36
187	extinct	35.72	36.34
187	extinct	35.67	36.13
187	extinct	35.61	36.29
187	extinct	35.64	35.98
166	extinct	33.93	37.21
166	extinct	31.88	36.81
166	extinct	33.97	35.24
166	extinct	36.52	36.92
166	extinct	34.21	34.5
166	extinct	36.51	36.62
157	extinct	32.2	34.7
123	extinct	33.87	42.38
123	extinct	32.24	35.43
132	extinct	32.3	33.0
132	extinct	36.33	40.26
132	extinct	29.81	38.59
85	extinct	33.05	43.17
85	extinct	42.93	45.72
85	extinct	32.23	35.54
85	extinct	42.8	44.69
85	extinct	30.0	35.68
85	extinct	44.38	44.4
86	extinct	37.91	45.06
99	extinct	32.42	38.75
115	extinct	33.16	37.64
115	extinct	33.27	37.74
115	extinct	34.34	38.35
115	extinct	32.75	34.43
115	extinct	39.99	40.36
117	extinct	29.52	32.33
117	extinct	27.59	43.24
134	extinct	38.84	39.07
134	extinct	34.97	36.46
134	extinct	35.15	35.54
134	extinct	34.37	37.69
134	extinct	34.88	39.66
134	extinct	37.0	40.74
134	extinct	37.76	40.96
134	extinct	32.75	36.33
192	extinct	35.1	35.8
151	extinct	32.66	37.75
151	extinct	33.93	35.5
151	extinct	37.72	39.09
151	extinct	34.69	35.37
151	extinct	31.52	37.13
140	extinct	39.33	40.44
140	extinct	31.44	35.83
140	extinct	37.71	38.72
140	extinct	35.33	37.83
148	extinct	37.37	39.12
148	extinct	35.61	37.03
145	extinct	37.15	38.52
139	extinct	37.13	38.82
226	extinct	32.79	33.7
221	extinct	30.32	30.43
221	extinct	28.56	31.91
230	extinct	27.54	32.29
230	extinct	26.73	28.87
232	extinct	32.15	33.11
239	extinct	31.78	31.95
239	extinct	31.04	32.47
236	extinct	31.19	33.17
233	extinct	31.81	33.27
233	extinct	32.17	33.18
233	extinct	31.8	32.02
233	extinct	32.07	32.37
233	extinct	32.08	32.19
256	extinct	28.06	30.47
256	extinct	30.52	31.4
256	extinct	27.18	28.29
310	extinct	27.75	28.09
310	extinct	27.71	28.2
310	extinct	27.69	28.05
310	extinct	27.52	28.48
310	extinct	27.67	27.93
290	extinct	28.23	28.54
281	extinct	28.98	29.16
281	extinct	29.02	29.69
281	extinct	28.84	29.7
280	extinct	28.8	28.9
277	extinct	28.87	30.1
252	extinct	27.35	28.04
252	extinct	27.62	30.44
270	extinct	29.14	29.42
270	extinct	27.04	29.13
269	extinct	29.27	29.35
266	extinct	25.77	30.52
263	extinct	29.8	29.8
262	extinct	29.4	30.31
262	extinct	28.65	29.88
260	extinct	27.29	27.96
257	extinct	29.34	29.62
257	extinct	29.75	29.9
219	extinct	32.92	33.44
223	extinct	30.2	31.97
100	extinct	35.83	37.9
100	extinct	43.01	43.44
100	extinct	36.91	40.11
195	extinct	30.36	35.46
190	extinct	27.23	34.81
190	extinct	32.75	34.76
188	extinct	30.98	32.44
188	extinct	27.98	28.82
186	extinct	30.93	33.66
186	extinct	30.98	31.7
184	extinct	31.59	36.46
184	extinct	31.96	32.27
184	extinct	31.01	36.2
183	extinct	24.77	26.64
141	extinct	20.1	20.79
178	extinct	27.52	35.27
172	extinct	24.13	29.1
172	extinct	29.81	30.4
146	extinct	27.15	37.05
181	extinct	33.16	33.75
201	extinct	31.88	34.39
201	extinct	32.51	34.08
201	extinct	32.2	33.36
201	extinct	32.51	33.06
201	extinct	33.15	34.2
202	extinct	33.05	34.09
202	extinct	31.27	31.35
202	extinct	32.44	33.62
202	extinct	33.26	33.67
216	extinct	32.24	32.28
216	extinct	33.03	34.19
216	extinct	32.96	33.71
216	extinct	32.03	33.04
215	extinct	32.14	33.57
214	extinct	32.81	34.28
214	extinct	28.87	33.02
97	extinct	20.98	40.02
97	extinct	36.25	37.08
212	extinct	33.11	33.93
212	extinct	33.57	33.66
212	extinct	32.87	33.49
211	extinct	33.25	33.94
210	extinct	30.55	34.29
210	extinct	32.1	32.15
208	extinct	30.31	31.9
208	extinct	33.63	34.23
208	extinct	30.01	34.2
208	extinct	30.66	30.83
208	extinct	29.99	34.26
209	extinct	33.38	33.66
209	extinct	26.84	28.67
209	extinct	28.79	29.16
156	extinct	29.28	33.85
203	extinct	29.04	31.97
205	extinct	26.79	29.54
205	extinct	27.57	34.05
205	extinct	30.71	33.05
322	extinct	26.44	27.18
322	extinct	25.92	27.14
345	extinct	23.39	24.43
341	extinct	25.49	26.17
341	extinct	25.21	25.53
341	extinct	25.36	26.2
341	extinct	25.13	26.23
325	extinct	20.59	24.04
314	extinct	26.28	27.34
316	extinct	21.38	25.95
329	extinct	25.93	26.18
340	extinct	25.47	26.41
340	extinct	25.51	25.6
340	extinct	25.44	25.69
318	extinct	24.67	25.01
318	extinct	26.12	26.4
318	extinct	26.69	26.69
217	extinct	17.85	33.06
348	extinct	25.02	25.05
348	extinct	24.84	25.23
408	extinct	23.05	23.45
389	extinct	23.41	24.07
388	extinct	22.89	23.49
388	extinct	22.54	24.61
388	extinct	23.31	24.59
379	extinct	22.6	24.21
377	extinct	22.86	23.74
374	extinct	24.16	24.38
347	extinct	25.22	25.45
371	extinct	23.94	24.79
371	extinct	24.1	24.73
366	extinct	23.86	24.22
365	extinct	24.01	24.08
365	extinct	24.01	24.45
308	extinct	26.32	27.44
356	extinct	24.26	24.96
352	extinct	24.25	24.83
352	extinct	20.42	23.47
352	extinct	20.54	22.58
364	extinct	24.85	25.47
364	extinct	24.99	25.45
255	extinct	30.43	30.95
273	extinct	29.29	30.13
272	extinct	26.12	26.9
272	extinct	24.65	27.54
272	extinct	21.39	28.87
272	extinct	23.15	24.33
272	extinct	28.1	28.95
272	extinct	29.53	30.31
272	extinct	29.39	29.78
303	extinct	26.48	27.86
254	extinct	28.88	30.83
249	extinct	30.67	30.8
249	extinct	26.49	29.77
242	extinct	22.61	26.71
240	extinct	25.17	30.76
238	extinct	25.16	32.07
238	extinct	22.57	29.41
225	extinct	29.58	30.49
283	extinct	24.86	26.79
285	extinct	27.31	29.5
286	extinct	20.41	26.57
286	extinct	27.13	28.14
295	extinct	19.97	22.02
135	extinct	36.14	39.37
299	extinct	20.15	23.26
288	extinct	26.51	28.35
288	extinct	21.16	27.68
288	extinct	22.4	23.09
288	extinct	28.51	28.89
288	extinct	22.73	28.58
288	extinct	27.59	28.37
302	extinct	27.21	28.77
296	extinct	19.43	26.37
403	extinct	22.31	23.11
465	extinct	20.5	20.64
465	extinct	20.53	21.08
460	extinct	20.32	21.62
460	extinct	20.57	20.68
460	extinct	20.61	21.24
460	extinct	20.67	21.2
460	extinct	20.35	21.19
460	extinct	20.16	21.28
460	extinct	20.62	20.64
460	extinct	20.26	20.58
460	extinct	20.69	21.25
397	extinct	21.65	22.29
463	extinct	20.46	20.49
438	extinct	21.71	21.9
412	extinct	21.84	22.6
413	extinct	21.41	21.67
415	extinct	21.67	22.94
415	extinct	21.47	21.79
415	extinct	21.06	23.22
415	extinct	21.69	22.53
418	extinct	22.04	23.05
419	extinct	19.84	21.71
419	extinct	21.79	22.56
419	extinct	21.76	21.99
426	extinct	21.9	22.53
426	extinct	21.77	22.02
426	extinct	21.78	22.03
426	extinct	21.89	22.44
430	extinct	20.42	22.04
430	extinct	19.82	19.94
430	extinct	21.16	21.75
430	extinct	19.82	21.87
430	extinct	19.4	21.89
434	extinct	20.94	21.1
434	extinct	19.73	22.31
434	extinct	19.61	19.96
435	extinct	21.41	22.49
435	extinct	20.79	21.03
435	extinct	20.51	22.48
435	extinct	21.48	21.54
435	extinct	20.53	21.3
445	extinct	22.07	22.24
445	extinct	22.08	22.21
445	extinct	22.04	22.25
445	extinct	21.56	22.24
445	extinct	21.31	22.22
445	extinct	21.62	22.24
445	extinct	21.68	22.2
445	extinct	21.67	22.21
436	extinct	20.8	21.81
436	extinct	21.41	22.27
436	extinct	21.25	21.63
458	extinct	20.35	20.83
458	extinct	20.77	21.52
414	extinct	19.79	20.81
306	extinct	23.06	26.08
383	extinct	22.18	23.24
383	extinct	19.47	24.62
309	extinct	20.54	26.97
309	extinct	20.98	25.43
309	extinct	22.12	26.44
309	extinct	18.86	24.29
309	extinct	26.28	27.35
309	extinct	14.53	25.85
298	extinct	25.87	27.1
298	extinct	16.4	23.76
298	extinct	16.21	19.49
298	extinct	14.85	27.8
298	extinct	20.45	27.39
315	extinct	25.3	26.69
317	extinct	24.43	27.03
317	extinct	16.61	24.02
317	extinct	14.73	24.4
317	extinct	15.66	25.39
326	extinct	23.14	26.38
335	extinct	20.77	24.55
335	extinct	21.24	25.8
337	extinct	21.29	22.8
337	extinct	20.03	23.36
337	extinct	18.68	20.28
346	extinct	20.06	26.01
346	extinct	22.84	23.22
346	extinct	19.7	23.69
346	extinct	24.2	24.9
346	extinct	22.04	22.67
346	extinct	20.62	21.39
346	extinct	20.89	24.62
346	extinct	20.14	23.9
278	extinct	15.45	27.21
278	extinct	17.58	29.47
278	extinct	21.24	25.98
278	extinct	25.04	25.72
351	extinct	22.76	24.3
351	extinct	19.76	22.56
351	extinct	21.3	25.45
355	extinct	17.99	23.17
357	extinct	24.13	25.36
357	extinct	19.81	25.27
357	extinct	20.5	24.79
357	extinct	22.09	24.25
357	extinct	23.58	23.97
357	extinct	22.55	23.35
358	extinct	18.35	20.69
360	extinct	19.69	22.81
360	extinct	20.44	23.11
360	extinct	22.04	23.18
360	extinct	23.65	25.23
360	extinct	24.42	24.78
360	extinct	23.85	24.4
360	extinct	21.46	23.64
360	extinct	20.23	21.84
360	extinct	19.83	25.28
361	extinct	22.96	23.6
361	extinct	21.09	23.88
362	extinct	24.04	25.16
362	extinct	23.04	23.35
253	extinct	21.82	23.87
253	extinct	25.73	28.01
253	extinct	18.77	31.2
369	extinct	22.94	24.26
369	extinct	21.99	23.46
197	extinct	12.24	22.32
376	extinct	21.21	24.37
376	extinct	22.21	23.98
381	extinct	23.67	24.28
382	extinct	19.33	22.7
382	extinct	16.93	18.4
493	extinct	19.7	20.46
