Species	Status	MinT	MaxT
64	extinct	42.75	44.23
55	extinct	45.46	45.63
55	extinct	45.63	46.46
57	extinct	45.54	46.03
48	extinct	42.43	48.91
48	extinct	44.92	48.12
48	extinct	41.31	42.18
47	extinct	43.16	46.63
31	extinct	50.21	53.65
53	extinct	45.58	46.4
53	extinct	46.05	47.11
77	extinct	38.5	39.25
78	extinct	39.59	40.88
78	extinct	39.54	39.7
80	extinct	40.05	40.09
80	extinct	39.89	40.49
80	extinct	40.78	41.75
84	extinct	40.47	41.43
87	extinct	39.86	40.26
87	extinct	39.68	40.46
87	extinct	39.84	41.13
87	extinct	40.21	40.63
81	extinct	35.68	36.36
82	extinct	40.38	40.54
82	extinct	39.87	40.73
83	extinct	37.88	40.61
83	extinct	34.63	35.9
83	extinct	36.52	41.77
83	extinct	37.33	38.73
83	extinct	38.86	39.14
83	extinct	38.2	39.55
76	extinct	39.1	40.87
76	extinct	35.78	40.95
76	extinct	39.85	41.69
85	extinct	38.51	40.89
85	extinct	38.46	38.48
85	extinct	39.52	39.87
86	extinct	40.45	40.91
86	extinct	40.48	41.15
62	extinct	41.28	43.73
62	extinct	39.89	44.58
62	extinct	42.36	44.98
61	extinct	42.13	44.51
61	extinct	41.67	45.11
60	extinct	38.45	42.78
60	extinct	36.69	41.48
60	extinct	39.4	41.38
60	extinct	40.72	41.46
117	extinct	35.69	36.31
117	extinct	35.77	36.24
103	extinct	34.35	36.96
103	extinct	35.71	37.25
135	extinct	34.25	34.89
106	extinct	36.75	37.24
106	extinct	37.08	37.5
107	extinct	34.02	35.65
107	extinct	34.31	38.11
107	extinct	35.32	35.98
108	extinct	34.83	36.79
108	extinct	34.8	37.22
132	extinct	34.61	35.5
113	extinct	34.1	35.3
113	extinct	33.23	36.19
113	extinct	35.53	36.27
113	extinct	33.27	34.88
114	extinct	34.42	34.75
114	extinct	36.14	37.09
114	extinct	34.5	35.73
114	extinct	34.7	34.92
114	extinct	35.25	36.89
114	extinct	36.14	36.54
114	extinct	33.42	35.52
128	extinct	34.62	34.77
128	extinct	34.72	35.02
128	extinct	34.81	35.01
128	extinct	34.67	35.36
128	extinct	34.29	35.23
126	extinct	33.54	34.23
124	extinct	34.5	35.69
124	extinct	34.53	34.95
124	extinct	35.13	35.9
102	extinct	36.96	37.17
102	extinct	37.42	38.66
121	extinct	34.86	35.07
121	extinct	33.66	33.93
121	extinct	33.69	34.57
121	extinct	32.36	34.88
111	extinct	32.84	35.1
111	extinct	35.81	36.71
111	extinct	35.31	35.97
111	extinct	35.08	35.61
94	extinct	36.86	39.0
67	extinct	28.11	37.02
67	extinct	30.91	30.94
67	extinct	32.84	34.71
67	extinct	32.78	38.54
67	extinct	33.73	40.44
67	extinct	32.54	40.68
67	extinct	36.65	38.34
67	extinct	33.44	36.22
67	extinct	38.31	43.53
67	extinct	41.74	43.48
99	extinct	36.1	36.21
99	extinct	36.06	38.7
99	extinct	37.21	38.31
99	extinct	37.22	39.31
99	extinct	36.63	39.5
99	extinct	36.66	36.94
40	extinct	31.79	45.81
90	extinct	35.42	35.75
90	extinct	39.2	39.46
93	extinct	33.31	33.95
93	extinct	36.79	38.96
93	extinct	35.91	36.23
93	extinct	30.25	35.03
93	extinct	35.81	36.86
93	extinct	30.82	36.32
93	extinct	30.16	35.32
74	extinct	30.42	39.75
51	extinct	24.9	48.76
51	extinct	25.57	30.66
95	extinct	37.35	39.53
95	extinct	37.24	39.45
156	extinct	31.47	31.69
156	extinct	31.33	32.51
177	extinct	28.14	31.31
238	extinct	27.39	28.45
175	extinct	30.41	30.93
169	extinct	24.3	26.8
169	extinct	27.1	31.16
169	extinct	26.21	30.73
169	extinct	24.25	30.39
169	extinct	24.45	31.8
169	extinct	27.12	31.96
169	extinct	29.25	31.01
168	extinct	28.82	31.6
168	extinct	28.34	30.7
168	extinct	31.23	32.13
166	extinct	29.92	31.04
165	extinct	30.37	32.6
165	extinct	30.34	31.84
163	extinct	31.72	32.21
163	extinct	31.25	32.15
172	extinct	31.31	32.0
203	extinct	28.77	28.82
195	extinct	25.4	25.52
206	extinct	29.18	29.6
206	extinct	29.17	29.52
206	extinct	29.22	29.79
206	extinct	29.23	29.28
206	extinct	29.21	29.26
208	extinct	28.55	29.17
208	extinct	28.29	28.35
213	extinct	28.54	29.03
213	extinct	28.68	29.15
190	extinct	29.41	30.22
190	extinct	29.92	30.96
190	extinct	29.53	29.96
190	extinct	29.55	30.91
190	extinct	29.82	30.36
190	extinct	29.78	30.27
190	extinct	29.53	30.03
189	extinct	28.28	30.0
188	extinct	30.57	30.86
188	extinct	30.26	30.69
188	extinct	30.41	31.0
188	extinct	30.44	30.94
187	extinct	28.35	29.1
187	extinct	29.86	30.3
187	extinct	27.55	30.16
187	extinct	29.68	30.47
217	extinct	27.15	27.27
217	extinct	26.76	28.36
217	extinct	28.3	28.51
217	extinct	26.72	27.83
217	extinct	28.26	28.81
217	extinct	27.02	27.55
217	extinct	27.32	28.8
134	extinct	32.46	34.61
130	extinct	32.67	35.2
130	extinct	27.45	31.58
130	extinct	25.19	29.76
129	extinct	29.88	32.11
129	extinct	30.11	31.27
123	extinct	32.54	35.94
123	extinct	28.97	31.06
120	extinct	31.26	33.78
120	extinct	25.36	28.84
72	extinct	39.69	42.46
72	extinct	28.09	39.19
72	extinct	37.56	41.58
72	extinct	26.29	30.17
112	extinct	30.46	34.74
112	extinct	36.24	36.3
112	extinct	35.94	36.16
105	extinct	36.09	38.08
88	extinct	26.74	28.37
88	extinct	34.1	36.87
88	extinct	36.68	39.93
88	extinct	22.77	23.6
97	extinct	27.13	31.57
97	extinct	35.34	37.82
97	extinct	28.15	37.31
97	extinct	28.92	37.81
97	extinct	29.18	30.35
136	extinct	22.07	34.2
136	extinct	25.54	34.72
136	extinct	33.43	34.61
136	extinct	32.38	33.25
91	extinct	36.93	39.07
91	extinct	32.02	35.21
140	extinct	28.55	28.95
140	extinct	28.95	29.77
140	extinct	32.7	34.07
140	extinct	32.53	34.39
145	extinct	31.05	31.36
145	extinct	31.65	34.21
145	extinct	30.98	32.15
145	extinct	32.67	33.54
145	extinct	32.62	32.99
144	extinct	33.09	33.56
144	extinct	32.96	34.2
267	extinct	25.94	26.11
287	extinct	23.95	24.86
257	extinct	25.98	27.26
275	extinct	24.17	25.8
275	extinct	22.89	26.21
275	extinct	24.75	26.41
262	extinct	27.01	27.13
262	extinct	26.54	27.19
262	extinct	26.98	27.19
274	extinct	25.65	26.4
291	extinct	22.99	23.13
265	extinct	26.12	26.4
278	extinct	24.02	24.2
278	extinct	25.34	26.47
271	extinct	25.28	26.14
329	extinct	23.18	24.69
322	extinct	23.75	24.13
318	extinct	23.95	24.93
317	extinct	23.73	24.59
330	extinct	21.97	24.45
333	extinct	23.82	24.22
333	extinct	22.95	23.28
333	extinct	23.71	24.56
344	extinct	23.24	23.34
344	extinct	23.21	24.02
312	extinct	22.1	24.33
312	extinct	20.85	24.51
250	extinct	22.48	26.21
250	extinct	22.16	26.26
348	extinct	22.3	22.83
348	extinct	22.62	23.31
310	extinct	23.86	24.53
308	extinct	24.87	25.37
308	extinct	25.08	25.51
307	extinct	22.15	24.39
307	extinct	23.03	25.0
350	extinct	23.51	24.04
356	extinct	22.95	23.07
325	extinct	24.51	25.05
325	extinct	24.29	25.05
305	extinct	22.7	25.37
305	extinct	22.03	24.94
298	extinct	24.5	25.54
249	extinct	24.36	24.89
