Species	Status	MinT	MaxT
74	extinct	41.62	42.1
75	extinct	41.18	42.06
62	extinct	42.74	43.8
62	extinct	42.45	43.01
82	extinct	41.09	41.12
55	extinct	44.34	45.21
52	extinct	45.77	46.16
46	extinct	46.7	47.5
47	extinct	43.19	45.13
89	extinct	39.51	40.23
89	extinct	39.11	40.38
89	extinct	39.67	39.84
89	extinct	39.43	40.08
89	extinct	39.22	39.69
89	extinct	39.89	40.55
89	extinct	39.31	39.81
106	extinct	37.52	38.38
106	extinct	38.02	38.41
106	extinct	38.36	38.39
90	extinct	36.57	39.36
90	extinct	39.94	40.96
94	extinct	39.76	40.16
94	extinct	39.76	40.13
94	extinct	39.8	40.15
94	extinct	39.63	40.14
94	extinct	39.45	40.13
94	extinct	39.81	40.15
93	extinct	38.17	38.29
84	extinct	38.47	39.14
84	extinct	38.19	39.96
92	extinct	38.62	39.81
88	extinct	40.11	40.93
88	extinct	40.26	41.19
88	extinct	40.09	40.97
91	extinct	39.91	40.76
68	extinct	39.55	41.28
68	extinct	42.01	43.26
68	extinct	39.79	40.72
33	extinct	33.99	49.44
33	extinct	50.79	52.12
33	extinct	29.51	47.73
40	extinct	39.39	44.19
40	extinct	41.22	45.29
41	extinct	31.31	46.22
41	extinct	34.43	36.97
44	extinct	36.73	37.77
44	extinct	43.09	44.59
54	extinct	42.62	42.88
54	extinct	37.6	38.56
54	extinct	35.15	43.88
54	extinct	35.61	36.8
58	extinct	35.7	43.58
65	extinct	41.15	42.68
65	extinct	37.52	42.82
63	extinct	38.9	41.56
63	extinct	39.11	43.04
63	extinct	38.97	39.3
61	extinct	31.52	33.28
125	extinct	34.68	34.95
125	extinct	33.87	34.03
109	extinct	37.36	37.68
109	extinct	36.98	37.48
109	extinct	36.96	37.59
110	extinct	36.01	37.22
110	extinct	33.79	36.33
110	extinct	33.46	36.74
128	extinct	34.9	35.17
128	extinct	34.9	35.04
128	extinct	34.9	35.24
128	extinct	34.91	35.77
128	extinct	34.91	35.79
128	extinct	34.91	35.68
128	extinct	34.9	35.86
128	extinct	34.93	35.71
128	extinct	34.92	35.33
128	extinct	34.9	35.69
128	extinct	34.89	35.87
128	extinct	34.93	35.13
128	extinct	34.93	35.02
128	extinct	34.93	35.71
128	extinct	34.89	35.45
128	extinct	34.91	35.03
113	extinct	36.33	36.62
113	extinct	35.83	36.44
114	extinct	34.44	35.93
127	extinct	34.69	35.58
127	extinct	33.46	34.96
127	extinct	33.49	34.19
127	extinct	33.99	34.88
124	extinct	34.18	35.56
126	extinct	35.02	35.63
126	extinct	35.01	35.44
126	extinct	35.0	35.35
126	extinct	35.02	35.4
126	extinct	34.98	35.87
123	extinct	34.93	35.47
123	extinct	33.93	33.98
122	extinct	33.78	35.41
122	extinct	35.09	35.83
122	extinct	33.77	35.39
122	extinct	35.06	35.16
122	extinct	34.77	35.28
122	extinct	34.17	35.88
108	extinct	35.96	36.32
108	extinct	36.03	38.12
108	extinct	35.66	35.9
108	extinct	35.65	36.25
108	extinct	36.44	37.15
108	extinct	36.63	37.14
117	extinct	34.21	35.37
117	extinct	34.03	34.52
101	extinct	37.46	37.48
101	extinct	37.0	38.11
101	extinct	36.97	37.34
101	extinct	35.25	36.62
101	extinct	35.5	36.61
101	extinct	36.59	37.38
101	extinct	35.56	35.76
104	extinct	36.15	36.17
102	extinct	36.98	38.79
102	extinct	37.59	37.94
102	extinct	37.67	38.8
102	extinct	37.77	38.83
102	extinct	36.97	38.34
96	extinct	35.21	39.81
96	extinct	32.84	35.23
96	extinct	33.73	37.33
96	extinct	31.47	35.6
96	extinct	30.83	39.72
96	extinct	33.08	34.44
96	extinct	32.88	36.4
96	extinct	30.7	39.11
96	extinct	38.21	38.59
96	extinct	38.14	38.23
96	extinct	38.39	39.26
96	extinct	36.79	38.8
96	extinct	33.14	34.09
96	extinct	38.41	38.93
96	extinct	35.42	38.67
96	extinct	32.32	34.07
96	extinct	38.66	39.87
96	extinct	38.89	38.96
96	extinct	31.43	34.26
141	extinct	34.06	34.56
141	extinct	34.06	34.69
155	extinct	32.79	33.43
156	extinct	32.75	33.63
156	extinct	33.18	33.61
156	extinct	32.93	33.73
159	extinct	27.86	29.97
160	extinct	31.83	33.04
160	extinct	32.22	32.73
160	extinct	31.98	32.19
160	extinct	31.81	32.09
164	extinct	26.17	31.83
165	extinct	31.47	32.07
175	extinct	31.25	31.56
175	extinct	31.12	31.68
175	extinct	31.24	31.65
175	extinct	31.21	31.54
175	extinct	31.08	31.74
175	extinct	31.04	31.4
175	extinct	31.23	31.98
175	extinct	31.32	31.58
175	extinct	31.36	31.7
175	extinct	31.08	31.94
175	extinct	31.05	31.38
175	extinct	31.15	31.63
175	extinct	31.23	31.63
169	extinct	29.48	32.31
169	extinct	28.15	28.6
169	extinct	28.81	29.25
178	extinct	30.68	31.03
178	extinct	30.88	31.19
178	extinct	30.34	30.41
178	extinct	30.21	31.6
178	extinct	30.2	30.61
178	extinct	30.82	31.45
178	extinct	30.69	31.53
178	extinct	30.76	31.78
178	extinct	30.86	31.54
183	extinct	30.75	31.53
200	extinct	29.72	30.02
186	extinct	30.04	31.34
186	extinct	29.38	31.1
186	extinct	26.05	29.5
186	extinct	26.83	31.09
186	extinct	28.15	31.37
186	extinct	27.51	30.01
186	extinct	29.29	29.92
186	extinct	26.66	29.48
222	extinct	28.14	28.79
215	extinct	28.1	28.7
215	extinct	27.58	28.99
215	extinct	27.67	28.2
215	extinct	27.81	28.57
226	extinct	26.99	28.45
226	extinct	27.01	27.31
210	extinct	28.68	29.48
210	extinct	28.72	29.28
206	extinct	29.04	29.75
206	extinct	29.3	29.61
204	extinct	26.62	27.44
204	extinct	27.67	28.36
201	extinct	28.17	28.53
201	extinct	28.13	28.99
201	extinct	27.21	28.94
201	extinct	28.79	29.54
194	extinct	29.99	30.3
194	extinct	30.09	30.58
194	extinct	30.09	30.36
191	extinct	29.98	31.18
191	extinct	30.19	31.13
191	extinct	30.09	30.65
188	extinct	27.33	29.42
188	extinct	28.87	30.11
185	extinct	30.55	31.08
153	extinct	33.71	33.9
153	extinct	33.48	33.87
153	extinct	33.04	33.86
167	extinct	30.62	31.86
167	extinct	29.52	32.53
167	extinct	31.13	31.64
167	extinct	29.13	30.03
151	extinct	32.04	33.26
137	extinct	32.3	34.4
137	extinct	29.91	34.5
136	extinct	31.93	32.29
136	extinct	32.81	33.51
136	extinct	31.21	32.45
136	extinct	33.63	34.71
136	extinct	32.63	34.16
136	extinct	30.84	31.27
97	extinct	26.36	37.83
135	extinct	28.48	30.64
133	extinct	26.57	27.2
