Species	Status	MinT	MaxT
82	extinct	42.23	42.8
78	extinct	41.43	42.09
71	extinct	45.82	46.98
68	extinct	48.16	48.6
68	extinct	47.02	47.28
68	extinct	46.66	47.13
63	extinct	46.4	46.5
52	extinct	48.59	48.64
62	extinct	47.22	49.79
53	extinct	49.08	49.65
53	extinct	41.32	45.47
53	extinct	50.42	50.47
86	extinct	42.21	42.64
55	extinct	50.15	51.17
55	extinct	45.73	45.84
55	extinct	49.31	50.53
97	extinct	39.73	39.96
97	extinct	39.51	40.43
97	extinct	39.64	40.15
103	extinct	39.77	39.99
103	extinct	39.21	39.97
103	extinct	39.44	39.97
98	extinct	37.26	39.73
93	extinct	36.6	38.52
93	extinct	35.41	38.79
91	extinct	40.31	41.26
89	extinct	38.55	38.73
101	extinct	36.29	38.99
101	extinct	35.88	38.21
101	extinct	35.9	36.09
101	extinct	37.11	40.26
101	extinct	39.03	40.32
88	extinct	38.27	38.82
88	extinct	39.94	41.23
88	extinct	37.97	39.02
88	extinct	37.77	38.43
88	extinct	36.12	40.49
96	extinct	39.95	40.37
58	extinct	39.67	46.94
105	extinct	39.37	39.45
105	extinct	39.22	39.83
81	extinct	38.3	40.36
81	extinct	41.32	42.01
80	extinct	37.44	39.89
80	extinct	34.73	37.11
80	extinct	35.49	41.43
80	extinct	41.17	43.97
80	extinct	42.72	43.1
80	extinct	42.29	43.82
80	extinct	37.65	43.33
114	extinct	36.69	37.9
114	extinct	36.31	37.23
114	extinct	35.95	38.3
114	extinct	36.79	38.24
114	extinct	35.0	36.41
117	extinct	33.57	36.35
117	extinct	35.73	37.17
117	extinct	33.22	33.23
117	extinct	34.49	36.53
117	extinct	35.59	36.64
117	extinct	34.32	35.94
117	extinct	35.49	35.82
121	extinct	35.86	36.07
121	extinct	35.15	36.51
121	extinct	35.46	35.47
121	extinct	35.56	35.76
121	extinct	35.61	35.93
121	extinct	36.03	36.37
121	extinct	35.27	35.55
121	extinct	35.6	36.28
121	extinct	35.17	36.69
111	extinct	36.78	38.17
111	extinct	36.89	38.58
111	extinct	34.53	34.87
118	extinct	36.59	36.92
118	extinct	36.87	37.9
118	extinct	36.4	37.52
123	extinct	34.77	35.82
123	extinct	35.27	36.33
123	extinct	35.06	35.76
140	extinct	34.37	34.75
125	extinct	35.93	36.6
125	extinct	35.97	36.35
125	extinct	35.86	36.71
125	extinct	36.01	36.4
136	extinct	34.62	35.21
136	extinct	34.7	35.46
136	extinct	34.76	35.46
136	extinct	34.6	35.18
136	extinct	34.49	35.35
136	extinct	34.58	35.31
136	extinct	34.85	35.35
136	extinct	34.56	35.34
136	extinct	34.64	34.99
131	extinct	35.42	35.82
85	extinct	41.71	41.98
85	extinct	41.67	41.8
85	extinct	32.1	41.9
95	extinct	32.66	40.18
95	extinct	30.59	34.87
66	extinct	44.64	49.58
66	extinct	42.04	48.56
92	extinct	34.76	40.76
67	extinct	39.66	49.03
67	extinct	42.44	49.42
67	extinct	43.79	44.46
67	extinct	30.38	34.75
67	extinct	35.37	40.7
84	extinct	34.87	35.53
83	extinct	34.78	39.71
83	extinct	40.28	41.47
83	extinct	39.18	42.01
175	extinct	28.07	30.63
156	extinct	32.11	32.52
156	extinct	31.77	33.2
156	extinct	32.04	32.63
158	extinct	31.02	31.87
164	extinct	30.13	30.2
177	extinct	30.02	30.5
169	extinct	29.13	30.58
163	extinct	30.32	31.49
165	extinct	31.07	31.61
160	extinct	31.51	32.17
160	extinct	31.51	32.26
45	extinct	41.75	46.28
45	extinct	35.07	51.96
45	extinct	23.11	48.6
179	extinct	28.3	30.46
220	extinct	27.54	28.06
217	extinct	27.24	28.6
152	extinct	31.78	32.49
152	extinct	32.01	33.13
152	extinct	32.01	32.51
214	extinct	27.77	28.55
214	extinct	27.84	27.98
207	extinct	28.42	28.73
207	extinct	28.3	28.65
207	extinct	28.32	28.85
207	extinct	28.36	28.95
207	extinct	28.39	28.84
207	extinct	28.48	29.13
207	extinct	28.18	29.1
204	extinct	28.38	29.12
199	extinct	28.71	29.72
199	extinct	28.69	29.22
195	extinct	26.3	26.52
191	extinct	27.88	29.63
191	extinct	28.89	29.92
183	extinct	29.07	29.83
178	extinct	28.83	30.62
178	extinct	30.0	31.04
150	extinct	32.97	33.32
120	extinct	27.57	31.94
109	extinct	30.21	37.86
109	extinct	33.14	34.53
124	extinct	30.99	31.9
124	extinct	34.83	36.4
126	extinct	32.93	33.02
126	extinct	31.76	34.6
126	extinct	31.49	33.16
126	extinct	30.74	34.42
127	extinct	27.59	34.85
127	extinct	24.28	26.99
130	extinct	32.91	34.11
133	extinct	34.69	35.35
134	extinct	33.99	35.69
134	extinct	34.7	35.61
134	extinct	32.07	34.91
134	extinct	31.31	32.81
112	extinct	34.69	38.69
149	extinct	32.06	32.63
149	extinct	32.64	33.48
138	extinct	31.12	32.62
138	extinct	32.21	35.03
138	extinct	32.14	34.32
138	extinct	29.43	34.05
138	extinct	28.0	34.39
138	extinct	32.27	32.43
135	extinct	32.49	34.44
135	extinct	34.15	35.44
135	extinct	32.28	34.94
76	extinct	43.35	43.65
76	extinct	25.23	34.03
142	extinct	30.34	33.12
142	extinct	32.57	33.82
142	extinct	29.89	32.73
142	extinct	33.95	34.85
142	extinct	31.17	34.1
142	extinct	30.47	32.13
143	extinct	23.31	31.86
145	extinct	24.3	28.76
146	extinct	27.12	27.29
146	extinct	31.48	32.0
139	extinct	34.05	34.87
233	extinct	26.72	26.84
233	extinct	26.72	26.97
242	extinct	22.78	23.34
236	extinct	19.49	22.77
236	extinct	20.84	21.91
236	extinct	20.12	23.62
252	extinct	25.77	26.53
252	extinct	25.76	25.77
320	extinct	22.57	22.82
292	extinct	22.01	23.47
291	extinct	23.65	24.02
254	extinct	23.12	26.37
254	extinct	25.32	26.39
267	extinct	24.6	24.99
262	extinct	22.47	24.56
262	extinct	21.04	21.7
256	extinct	24.41	26.42
256	extinct	25.1	26.3
281	extinct	24.06	24.94
281	extinct	24.16	24.9
281	extinct	24.12	24.86
227	extinct	25.31	26.58
234	extinct	23.36	26.29
234	extinct	20.28	24.29
225	extinct	21.42	26.99
225	extinct	22.86	24.99
153	extinct	28.44	28.78
155	extinct	25.29	28.34
157	extinct	22.39	24.07
157	extinct	25.17	26.09
162	extinct	22.28	24.0
168	extinct	25.5	25.78
168	extinct	20.13	21.05
226	extinct	18.72	22.77
185	extinct	22.4	30.04
201	extinct	24.7	28.02
206	extinct	21.67	28.5
224	extinct	27.17	28.18
209	extinct	18.74	20.82
209	extinct	24.57	26.1
223	extinct	24.74	25.55
223	extinct	25.76	28.36
223	extinct	26.54	26.81
223	extinct	19.42	21.47
223	extinct	24.72	26.51
102	extinct	25.07	27.62
102	extinct	21.39	29.45
218	extinct	24.04	26.1
218	extinct	23.65	26.33
218	extinct	27.51	27.93
203	extinct	27.43	28.99
203	extinct	22.46	25.91
203	extinct	12.47	15.44
324	extinct	22.48	23.03
230	extinct	18.7	20.32
230	extinct	14.35	16.19
319	extinct	19.66	23.4
319	extinct	21.4	21.76
319	extinct	19.6	22.12
322	extinct	22.55	23.0
322	extinct	22.57	23.49
322	extinct	22.43	22.46
321	extinct	22.34	22.62
321	extinct	22.45	22.53
321	extinct	22.42	23.16
321	extinct	22.42	23.39
321	extinct	22.43	23.1
321	extinct	22.59	23.29
331	extinct	21.55	22.15
331	extinct	20.84	21.37
331	extinct	21.44	23.03
335	extinct	21.24	21.84
338	extinct	20.59	20.95
338	extinct	21.08	22.34
338	extinct	21.16	21.51
338	extinct	21.3	21.83
338	extinct	20.96	21.64
338	extinct	21.18	21.21
338	extinct	20.54	21.11
341	extinct	21.14	21.55
343	extinct	21.56	21.75
347	extinct	20.87	21.11
347	extinct	20.2	21.42
349	extinct	20.85	21.35
349	extinct	20.87	22.1
349	extinct	20.99	21.79
349	extinct	20.45	21.25
349	extinct	20.57	21.14
349	extinct	20.35	21.71
360	extinct	21.01	21.8
360	extinct	21.19	21.7
360	extinct	21.43	21.68
360	extinct	21.53	21.85
363	extinct	20.85	21.67
363	extinct	20.85	21.72
363	extinct	20.87	21.15
363	extinct	20.89	21.16
367	extinct	20.71	21.06
367	extinct	20.74	20.96
367	extinct	20.73	21.29
367	extinct	20.72	21.19
367	extinct	20.76	21.52
367	extinct	20.78	20.84
367	extinct	20.78	21.2
367	extinct	20.79	21.0
367	extinct	20.77	21.2
367	extinct	20.75	21.01
371	extinct	20.61	20.81
312	extinct	22.76	23.92
312	extinct	18.94	22.35
312	extinct	22.94	23.23
309	extinct	20.84	21.11
309	extinct	18.51	18.77
309	extinct	17.81	20.26
309	extinct	21.02	23.54
309	extinct	21.67	23.69
309	extinct	21.53	22.32
309	extinct	22.71	22.87
309	extinct	18.91	22.07
309	extinct	22.92	23.39
302	extinct	21.09	23.46
302	extinct	20.78	21.41
302	extinct	21.77	22.28
307	extinct	22.96	23.15
307	extinct	20.21	21.61
106	extinct	34.19	37.26
106	extinct	28.47	30.42
197	extinct	18.91	27.01
196	extinct	20.0	24.42
196	extinct	23.53	24.27
196	extinct	19.68	22.02
239	extinct	19.51	21.62
239	extinct	15.91	21.75
192	extinct	13.25	19.09
192	extinct	22.09	25.03
190	extinct	14.2	28.66
190	extinct	12.19	28.6
268	extinct	21.42	23.75
184	extinct	29.4	30.48
184	extinct	26.35	29.44
184	extinct	26.11	27.07
184	extinct	27.0	30.28
184	extinct	26.65	28.48
184	extinct	18.95	20.63
273	extinct	24.13	24.86
174	extinct	24.66	25.53
174	extinct	19.4	24.01
174	extinct	15.26	18.29
174	extinct	24.52	25.74
174	extinct	25.04	28.48
174	extinct	18.98	20.89
174	extinct	27.37	28.04
174	extinct	23.35	26.36
174	extinct	23.36	25.48
174	extinct	20.37	30.64
174	extinct	23.97	24.3
174	extinct	20.14	26.99
288	extinct	22.74	23.21
219	extinct	26.28	28.02
297	extinct	22.27	22.85
297	extinct	22.53	22.94
297	extinct	23.35	24.19
297	extinct	22.3	24.09
299	extinct	21.81	22.85
301	extinct	19.85	22.09
305	extinct	21.21	24.07
308	extinct	21.65	21.88
308	extinct	21.46	21.92
308	extinct	22.03	23.62
308	extinct	21.54	21.67
394	extinct	19.98	20.52
394	extinct	20.08	20.46
394	extinct	19.85	20.51
