Species	Status	MinT	MaxT
52	extinct	44.28	44.6
52	extinct	39.08	41.63
58	extinct	41.62	41.78
64	extinct	41.64	42.31
71	extinct	40.83	40.95
46	extinct	44.84	46.79
46	extinct	42.94	44.21
44	extinct	44.84	47.11
44	extinct	45.31	45.87
39	extinct	48.72	49.3
69	extinct	41.22	41.76
34	extinct	48.36	50.58
74	extinct	40.33	40.94
74	extinct	38.42	41.49
74	extinct	39.89	39.99
74	extinct	39.95	41.21
74	extinct	40.2	40.85
81	extinct	39.18	40.19
76	extinct	40.54	41.34
76	extinct	40.52	41.38
76	extinct	40.5	41.3
78	extinct	37.88	40.19
79	extinct	39.47	39.57
79	extinct	40.2	40.29
82	extinct	39.26	39.52
82	extinct	39.24	40.19
84	extinct	38.27	38.97
84	extinct	39.38	39.85
102	extinct	38.21	38.84
75	extinct	40.4	40.74
75	extinct	40.17	40.47
67	extinct	38.16	38.69
67	extinct	38.25	39.97
67	extinct	41.19	41.69
67	extinct	40.19	41.07
67	extinct	39.69	42.53
67	extinct	41.56	42.71
33	extinct	48.37	48.6
35	extinct	45.81	48.47
35	extinct	47.83	50.92
66	extinct	39.87	40.59
66	extinct	40.79	41.16
66	extinct	41.44	42.87
66	extinct	41.78	41.98
55	extinct	42.53	42.63
55	extinct	33.43	35.52
96	extinct	38.91	39.45
96	extinct	39.05	39.2
96	extinct	38.58	39.45
60	extinct	39.42	39.67
56	extinct	40.91	43.62
123	extinct	35.41	36.23
123	extinct	35.57	36.04
123	extinct	35.45	35.85
100	extinct	36.1	36.93
100	extinct	36.13	38.6
160	extinct	33.79	34.03
160	extinct	33.53	34.0
103	extinct	35.34	35.62
103	extinct	35.89	37.94
103	extinct	36.33	38.0
104	extinct	33.57	33.61
104	extinct	35.38	35.57
105	extinct	37.76	37.78
105	extinct	36.72	37.33
106	extinct	35.61	37.15
106	extinct	35.86	37.6
106	extinct	37.14	38.06
108	extinct	36.46	37.19
108	extinct	35.79	36.09
108	extinct	36.56	36.98
108	extinct	35.82	37.48
99	extinct	36.42	38.61
99	extinct	38.11	38.89
99	extinct	30.58	31.17
99	extinct	32.18	36.65
99	extinct	34.06	34.34
99	extinct	37.32	37.44
99	extinct	37.43	39.18
111	extinct	33.86	33.89
130	extinct	34.28	35.47
147	extinct	34.11	34.79
147	extinct	34.02	34.33
147	extinct	33.98	34.42
142	extinct	34.38	35.17
142	extinct	34.89	35.17
138	extinct	34.17	34.81
138	extinct	34.24	34.42
138	extinct	34.35	34.53
138	extinct	34.48	34.92
138	extinct	34.19	34.8
138	extinct	34.34	35.14
138	extinct	34.39	34.55
138	extinct	34.1	34.18
138	extinct	34.09	34.3
138	extinct	34.4	34.92
121	extinct	32.42	33.68
121	extinct	34.41	36.32
121	extinct	33.37	34.05
121	extinct	33.97	34.49
136	extinct	33.8	34.14
136	extinct	32.72	34.29
136	extinct	33.96	34.31
