Species	Status	MinT	MaxT
90	extinct	45.81	47.5
90	extinct	46.54	46.67
91	extinct	41.38	46.0
91	extinct	44.34	46.98
93	extinct	44.9	45.45
96	extinct	46.46	46.89
89	extinct	45.85	47.62
104	extinct	44.31	45.34
104	extinct	44.28	45.14
110	extinct	44.0	44.66
113	extinct	43.64	43.77
114	extinct	42.1	42.11
116	extinct	40.69	40.97
126	extinct	41.11	42.56
126	extinct	41.2	41.76
126	extinct	41.62	42.01
126	extinct	40.92	42.37
119	extinct	42.24	42.85
119	extinct	42.2	43.13
106	extinct	44.78	45.09
106	extinct	44.8	45.4
87	extinct	47.01	47.9
63	extinct	43.98	49.36
67	extinct	47.86	50.13
60	extinct	44.76	48.86
128	extinct	41.45	42.03
159	extinct	37.34	38.86
159	extinct	36.88	38.2
125	extinct	40.14	41.2
125	extinct	40.92	41.88
129	extinct	39.25	40.4
170	extinct	37.24	38.09
135	extinct	40.13	40.7
135	extinct	39.95	41.05
135	extinct	39.67	40.73
161	extinct	38.17	38.86
142	extinct	38.42	40.66
164	extinct	37.36	38.52
149	extinct	38.72	39.38
123	extinct	39.95	42.24
152	extinct	39.02	39.49
152	extinct	39.01	39.82
151	extinct	38.7	39.69
98	extinct	32.4	41.7
98	extinct	37.56	45.08
98	extinct	34.5	41.21
99	extinct	42.57	46.24
99	extinct	40.19	41.51
99	extinct	36.51	44.42
99	extinct	37.31	42.65
121	extinct	40.02	42.52
94	extinct	44.32	47.21
94	extinct	40.53	45.52
94	extinct	35.12	39.11
94	extinct	33.39	46.39
94	extinct	39.17	45.23
80	extinct	36.73	45.95
80	extinct	37.59	48.12
80	extinct	40.05	43.3
80	extinct	39.83	40.14
80	extinct	41.76	48.43
117	extinct	35.02	39.85
117	extinct	35.02	38.98
112	extinct	35.77	38.12
112	extinct	33.63	43.43
162	extinct	30.52	36.0
162	extinct	31.21	36.75
163	extinct	35.66	37.38
165	extinct	37.53	38.22
165	extinct	36.16	37.72
165	extinct	33.58	37.66
201	extinct	34.42	35.34
201	extinct	34.56	35.58
201	extinct	34.11	35.19
171	extinct	34.03	36.82
197	extinct	35.31	35.75
197	extinct	34.86	35.61
197	extinct	35.41	35.65
173	extinct	34.26	35.66
174	extinct	37.36	37.56
174	extinct	37.32	37.47
174	extinct	37.03	37.54
174	extinct	37.1	37.57
174	extinct	37.25	37.55
174	extinct	37.29	37.56
174	extinct	37.31	37.53
193	extinct	35.1	35.53
193	extinct	35.08	35.73
177	extinct	35.62	36.58
177	extinct	36.05	36.13
177	extinct	34.02	37.04
177	extinct	34.56	36.49
177	extinct	34.4	36.08
158	extinct	37.96	38.59
158	extinct	33.74	34.68
158	extinct	36.47	38.59
158	extinct	33.65	39.22
158	extinct	32.91	34.86
158	extinct	36.69	37.05
179	extinct	35.4	35.69
179	extinct	35.44	35.58
184	extinct	34.82	35.91
184	extinct	35.16	36.23
184	extinct	34.66	35.28
184	extinct	35.32	35.36
187	extinct	35.49	36.17
224	extinct	33.61	34.28
224	extinct	33.64	34.21
213	extinct	34.25	34.55
213	extinct	34.0	34.88
213	extinct	34.31	34.91
213	extinct	34.32	34.75
134	extinct	34.24	35.75
134	extinct	37.71	40.12
134	extinct	38.48	41.75
134	extinct	36.29	40.93
134	extinct	39.33	40.31
134	extinct	38.55	41.3
134	extinct	39.17	41.94
134	extinct	31.63	33.31
155	extinct	37.53	39.07
155	extinct	35.11	37.69
155	extinct	35.56	38.19
53	extinct	17.18	26.67
53	extinct	42.14	42.6
53	extinct	45.25	47.6
53	extinct	34.56	45.96
53	extinct	40.5	50.13
53	extinct	17.44	54.68
107	extinct	30.59	34.43
107	extinct	38.91	44.28
107	extinct	37.87	39.41
107	extinct	35.55	44.54
233	extinct	33.12	33.96
233	extinct	33.9	33.94
233	extinct	33.67	33.95
120	extinct	33.28	39.73
120	extinct	34.28	42.71
120	extinct	38.89	38.96
124	extinct	38.44	40.61
124	extinct	39.41	40.33
156	extinct	37.09	38.55
156	extinct	33.12	33.47
156	extinct	33.7	36.94
156	extinct	36.94	38.53
204	extinct	33.34	34.14
204	extinct	33.9	35.07
137	extinct	38.44	39.53
137	extinct	34.66	35.95
139	extinct	33.05	35.75
139	extinct	36.94	40.7
139	extinct	37.35	37.54
130	extinct	41.24	41.59
130	extinct	32.8	37.26
146	extinct	32.24	35.25
146	extinct	36.48	37.6
154	extinct	37.61	39.75
154	extinct	37.86	38.69
148	extinct	38.1	38.84
148	extinct	33.79	36.01
148	extinct	36.49	39.26
148	extinct	35.67	38.96
148	extinct	31.73	33.2
140	extinct	32.9	34.63
140	extinct	33.41	39.24
140	extinct	38.93	39.4
207	extinct	34.06	35.04
242	extinct	33.06	33.3
287	extinct	30.72	31.33
287	extinct	30.75	31.53
287	extinct	30.71	31.2
282	extinct	30.78	31.03
282	extinct	29.19	30.32
282	extinct	28.21	28.48
282	extinct	30.01	31.15
282	extinct	27.83	31.86
253	extinct	28.45	29.24
278	extinct	30.19	31.08
276	extinct	30.18	31.01
276	extinct	30.38	30.93
276	extinct	30.6	31.84
275	extinct	28.99	29.74
275	extinct	29.47	31.89
244	extinct	32.35	32.66
244	extinct	32.43	32.73
251	extinct	32.32	32.58
251	extinct	32.29	32.58
251	extinct	32.28	33.21
274	extinct	30.71	31.6
274	extinct	30.24	32.14
248	extinct	26.81	27.62
248	extinct	28.61	32.11
248	extinct	31.0	32.24
248	extinct	29.25	31.34
248	extinct	28.37	31.83
248	extinct	26.93	31.8
248	extinct	25.35	31.45
258	extinct	31.83	32.99
259	extinct	32.31	32.96
259	extinct	32.34	32.84
265	extinct	30.76	32.41
