Species	Status	MinT	MaxT
21	extinct	64.56	67.01
135	extinct	41.77	44.88
143	extinct	44.16	44.88
147	extinct	42.33	43.09
156	extinct	41.69	42.98
160	extinct	42.2	42.45
160	extinct	42.07	42.68
161	extinct	42.36	42.51
166	extinct	41.66	42.59
166	extinct	41.87	42.47
166	extinct	42.14	42.45
168	extinct	41.88	42.38
182	extinct	41.11	41.52
182	extinct	41.22	41.53
124	extinct	43.13	46.75
124	extinct	45.28	46.34
149	extinct	43.36	43.59
149	extinct	42.67	44.29
149	extinct	43.01	43.56
87	extinct	47.91	52.71
96	extinct	42.31	44.01
113	extinct	45.3	46.5
113	extinct	43.8	44.67
116	extinct	42.98	45.13
164	extinct	40.79	42.45
171	extinct	40.78	41.9
172	extinct	38.87	40.36
186	extinct	39.38	40.24
186	extinct	39.48	40.54
186	extinct	39.4	40.07
189	extinct	40.13	40.37
190	extinct	38.16	38.18
206	extinct	37.94	39.05
202	extinct	38.46	38.84
107	extinct	44.5	47.67
107	extinct	39.11	41.98
107	extinct	46.13	48.86
153	extinct	41.97	43.33
153	extinct	42.36	42.66
111	extinct	35.16	47.46
111	extinct	34.76	37.91
111	extinct	46.51	48.11
100	extinct	28.5	36.73
117	extinct	43.42	43.97
150	extinct	37.39	39.98
150	extinct	42.32	43.09
132	extinct	35.87	44.56
132	extinct	34.6	38.33
209	extinct	31.78	35.25
209	extinct	38.05	39.17
213	extinct	35.33	36.31
213	extinct	34.83	36.06
213	extinct	37.92	37.98
219	extinct	35.62	38.36
251	extinct	34.62	35.37
204	extinct	35.71	38.17
204	extinct	33.84	36.74
204	extinct	32.33	37.77
204	extinct	36.38	38.71
220	extinct	36.08	36.23
221	extinct	35.07	37.5
221	extinct	34.18	37.2
221	extinct	36.13	37.34
221	extinct	36.53	36.54
250	extinct	34.07	34.33
250	extinct	34.08	34.46
250	extinct	33.12	33.43
245	extinct	34.03	34.53
245	extinct	34.25	35.26
245	extinct	34.66	35.81
261	extinct	33.9	34.84
261	extinct	33.91	34.89
261	extinct	33.91	34.92
244	extinct	35.4	35.85
244	extinct	35.12	35.91
241	extinct	35.31	35.56
240	extinct	35.5	36.07
240	extinct	35.46	35.85
240	extinct	35.62	36.05
246	extinct	34.72	35.08
246	extinct	34.42	34.78
246	extinct	34.04	34.38
246	extinct	34.11	35.73
246	extinct	34.6	35.33
246	extinct	34.09	35.16
223	extinct	36.79	37.85
226	extinct	36.45	37.27
226	extinct	36.48	37.42
226	extinct	35.97	37.68
226	extinct	36.32	37.75
226	extinct	36.46	37.81
226	extinct	36.11	37.22
226	extinct	36.6	36.82
249	extinct	34.89	35.15
249	extinct	34.85	35.2
249	extinct	34.94	35.08
249	extinct	34.98	35.36
225	extinct	35.04	36.16
225	extinct	34.26	34.74
225	extinct	36.92	37.87
225	extinct	35.7	36.77
255	extinct	34.51	34.68
255	extinct	34.55	35.21
255	extinct	34.62	35.08
255	extinct	34.38	34.9
224	extinct	36.64	37.6
224	extinct	36.32	37.83
233	extinct	36.34	36.92
233	extinct	36.07	36.92
233	extinct	36.23	36.4
233	extinct	36.16	37.01
233	extinct	36.1	36.88
235	extinct	35.25	36.37
222	extinct	36.87	38.03
130	extinct	35.62	42.59
130	extinct	31.65	31.96
165	extinct	31.19	32.65
165	extinct	29.33	39.13
175	extinct	34.31	39.84
175	extinct	36.74	38.01
163	extinct	36.02	37.25
163	extinct	32.02	36.64
157	extinct	36.71	41.76
157	extinct	36.54	40.43
157	extinct	41.7	42.38
157	extinct	34.13	41.38
157	extinct	31.91	40.51
128	extinct	37.5	43.93
128	extinct	33.62	38.77
128	extinct	27.79	33.76
154	extinct	41.51	42.85
154	extinct	38.84	43.1
146	extinct	28.57	44.08
146	extinct	26.48	28.25
144	extinct	42.82	44.38
144	extinct	39.59	43.38
144	extinct	27.49	41.07
141	extinct	43.61	43.81
141	extinct	33.01	41.24
141	extinct	37.72	44.01
141	extinct	41.36	44.58
141	extinct	36.79	38.19
188	extinct	38.66	38.75
192	extinct	37.37	39.33
192	extinct	38.28	38.46
192	extinct	37.09	39.99
192	extinct	35.24	39.18
192	extinct	38.51	38.62
196	extinct	36.92	38.55
195	extinct	37.76	39.28
195	extinct	36.45	39.57
195	extinct	37.9	38.24
195	extinct	35.43	39.36
195	extinct	38.68	39.42
195	extinct	35.32	38.78
195	extinct	38.35	38.5
195	extinct	37.0	38.66
170	extinct	36.92	41.21
170	extinct	41.34	41.41
170	extinct	39.46	40.68
170	extinct	40.53	41.81
271	extinct	32.0	32.29
271	extinct	32.71	33.48
271	extinct	32.25	33.49
268	extinct	32.2	34.37
264	extinct	24.68	31.89
264	extinct	25.05	34.42
264	extinct	29.21	30.62
264	extinct	28.53	33.79
99	extinct	36.09	48.71
99	extinct	30.23	40.71
99	extinct	33.27	42.69
99	extinct	28.69	40.23
99	extinct	36.7	36.9
273	extinct	28.74	31.27
275	extinct	26.01	28.68
275	extinct	31.29	33.62
201	extinct	32.2	38.37
201	extinct	32.66	35.2
279	extinct	32.02	32.99
279	extinct	30.9	30.97
279	extinct	30.51	30.6
279	extinct	30.07	33.09
279	extinct	32.22	32.95
276	extinct	30.51	31.81
