Species	Status	MinT	MaxT
22	extinct	30.8	46.91
83	extinct	41.13	41.5
91	extinct	41.35	42.98
84	extinct	40.56	41.64
67	extinct	45.72	47.22
65	extinct	43.83	48.12
65	extinct	45.72	48.36
33	extinct	52.24	57.06
35	extinct	33.72	34.49
35	extinct	34.19	55.33
54	extinct	50.34	51.07
55	extinct	42.96	49.76
63	extinct	46.23	49.05
64	extinct	41.82	47.35
64	extinct	47.92	48.67
64	extinct	43.45	43.84
103	extinct	39.97	40.08
106	extinct	40.87	41.56
100	extinct	38.0	41.48
100	extinct	40.5	41.74
100	extinct	38.77	40.74
100	extinct	38.36	39.5
100	extinct	40.9	42.52
98	extinct	39.88	39.97
94	extinct	40.75	41.23
94	extinct	35.16	40.43
94	extinct	37.63	39.05
94	extinct	40.05	42.13
94	extinct	40.11	41.07
94	extinct	42.51	44.11
94	extinct	36.86	41.73
48	extinct	36.69	43.26
48	extinct	44.6	46.78
48	extinct	48.05	49.9
115	extinct	37.95	39.83
115	extinct	38.27	39.86
115	extinct	38.8	38.88
115	extinct	39.34	39.6
129	extinct	36.99	37.01
129	extinct	37.08	38.3
129	extinct	37.61	38.34
129	extinct	36.63	39.2
129	extinct	37.71	38.01
129	extinct	37.12	37.96
129	extinct	38.16	39.33
129	extinct	37.45	38.07
86	extinct	31.02	39.29
86	extinct	39.29	40.36
86	extinct	41.87	43.06
86	extinct	34.96	38.49
86	extinct	42.14	45.01
123	extinct	36.48	38.51
110	extinct	37.67	40.2
125	extinct	38.15	38.98
116	extinct	39.46	40.33
116	extinct	39.58	40.25
145	extinct	31.15	31.19
145	extinct	32.58	33.18
145	extinct	32.91	36.23
145	extinct	35.48	35.6
173	extinct	34.85	35.34
142	extinct	36.6	37.74
142	extinct	36.06	36.1
142	extinct	34.46	34.8
142	extinct	32.57	35.74
142	extinct	35.98	36.91
142	extinct	33.81	37.42
142	extinct	36.26	36.78
142	extinct	33.65	35.14
142	extinct	34.41	36.67
142	extinct	36.42	36.79
138	extinct	36.99	37.51
138	extinct	37.07	37.32
138	extinct	36.99	37.77
138	extinct	36.86	37.21
138	extinct	37.07	37.5
137	extinct	37.19	37.35
137	extinct	37.19	37.81
137	extinct	37.19	37.63
137	extinct	37.19	38.17
136	extinct	36.55	36.68
136	extinct	35.04	37.71
136	extinct	35.67	37.94
136	extinct	36.46	37.26
136	extinct	33.88	35.15
136	extinct	35.92	37.87
136	extinct	35.11	35.61
136	extinct	36.03	37.89
136	extinct	34.14	36.08
136	extinct	35.6	36.66
136	extinct	35.9	37.19
136	extinct	37.03	37.71
136	extinct	33.94	37.15
136	extinct	35.86	36.03
136	extinct	34.09	36.83
135	extinct	36.96	37.58
135	extinct	35.25	35.31
135	extinct	37.14	38.19
134	extinct	32.03	35.72
134	extinct	35.55	36.21
134	extinct	33.48	33.72
134	extinct	36.6	37.02
134	extinct	33.5	35.16
134	extinct	36.24	38.26
143	extinct	35.87	36.97
141	extinct	35.88	36.74
157	extinct	31.79	35.54
157	extinct	33.0	33.87
157	extinct	34.24	36.04
149	extinct	34.88	36.35
149	extinct	32.14	36.76
149	extinct	34.77	34.78
149	extinct	32.49	36.33
158	extinct	34.59	35.73
158	extinct	34.51	34.9
158	extinct	34.35	35.69
158	extinct	35.35	36.65
158	extinct	35.14	36.58
158	extinct	34.28	36.08
158	extinct	35.19	35.19
158	extinct	34.57	34.82
158	extinct	35.23	36.31
158	extinct	34.41	36.14
158	extinct	34.89	36.23
160	extinct	32.78	33.17
160	extinct	35.09	35.66
160	extinct	34.56	36.26
160	extinct	33.95	35.39
161	extinct	36.34	36.53
161	extinct	35.81	36.52
163	extinct	33.53	34.45
163	extinct	33.72	35.45
163	extinct	35.04	35.66
163	extinct	33.92	34.72
163	extinct	32.01	33.47
163	extinct	33.2	34.35
163	extinct	32.24	36.16
163	extinct	33.59	35.23
163	extinct	35.06	35.95
163	extinct	32.0	34.53
168	extinct	34.72	35.78
168	extinct	34.86	35.92
168	extinct	34.64	35.3
168	extinct	34.96	35.87
169	extinct	34.33	35.75
175	extinct	34.26	34.81
175	extinct	34.23	35.01
175	extinct	34.25	34.42
175	extinct	34.23	34.8
175	extinct	34.31	35.25
175	extinct	34.23	34.32
175	extinct	34.28	34.71
175	extinct	34.27	35.09
175	extinct	34.3	34.83
194	extinct	33.5	33.87
170	extinct	32.87	34.54
170	extinct	33.28	34.29
170	extinct	34.83	35.67
170	extinct	33.74	34.62
171	extinct	34.76	35.6
171	extinct	34.82	35.55
171	extinct	35.02	35.63
171	extinct	35.42	35.64
172	extinct	34.16	35.42
132	extinct	36.62	38.84
119	extinct	36.8	37.58
119	extinct	37.15	37.17
119	extinct	34.13	35.47
191	extinct	33.54	33.87
80	extinct	25.58	36.04
80	extinct	29.63	36.61
80	extinct	42.35	42.45
80	extinct	42.81	43.26
80	extinct	28.04	28.59
80	extinct	38.48	40.14
80	extinct	41.12	43.64
80	extinct	27.18	27.29
102	extinct	32.38	40.3
102	extinct	30.6	32.42
102	extinct	31.08	33.35
102	extinct	28.43	37.92
102	extinct	35.22	41.27
104	extinct	33.54	38.72
104	extinct	32.86	37.19
109	extinct	36.12	40.78
109	extinct	36.47	37.99
109	extinct	34.18	40.22
109	extinct	35.57	37.31
109	extinct	39.63	41.62
109	extinct	36.58	38.02
112	extinct	32.86	33.8
112	extinct	32.91	35.07
112	extinct	35.54	41.04
117	extinct	34.52	37.48
117	extinct	38.11	39.32
117	extinct	37.66	39.32
117	extinct	32.77	38.22
117	extinct	35.68	36.12
117	extinct	36.56	39.9
117	extinct	35.01	37.2
117	extinct	35.48	35.49
117	extinct	31.57	37.37
