clade	species	ts	te
0	1	100.0	92.09
0	2	99.41	91.36
0	3	99.38	51.55
0	4	95.73	82.57
0	5	95.23	87.47
0	6	95.19	90.64
0	7	93.86	93.67
0	8	93.51	81.47
0	9	92.93	91.63
0	10	90.98	88.66
0	11	90.93	85.86
0	12	90.0	74.09
0	13	89.1	85.24
0	14	87.31	81.18
0	15	86.42	60.66
0	16	85.9	84.91
0	17	84.07	81.59
0	18	77.61	45.58
0	19	76.61	73.91
0	20	76.31	75.79
0	21	75.75	74.43
0	22	75.42	67.44
0	23	74.06	63.93
0	24	73.29	67.82
0	25	72.19	68.93
0	26	71.46	65.79
0	27	70.32	62.53
0	28	70.06	64.02
0	29	70.01	53.88
0	30	69.63	46.25
0	31	69.18	68.03
0	32	67.93	59.34
0	33	67.38	66.36
0	34	65.99	64.65
0	35	64.68	52.47
0	36	64.3	57.11
0	37	64.14	44.51
0	38	59.01	24.93
0	39	58.19	47.55
0	40	57.91	47.72
0	41	57.87	50.6
0	42	57.86	54.61
0	43	57.67	50.33
0	44	57.56	47.85
0	45	57.0	35.18
0	46	56.49	42.81
0	47	55.78	47.75
0	48	54.2	52.56
0	49	53.89	47.48
0	50	52.8	30.69
0	51	51.42	50.85
0	52	51.07	49.92
0	53	50.65	49.91
0	54	50.2	39.26
0	55	49.62	32.6
0	56	49.08	43.09
0	57	48.48	36.13
0	58	48.17	38.07
0	59	48.05	37.94
0	60	47.7	17.53
0	61	46.73	33.36
0	62	46.23	28.29
0	63	46.09	35.99
0	64	45.75	40.97
0	65	45.52	32.95
0	66	45.31	27.01
0	67	45.1	38.5
0	68	44.1	16.11
0	69	44.06	41.13
0	70	43.6	39.57
0	71	43.34	28.61
0	72	42.88	42.04
0	73	42.88	0.0
0	74	42.65	40.68
0	75	42.64	33.59
0	76	42.59	38.99
0	77	42.55	40.37
0	78	42.46	30.34
0	79	42.43	37.69
0	80	42.37	18.31
0	81	41.85	35.38
0	82	41.68	20.79
0	83	41.63	33.03
0	84	41.28	40.88
0	85	41.12	35.91
0	86	40.72	32.14
0	87	40.6	36.45
0	88	40.05	25.47
0	89	39.85	10.57
0	90	39.78	39.74
0	91	39.75	38.63
0	92	39.75	35.76
0	93	39.72	24.0
0	94	39.68	31.56
0	95	39.49	36.62
0	96	39.28	3.61
0	97	39.27	25.64
0	98	39.25	33.27
0	99	39.21	12.18
0	100	39.05	36.65
0	101	38.75	37.67
0	102	38.62	3.12
0	103	38.33	32.14
0	104	38.28	23.97
0	105	38.19	34.55
0	106	38.14	35.36
0	107	37.91	32.03
0	108	37.87	35.06
0	109	37.87	4.45
0	110	37.87	30.14
0	111	37.47	26.37
0	112	36.92	35.0
0	113	36.64	32.55
0	114	36.51	24.99
0	115	36.48	30.41
0	116	36.44	24.93
0	117	36.31	17.78
0	118	36.29	29.29
0	119	35.82	29.04
0	120	35.78	19.53
0	121	35.71	27.28
0	122	35.66	21.34
0	123	35.55	31.48
0	124	35.52	8.35
0	125	35.44	33.59
0	126	35.29	26.28
0	127	35.21	29.47
0	128	35.09	23.69
0	129	34.88	33.92
0	130	34.73	30.27
0	131	34.49	26.65
0	132	34.48	17.12
0	133	34.07	25.97
0	134	33.97	22.25
0	135	33.93	13.96
0	136	33.81	30.74
0	137	33.69	0.0
0	138	33.51	24.03
0	139	33.5	32.38
0	140	33.49	23.1
0	141	33.47	0.0
0	142	33.45	11.26
0	143	33.38	11.96
0	144	33.25	13.56
0	145	33.2	29.98
0	146	33.19	22.63
0	147	33.19	0.21
0	148	33.05	31.27
0	149	33.01	23.9
0	150	32.95	29.85
0	151	32.95	13.15
0	152	32.9	31.38
0	153	32.9	28.87
0	154	32.82	29.42
0	155	32.76	27.5
0	156	32.75	23.39
0	157	32.73	19.88
0	158	32.62	0.0
0	159	32.59	0.0
0	160	32.52	16.55
0	161	32.24	0.0
0	162	32.19	5.43
0	163	32.12	0.0
0	164	31.98	19.69
0	165	31.92	22.78
0	166	31.91	13.72
0	167	31.88	0.0
0	168	31.79	9.07
0	169	31.75	26.22
0	170	31.62	26.51
0	171	31.57	5.58
0	172	31.57	26.96
0	173	31.52	30.76
0	174	31.52	24.14
0	175	31.45	29.26
0	176	31.44	24.19
0	177	31.41	19.88
0	178	31.34	23.77
0	179	31.08	29.71
0	180	31.08	26.75
0	181	31.05	0.53
0	182	30.94	30.24
0	183	30.92	11.85
0	184	30.82	25.26
0	185	30.82	30.1
0	186	30.79	25.96
0	187	30.78	29.0
0	188	30.74	18.56
0	189	30.68	9.54
0	190	30.66	18.36
0	191	30.57	24.53
0	192	30.5	11.61
0	193	30.44	17.75
0	194	30.42	22.83
0	195	30.36	29.81
0	196	30.32	23.73
0	197	30.19	29.9
0	198	30.16	25.66
0	199	30.13	8.23
0	200	30.11	19.2
0	201	29.97	7.52
0	202	29.85	22.67
0	203	29.8	0.0
0	204	29.77	21.76
0	205	29.56	29.5
0	206	29.41	29.11
0	207	29.13	28.48
0	208	29.09	16.16
0	209	29.0	27.32
0	210	28.98	23.66
0	211	28.91	28.01
0	212	28.8	14.84
0	213	28.73	12.47
0	214	28.68	19.14
0	215	28.62	24.65
0	216	28.59	23.5
0	217	28.59	27.13
0	218	28.49	22.35
0	219	28.33	19.17
0	220	28.14	27.83
0	221	28.12	26.67
0	222	28.12	26.45
0	223	27.96	27.35
0	224	27.95	19.99
0	225	27.92	22.13
0	226	27.91	17.98
0	227	27.85	20.91
0	228	27.73	24.39
0	229	27.67	14.22
0	230	27.64	19.64
0	231	27.61	23.86
0	232	27.58	4.3
0	233	27.57	21.62
0	234	27.46	24.95
0	235	27.45	20.7
0	236	27.32	22.01
0	237	27.29	25.62
0	238	27.27	8.98
0	239	27.26	18.6
0	240	27.14	6.23
0	241	27.12	19.26
0	242	27.06	15.34
0	243	27.04	26.55
0	244	26.95	26.36
0	245	26.93	25.43
0	246	26.9	16.56
0	247	26.86	15.7
0	248	26.85	24.82
0	249	26.76	24.5
0	250	26.65	17.47
