Species	Status
Amphidolops	extinct
Anargyrolagus	extinct
Apeirodon	extinct
Archaeodolops	extinct
Argyrolagus	extinct
Bobbschaefferia	extinct
Bonapartherium	extinct
cf._Hondalagus	extinct
cf._Proargyrolagus	extinct
Cocatherium	extinct
Coloradolops	extinct
Epidolops	extinct
Epiklohnia	extinct
Eudolops	extinct
Gashternia	extinct
Hondalagus	extinct
Hypodolops	extinct
Incadolops	extinct
Klohnia	extinct
Kramadolops	extinct
Microtragulus	extinct
Palangania	extinct
Patagonia	extinct
Peridolopidae_gen_A	extinct
Polydolops	extinct
Praedens	extinct
Prepidolops	extinct
Proargyrolagus	extinct
Pseudolops	extinct
Punadolops	extinct
Roberthoffstetteria	extinct
Sillustania	extinct
Wamradolops	extinct
