"","Order","Family","Genus","Species","Status","Country","State","Period","Epoch","Pct_age_range_in_Epoch","Min.age","Max.age","Collection.number","Collection.authorizer","Reference","Note"
"1","Paucituberculata","Abderitidae","Abderites","meridionalis","extinct","Argentina","Chubut","Neogene","Miocene",100,17.5,21,176205,"J. Zijlstra",NA,NA
"2","Paucituberculata","Abderitidae","Abderites","meridionalis","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,11.608,15.97,27313,"J. Head",NA,NA
"3","Paucituberculata","Abderitidae","Abderites","meridionalis","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176565,"J. Zijlstra",NA,NA
"4","Paucituberculata","Abderitidae","Abderites","meridionalis","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176570,"J. Zijlstra",NA,NA
"5","Paucituberculata","Abderitidae","Abderites","meridionalis","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176594,"J. Zijlstra",NA,NA
"6","Paucituberculata","Abderitidae","Abderites","meridionalis","extinct","Chile","Aisén","Neogene","Miocene",100,15.5,16.3,139845,"C. Jaramillo",NA,NA
"7","Paucituberculata","Abderitidae","Abderites",NA,"extinct","Argentina","Neuquén","Neogene","Miocene",100,17.5,21,89029,"D. Croft",NA,NA
"8","Paucituberculata","Abderitidae","Abderites",NA,"extinct","Peru","Loreto","Paleogene","Oligocene",100,23.03,28.4,176130,"J. Zijlstra",NA,NA
"9","Paucituberculata","Abderitiidae","Pithiculites","chenche","extinct","Colombia",NA,"Neogene","Miocene",100,15.5,16.3,13750,"J. Alroy","https://www.jstor.org/stable/1306970",NA
"10","Paucituberculata","Abderitidae","Pitheculites","rothi","extinct","Chile","Aisén","Neogene","Miocene",100,15.5,16.3,139845,"C. Jaramillo",NA,NA
"11","Paucituberculata","Abderitidae","Pitheculites",NA,"extinct","Argentina","Neuquén","Neogene","Miocene",100,17.5,21,89029,"D. Croft",NA,NA
"12","Rodentia","Abrocomidae","Abrocoma","antiqua","extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,87198,"J. Alroy",NA,NA
"13","Rodentia","Abrocomidae","Abrocoma","antiqua","extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,204598,"P. Mannion",NA,NA
"14","Rodentia","Abrocomidae","Abrocoma","boliviensis","extinct","Argentina","Catamarca","Neogene","Miocene",100,7.14,7.7,198543,"P. Mannion",NA,NA
"15","Rodentia","Abrocomidae","Abrocoma","boliviensis","extinct","Argentina","Catamarca","Neogene","Miocene",100,6.8,9,198546,"P. Mannion",NA,NA
"16","Rodentia","Abrocomidae","Abrocoma","boliviensis","extinct","Argentina","Catamarca","Neogene","Miocene",100,7.14,8,198547,"P. Mannion",NA,NA
"17","Rodentia","Abrocomidae","Ameghinomys","constans","extinct","Argentina","San Juan","Neogene","Miocene",100,16.3,17.5,197900,"P. Mannion","https://www.mindat.org/taxon-P394213.html",NA
"18","Rodentia","Abrocomidae","Ameghinomys","constans","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176564,"J. Zijlstra","https://www.mindat.org/taxon-P394213.html",NA
"19","Rodentia","Abrocomidae","Ameghinomys","constans","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176622,"J. Zijlstra","https://www.mindat.org/taxon-P394213.html",NA
"20","Rodentia","Abrocomidae","Protabrocoma",NA,"extinct","Argentina","Entre Rios","Neogene","Miocene",100,6.8,9,55600,"M. Uhen",NA,NA
"21","Rodentia","Abrocomidae","Protabrocoma",NA,"extinct","Argentina","La Pampa","Neogene","Miocene",100,6.8,9,152061,"C. Jaramillo",NA,NA
"22","Rodentia","Abrocomidae","Protabrocoma",NA,"extinct","Argentina","La Rioja","Neogene","Pliocene",100,4.3,4.3,152263,"C. Jaramillo",NA,NA
"23","Rodentia","Abrocomidae","Protabrocoma",NA,"extinct","Argentina","Mendoza","Neogene","Pliocene",100,2.588,5.332,189520,"E. Vlachos",NA,NA
"24","Rodentia","Abrocomidae","Protabrocoma",NA,"extinct","Argentina","Salta","Neogene","Miocene",100,7.246,11.608,197784,"P. Mannion",NA,NA
"25","Rodentia","Abrocomidae","Protabrocoma",NA,"extinct","Bolivia","Chuquisaca","Neogene","Miocene",99.98,5.332,11.608,68792,"D. Croft",NA,NA
"26","Notoungulata","Acoelodidae","Acoelodus","oppositus","extinct","Argentina","Chubut","Paleogene","Eocene",100,33.9,48.6,176285,"J. Zijlstra","https://www.mindat.org/taxon-4829992.html","nb: Syn of Oldfieldthomasiidae"
"27","Notoungulata","Acoelodidae","Acoelodus","proclivus","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,13779,"J. Alroy","https://www.mindat.org/taxon-4829992.html","nb: Syn of Oldfieldthomasiidae"
"28","Notoungulata","Acoelodidae","Acoelodus","proclivus","extinct","Argentina","Chubut",NA,"Eocene",100,38,41.3,13779,"J. Zijlstra","F. Ameghino. 1902. Notices préliminaires sur des mammifères nouveaux des terrains Crétacé de Patagonie {preliminary notes on new mammals from the Cretaceous terrains of Patagonia]. Boletin de la Academia Nacional de Ciencias de Córdoba 17:5-70","nb: Syn of Oldfieldthomasiidae"
"29","Notoungulata","Acoelodidae","Acoelodus","terminalis","extinct","Argentina","Chubut","Paleogene","Eocene",100,33.9,48.6,176285,"J. Zijlstra","https://www.mindat.org/taxon-4829992.html","nb: Syn of Oldfieldthomasiidae"
"30","Notoungulata","Acoelodidae","Brachystephanus","postremus","extinct","Argentina","Mendoza","Paleogene","Eocene",100,36,42,92669,"J. Alroy",NA,"nb: Syn of Oldfieldthomasiidae"
"31","Notoungulata","Acoelodidae","Camargomendesia","pristina","extinct","Brazil","Rio de Janeiro","Paleogene","Eocene",73.27,48.6,58.7,118314,"P. Mannion",NA,"nb: Syn of Oldfieldthomasiidae"
"32","Notoungulata","Acoelodidae","Camargomendesia",NA,"extinct","Argentina","Chubut","Paleogene","Paleocene",100,57,59,133040,"P. Mannion",NA,"nb: Syn of Oldfieldthomasiidae"
"33","Notoungulata","Acoelodidae","Colbertia","lumbrerense","extinct","Argentina","Salta","Paleogene","Eocene",100,37.2,48.6,13775,"J. Alroy",NA,"nb: Syn of Oldfieldthomasiidae"
"34","Notoungulata","Acoelodidae","Colbertia","magellanica","extinct","Brazil","Rio de Janeiro","Paleogene","Eocene",73.27,48.6,58.7,118314,"P. Mannion",NA,"nb: Syn of Oldfieldthomasiidae"
"35","Notoungulata","Acoelodidae","Colbertia",NA,"extinct","Argentina","Catamarca","Paleogene","Eocene",100,33.9,37.2,41608,"D. Croft",NA,"nb: Syn of Oldfieldthomasiidae"
"36","Notoungulata","Acoelodidae","Colbertia",NA,"extinct","Argentina","Chubut","Paleogene","Paleocene",100,57,59,133040,"P. Mannion",NA,"nb: Syn of Oldfieldthomasiidae"
"37","Notoungulata","Acoelodidae","Dolichostylodon","saltensis","extinct","Argentina","Salta","Paleogene","Eocene",100,37.2,48.6,132937,"P. Mannion",NA,"nb: Syn of Oldfieldthomasiidae"
"38","Notoungulata","Acoealodidae","Isotypotherium","annulatum","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176168,"J. Zijlstra","https://en.wikipedia.org/wiki/Oldfieldthomasiidae","nb: Syn of Oldfieldthomasiidae"
"39","Notoungulata","Acoelodidae","Itaboraitherium",NA,"extinct","Argentina","Chubut","Paleogene","Paleocene",100,57,59,133040,"P. Mannion",NA,"nb: Syn of Oldfieldthomasiidae"
"40","Notoungulata","Acoelodidae","Kibenikhoria","get","extinct","Argentina","Chubut","Paleogene","Eocene",100,48.6,55.8,14205,"J. Alroy",NA,"nb: Syn of Oldfieldthomasiidae"
"41","Notoungulata","Acoelodidae","Kibenikhoria",NA,"extinct","Argentina","Chubut","Paleogene","Paleocene",100,57,59,133040,"P. Mannion",NA,"nb: Syn of Oldfieldthomasiidae"
"42","Notoungulata","Acoelodidae","Maxschlosseria","anatoma","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176164,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"43","Notoungulata","Acoelodidae","Maxschlosseria","consumata","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,13779,"J. Alroy",NA,"nb: Syn of Oldfieldthomasiidae"
"44","Notoungulata","Acoelodidae","Maxschlosseria","consumata","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,44956,"D. Croft",NA,"nb: Syn of Oldfieldthomasiidae"
"45","Notoungulata","Acoelodidae","Maxschlosseria","consumata","extinct","Argentina","Chubut","Paleogene","Eocene",100,40.4,48.6,176165,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"46","Notoungulata","Acoelodidae","Maxschlosseria","consumata","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176170,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"47","Notoungulata","Acoelodidae","Maxschlosseria","expansa","extinct","Argentina","Chubut","Paleogene","Eocene",100,33.9,48.6,176285,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"48","Notoungulata","Acoelodidae","Maxschlosseria","minima","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176164,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"49","Notoungulata","Acoelodidae","Maxschlosseria","minima","extinct","Argentina","Chubut","Paleogene","Eocene",100,40.4,48.6,176165,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"50","Notoungulata","Acoelodidae","Maxschlosseria","minima","extinct","Argentina","Chubut","Paleogene","Eocene",100,33.9,48.6,176285,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"51","Notoungulata","Acoelodidae","Maxschlosseria","minuta","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,44956,"D. Croft",NA,"nb: Syn of Oldfieldthomasiidae"
"52","Notoungulata","Acoelodidae","Maxschlosseria","minuta","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176164,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"53","Notoungulata","Acoelodidae","Maxschlosseria","minuta","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176172,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"54","Notoungulata","Acoelodidae","Maxschlosseria","praeterita","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176164,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"55","Notoungulata","Acoelodidae","Maxschlosseria","praeterita","extinct","Argentina","Chubut","Paleogene","Eocene",100,40.4,48.6,176165,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"56","Notoungulata","Acoelodidae","Maxschlosseria","rusticula","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176164,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"57","Notoungulata","Acoelodidae","Maxschlosseria","rusticula","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176164,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"58","Notoungulata","Acoelodidae","Maxschlosseria","rusticula","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176164,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"59","Notoungulata","Acoelodidae","Maxschlosseria","rusticula","extinct","Argentina","Chubut","Paleogene","Eocene",100,40.4,48.6,176165,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"60","Notoungulata","Acoelodidae","Maxschlosseria","septa","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176164,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"61","Notoungulata","Acoelodidae","Maxschlosseria","consumata","extinct","Argentina","Chubut","Paleogene","Eocene",100,38,41.3,13779,"J. Zijlstra","F. Ameghino. 1901. Notices préliminaires sur des ongulés nouveaux des terrains crétacés de Patagonie [Preliminary notes on new ungulates from the Cretaceous terrains of Patagonia]. Boletin de la Academia Nacional de Ciencias de Córdoba 16:349-429",NA
"62","Notoungulata","Acoelodidae","Oldfieldthomasia","anfractuosa","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176163,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"63","Notoungulata","Acoelodidae","Oldfieldthomasia","debilitata","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,13779,"J. Alroy",NA,"nb: Syn of Oldfieldthomasiidae"
"64","Notoungulata","Acoelodidae","Oldfieldthomasia","debilitata","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,13779,"J. Alroy",NA,"nb: Syn of Oldfieldthomasiidae"
"65","Notoungulata","Acoelodidae","Oldfieldthomasia","debilitata","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,13779,"J. Alroy",NA,"nb: Syn of Oldfieldthomasiidae"
"66","Notoungulata","Acoelodidae","Oldfieldthomasia","debilitata","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,13779,"J. Alroy",NA,"nb: Syn of Oldfieldthomasiidae"
"67","Notoungulata","Acoelodidae","Oldfieldthomasia","debilitata","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,13779,"J. Alroy",NA,"nb: Syn of Oldfieldthomasiidae"
"68","Notoungulata","Acoelodidae","Oldfieldthomasia","debilitata","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,13779,"J. Alroy",NA,"nb: Syn of Oldfieldthomasiidae"
"69","Notoungulata","Acoelodidae","Oldfieldthomasia","debilitata","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,49900,"D. Croft",NA,"nb: Syn of Oldfieldthomasiidae"
"70","Notoungulata","Acoelodidae","Oldfieldthomasia","debilitata","extinct","Argentina","Chubut","Paleogene","Eocene",100,33.9,55.8,49902,"D. Croft",NA,"nb: Syn of Oldfieldthomasiidae"
"71","Notoungulata","Acoelodidae","Oldfieldthomasia","debilitata","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,175744,"R. Butler",NA,"nb: Syn of Oldfieldthomasiidae"
"72","Notoungulata","Acoelodidae","Oldfieldthomasia","debilitata","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176164,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"73","Notoungulata","Acoelodidae","Oldfieldthomasia","debilitata","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176180,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"74","Notoungulata","Acoelodidae","Oldfieldthomasia","debilitata","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176181,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"75","Notoungulata","Acoelodidae","Oldfieldthomasia","debilitata","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176182,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"76","Notoungulata","Acoelodidae","Oldfieldthomasia","debilitata","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176185,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"77","Notoungulata","Acoelodidae","Oldfieldthomasia","debilitata","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176186,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"78","Notoungulata","Acoelodidae","Oldfieldthomasia","debilitata","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176191,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"79","Notoungulata","Acoelodidae","Oldfieldthomasia","debilitata","extinct","Argentina","Chubut","Paleogene","Eocene",100,33.9,48.6,176285,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"80","Notoungulata","Acoelodidae","Oldfieldthomasia","parvidens","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,13779,"J. Alroy",NA,"nb: Syn of Oldfieldthomasiidae"
"81","Notoungulata","Acoelodidae","Oldfieldthomasia","parvidens","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,13779,"J. Alroy",NA,"nb: Syn of Oldfieldthomasiidae"
"82","Notoungulata","Acoelodidae","Oldfieldthomasia",NA,"extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,175739,"R. Butler",NA,"nb: Syn of Oldfieldthomasiidae"
"83","Notoungulata","Acoelodidae","Oldfieldthomasia",NA,"extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,175743,"R. Butler",NA,"nb: Syn of Oldfieldthomasiidae"
"84","Notoungulata","Acoelodidae","Oldfieldthomasia",NA,"extinct","Argentina","Chubut",NA,"Eocene",45.05,15.97,48.6,176461,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"85","Notoungulata","Acoelodidae","Oldfieldthomasia","transversa","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,13779,"J. Alroy",NA,"nb: Syn of Oldfieldthomasiidae"
"86","Notoungulata","Acoelodidae","Ortholophodon","prolongus","extinct","Argentina","Chubut","Paleogene","Eocene",100,33.9,37.2,176290,"J. Zijlstra","https://www.mindat.org/taxon-4829468.html","nb: Syn of Oldfieldthomasiidae"
"87","Notoungulata","Acoelodidae","Paginula","parca","extinct","Argentina","Chubut","Paleogene","Eocene",100,38,41.3,176169,"P. Mannion","R. Pascual, A. A. Carlini, and M. Bond, F. J. Goin. 2002. Mamíferos Cenozoicos.  In M. J. Haller (ed.), Geología y Recursos Naturales de Santa Cruz. Relatorio del XV° Congreso Geológico Argentino. Buenos Aires: El Calafate. II-11:1-12",NA
"88","Notoungulata","Acoelodidae","Paginula","parca","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,13779,"J. Alroy",NA,"nb: Syn of Oldfieldthomasiidae"
"89","Notoungulata","Acoelodidae","Paginula","parca","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176164,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"90","Notoungulata","Acoelodidae","Paginula","parca","extinct","Argentina","Chubut","Paleogene","Eocene",100,40.4,48.6,176165,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"91","Notoungulata","Acoelodidae","Paginula","parca","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176167,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"92","Notoungulata","Acoelodidae","Paginula","parca","extinct","Argentina","Chubut","Paleogene","Eocene",100,33.9,48.6,176285,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"93","Notoungulata","Acoelodidae","Suniodon","catamarcensis","extinct","Argentina","Catamarca","Paleogene","Eocene",100,33.9,37.2,41608,"D. Croft",NA,"nb: Syn of Oldfieldthomasiidae"
"94","Notoungulata","Acoelodidae","Suniodon",NA,"extinct","Argentina","Catamarca","Paleogene","Eocene",100,33.9,37.2,41608,"D. Croft",NA,"nb: Syn of Oldfieldthomasiidae"
"95","Notoungulata","Acoelodidae","Tsamnichoria","cabrerai","extinct","Argentina","Chubut","Paleogene","Eocene",100,33.9,37.2,176289,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"96","Notoungulata","Acoelodidae","Ultrapithecus","rutilans","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,13779,"J. Alroy",NA,"nb: Syn of Oldfieldthomasiidae"
"97","Notoungulata","Acoelodidae","Ultrapithecus","rutilans","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176175,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"98","Notoungulata","Acoelodidae","Ultrapithecus","rutilans","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176178,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"99","Notoungulata","Acoelodidae","Ultrapithecus","rutilans","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176180,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"100","Notoungulata","Acoelodidae","Ultrapithecus","rutilans","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176181,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"101","Notoungulata","Acoelodidae","Ultrapithecus","rutilans","extinct","Argentina","Chubut","Paleogene","Eocene",100,37.2,48.6,176185,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"102","Notoungulata","Acoelodidae","Ultrapithecus","rutilans","extinct","Argentina","Chubut","Paleogene","Eocene",100,33.9,40.4,176189,"J. Zijlstra",NA,"nb: Syn of Oldfieldthomasiidae"
"103","Notoungulata","Acoelodidae","Xenostephanus","chiottii","extinct","Argentina","Mendoza","Paleogene","Eocene",100,36,42,92669,"J. Alroy",NA,"nb: Syn of Oldfieldthomasiidae"
"104","Primates","Aotidae","Aotus","dindensis","extinct","Colombia","Huila","Neogene","Miocene",100,15.5,16.3,13630,"J. Alroy","https://www.mindat.org/taxon-2436667.html",NA
"105","Primates","Aotidae","Aotus","dindensis","extinct","Colombia","Huila","Neogene","Miocene",100,11.8,13.8,188085,"A. Cardenas","https://www.mindat.org/taxon-2436667.html",NA
"106","Primates","Aotidae","Aotus","trivirgatus","extant","Panama",NA,"Quaternary","Holocene",97.5,0,0.012,21691,"A. Behrensmeyer","https://www.mindat.org/taxon-2436667.html",NA
"107","Primates","Aotidae","Aotus","trivirgatus","extant","Peru",NA,"Quaternary","Holocene",97.5,0,0.012,21689,"A. Behrensmeyer","https://www.mindat.org/taxon-2436667.html",NA
"108",NA,"Acaremyidae","Acaremys","major","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176590,"J. Zijlstra",NA,NA
"109",NA,"Acaremyidae","Acaremys","messor","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176593,"J. Zijlstra",NA,NA
"110",NA,"Acaremyidae","Acaremys","murinus","extinct","Argentina","Chubut","Neogene","Miocene",100,17.5,21,141368,"C. Jaramillo",NA,NA
"111",NA,"Acaremyidae","Acaremys","murinus","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,15.97,23.03,59324,"D. Croft",NA,NA
"112",NA,"Acaremyidae","Acaremys","murinus","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,15.97,23.03,59333,"D. Croft",NA,NA
"113",NA,"Acaremyidae","Acaremys","murinus","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,15.97,23.03,59334,"D. Croft",NA,NA
"114",NA,"Acaremyidae","Acaremys","murinus","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,15.97,23.03,142533,"C. Jaramillo",NA,NA
"115",NA,"Acaremyidae","Acaremys","murinus","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176563,"J. Zijlstra",NA,NA
"116",NA,"Acaremyidae","Acaremys","murinus","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176570,"J. Zijlstra",NA,NA
"117",NA,"Acaremyidae","Acaremys","murinus","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176589,"J. Zijlstra",NA,NA
"118",NA,"Acaremyidae","Acaremys","murinus","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176593,"J. Zijlstra",NA,NA
"119",NA,"Acaremyidae","Acaremys","murinus","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176596,"J. Zijlstra",NA,NA
"120",NA,"Acaremyidae","Acaremys","murinus","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176596,"J. Zijlstra",NA,NA
"121",NA,"Acaremyidae","Acaremys","preminutus","extinct","Argentina","Chubut","Neogene","Miocene",100,17.5,21,27311,"J. Head",NA,NA
"122",NA,"Acaremyidae","Acaremys",NA,"extinct","Argentina","Chubut","Neogene","Miocene",100,17.5,21,176205,"J. Zijlstra",NA,NA
"123",NA,"Acaremyidae","Acaremys",NA,"extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176571,"J. Zijlstra",NA,NA
"124",NA,"Acaremyidae","Acaremys",NA,"extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176622,"J. Zijlstra",NA,NA
"125",NA,"Acaremyidae","Acaremys","tricarinatus","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176570,"J. Zijlstra",NA,NA
"126",NA,"Acaremyidae","Acaremys","tricarinatus","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176593,"J. Zijlstra",NA,NA
"127",NA,"Acaremyidae","Acaremys","tricarinatus","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176620,"J. Zijlstra",NA,NA
"128",NA,"Acaremyidae","Galileomys","antelucanus","extinct","Argentina","Chubut","Neogene","Miocene",100,17.5,21,27311,"J. Head",NA,NA
"129",NA,"Acaremyidae","Galileomys","antelucanus","extinct","Argentina","Chubut","Neogene","Miocene",100,17.5,21,141368,"C. Jaramillo",NA,NA
"130",NA,"Acaremyidae","Galileomys","baios","extinct","Argentina","Chubut",NA,"Oligocene",74.62,21,29,14211,"J. Alroy",NA,NA
"131",NA,"Acaremyidae","Galileomys","colloncurensis","extinct","Argentina","Neuquén","Neogene","Miocene",100,13.8,15.5,141175,"C. Jaramillo",NA,NA
"132",NA,"Acaremyidae","Galileomys","eurygnathus","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16,18,59133,"D. Croft",NA,NA
"133",NA,"Acaremyidae","Galileomys","eurygnathus","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16,18,59319,"D. Croft",NA,NA
"134",NA,"Acaremyidae","Galileomys","eurygnathus","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,15.97,23.03,59320,"D. Croft",NA,NA
"135",NA,"Acaremyidae","Galileomys","eurygnathus","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,15.97,23.03,59321,"D. Croft",NA,NA
"136",NA,"Acaremyidae","Galileomys","eurygnathus","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,15.97,23.03,59322,"D. Croft",NA,NA
"137",NA,"Acaremyidae","Galileomys","eurygnathus","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16,18,59323,"D. Croft",NA,NA
"138",NA,"Acaremyidae","Galileomys","eurygnathus","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,15.97,23.03,59325,"D. Croft",NA,NA
"139",NA,"Acaremyidae","Platypittamys","brachyodon","extinct","Argentina","Chubut",NA,"Oligocene",74.62,21,29,49783,"J. Alroy",NA,NA
"140",NA,"Acaremyidae","Pseudoacaremys","kramarzi","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176565,"J. Zijlstra",NA,NA
"141",NA,"Acaremyidae","Pseudoacaremys","kramarzi","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176590,"J. Zijlstra",NA,NA
"142",NA,"Acaremyidae","Pseudoacaremys","kramarzi","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,16.3,17.5,176593,"J. Zijlstra",NA,NA
"143","Liptoterna","Adianthidae","Adianthus","buccatus","extinct","Argentina","Santa Cruz","Neogene","Miocene",100,15.97,23.03,142533,"C. Jaramillo",NA,NA
"144","Liptoterna","Adianthidae","Adianthus","godoyi","extinct","Chile",NA,"Neogene","Miocene",100,15.5,16.3,176666,"J. Zijlstra",NA,NA
