"","Order","Family","Genus","Species"
"1360","Rodentia","Chinchillidae","Lagostomus","euplasius"
"1361","Rodentia","Chinchillidae","Lagostomus","incisus"
"1362","Rodentia","Chinchillidae","Lagostomus","incisus"
"1363","Rodentia","Chinchillidae","Lagostomus","incisus"
"1364","Rodentia","Chinchillidae","Lagostomus","incisus"
"1365","Rodentia","Chinchillidae","Lagostomus","incisus"
"1366","Rodentia","Chinchillidae","Lagostomus","incisus"
"1367","Rodentia","Chinchillidae","Lagostomus","incisus"
"1368","Rodentia","Chinchillidae","Lagostomus","incisus"
"1369","Rodentia","Chinchillidae","Lagostomus","incisus"
"1370","Rodentia","Chinchillidae","Lagostomus","maximus"
"1371","Rodentia","Chinchillidae","Lagostomus","maximus"
"1372","Rodentia","Chinchillidae","Lagostomus","maximus"
"1373","Rodentia","Chinchillidae","Lagostomus","maximus"
"1374","Rodentia","Chinchillidae","Lagostomus","maximus"
"1375","Rodentia","Chinchillidae","Lagostomus","maximus"
"1376","Rodentia","Chinchillidae","Lagostomus","maximus"
"1377","Rodentia","Chinchillidae","Lagostomus","maximus"
"1378","Rodentia","Chinchillidae","Lagostomus","maximus"
"1379","Rodentia","Chinchillidae","Lagostomus","maximus"
"1380","Rodentia","Chinchillidae","Lagostomus","maximus"
"1381","Rodentia","Chinchillidae","Lagostomus","maximus"
"1382","Rodentia","Chinchillidae","Lagostomus","maximus"
"1383","Rodentia","Chinchillidae","Lagostomus","maximus"
"1384","Rodentia","Chinchillidae","Lagostomus","pallidens"
"1385","Rodentia","Chinchillidae","Lagostomus","pretrichodactyla"
"1386","Rodentia","Chinchillidae","Lagostomus","telenkechanum"
"1387","Rodentia","Chinchillidae","Lagostomus","NA"
"1388","Rodentia","Chinchillidae","Lagostomus","NA"
"1389","Rodentia","Chinchillidae","Lagostomus","NA"
"1390","Rodentia","Chinchillidae","Lagostomus","NA"
"1391","Rodentia","Chinchillidae","Lagostomus","NA"
"1392","Rodentia","Chinchillidae","Lagostomus","NA"
"1393","Rodentia","Chinchillidae","Lagostomus","NA"
"1394","Rodentia","Chinchillidae","Lagostomus","NA"
"1395","Rodentia","Chinchillidae","Lagostomus","NA"
"1396","Rodentia","Chinchillidae","Lagostomus","NA"
"1397","Rodentia","Chinchillidae","Lagostomus","NA"
"1398","Rodentia","Chinchillidae","Lagostomus","NA"
"1399","Rodentia","Chinchillidae","Lagostomus","NA"
"1400","Rodentia","Chinchillidae","Lagostomus","NA"
"1401","Rodentia","Chinchillidae","Lagostomus","NA"
"1402","Rodentia","Chinchillidae","Lagostomus","NA"
"1403","Rodentia","Chinchillidae","Lagostomus","NA"
"1404","Rodentia","Chinchillidae","Lagostomus","NA"
"1405","Rodentia","Chinchillidae","Lagostomus","NA"
"1406","Rodentia","Chinchillidae","Lagostomus","NA"
"1407","Rodentia","Chinchillidae","Lagostomus","NA"
"1408","Rodentia","Chinchillidae","Lagostomus","NA"
"1409","Rodentia","Chinchillidae","Lagostomus","NA"
"1410","Rodentia","Chinchillidae","Lagostomus","NA"
"1411","Rodentia","Chinchillidae","Lagostomus","NA"
"1412","Rodentia","Chinchillidae","Lagostomus","NA"
"1413","Rodentia","Chinchillidae","Lagostomus","NA"
"1414","Rodentia","Chinchillidae","Lagostomus","NA"
"1415","Rodentia","Chinchillidae","Lagostomus","NA"
"1416","Rodentia","Chinchillidae","Lagostomus","NA"
"1417","Rodentia","Chinchillidae","Lagostomus","NA"
"1418","Rodentia","Chinchillidae","Lagostomus","NA"
"1419","Rodentia","Chinchillidae","Lagostomus","NA"
"1420","Rodentia","Chinchillidae","Lagostomus","NA"
"1421","Rodentia","Chinchillidae","Prolagostomus","amplus"
"1422","Rodentia","Chinchillidae","Prolagostomus","amplus"
"1423","Rodentia","Chinchillidae","Prolagostomus","divisus"
"1424","Rodentia","Chinchillidae","Prolagostomus","notatus"
"1425","Rodentia","Chinchillidae","Prolagostomus","obliquidens"
"1426","Rodentia","Chinchillidae","Prolagostomus","profluens"
"1427","Rodentia","Chinchillidae","Prolagostomus","pusillus"
"1428","Rodentia","Chinchillidae","Prolagostomus","pusillus"
"1429","Rodentia","Chinchillidae","Prolagostomus","pusillus"
"1430","Rodentia","Chinchillidae","Prolagostomus","rosendoi"
"1431","Rodentia","Chinchillidae","Prolagostomus","NA"
"1432","Rodentia","Chinchillidae","Prolagostomus","NA"
"1433","Rodentia","Chinchillidae","Prolagostomus","NA"
"1434","Rodentia","Chinchillidae","Prolagostomus","NA"
"1435","Rodentia","Chinchillidae","Prolagostomus","NA"
"1436","Rodentia","Chinchillidae","Prolagostomus","NA"
"1437","Rodentia","Chinchillidae","Prolagostomus","NA"
"1438","Rodentia","Chinchillidae","Prolagostomus","NA"
"1439","Rodentia","Chinchillidae","Prolagostomus","NA"
"1440","Rodentia","Chinchillidae","Prolagostomus","NA"
"1441","Rodentia","Chinchillidae","Prolagostomus","NA"
"1442","Rodentia","Chinchillidae","Scotamys","antiquus"
"1443","Rodentia","Chinchillidae","Scotamys","antiquus"
"1444","Rodentia","Cimolestidae","Cimolestes","NA"
"1445","Rodentia","Coendidae","Eosteiromys","annectens"
"1446","Rodentia","Coendidae","Eosteiromys","annectens"
"1447","Rodentia","Coendidae","Eosteiromys","annectens"
"1448","Rodentia","Coendidae","Eosteiromys","annectens"
"1449","Rodentia","Coendidae","Eosteiromys","annectens"
"1450","Rodentia","Coendidae","Eosteiromys","annectens"
"1451","Rodentia","Coendidae","Eosteiromys","annectens"
"1452","Rodentia","Coendidae","Eosteiromys","homogenidens"
"1453","Rodentia","Coendidae","Eosteiromys","homogenidens"
"1454","Rodentia","Coendidae","Eosteiromys","homogenidens"
"1455","Rodentia","Coendidae","Eosteiromys","homogenidens"
"1456","Rodentia","Coendidae","Eosteiromys","homogenidens"
"1457","Rodentia","Coendidae","Eosteiromys","segregatus"
"1458","Rodentia","Coendidae","Eosteiromys","segregatus"
"1459","Rodentia","Coendidae","Eosteiromys","NA"
"1460","Rodentia","Coendidae","Eosteiromys","NA"
"1461","Rodentia","Coendidae","Eosteiromys","NA"
"1462","Rodentia","Coendidae","Eosteiromys","NA"
"1463","Rodentia","Coendidae","Eosteiromys","NA"
"1464","Rodentia","Colombitheriidae","Proticia","venezuelensis"
"1465","Rodentia","Cricetidae","Abrothrix","illuteus"
"1466","Rodentia","Cricetidae","Abrothrix","NA"
"1467","Rodentia","Cricetidae","Abrothrix","magnus"
"1468","Rodentia","Cricetidae","Agathaeromys","donovani"
"1469","Rodentia","Cricetidae","Agathaeromys","donovani"
"1470","Rodentia","Cricetidae","Agathaeromys","donovani"
"1471","Rodentia","Cricetidae","Agathaeromys","donovani"
"1472","Rodentia","Cricetidae","Agathaeromys","praeuniversitatis"
"1473","Rodentia","Cricetidae","Akodon","azarae"
"1474","Rodentia","Cricetidae","Akodon","azarae"
"1475","Rodentia","Cricetidae","Akodon","azarae"
"1476","Rodentia","Cricetidae","Akodon","azarae"
"1477","Rodentia","Cricetidae","Akodon","azarae"
"1478","Rodentia","Cricetidae","Akodon","NA"
"1479","Rodentia","Cricetidae","Akodon","NA"
"1480","Rodentia","Cricetidae","Akodon","NA"
"1481","Rodentia","Cricetidae","Akodon","NA"
"1482","Rodentia","Cricetidae","Akodon","iniscatus"
"1483","Rodentia","Cricetidae","Akodon","iniscatus"
"1484","Rodentia","Cricetidae","Akodon","kermacki"
"1485","Rodentia","Cricetidae","Akodon","kermacki"
"1486","Rodentia","Cricetidae","Akodon","lorenzinii"
"1487","Rodentia","Cricetidae","Akodon","lorenzinii"
"1488","Rodentia","Cricetidae","Akodon","magnus"
"1489","Rodentia","Cricetidae","Akodon","magnus"
"1490","Rodentia","Cricetidae","Akodon","magnus"
"1491","Rodentia","Cricetidae","Akodon","magnus"
"1492","Rodentia","Cricetidae","Andinomys","edax"
"1493","Rodentia","Cricetidae","Andinomys","edax"
"1494","Rodentia","Cricetidae","Auliscomys","formosus"
"1495","Rodentia","Cricetidae","Auliscomys","formosus"
"1496","Rodentia","Cricetidae","Auliscomys","formosus"
"1497","Rodentia","Cricetidae","Auliscomys","formosus"
"1498","Rodentia","Cricetidae","Auliscomys","formosus"
"1499","Rodentia","Cricetidae","Auliscomys","fuscus"
"1500","Rodentia","Cricetidae","Auliscomys","osvaldoreigi"
"1501","Rodentia","Cricetidae","Calomys","callosus"
"1502","Rodentia","Cricetidae","Calomys","hummelinki"
"1503","Rodentia","Cricetidae","Calomys","lancha"
"1504","Rodentia","Cricetidae","Calomys","NA"
"1505","Rodentia","Cricetidae","Calomys","NA"
"1506","Rodentia","Cricetidae","Calomys","NA"
"1507","Rodentia","Cricetidae","Calomys","NA"
"1508","Rodentia","Cricetidae","Calomys","NA"
"1509","Rodentia","Cricetidae","Calomys","NA"
"1510","Rodentia","Cricetidae","Calomys","NA"
"1511","Rodentia","Cricetidae","Chukimys","favaloroi"
"1512","Rodentia","Cricetidae","Chukimys","favaloroi"
"1513","Rodentia","Cricetidae","Cordimus","debuisonjei"
"1514","Rodentia","Cricetidae","Cordimus","debuisonjei"
"1515","Rodentia","Cricetidae","Cordimus","hooijeri"
"1516","Rodentia","Cricetidae","Cordimus","raton"
"1517","Rodentia","Cricetidae","Dankomys","simpsoni"
"1518","Rodentia","Cricetidae","Dankomys","simpsoni"
"1519","Rodentia","Cricetidae","Dankomys","NA"
"1520","Rodentia","Cricetidae","Dankomys","NA"
"1521","Rodentia","Cricetidae","Dushimys","larsi"
"1522","Rodentia","Cricetidae","Eligmodontia","typus"
"1523","Rodentia","Cricetidae","Eligmodontia","typus"
"1524","Rodentia","Cricetidae","Euneomys","chinchilloides"
"1525","Rodentia","Cricetidae","Graomys","dorae"
"1526","Rodentia","Cricetidae","Graomys","NA"
"1527","Rodentia","Cricetidae","Holochilus","brasiliensis"
"1528","Rodentia","Cricetidae","Holochilus","brasiliensis"
"1529","Rodentia","Cricetidae","Holochilus","brasiliensis"
"1530","Rodentia","Cricetidae","Holochilus","brasiliensis"
"1531","Rodentia","Cricetidae","Holochilus","brasiliensis"
"1532","Rodentia","Cricetidae","Holochilus","brasiliensis"
"1533","Rodentia","Cricetidae","Holochilus","brasiliensis"
"1534","Rodentia","Cricetidae","Holochilus","chacarius"
"1535","Rodentia","Cricetidae","Holochilus","sciureus"
"1536","Rodentia","Cricetidae","Holochilus","NA"
"1537","Rodentia","Cricetidae","Kunsia","fronto"
"1538","Rodentia","Cricetidae","Kunsia","tomentosus"
"1539","Rodentia","Cricetidae","Lundomys","NA"
"1540","Rodentia","Cricetidae","Neacomys","guianae"
"1541","Rodentia","Cricetidae","Necromys","lactens"
"1542","Rodentia","Cricetidae","Necromys","lactens"
"1543","Rodentia","Cricetidae","Nectomys","NA"
"1544","Rodentia","Cricetidae","Nectomys","squamipes"
"1545","Rodentia","Cricetidae","Nectomys","squamipes"
"1546","Rodentia","Cricetidae","Neotomys","ebriosus"
"1547","Rodentia","Cricetidae","Noronhomys","vespuccii"
"1548","Rodentia","Cricetidae","Oecomys","bicolor"
"1549","Rodentia","Cricetidae","Oecomys","superans"
"1550","Rodentia","Cricetidae","Oligoryzomys","flavescens"
"1551","Rodentia","Cricetidae","Oligoryzomys","fulvescens"
"1552","Rodentia","Cricetidae","Oligoryzomys","longicaudatus"
"1553","Rodentia","Cricetidae","Oligoryzomys","microtis"
"1554","Rodentia","Cricetidae","Oligoryzomys","NA"
"1555","Rodentia","Cricetidae","Oryzomys","bicolor"
"1556","Rodentia","Cricetidae","Oryzomys","bicolor"
"1557","Rodentia","Cricetidae","Oryzomys","bicolor"
"1558","Rodentia","Cricetidae","Oryzomys","capito"
"1559","Rodentia","Cricetidae","Oryzomys","capito"
"1560","Rodentia","Cricetidae","Oryzomys","capito"
"1561","Rodentia","Cricetidae","Oryzomys","concolor"
"1562","Rodentia","Cricetidae","Oryzomys","macconnelli"
"1563","Rodentia","Cricetidae","Oryzomys","macconnelli"
"1564","Rodentia","Cricetidae","Oryzomys","nitidus"
"1565","Rodentia","Cricetidae","Oryzomys","paricola"
"1566","Rodentia","Cricetidae","Oxymycterus","paranensis"
"1567","Rodentia","Cricetidae","Oxymycterus","NA"
"1568","Rodentia","Cricetidae","Oxymycterus","wayku"
"1569","Rodentia","Cricetidae","Panchomys","steppani"
"1570","Rodentia","Cricetidae","Pardinamys","humahuaquensis"
"1571","Rodentia","Cricetidae","Phyllotis","anitae"
"1572","Rodentia","Cricetidae","Phyllotis","darwini"
"1573","Rodentia","Cricetidae","Phyllotis","NA"
"1574","Rodentia","Cricetidae","Phyllotis","NA"
"1575","Rodentia","Cricetidae","Phyllotis","NA"
"1576","Rodentia","Cricetidae","Phyllotis","NA"
"1577","Rodentia","Cricetidae","Phyllotis","NA"
"1578","Rodentia","Cricetidae","Phyllotis","NA"
"1579","Rodentia","Cricetidae","Reigomys","primigenus"
"1580","Rodentia","Cricetidae","Reithrodon","auritus"
"1581","Rodentia","Cricetidae","Reithrodon","auritus"
"1582","Rodentia","Cricetidae","Reithrodon","auritus"
"1583","Rodentia","Cricetidae","Reithrodon","auritus"
"1584","Rodentia","Cricetidae","Reithrodon","auritus"
"1585","Rodentia","Cricetidae","Reithrodon","auritus"
"1586","Rodentia","Cricetidae","Reithrodon","auritus"
"1587","Rodentia","Cricetidae","Reithrodon","auritus"
"1588","Rodentia","Cricetidae","Reithrodon","auritus"
"1589","Rodentia","Cricetidae","Reithrodon","auritus"
"1590","Rodentia","Cricetidae","Reithrodon","auritus"
"1591","Rodentia","Cricetidae","Reithrodon","auritus"
"1592","Rodentia","Cricetidae","Reithrodon","physodes"
"1593","Rodentia","Cricetidae","Reithrodon","physodes"
"1594","Rodentia","Cricetidae","Rhipidomys","couesi"
"1595","Rodentia","Cricetidae","Rhipidomys","mastacalis"
"1596","Rodentia","Cricetidae","Scapteromys","hershkovitzi"
"1597","Rodentia","Cricetidae","Scapteromys","tumidus"
"1598","Rodentia","Cricetidae","Sigmodon","alstoni"
"1599","Rodentia","Cricetidae","Sigmodon","hispidus"
"1600","Rodentia","Cricetidae","Sigmodon","hispidus"
"1601","Rodentia","Cricetidae","Sigmodon","NA"
"1602","Rodentia","Cricetidae","Tafimys","powelli"
"1603","Rodentia","Cricetidae","Wiedomys","marplatensis"
"1604","Rodentia","Cricetidae","Zygodontomys","brevicauda"
"1605","Rodentia","Cricetidae","Zygodontomys","brevicauda"
"1606","Rodentia","Cricetidae","Zygodontomys","lasiurus"
"1607","Rodentia","Cricetidae","Zygodontomys","NA"
"1608","Rodentia","Ctenomyidae","Actenomys","latidens"
"1609","Rodentia","Ctenomyidae","Actenomys","priscus"
"1610","Rodentia","Ctenomyidae","Actenomys","priscus"
"1611","Rodentia","Ctenomyidae","Actenomys","priscus"
"1612","Rodentia","Ctenomyidae","Actenomys","priscus"
"1613","Rodentia","Ctenomyidae","Actenomys","priscus"
"1614","Rodentia","Ctenomyidae","Actenomys","priscus"
"1615","Rodentia","Ctenomyidae","Actenomys","priscus"
"1616","Rodentia","Ctenomyidae","Actenomys","priscus"
"1617","Rodentia","Ctenomyidae","Actenomys","priscus"
"1618","Rodentia","Ctenomyidae","Actenomys","priscus"
"1619","Rodentia","Ctenomyidae","Actenomys","priscus"
"1620","Rodentia","Ctenomyidae","Actenomys","priscus"
"1621","Rodentia","Ctenomyidae","Actenomys","priscus"
"1622","Rodentia","Ctenomyidae","Actenomys","priscus"
"1623","Rodentia","Ctenomyidae","Actenomys","NA"
"1624","Rodentia","Ctenomyidae","Actenomys","NA"
"1625","Rodentia","Ctenomyidae","Actenomys","NA"
"1626","Rodentia","Ctenomyidae","Actenomys","NA"
"1627","Rodentia","Ctenomyidae","Actenomys","NA"
"1628","Rodentia","Ctenomyidae","Actenomys","NA"
"1629","Rodentia","Ctenomyidae","Actenomys","NA"
"1630","Rodentia","Ctenomyidae","Actenomys","NA"
"1631","Rodentia","Ctenomyidae","Actenomys","NA"
"1632","Rodentia","Ctenomyidae","Actenomys","NA"
"1633","Rodentia","Ctenomyidae","Actenomys","NA"
"1634","Rodentia","Ctenomyidae","Actenomys","NA"
"1635","Rodentia","Ctenomyidae","Actenomys","NA"
"1636","Rodentia","Ctenomyidae","Chasicomys","cangapoli"
"1637","Rodentia","Ctenomyidae","Chasicomys","octodontiforme"
"1638","Rodentia","Ctenomyidae","Ctenomys","brachyrhinus"
"1639","Rodentia","Ctenomyidae","Ctenomys","chapalmalensis"
"1640","Rodentia","Ctenomyidae","Ctenomys","chapalmalensis"
"1641","Rodentia","Ctenomyidae","Ctenomys","chapalmalensis"
"1642","Rodentia","Ctenomyidae","Ctenomys","chapalmalensis"
"1643","Rodentia","Ctenomyidae","Ctenomys","cotocaensis"
"1644","Rodentia","Ctenomyidae","Ctenomys","kraglievichi"
"1645","Rodentia","Ctenomyidae","Ctenomys","lujanensis"
"1646","Rodentia","Ctenomyidae","Ctenomys","magellanicus"
"1647","Rodentia","Ctenomyidae","Ctenomys","magellanicus"
"1648","Rodentia","Ctenomyidae","Ctenomys","praderii"
"1649","Rodentia","Ctenomyidae","Ctenomys","priscus"
"1650","Rodentia","Ctenomyidae","Ctenomys","thomasi"
"1651","Rodentia","Ctenomyidae","Ctenomys","uquiensis"
"1652","Rodentia","Ctenomyidae","Ctenomys","NA"
"1653","Rodentia","Ctenomyidae","Ctenomys","NA"
"1654","Rodentia","Ctenomyidae","Ctenomys","NA"
"1655","Rodentia","Ctenomyidae","Ctenomys","NA"
"1656","Rodentia","Ctenomyidae","Ctenomys","NA"
"1657","Rodentia","Ctenomyidae","Ctenomys","NA"
"1658","Rodentia","Ctenomyidae","Ctenomys","NA"
"1659","Rodentia","Ctenomyidae","Ctenomys","NA"
"1660","Rodentia","Ctenomyidae","Ctenomys","NA"
"1661","Rodentia","Ctenomyidae","Ctenomys","NA"
"1662","Rodentia","Ctenomyidae","Ctenomys","NA"
"1663","Rodentia","Ctenomyidae","Ctenomys","NA"
"1664","Rodentia","Ctenomyidae","Ctenomys","NA"
"1665","Rodentia","Ctenomyidae","Ctenomys","NA"
"1666","Rodentia","Ctenomyidae","Ctenomys","NA"
"1667","Rodentia","Ctenomyidae","Ctenomys","NA"
"1668","Rodentia","Ctenomyidae","Ctenomys","subassentiens"
"1669","Rodentia","Ctenomyidae","Ctenomys","subassentiens"
"1670","Rodentia","Ctenomyidae","Ctenomys","subassentiens"
"1671","Rodentia","Ctenomyidae","Ctenomys","talarum"
"1672","Rodentia","Ctenomyidae","Ctenomys","talarum"
"1673","Rodentia","Ctenomyidae","Ctenomys","talarum"
"1674","Rodentia","Ctenomyidae","Ctenomys","talarum"
"1675","Rodentia","Ctenomyidae","Ctenomys","talarum"
"1676","Rodentia","Ctenomyidae","Eucelophorus","cabrerai"
"1677","Rodentia","Ctenomyidae","Eucelophorus","cabrerai"
"1678","Rodentia","Ctenomyidae","Eucelophorus","chapalmalensis"
"1679","Rodentia","Ctenomyidae","Eucelophorus","chapalmalensis"
"1680","Rodentia","Ctenomyidae","Eucelophorus","chapalmalensis"
"1681","Rodentia","Ctenomyidae","Eucelophorus","zaratei"
"1682","Rodentia","Ctenomyidae","Praectenomys","rhombidens"
"1683","Rodentia","Ctenomyidae","Praectenomys","vagus"
"1684","Rodentia","Ctenomyidae","Willidewu","estaparius"
"1685","Rodentia","Ctenomyidae","Willidewu","esteparius"
"1686","Rodentia","Ctenomyidae","Willidewu","esteparius"
"1687","Rodentia","Ctenomyidae","Willidewu","esteparius"
"1688","Rodentia","Ctenomyidae","Xenodontomys","ellipticus"
"1689","Rodentia","Ctenomyidae","Xenodontomys","ellipticus"
"1690","Rodentia","Ctenomyidae","Xenodontomys","ellipticus"
"1691","Rodentia","Ctenomyidae","Xenodontomys","ellipticus"
"1692","Rodentia","Ctenomyidae","Xenodontomys","ellipticus"
"1693","Rodentia","Ctenomyidae","Xenodontomys","ellipticus"
"1694","Rodentia","Ctenomyidae","Xenodontomys","ellipticus"
"1695","Rodentia","Ctenomyidae","Xenodontomys","ellipticus"
"1696","Rodentia","Ctenomyidae","Xenodontomys","elongatus"
"1697","Rodentia","Ctenomyidae","Xenodontomys","simpsoni"
"1698","Rodentia","Ctenomyidae","Xenodontomys","simpsoni"
"1699","NA","Cuniculidae","Cuniculus","paca"
"1700","NA","Cuniculidae","Cuniculus","paca"
"1701","NA","Cuniculidae","Cuniculus","paca"
"1702","NA","Cuniculidae","Cuniculus","paca"
"1703","NA","Cuniculidae","Cuniculus","paca"
"1704","NA","Cuniculidae","Cuniculus","paca"
"1705","NA","Cuniculidae","Cuniculus","NA"
"1706","NA","Cuniculidae","Cuniculus","NA"
"1707","NA","Cyclopedidae","Cyclopes","didactylus"
"1708","NA","Cyclopedidae","Cyclopes","didactylus"
"1709","NA","Cyclopedidae","Cyclopes","didactylus"
"1710","NA","Cyclopedidae","Palaeomyrmidon","incomptus"
"1711","Cingulata","Dasypodidae","Anadasypus","aequatorianus"
"1712","Cingulata","Dasypodidae","Anadasypus","hondanus"
"1713","Cingulata","Dasypodidae","Anadasypus","hondanus"
"1714","Cingulata","Dasypodidae","Anadasypus","hondanus"
"1715","Cingulata","Dasypodidae","Anadasypus","hondanus"
"1716","Cingulata","Dasypodidae","Anadasypus","hondanus"
"1717","Cingulata","Dasypodidae","Anadasypus","NA"
"1718","Cingulata","Dasypodidae","Archaeutatus","malaspinensis"
"1719","Cingulata","Dasypodidae","Archaeutatus","malaspinensis"
"1720","Cingulata","Dasypodidae","Archaeutatus","malaspinensis"
"1721","Cingulata","Dasypodidae","Archaeutatus","NA"
"1722","Cingulata","Dasypodidae","Archaeutatus","NA"
"1723","Cingulata","Dasypodidae","Astegotherium","dichotomum"
"1724","Cingulata","Dasypodidae","Astegotherium","NA"
"1725","Cingulata","Dasypodidae","Astegotherium","NA"
"1726","Cingulata","Dasypodidae","Astegotherium","NA"
"1727","Cingulata","Dasypodidae","Barrancatatus","maddeni"
"1728","Cingulata","Dasypodidae","Barrancatatus","rigidus"
"1729","Cingulata","Dasypodidae","Barrancatatus","rigidus"
"1730","Cingulata","Dasypodidae","Barrancatatus","rigidus"
"1731","Cingulata","Dasypodidae","Barrancatatus","rigidus"
"1732","Cingulata","Dasypodidae","Barrancatatus","rigidus"
"1733","Cingulata","Dasypodidae","Barrancatatus","rigidus"
"1734","Cingulata","Dasypodidae","Barrancatatus","NA"
"1735","Cingulata","Dasypodidae","Barrancatatus","tinguiririquensis"
"1736","Cingulata","Dasypodidae","Cabassous","centralis"
"1737","Cingulata","Dasypodidae","Cabassous","NA"
"1738","Cingulata","Dasypodidae","Chaetophractus","NA"
"1739","Cingulata","Dasypodidae","Chaetophractus","NA"
"1740","Cingulata","Dasypodidae","Chaetophractus","tarijensis"
"1741","Cingulata","Dasypodidae","Chaetophractus","vellerosus"
"1742","Cingulata","Dasypodidae","Chaetophractus","villosus"
"1743","Cingulata","Dasypodidae","Chaetophractus","villosus"
"1744","Cingulata","Dasypodidae","Chaetophractus","villosus"
"1745","Cingulata","Dasypodidae","Chaetophractus","villosus"
"1746","Cingulata","Dasypodidae","Chaetophractus","villosus"
"1747","Cingulata","Dasypodidae","Chaetophractus","villosus"
"1748","Cingulata","Dasypodidae","Chaetophractus","villosus"
"1749","Cingulata","Dasypodidae","Chaetophractus","villosus"
"1750","Cingulata","Dasypodidae","Chaetophractus","villosus"
"1751","Cingulata","Dasypodidae","Chaetophractus","villosus"
"1752","Cingulata","Dasypodidae","Chaetophractus","villosus"
"1753","Cingulata","Dasypodidae","Chaetophractus","villosus"
"1754","Cingulata","Dasypodidae","Chaetophractus","villosus"
"1755","Cingulata","Dasypodidae","Chaetophractus","villosus"
"1756","Cingulata","Dasypodidae","Chaetophractus","villosus"
"1757","Cingulata","Dasypodidae","Chaetophractus","villosus"
"1758","Cingulata","Dasypodidae","Chaetophractus","villosus"
"1759","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1760","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1761","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1762","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1763","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1764","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1765","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1766","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1767","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1768","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1769","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1770","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1771","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1772","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1773","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1774","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1775","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1776","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1777","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1778","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1779","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1780","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1781","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1782","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1783","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1784","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1785","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1786","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1787","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1788","Cingulata","Dasypodidae","Chasicotatus","ameghinoi"
"1789","Cingulata","Dasypodidae","Chasicotatus","peiranoi"
"1790","Cingulata","Dasypodidae","Chasicotatus","peiranoi"
"1791","Cingulata","Dasypodidae","Chasicotatus","peiranoi"
"1792","Cingulata","Dasypodidae","Chasicotatus","NA"
"1793","Cingulata","Dasypodidae","Chasicotatus","NA"
"1794","Cingulata","Dasypodidae","Chasicotatus","NA"
"1795","Cingulata","Dasypodidae","Chasicotatus","NA"
"1796","Cingulata","Dasypodidae","Chasicotatus","NA"
"1797","Cingulata","Dasypodidae","Chasicotatus","NA"
"1798","Cingulata","Dasypodidae","Chasicotatus","spinozai"
"1799","Cingulata","Dasypodidae","Chorobates","rescens"
"1800","Cingulata","Dasypodidae","Chorobates","rescens"
"1801","Cingulata","Dasypodidae","Chorobates","scalabrini"
"1802","Cingulata","Dasypodidae","Chorobates","NA"
"1803","Cingulata","Dasypodidae","Chorobates","NA"
"1804","Cingulata","Dasypodidae","Chorobates","NA"
"1805","Cingulata","Dasypodidae","Chorobates","NA"
"1806","Cingulata","Dasypodidae","Chorobates","NA"
"1807","Cingulata","Dasypodidae","Chorobates","villosissimus"
"1808","Cingulata","Dasypodidae","Chorobates","villosissimus"
"1809","Cingulata","Dasypodidae","Chorobates","villosissimus"
"1810","Cingulata","Dasypodidae","Chorobates","villosissimus"
"1811","Cingulata","Dasypodidae","Chorobates","villosissimus"
"1812","Cingulata","Dasypodidae","Chorobates","villosissimus"
"1813","Cingulata","Dasypodidae","Chorobates","villosissimus"
"1814","Cingulata","Dasypodidae","Chorobates","villosissimus"
"1815","Cingulata","Dasypodidae","Chorobates","villosissimus"
"1816","Cingulata","Dasypodidae","Chorobates","villosissimus"
"1817","Cingulata","Dasypodidae","Chorobates","villosissimus"
"1818","Cingulata","Dasypodidae","Chorobates","villosissimus"
"1819","Cingulata","Dasypodidae","Chorobates","villosissimus"
"1820","Cingulata","Dasypodidae","Chorobates","villosissimus"
