"","Order","Family","Genus","Species"
"6117","Cingulata","Pachyarmatheriidae","Pachyarmatherium","leiseyi"
"6118","Cingulata","Pachyarmatheriidae","Pachyarmatherium","NA"
"6119","Cingulata","Pachyarmatheriidae","Pachyarmatherium","tenebris"
"6120","Cingulata","Pachyarmatheriidae","Pachyarmatherium","tenebris"
"6121","NA","Palaeomerycidae","Surameryx","acrensis"
"6122","NA","Palaeothentidae","Acdestis","lemairei"
"6123","NA","Palaeothentidae","Acdestis","lemairei"
"6124","NA","Palaeothentidae","Acdestis","lemairei"
"6125","NA","Palaeothentidae","Acdestis","oweni"
"6126","NA","Palaeothentidae","Acdestis","oweni"
"6127","NA","Palaeothentidae","Acdestis","oweni"
"6128","NA","Palaeothentidae","Acdestis","oweni"
"6129","NA","Palaeothentidae","Acdestis","oweni"
"6130","NA","Palaeothentidae","Acdestis","oweni"
"6131","NA","Palaeothentidae","Antawallathentes","illimani"
"6132","NA","Palaeothentidae","Antawallathentes","quimsacruza"
"6133","NA","Palaeothentidae","Palaeothentes","aratae"
"6134","NA","Palaeothentidae","Palaeothentes","aratae"
"6135","NA","Palaeothentidae","Palaeothentes","aratae"
"6136","NA","Palaeothentidae","Palaeothentes","aratae"
"6137","NA","Palaeothentidae","Palaeothentes","aratae"
"6138","NA","Palaeothentidae","Palaeothentes","aratae"
"6139","NA","Palaeothentidae","Palaeothentes","boliviensis"
"6140","NA","Palaeothentidae","Palaeothentes","boliviensis"
"6141","NA","Palaeothentidae","Palaeothentes","boliviensis"
"6142","NA","Palaeothentidae","Palaeothentes","chubutensis"
"6143","NA","Palaeothentidae","Palaeothentes","chubutensis"
"6144","NA","Palaeothentidae","Palaeothentes","intermedius"
"6145","NA","Palaeothentidae","Palaeothentes","intermedius"
"6146","NA","Palaeothentidae","Palaeothentes","intermedius"
"6147","NA","Palaeothentidae","Palaeothentes","intermedius"
"6148","NA","Palaeothentidae","Palaeothentes","intermedius"
"6149","NA","Palaeothentidae","Palaeothentes","intermedius"
"6150","NA","Palaeothentidae","Palaeothentes","intermedius"
"6151","NA","Palaeothentidae","Palaeothentes","intermedius"
"6152","NA","Palaeothentidae","Palaeothentes","lemoinei"
"6153","NA","Palaeothentidae","Palaeothentes","lemoinei"
"6154","NA","Palaeothentidae","Palaeothentes","lemoinei"
"6155","NA","Palaeothentidae","Palaeothentes","lemoinei"
"6156","NA","Palaeothentidae","Palaeothentes","lemoinei"
"6157","NA","Palaeothentidae","Palaeothentes","lemoinei"
"6158","NA","Palaeothentidae","Palaeothentes","lemoinei"
"6159","NA","Palaeothentidae","Palaeothentes","lemoinei"
"6160","NA","Palaeothentidae","Palaeothentes","lemoinei"
"6161","NA","Palaeothentidae","Palaeothentes","lemoinei"
"6162","NA","Palaeothentidae","Palaeothentes","lucina"
"6163","NA","Palaeothentidae","Palaeothentes","lucina"
"6164","NA","Palaeothentidae","Palaeothentes","minutus"
"6165","NA","Palaeothentidae","Palaeothentes","minutus"
"6166","NA","Palaeothentidae","Palaeothentes","minutus"
"6167","NA","Palaeothentidae","Palaeothentes","minutus"
"6168","NA","Palaeothentidae","Palaeothentes","minutus"
"6169","NA","Palaeothentidae","Palaeothentes","minutus"
"6170","NA","Palaeothentidae","Palaeothentes","minutus"
"6171","NA","Palaeothentidae","Palaeothentes","minutus"
"6172","NA","Palaeothentidae","Palaeothentes","minutus"
"6173","NA","Palaeothentidae","Palaeothentes","minutus"
"6174","NA","Palaeothentidae","Palaeothentes","minutus"
"6175","NA","Palaeothentidae","Palaeothentes","minutus"
"6176","NA","Palaeothentidae","Palaeothentes","pascuali"
"6177","NA","Palaeothentidae","Palaeothentes","pascuali"
"6178","NA","Palaeothentidae","Palaeothentes","praecursor"
"6179","NA","Palaeothentidae","Palaeothentes","smeti"
"6180","NA","Palaeothentidae","Palaeothentes","NA"
"6181","NA","Palaeothentidae","Palaeothentes","NA"
"6182","NA","Palaeothentidae","Palaeothentes","NA"
"6183","NA","Palaeothentidae","Palaeothentes","NA"
"6184","NA","Palaeothentidae","Parabderites","bicrispatus"
"6185","NA","Palaeothentidae","Parabderites","bicrispatus"
"6186","NA","Palaeothentidae","Parabderites","minusculus"
"6187","NA","Palaeothentidae","Parabderites","NA"
"6188","NA","Palaeothentidae","Parabderites","NA"
"6189","NA","Palaeothentidae","Sasawatsu","mahaynaq"
"6190","NA","Palaeothentidae","Sasawatsu","NA"
"6191","NA","Palaeothentidae","Titanothentes","NA"
"6192","NA","Paleothentidae","Hondathentes","cazador"
"6193","NA","Paleothentidae","Hondathentes","cazador"
"6194","NA","Paleothentidae","Hondathentes","cazador"
"6195","NA","Pampatheriidae","Holmesina","floridianus"
"6196","NA","Pampatheriidae","Holmesina","occidentalis"
"6197","NA","Pampatheriidae","Holmesina","occidentalis"
"6198","NA","Pampatheriidae","Holmesina","occidentalis"
"6199","NA","Pampatheriidae","Holmesina","paulacoutoi"
"6200","NA","Pampatheriidae","Holmesina","paulacoutoi"
"6201","NA","Pampatheriidae","Holmesina","paulacoutoi"
"6202","NA","Pampatheriidae","Holmesina","paulacoutoi"
"6203","NA","Pampatheriidae","Holmesina","paulacoutoi"
"6204","NA","Pampatheriidae","Holmesina","paulacoutoi"
"6205","NA","Pampatheriidae","Holmesina","paulacoutoi"
"6206","NA","Pampatheriidae","Holmesina","rondoniensis"
"6207","NA","Pampatheriidae","Holmesina","NA"
"6208","NA","Pampatheriidae","Kraglievichia","paranense"
"6209","NA","Pampatheriidae","Kraglievichia","paranense"
"6210","NA","Pampatheriidae","Kraglievichia","NA"
"6211","NA","Pampatheriidae","Kraglievichia","NA"
"6212","NA","Pampatheriidae","Kraglievichia","NA"
"6213","NA","Pampatheriidae","Kraglievichia","NA"
"6214","NA","Pampatheriidae","Pampatherium","humboldtii"
"6215","NA","Pampatheriidae","Pampatherium","humboldtii"
"6216","NA","Pampatheriidae","Pampatherium","humboldtii"
"6217","NA","Pampatheriidae","Pampatherium","humboldtii"
"6218","NA","Pampatheriidae","Pampatherium","humboldtii"
"6219","NA","Pampatheriidae","Pampatherium","humboldtii"
"6220","NA","Pampatheriidae","Pampatherium","humboldtii"
"6221","NA","Pampatheriidae","Pampatherium","humboldtii"
"6222","NA","Pampatheriidae","Pampatherium","humboldtii"
"6223","NA","Pampatheriidae","Pampatherium","occidentale"
"6224","NA","Pampatheriidae","Pampatherium","paulacoutoi"
"6225","NA","Pampatheriidae","Pampatherium","NA"
"6226","NA","Pampatheriidae","Pampatherium","NA"
"6227","NA","Pampatheriidae","Pampatherium","NA"
"6228","NA","Pampatheriidae","Pampatherium","NA"
"6229","NA","Pampatheriidae","Pampatherium","NA"
"6230","NA","Pampatheriidae","Pampatherium","NA"
"6231","NA","Pampatheriidae","Pampatherium","NA"
"6232","NA","Pampatheriidae","Pampatherium","NA"
"6233","NA","Pampatheriidae","Pampatherium","NA"
"6234","NA","Pampatheriidae","Pampatherium","NA"
"6235","NA","Pampatheriidae","Pampatherium","NA"
"6236","NA","Pampatheriidae","Pampatherium","NA"
"6237","NA","Pampatheriidae","Pampatherium","NA"
"6238","NA","Pampatheriidae","Pampatherium","NA"
"6239","NA","Pampatheriidae","Pampatherium","NA"
"6240","NA","Pampatheriidae","Pampatherium","NA"
"6241","NA","Pampatheriidae","Pampatherium","NA"
"6242","NA","Pampatheriidae","Pampatherium","NA"
"6243","NA","Pampatheriidae","Pampatherium","typus"
"6244","NA","Pampatheriidae","Pampatherium","typus"
"6245","NA","Pampatheriidae","Pampatherium","typus"
"6246","NA","Pampatheriidae","Pampatherium","typus"
"6247","NA","Pampatheriidae","Plaina","intermedia"
"6248","NA","Pampatheriidae","Plaina","intermedia"
"6249","NA","Pampatheriidae","Plaina","intermedia"
"6250","NA","Pampatheriidae","Plaina","intermedia"
"6251","NA","Pampatheriidae","Plaina","intermedia"
"6252","NA","Pampatheriidae","Plaina","NA"
"6253","NA","Pampatheriidae","Plaina","NA"
"6254","NA","Pampatheriidae","Plaina","NA"
"6255","NA","Pampatheriidae","Plaina","NA"
"6256","NA","Pampatheriidae","Plaina","NA"
"6257","NA","Pampatheriidae","Scirrotherium","carinatum"
"6258","NA","Pampatheriidae","Scirrotherium","carinatum"
"6259","NA","Pampatheriidae","Scirrotherium","carinatum"
"6260","NA","Pampatheriidae","Scirrotherium","carinatum"
"6261","NA","Pampatheriidae","Scirrotherium","hondaensis"
"6262","NA","Pampatheriidae","Scirrotherium","hondaensis"
"6263","NA","Pampatheriidae","Scirrotherium","hondaensis"
"6264","NA","Pampatheriidae","Scirrotherium","NA"
"6265","NA","Pampatheriidae","Scirrotherium","NA"
"6266","NA","Pampatheriidae","Scirrotherium","NA"
"6267","NA","Pampatheriidae","Scirrotherium","NA"
"6268","NA","Pampatheriidae","Scirrotherium","NA"
"6269","NA","Pampatheriidae","Scirrotherium","NA"
"6270","NA","Pampatheriidae","Scirrotherium","NA"
"6271","Cingulata","Pampatheriidae","Vassallia","maxima"
"6272","Cingulata","Pampatheriidae","Vassallia","maxima"
"6273","Cingulata","Pampatheriidae","Vassallia","maxima"
"6274","Cingulata","Pampatheriidae","Vassallia","maxima"
"6275","Cingulata","Pampatheriidae","Vassallia","maxima"
"6276","Cingulata","Pampatheriidae","Vassallia","maxima"
"6277","Cingulata","Pampatheriidae","Vassallia","maxima"
"6278","Cingulata","Pampatheriidae","Vassallia","maxima"
"6279","Cingulata","Pampatheriidae","Vassallia","maxima"
"6280","Cingulata","Pampatheriidae","Vassallia","minuta"
"6281","Cingulata","Pampatheriidae","Vassallia","minuta"
"6282","Cingulata","Pampatheriidae","Vassallia","minuta"
"6283","NA","Pampatheriidae","Vassallia","NA"
"6284","NA","Pampatheriidae","Vassallia","NA"
"6285","Cingulata","Panochtidae","Neosclerocalyptus","gouldi"
"6286","Cingulata","Panochtidae","Neosclerocalyptus","paskoensis"
"6287","Cingulata","Panochtidae","Neosclerocalyptus","paskoensis"
"6288","Cingulata","Panochtidae","Neosclerocalyptus","paskoensis"
"6289","Cingulata","Panochtidae","Neosclerocalyptus","paskoensis"
"6290","Primates","Parapithecidae","Ucayalipithecus","perdita"
"6291","NA","Peligrotheriidae","Peligrotherium","tropicalis"
"6292","Cingulata","Peltephilidae","Anantiosodon","rarus"
"6293","Cingulata","Peltephilidae","Epipeltephilus","caraguensis"
"6294","Cingulata","Peltephilidae","Epipeltephilus","kanti"
"6295","Cingulata","Peltephilidae","Peltephilus","ferox"
"6296","Cingulata","Peltephilidae","Peltephilus","ferox"
"6297","Cingulata","Peltephilidae","Peltephilus","giganteus"
"6298","Cingulata","Peltephilidae","Peltephilus","pumilus"
"6299","Cingulata","Peltephilidae","Peltephilus","pumilus"
"6300","Cingulata","Peltephilidae","Peltephilus","pumilus"
"6301","Cingulata","Peltephilidae","Peltephilus","pumilus"
"6302","Cingulata","Peltephilidae","Peltephilus","pumilus"
"6303","Cingulata","Peltephilidae","Peltephilus","pumilus"
"6304","Cingulata","Peltephilidae","Peltephilus","pumilus"
"6305","Cingulata","Peltephilidae","Peltephilus","pumilus"
"6306","Cingulata","Peltephilidae","Peltephilus","pumilus"
"6307","Cingulata","Peltephilidae","Peltephilus","pumilus"
"6308","Cingulata","Peltephilidae","Peltephilus","pumilus"
"6309","Cingulata","Peltephilidae","Peltephilus","NA"
"6310","Cingulata","Peltephilidae","Peltephilus","NA"
"6311","Cingulata","Peltephilidae","Peltephilus","NA"
"6312","Cingulata","Peltephilidae","Peltephilus","NA"
"6313","Cingulata","Peltephilidae","Peltephilus","NA"
"6314","Cingulata","Peltephilidae","Peltephilus","NA"
"6315","Cingulata","Peltephilidae","Peltephilus","NA"
"6316","Cingulata","Peltephilidae","Peltephilus","NA"
"6317","Cingulata","Peltephilidae","Peltephilus","strepens"
"6318","Cingulata","Peltephilidae","Peltephilus","strepens"
"6319","Cingulata","Peltephilidae","Peltephilus","strepens"
"6320","Cingulata","Peltephilidae","Peltephilus","undulatus"
"6321","Cingulata","Peltephilidae","Peltephilus","undulatus"
"6322","Cingulata","Peltephilidae","Ronwolffia","pacifica"
"6323","Cingulata","Peltephilidae","Ronwolffia","pacifica"
"6324","Cingulata","Peltephilidae","Ronwolffia","pacifica"
"6325","NA","Perutheriidae","Perutherium","altiplanense"
"6326","NA","Phyllostomidae","Artibeus","jamaicensis"
"6327","NA","Phyllostomidae","Brachyphylla","cavernarum"
"6328","NA","Phyllostomidae","Carollia","perspicillata"
"6329","NA","Phyllostomidae","Chrotopterus","auritus"
"6330","NA","Phyllostomidae","Chrotopterus","auritus"
"6331","NA","Phyllostomidae","Desmodus","draculae"
"6332","NA","Phyllostomidae","Desmodus","draculae"
"6333","NA","Phyllostomidae","Desmodus","rotundus"
"6334","NA","Phyllostomidae","Desmodus","rotundus"
"6335","NA","Phyllostomidae","Desmodus","rotundus"
"6336","NA","Phyllostomidae","Glossophaga","longirostris"
"6337","NA","Phyllostomidae","Glossophaga","soricina"
"6338","NA","Phyllostomidae","Leptonycteris","curasoae"
"6339","NA","Phyllostomidae","Lonchophylla","mordax"
"6340","NA","Phyllostomidae","Lophostoma","silvicolum"
"6341","NA","Phyllostomidae","Micronycteris","megalotis"
"6342","NA","Phyllostomidae","Micronycteris","minuta"
"6343","NA","Phyllostomidae","Micronycteris","nicefori"
"6344","NA","Phyllostomidae","Micronycteris","NA"
"6345","NA","Phyllostomidae","Notonycteris","magdalenensis"
"6346","NA","Phyllostomidae","Notonycteris","magdalenensis"
"6347","NA","Phyllostomidae","Notonycteris","magdalenensis"
"6348","NA","Phyllostomidae","Notonycteris","magdalenensis"
"6349","NA","Phyllostomidae","Notonycteris","sucharadeus"
"6350","NA","Phyllostomidae","Notonycteris","sucharadeus"
"6351","NA","Phyllostomidae","Palynephyllum","antimaster"
"6352","NA","Phyllostomidae","Phyllostomus","discolor"
"6353","NA","Phyllostomidae","Phyllostomus","elongatus"
"6354","NA","Phyllostomidae","Phyllostomus","hastatus"
"6355","NA","Phyllostomidae","Sturnira","lilium"
"6356","NA","Phyllostomidae","Sturnira","ludovici"
"6357","NA","Phyllostomidae","Tonatia","minuta"
"6358","NA","Phyllostomidae","Tonatia","NA"
"6359","NA","Phyllostomidae","Tonatia","NA"
"6360","NA","Phyllostomidae","Tonatia","venezuelae"
"6361","NA","Phyllostomidae","Trachops","cirrhosus"
"6362","NA","Phyllostomidae","Trachops","cirrhosus"
"6363","Cetartiodactyla","Physeteridae","Diaphorocetus","poucheti"
"6364","NA","Pichipilidae","Phonocdromus","gracilis"
"6365","NA","Pichipilidae","Phonocdromus","gracilis"
"6366","NA","Pichipilidae","Phonocdromus","gracilis"
"6367","NA","Pichipilidae","Phonocdromus","gracilis"
"6368","NA","Pichipilidae","Pichipilus","halleuxi"
"6369","Primates","Pitheciidae","Callicebus","moloch"
"6370","Primates","Pitheciidae","Cebupithecia","sarmientoi"
"6371","Primates","Pitheciidae","Cebupithecia","sarmientoi"
"6372","Primates","Pitheciidae","Cebupithecia","sarmientoi"
"6373","Primates","Pitheciidae","Cebupithecia","sarmientoi"
"6374","Primates","Pitheciidae","Chiropotes","satanas"
"6375","Primates","Pitheciidae","Lagonimico","conclucatus"
"6376","Primates","Pitheciidae","Mohanamico","hershkovitzi"
"6377","Primates","Pitheciidae","Nuciruptor","rubricae"
"6378","Primates","Pitheciidae","Nuciruptor","NA"
"6379","Primates","Pitheciidae","Nuciruptor","NA"
"6380","Primates","Pitheciidae","Nuciruptor","NA"
"6381","Primates","Pitheciidae","Paralouatta","marianae"
"6382","Primates","Pitheciidae","Proteropithecia","neuquenensis"
"6383","Primates","Pitheciidae","Pithecia","pithecia"
"6384","Primates","Pitheciidae","Xenothrix","mcgregori"
"6385","Cingulata","Pletephilidae","Peltephilus","nanus"
"6386","Cingulata","Pletephilidae","Peltephilus","nanus"
"6387","NA","Polydolopidae","Amphidolops","serrula"
"6388","NA","Polydolopidae","Amphidolops","serrula"
"6389","NA","Polydolopidae","Amphidolops","serrula"
"6390","NA","Polydolopidae","Amphidolops","serrula"
"6391","NA","Polydolopidae","Amphidolops","serrula"
"6392","NA","Polydolopidae","Amphidolops","serrula"
"6393","NA","Polydolopidae","Amphidolops","serrula"
"6394","NA","Polydolopidae","Amphidolops","NA"
"6395","NA","Polydolopidae","Amphidolops","NA"
"6396","NA","Polydolopidae","Amphidolops","NA"
"6397","NA","Polydolopidae","Amphidolops","yapa"
"6398","NA","Polydolopidae","Eudolops","hernandezi"
"6399","NA","Polydolopidae","Eudolops","tetragonus"
"6400","NA","Polydolopidae","Eudolops","tetragonus"
"6401","NA","Polydolopidae","Eudolops","tetragonus"
"6402","NA","Polydolopidae","Eudolops","tetragonus"
"6403","NA","Polydolopidae","Eudolops","tetragonus"
"6404","NA","Polydolopidae","Eudolops","tetragonus"
"6405","NA","Polydolopidae","Eudolops","tetragonus"
"6406","NA","Polydolopidae","Eudolops","tetragonus"
"6407","NA","Polydolopidae","Kramadolops","abanicoi"
"6408","NA","Polydolopidae","Kramadolops","fissuratus"
"6409","NA","Polydolopidae","Kramadolops","maximus"
"6410","NA","Polydolopidae","Kramadolops","mayoi"
"6411","NA","Polydolopidae","Kramadolops","mayoi"
"6412","NA","Polydolopidae","Kramadolops","mayoi"
"6413","NA","Polydolopidae","Kramadolops","mayoi"
"6414","NA","Polydolopidae","Kramadolops","mayoi"
"6415","NA","Polydolopidae","Kramadolops","mckennai"
"6416","NA","Polydolopidae","Polydolops","borcurhor"
"6417","NA","Polydolopidae","Polydolops","clavulus"
"6418","NA","Polydolopidae","Polydolops","kamektsen"
"6419","NA","Polydolopidae","Polydolops","rothi"
"6420","NA","Polydolopidae","Polydolops","rothi"
"6421","NA","Polydolopidae","Polydolops","rothi"
"6422","NA","Polydolopidae","Polydolops","serra"
"6423","NA","Polydolopidae","Polydolops","serra"
"6424","NA","Polydolopidae","Polydolops","serra"
"6425","NA","Polydolopidae","Polydolops","serra"
"6426","NA","Polydolopidae","Polydolops","serra"
"6427","NA","Polydolopidae","Polydolops","serra"
"6428","NA","Polydolopidae","Polydolops","serra"
"6429","NA","Polydolopidae","Polydolops","serra"
"6430","NA","Polydolopidae","Polydolops","serra"
"6431","NA","Polydolopidae","Polydolops","NA"
"6432","NA","Polydolopidae","Polydolops","NA"
"6433","NA","Polydolopidae","Polydolops","NA"
"6434","NA","Polydolopidae","Polydolops","NA"
"6435","NA","Polydolopidae","Polydolops","NA"
"6436","NA","Polydolopidae","Polydolops","NA"
"6437","NA","Polydolopidae","Polydolops","thomasi"
"6438","NA","Polydolopidae","Polydolops","thomasi"
"6439","NA","Polydolopidae","Polydolops","thomasi"
"6440","NA","Polydolopidae","Polydolops","thomasi"
"6441","NA","Polydolopidae","Polydolops","thomasi"
"6442","NA","Polydolopidae","Polydolops","thomasi"
"6443","NA","Polydolopidae","Polydolops","thomasi"
"6444","NA","Polydolopidae","Polydolops","thomasi"
"6445","NA","Polydolopidae","Polydolops","thomasi"
"6446","NA","Polydolopidae","Polydolops","thomasi"
"6447","NA","Polydolopidae","Polydolops","thomasi"
"6448","NA","Polydolopidae","Polydolops","thomasi"
"6449","NA","Polydolopidae","Polydolops","thomasi"
"6450","NA","Polydolopidae","Polydolops","thomasi"
"6451","NA","Polydolopidae","Polydolops","thomasi"
"6452","NA","Polydolopidae","Polydolops","thomasi"
"6453","NA","Polydolopidae","Polydolops","thomasi"
"6454","NA","Polydolopidae","Polydolops","thomasi"
"6455","NA","Polydolopidae","Polydolops","unicus"
"6456","NA","Polydolopidae","Polydolops","unicus"
"6457","NA","Polydolopidae","Polydolops","winecage"
"6458","NA","Polydolopidae","Prepidolops","didelphoides"
"6459","NA","Polydolopidae","Prepidolops","molinai"
"6460","NA","Polydolopidae","Pseudolops","princeps"
"6461","NA","Prepidolopidae","Incadolops","ucayali"
"6462","NA","Prepidolopidae","Punadolops","alonsoi"
"6463","NA","Prepidolopidae","Punadolops","alonsoi"
"6464","NA","Proborhyaenidae","Arminiheringia","auceta"
"6465","NA","Proborhyaenidae","Arminiheringia","auceta"
"6466","NA","Proborhyaenidae","Arminiheringia","auceta"
"6467","NA","Proborhyaenidae","Arminiheringia","cultrata"
"6468","NA","Proborhyaenidae","Arminiheringia","cultrata"
"6469","NA","Proborhyaenidae","Arminiheringia","NA"
"6470","NA","Proborhyaenidae","Arminiheringia","NA"
"6471","NA","Proborhyaenidae","Callistoe","NA"
"6472","NA","Proborhyaenidae","Callistoe","vincei"
"6473","NA","Proborhyaenidae","Paraborhyaena","boliviana"
"6474","NA","Proborhyaenidae","Paraborhyaena","boliviana"
"6475","NA","Proborhyaenidae","Proborhyaena","gigantea"
"6476","NA","Proborhyaenidae","Proborhyaena","gigantea"
"6477","NA","Proborhyaenidae","Proborhyaena","gigantea"
"6478","NA","Proborhyaenidae","Proborhyaena","gigantea"
"6479","NA","Proborhyaenidae","Proborhyaena","gigantea"
"6480","NA","Proborhyaenidae","Proborhyaena","gigantea"
"6481","NA","Proborhyaenidae","Proborhyaena","NA"
"6482","Carnivora","Procyonidae","Bassaricyon","gabbii"
"6483","Carnivora","Procyonidae","Bassaricyon","gabbii"
"6484","Carnivora","Procyonidae","Bassaricyonoides","NA"
"6485","Carnivora","Procyonidae","Chapalmalania","alteafrontis"
"6486","Carnivora","Procyonidae","Chapalmalania","NA"
"6487","Carnivora","Procyonidae","Cyonasua","argentina"
"6488","Carnivora","Procyonidae","Cyonasua","brevirostris"
"6489","Carnivora","Procyonidae","Cyonasua","brevirostris"
"6490","Carnivora","Procyonidae","Cyonasua","clausa"
"6491","Carnivora","Procyonidae","Cyonasua","groeberi"
"6492","Carnivora","Procyonidae","Cyonasua","pascuali"
"6493","Carnivora","Procyonidae","Cyonasua","prebrevirostris"
"6494","Carnivora","Procyonidae","Cyonasua","NA"
"6495","Carnivora","Procyonidae","Cyonasua","NA"
"6496","Carnivora","Procyonidae","Cyonasua","NA"
"6497","Carnivora","Procyonidae","Cyonasua","NA"
"6498","Carnivora","Procyonidae","Cyonasua","NA"
"6499","Carnivora","Procyonidae","Cyonasua","NA"
"6500","Carnivora","Procyonidae","Nasua","nasua"
"6501","Carnivora","Procyonidae","Nasua","nasua"
"6502","Carnivora","Procyonidae","Nasua","nasua"
"6503","Carnivora","Procyonidae","Nasua","nasua"
"6504","Carnivora","Procyonidae","Nasua","NA"
"6505","Carnivora","Procyonidae","Parahyaenodon","argentinus"
"6506","Carnivora","Procyonidae","Parahyaenodon","argentinus"
"6507","Carnivora","Procyonidae","Parahyaenodon","argentinus"
"6508","Carnivora","Procyonidae","Potos","flavus"
"6509","Carnivora","Procyonidae","Potos","flavus"
"6510","Carnivora","Procyonidae","Potos","flavus"
"6511","Carnivora","Procyonidae","Procyon","cancrivorus"
"6512","Carnivora","Procyonidae","Procyon","cancrivorus"
"6513","Carnivora","Procyonidae","Procyon","cancrivorus"
"6514","Carnivora","Procyonidae","Procyon","cancrivorus"
"6515","Carnivora","Procyonidae","Procyon","cancrivorus"
"6516","Carnivora","Procyonidae","Procyon","lotor"
"6517","Carnivora","Procyonidae","Procyon","NA"
"6518","Carnivora","Procyonidae","Tetraprothomo","argentinus"
"6519","Cingulata","Propalaehoplophoridae","Eucinepeltus","complicatus"
"6520","Cingulata","Propalaehoplophoridae","Metopotoxus","laevatus"
"6521","Cingulata","Propalaehoplophoridae","Propalaehoplophorus","andinus"
"6522","Cingulata","Propalaehoplophoridae","Propalaehoplophorus","australis"
"6523","Cingulata","Propalaehoplophoridae","Propalaehoplophorus","australis"
"6524","Cingulata","Propalaehoplophoridae","Propalaehoplophorus","australis"
"6525","Cingulata","Propalaehoplophoridae","Propalaehoplophorus","australis"
"6526","Cingulata","Propalaehoplophoridae","Propalaehoplophorus","australis"
"6527","Cingulata","Propalaehoplophoridae","Palaeohoplophorus","antiquus"
"6528","Cingulata","Propalaehoplophoridae","Propalaehoplophorus","incisivus"
"6529","Cingulata","Propalaehoplophoridae","Palaeohoplophorus","meridionalis"
"6530","Cingulata","Propalaehoplophoridae","Propalaehoplophorus","minus"
"6531","Cingulata","Propalaehoplophoridae","Propalaehoplophorus","NA"
"6532","Cingulata","Propalaehoplophoridae","Propalaehoplophorus","NA"
"6533","Cingulata","Propalaehoplophoridae","Propalaehoplophorus","NA"
"6534","Cingulata","Propalaehoplophoridae","Propalaehoplophorus","NA"
"6535","Cingulata","Propalaehoplophoridae","Propalaehoplophorus","NA"
"6536","Sirenia","Prorastomidae","Lophiodolodus","chaparralensis"
"6537","Liptoterna","Proterotheriidae","Anisolambda","amel"
"6538","Liptoterna","Proterotheriidae","Anisolambda","amel"
"6539","Liptoterna","Proterotheriidae","Anisolambda","fissidens"
"6540","Liptoterna","Proterotheriidae","Anisolambda","fissidens"
"6541","Liptoterna","Proterotheriidae","Anisolambda","fissidens"
"6542","Liptoterna","Proterotheriidae","Anisolambda","fissidens"
"6543","Liptoterna","Proterotheriidae","Anisolambda","NA"
"6544","Liptoterna","Proterotheriidae","Anisolambda","NA"
"6545","Liptoterna","Proterotheriidae","Anisolambda","NA"
"6546","Liptoterna","Proterotheriidae","Bounodus","enigmaticus"
"6547","Liptoterna","Proterotheriidae","Brachytherium","cuspidatum"
"6548","Liptoterna","Proterotheriidae","Brachytherium","cuspidatum"
"6549","Liptoterna","Proterotheriidae","Brachytherium","cuspidatum"
"6550","Liptoterna","Proterotheriidae","Brachytherium","laternarium"
"6551","Liptoterna","Proterotheriidae","Brachytherium","NA"
"6552","Liptoterna","Proterotheriidae","Brachytherium","NA"
"6553","Liptoterna","Proterotheriidae","Brachytherium","NA"
"6554","Liptoterna","Proterotheriidae","Deuterotherium","distichum"
"6555","Liptoterna","Proterotheriidae","Deuterotherium","distichum"
"6556","Liptoterna","Proterotheriidae","Deuterotherium","NA"
"6557","Liptoterna","Proterotheriidae","Diadiaphorus","caniadensis"
"6558","Liptoterna","Proterotheriidae","Diadiaphorus","majusculus"
"6559","Liptoterna","Proterotheriidae","Diadiaphorus","majusculus"
"6560","Liptoterna","Proterotheriidae","Diadiaphorus","majusculus"
"6561","Liptoterna","Proterotheriidae","Diadiaphorus","majusculus"
"6562","Liptoterna","Proterotheriidae","Diadiaphorus","majusculus"
"6563","Liptoterna","Proterotheriidae","Diadiaphorus","majusculus"
"6564","Liptoterna","Proterotheriidae","Diadiaphorus","paranensis"
"6565","Liptoterna","Proterotheriidae","Diadiaphorus","robustus"
"6566","Liptoterna","Proterotheriidae","Diadiaphorus","robustus"
"6567","Liptoterna","Proterotheriidae","Diadiaphorus","robustus"
"6568","Liptoterna","Proterotheriidae","Diadiaphorus","NA"
"6569","Liptoterna","Proterotheriidae","Diadiaphorus","NA"
"6570","Liptoterna","Proterotheriidae","Diadiaphorus","NA"
"6571","Liptoterna","Proterotheriidae","Diadiaphorus","NA"
"6572","Liptoterna","Proterotheriidae","Diadiaphorus","NA"
"6573","Liptoterna","Proterotheriidae","Diadiaphorus","NA"
"6574","Liptoterna","Proterotheriidae","Diadiaphorus","NA"
"6575","Liptoterna","Proterotheriidae","Diplasiotherium","NA"
"6576","Liptoterna","Proterotheriidae","Eoauchenia","cingulata"
"6577","Liptoterna","Proterotheriidae","Eoauchenia","primitiva"
"6578","Liptoterna","Proterotheriidae","Eoauchenia","primitiva"
"6579","Liptoterna","Proterotheriidae","Eoauchenia","primitiva"
"6580","Liptoterna","Proterotheriidae","Eoauchenia","primitiva"
"6581","Liptoterna","Proterotheriidae","Eoauchenia","primitiva"
"6582","Liptoterna","Proterotheriidae","Eoauchenia","primitiva"
"6583","Liptoterna","Proterotheriidae","Eoauchenia","primitiva"
"6584","Liptoterna","Proterotheriidae","Eoauchenia","primitiva"
"6585","Liptoterna","Proterotheriidae","Eoauchenia","NA"
"6586","Liptoterna","Proterotheriidae","Epecuenia","thoatherioides"
