Age	Diversity
11.5	0
11.6	0.386852807234542
11.7	0.386852807234542
11.8	0.613147192765458
11.9	0.613147192765458
12	0.613147192765458
12.1	0.613147192765458
12.2	0.613147192765458
12.3	0.613147192765458
12.4	0.613147192765458
12.5	0.613147192765458
12.6	0.613147192765458
12.7	0.773705614469083
12.8	0.773705614469083
12.9	0.773705614469083
13	0.773705614469083
13.1	0.773705614469083
13.2	0.773705614469083
13.3	0.773705614469083
13.4	0.773705614469083
13.5	0.773705614469083
13.6	0.773705614469083
13.7	0.773705614469083
13.8	0.773705614469083
13.9	0.773705614469083
14	0.773705614469083
14.1	0.773705614469083
14.2	0.773705614469083
14.3	0.773705614469083
14.4	0.773705614469083
14.5	0.773705614469083
14.6	0.773705614469083
14.7	0.773705614469083
14.8	0.773705614469083
14.9	0.773705614469083
15	0.773705614469083
15.1	0.773705614469083
15.2	0.773705614469083
15.3	0.773705614469083
15.4	0.773705614469083
15.5	0.773705614469083
15.6	0.773705614469083
15.7	0.773705614469083
15.8	0.773705614469083
15.9	0.773705614469083
16	0.773705614469083
16.1	0.773705614469083
16.2	0.613147192765458
16.3	0.613147192765458
16.4	0.773705614469083
16.5	0.773705614469083
16.6	0.773705614469083
16.7	0.898244401703927
16.8	0.898244401703927
16.9	0.898244401703927
17	0.898244401703927
17.1	0.898244401703927
17.2	0.898244401703927
17.3	0.898244401703927
17.4	0.898244401703927
17.5	0.898244401703927
17.6	0.898244401703927
17.7	0.898244401703927
17.8	0.898244401703927
17.9	0.898244401703927
18	0.898244401703927
18.1	0.898244401703927
18.2	1
18.3	1
18.4	1
18.5	1
18.6	1
18.7	1
18.8	0.898244401703927
18.9	0.898244401703927
19	0.898244401703927
19.1	0.898244401703927
19.2	0.898244401703927
19.3	0.898244401703927
19.4	0.898244401703927
19.5	0.773705614469083
19.6	0.773705614469083
19.7	0.773705614469083
19.8	0.773705614469083
19.9	0.773705614469083
20	0.773705614469083
20.1	0.773705614469083
20.2	0.773705614469083
20.3	0.773705614469083
20.4	0.773705614469083
20.5	0.773705614469083
20.6	0.773705614469083
20.7	0.773705614469083
20.8	0.773705614469083
20.9	0.613147192765458
21	0.613147192765458
21.1	0.613147192765458
21.2	0.613147192765458
21.3	0.613147192765458
21.4	0.613147192765458
21.5	0.613147192765458
21.6	0.613147192765458
21.7	0.613147192765458
21.8	0.613147192765458
21.9	0.613147192765458
22	0.613147192765458
22.1	0.613147192765458
22.2	0.613147192765458
22.3	0.613147192765458
22.4	0.613147192765458
22.5	0.613147192765458
22.6	0.613147192765458
22.7	0.613147192765458
22.8	0.613147192765458
22.9	0.613147192765458
23	0.613147192765458
23.1	0.613147192765458
23.2	0.613147192765458
23.3	0.613147192765458
23.4	0.613147192765458
23.5	0.613147192765458
23.6	0.386852807234542
23.7	0.386852807234542
23.8	0.386852807234542
23.9	0.386852807234542
24	0.386852807234542
24.1	0.386852807234542
24.2	0.386852807234542
24.3	0.386852807234542
24.4	0.386852807234542
24.5	0.386852807234542
24.6	0.386852807234542
24.7	0.386852807234542
24.8	0.613147192765458
24.9	0.613147192765458
25	0.613147192765458
25.1	0.613147192765458
25.2	0.613147192765458
25.3	0.773705614469083
25.4	0.773705614469083
25.5	0.773705614469083
25.6	0.773705614469083
25.7	0.773705614469083
25.8	0.773705614469083
25.9	0.773705614469083
26	0.773705614469083
26.1	0.773705614469083
26.2	0.773705614469083
26.3	0.613147192765458
26.4	0.613147192765458
26.5	0.613147192765458
26.6	0.613147192765458
26.7	0.613147192765458
26.8	0.613147192765458
26.9	0.613147192765458
27	0.613147192765458
27.1	0.613147192765458
27.2	0.613147192765458
27.3	0.386852807234542
27.4	0.386852807234542
27.5	0
27.6	0
27.7	0
27.8	0
27.9	0
28	0
28.1	0
28.2	0
28.3	0
28.4	0
28.5	0
28.6	0
28.7	0
28.8	0
28.9	0
29	0
29.1	0
29.2	0
29.3	0
29.4	0
29.5	0
29.6	0
29.7	0
29.8	0
29.9	0
30	0
30.1	0
30.2	0
30.3	0
30.4	0
30.5	0
30.6	0
30.7	0
30.8	0
30.9	0
31	0
31.1	0
31.2	0
31.3	0
31.4	0
31.5	0
31.6	0
31.7	0
31.8	0
31.9	0
32	0
32.1	0
32.2	0
32.3	0
32.4	0
32.5	0
32.6	0
32.7	0
32.8	0
32.9	0
33	0
33.1	0
33.2	0
33.3	0
33.4	0
33.5	0
33.6	0
33.7	0
33.8	0
33.9	0
34	0
34.1	0
34.2	0
34.3	0
34.4	0
34.5	0
34.6	0
34.7	0
34.8	0
34.9	0
35	0
35.1	0.386852807234542
35.2	0.386852807234542
35.3	0.386852807234542
35.4	0.386852807234542
35.5	0.386852807234542
35.6	0.386852807234542
35.7	0.386852807234542
35.8	0.386852807234542
35.9	0.386852807234542
36	0.386852807234542
36.1	0.386852807234542
36.2	0.386852807234542
36.3	0.613147192765458
36.4	0.613147192765458
36.5	0.613147192765458
36.6	0.613147192765458
36.7	0.613147192765458
36.8	0.613147192765458
36.9	0.613147192765458
37	0.613147192765458
37.1	0.613147192765458
37.2	0.613147192765458
37.3	0.613147192765458
37.4	0.613147192765458
37.5	0.613147192765458
37.6	0.613147192765458
37.7	0.613147192765458
37.8	0.613147192765458
37.9	0.613147192765458
38	0.613147192765458
38.1	0.613147192765458
38.2	0.613147192765458
38.3	0.613147192765458
38.4	0.613147192765458
38.5	0.613147192765458
38.6	0.613147192765458
38.7	0.613147192765458
38.8	0.613147192765458
38.9	0.613147192765458
39	0.773705614469083
39.1	0.773705614469083
39.2	0.773705614469083
39.3	0.773705614469083
39.4	0.773705614469083
39.5	0.773705614469083
39.6	0.773705614469083
39.7	0.773705614469083
39.8	0.773705614469083
39.9	0.773705614469083
40	0.773705614469083
40.1	0.773705614469083
