Age	Altitude
48.4	622.066666666667
48.5	620.666666666667
48.6	619.266666666667
48.7	617.866666666667
48.8	616.466666666667
48.9	615.066666666667
49	613.666666666667
49.1	612.466666666667
49.2	611.266666666667
49.3	610.066666666667
49.4	608.866666666667
49.5	607.666666666667
49.6	606.466666666667
49.7	605.266666666667
49.8	604.066666666667
49.9	602.866666666667
50	601.666666666667
50.1	600.166666666667
50.2	598.666666666667
50.3	597.166666666667
50.4	595.666666666667
50.5	594.166666666667
50.6	592.666666666667
50.7	591.166666666667
50.8	589.666666666667
50.9	588.166666666667
51	586.666666666667
51.1	585.1
51.2	583.533333333333
51.3	581.966666666667
51.4	580.4
51.5	578.833333333333
51.6	577.266666666667
51.7	575.7
51.8	574.133333333333
51.9	572.566666666667
52	571
52.1	569.466666666667
52.2	567.933333333333
52.3	566.4
52.4	564.866666666667
52.5	563.333333333333
52.6	561.8
52.7	560.266666666667
52.8	558.733333333333
52.9	557.2
53	555.666666666667
53.1	554.166666666667
53.2	552.666666666667
53.3	551.166666666667
53.4	549.666666666667
53.5	548.166666666667
53.6	546.666666666667
53.7	545.166666666667
53.8	543.666666666667
53.9	542.166666666667
54	540.666666666667
54.1	538.7
54.2	536.733333333333
54.3	534.766666666667
54.4	532.8
54.5	530.833333333333
54.6	528.866666666667
54.7	526.9
54.8	524.933333333333
54.9	522.966666666667
55	521
55.1	519.333333333333
55.2	517.666666666667
55.3	516
55.4	514.333333333333
55.5	512.666666666667
55.6	511
55.7	509.333333333333
55.8	507.666666666667
55.9	506
56	504.333333333333
56.1	502.366666666667
56.2	500.4
56.3	498.433333333333
56.4	496.466666666667
56.5	494.5
56.6	492.533333333333
56.7	490.566666666667
56.8	488.6
56.9	486.633333333333
57	484.666666666667
57.1	482.666666666667
57.2	480.666666666667
57.3	478.666666666667
57.4	476.666666666667
57.5	474.666666666667
57.6	472.666666666667
57.7	470.666666666667
57.8	468.666666666667
57.9	466.666666666667
58	464.666666666667
58.1	462.833333333333
58.2	461
58.3	459.166666666667
58.4	457.333333333333
58.5	455.5
58.6	453.666666666667
58.7	451.833333333333
58.8	450
58.9	448.166666666667
59	446.333333333333
59.1	444.033333333333
59.2	441.733333333333
59.3	439.433333333333
59.4	437.133333333333
59.5	434.833333333333
59.6	432.533333333333
59.7	430.233333333333
59.8	427.933333333333
59.9	425.633333333333
60	423.333333333333
60.1	420.433333333333
60.2	417.533333333333
60.3	414.633333333333
60.4	411.733333333333
60.5	408.833333333333
60.6	405.933333333333
60.7	403.033333333333
60.8	400.133333333333
60.9	397.233333333333
61	394.333333333333
61.1	391.066666666667
61.2	387.8
61.3	384.533333333333
61.4	381.266666666667
61.5	378
61.6	374.733333333333
61.7	371.466666666667
61.8	368.2
61.9	364.933333333333
62	361.666666666667
62.1	357.533333333333
62.2	353.4
62.3	349.266666666667
62.4	345.133333333333
62.5	341
62.6	336.866666666667
62.7	332.733333333333
62.8	328.6
62.9	324.466666666667
63	320.333333333333
63.1	318.2
63.2	316.066666666667
63.3	313.933333333333
63.4	311.8
63.5	309.666666666667
63.6	307.533333333333
63.7	305.4
63.8	303.266666666667
63.9	301.133333333333
64	299
64.1	297.533333333333
64.2	296.066666666667
64.3	294.6
64.4	293.133333333333
64.5	291.666666666667
64.6	290.2
64.7	288.733333333333
64.8	287.266666666667
64.9	285.8
65	284.333333333333
65.1	283.466666666667
65.2	282.6
65.3	281.733333333333
65.4	280.866666666667
65.5	280
65.6	279.133333333333
65.7	278.266666666667
65.8	277.4
65.9	276.533333333333
66	275.666666666667
