Age	Diversity
23	0.0887293385631004
23.5	0.575821403526706
24	0.719389196178497
24.5	0.844960756052649
25	0.929794061313048
25.5	1.05695936747403
26	1.00800999726268
26.5	0.874042881478515
27	0.844960756052649
27.5	0.650171195668577
28	0.452819020668799
28.5	0.261140356037985
29	0.361550394584388
29.5	0.495517510368555
30	0.575821403526706
30.5	0.650171195668577
31	0.752286014704324
31.5	0.575821403526706
32	0.452819020668799
32.5	0.312601024373039
33	0.312601024373039
33.5	0.361550394584388
34	0.20689670928437
34.5	0.495517510368555
35	0.650171195668577
35.5	0.844960756052649
36	0.844960756052649
36.5	0.685377021143597
37	0.575821403526706
37.5	0.53647271018298
38	0.784138311452744
38.5	0.719389196178497
39	0.719389196178497
39.5	0.784138311452744
40	0.784138311452744
40.5	0.815010380398144
41	0.815010380398144
41.5	0.815010380398144
42	0.815010380398144
42.5	0.844960756052649
43	0.844960756052649
43.5	0.815010380398144
44	0.719389196178497
44.5	0.719389196178497
45	0.719389196178497
45.5	0.650171195668577
46	0.650171195668577
46.5	0.53647271018298
47	0.53647271018298
47.5	0.452819020668799
48	0.312601024373039
48.5	0.20689670928437
49	0.149551783163005
49.5	0.149551783163005
50	0.20689670928437
50.5	0.20689670928437
51	0.20689670928437
51.5	0.20689670928437
52	0.20689670928437
52.5	0.0239802232888536
53	-0.119587569362938
53.5	-0.287186764296954
54	-0.287186764296954
54.5	-0.606679634326544
55	-0.606679634326544
55.5	-0.740646750110711
56	-1.07821692140625
