clade	species	ts	te
0	1	100.0	96.66
0	2	99.56	86.86
0	3	98.3	97.82
0	4	88.71	87.22
0	5	87.4	79.1
0	6	82.35	60.48
0	7	80.44	67.63
0	8	76.72	63.44
0	9	75.95	66.7
0	10	74.73	63.49
0	11	72.73	67.94
0	12	70.93	68.14
0	13	70.89	39.19
0	14	69.0	25.12
0	15	68.96	66.24
0	16	68.46	20.55
0	17	67.49	61.21
0	18	67.37	54.1
0	19	67.0	62.01
0	20	65.68	64.6
0	21	64.53	63.94
0	22	64.42	59.34
0	23	63.79	60.58
0	24	62.77	52.03
0	25	62.08	60.8
0	26	62.01	54.17
0	27	61.48	60.02
0	28	61.21	38.4
0	29	60.04	21.86
0	30	59.82	53.37
0	31	59.58	51.27
0	32	59.34	44.32
0	33	59.22	48.5
0	34	59.2	51.1
0	35	58.96	39.39
0	36	58.47	52.16
0	37	57.91	54.59
0	38	57.45	37.2
0	39	57.34	40.11
0	40	57.26	39.99
0	41	57.02	45.51
0	42	56.84	52.85
0	43	56.77	47.62
0	44	56.7	54.31
0	45	56.54	48.01
0	46	56.15	46.41
0	47	55.77	48.57
0	48	55.55	35.51
0	49	55.55	50.71
0	50	55.52	51.24
0	51	55.29	43.62
0	52	55.19	15.66
0	53	55.1	38.24
0	54	54.69	50.53
0	55	54.46	39.84
0	56	54.06	49.01
0	57	53.59	51.96
0	58	53.54	48.13
0	59	53.19	35.7
0	60	52.92	44.87
0	61	52.79	49.15
0	62	52.68	48.97
0	63	52.6	22.23
0	64	52.22	43.54
0	65	52.14	31.26
0	66	51.87	46.27
0	67	51.86	29.86
0	68	51.82	41.12
0	69	51.72	46.96
0	70	51.57	39.5
0	71	51.55	46.1
0	72	51.28	44.91
0	73	51.22	50.0
0	74	50.99	47.99
0	75	50.41	45.45
0	76	50.25	46.39
0	77	49.82	44.1
0	78	49.7	25.67
0	79	49.69	34.2
0	80	49.35	44.67
0	81	49.31	40.51
0	82	49.24	25.44
0	83	49.2	30.11
0	84	49.15	25.99
0	85	49.14	26.69
0	86	49.08	41.33
0	87	48.89	41.08
0	88	48.82	29.52
0	89	48.77	46.69
0	90	48.63	47.84
0	91	48.44	35.85
0	92	48.43	43.81
0	93	47.97	41.81
0	94	47.9	35.56
0	95	47.82	22.08
0	96	47.67	45.55
0	97	47.61	30.99
0	98	47.31	39.5
0	99	47.11	40.68
0	100	47.05	45.2
0	101	46.88	46.66
0	102	46.84	42.04
0	103	46.84	32.47
0	104	46.52	43.09
0	105	46.44	43.99
0	106	46.18	43.06
0	107	46.06	44.9
0	108	45.98	39.2
0	109	45.78	45.07
0	110	45.76	44.57
0	111	45.7	40.34
0	112	45.6	10.13
0	113	45.56	42.42
0	114	45.51	22.61
0	115	45.46	34.14
0	116	45.41	28.13
0	117	45.32	44.53
0	118	45.32	41.9
0	119	45.2	23.61
0	120	45.18	43.68
0	121	45.0	42.52
0	122	44.99	37.38
0	123	44.93	40.77
0	124	44.92	38.33
0	125	44.67	44.0
0	126	44.58	41.32
0	127	44.56	33.95
0	128	44.23	43.5
0	129	43.98	39.68
0	130	43.92	24.33
0	131	43.55	22.82
0	132	43.35	34.13
0	133	43.27	38.04
0	134	43.17	39.23
0	135	43.08	15.39
0	136	42.88	37.35
0	137	42.77	37.06
0	138	42.49	6.07
0	139	42.43	38.72
0	140	42.42	39.34
0	141	42.42	41.61
0	142	42.29	19.46
0	143	42.07	21.57
0	144	42.03	39.91
0	145	42.0	41.38
0	146	41.92	32.92
0	147	41.8	37.63
0	148	41.71	40.68
0	149	41.7	24.79
0	150	41.53	37.26
0	151	41.44	33.88
0	152	41.31	34.55
0	153	41.31	32.74
0	154	41.3	32.71
0	155	41.25	40.17
0	156	41.03	22.83
0	157	40.95	37.59
0	158	40.84	38.18
0	159	40.79	38.4
0	160	40.78	39.96
0	161	40.74	25.18
0	162	40.66	19.19
0	163	40.55	33.12
0	164	40.37	34.78
