clade,species,ts,te,mid,bin,nb_occ
0,37,58.4,34.88,46.64,Ypresian,0
0,90,47.49,40.27,43.88,Ypresian,2
0,91,47.45,45.86,46.655,Ypresian,0
0,92,47.04,45.34,46.19,Ypresian,0
0,93,46.93,35.83,41.379999999999995,Ypresian,0
0,94,46.81,40.17,43.49,Ypresian,0
0,95,46.59,36.61,41.6,Ypresian,2
0,97,46.48,42.24,44.36,Ypresian,0
0,98,46.45,36.77,41.61,Ypresian,1
0,99,46.32,41.13,43.725,Ypresian,0
0,89,47.54,42.99,45.265,Ypresian,0
0,100,46.23,38.89,42.56,Ypresian,1
0,103,45.15,44.29,44.72,Ypresian,0
0,104,44.98,44.82,44.9,Ypresian,0
0,105,44.91,43.82,44.364999999999995,Ypresian,1
0,107,44.83,41.11,42.97,Ypresian,3
0,110,44.69,44.28,44.485,Ypresian,1
0,111,44.46,43.64,44.05,Ypresian,0
0,112,44.32,43.37,43.845,Ypresian,0
0,115,44.08,42.73,43.405,Ypresian,2
0,127,42.49,41.01,41.75,Ypresian,2
0,102,45.36,44.42,44.89,Ypresian,1
0,88,47.76,47.0,47.379999999999995,Ypresian,0
0,108,44.79,43.61,44.2,Ypresian,3
0,86,47.93,40.49,44.21,Ypresian,2
0,87,47.85,36.31,42.08,Ypresian,0
0,52,55.79,34.72,45.254999999999995,Ypresian,0
0,53,54.61,40.3,47.455,Ypresian,1
0,54,54.52,28.58,41.55,Ypresian,0
0,57,54.05,29.68,41.864999999999995,Ypresian,0
0,59,53.57,37.04,45.305,Ypresian,0
0,65,52.55,42.54,47.545,Ypresian,1
0,67,52.28,40.81,46.545,Ypresian,0
0,68,51.97,30.88,41.425,Ypresian,0
0,72,50.84,40.77,45.80500000000001,Ypresian,0
0,61,53.05,41.57,47.31,Ypresian,0
0,85,48.18,41.07,44.625,Ypresian,0
0,77,49.74,39.11,44.425,Ypresian,0
0,84,48.39,40.03,44.21,Ypresian,2
0,78,49.56,41.6,45.58,Ypresian,0
0,80,49.35,35.31,42.33,Ypresian,0
0,83,48.52,40.75,44.635000000000005,Ypresian,0
0,81,49.29,36.18,42.735,Ypresian,2
0,73,50.43,44.54,47.485,Ypresian,0
0,147,40.73,35.88,38.305,Lutetian,2
0,130,41.92,35.67,38.795,Lutetian,2
0,131,41.87,40.1,40.985,Lutetian,1
0,134,41.7,37.36,39.53,Lutetian,1
0,135,41.65,34.01,37.83,Lutetian,8
0,139,41.4,35.16,38.28,Lutetian,5
