clade,species,ts,te,mid,bin,nb_occ
0,21,73.38,20.5,46.94,Ypresian,0
0,131,45.87,43.86,44.864999999999995,Ypresian,1
0,134,45.77,41.28,43.525000000000006,Ypresian,1
0,135,45.76,40.11,42.935,Ypresian,1
0,136,45.74,36.98,41.36,Ypresian,0
0,137,45.71,41.72,43.715,Ypresian,0
0,139,45.48,41.94,43.709999999999994,Ypresian,0
0,140,45.32,37.57,41.445,Ypresian,1
0,143,45.05,44.5,44.775,Ypresian,0
0,145,44.78,39.13,41.955,Ypresian,1
0,147,44.64,41.16,42.9,Ypresian,0
0,148,44.56,41.76,43.16,Ypresian,0
0,151,44.16,42.38,43.269999999999996,Ypresian,0
0,152,44.14,42.35,43.245000000000005,Ypresian,1
0,155,43.7,41.88,42.790000000000006,Ypresian,0
0,156,43.57,41.65,42.61,Ypresian,0
0,158,43.38,41.35,42.365,Ypresian,2
0,160,43.22,42.02,42.620000000000005,Ypresian,0
0,161,43.09,42.45,42.77,Ypresian,1
0,162,43.09,40.96,42.025000000000006,Ypresian,0
0,166,42.6,42.17,42.385000000000005,Ypresian,0
0,168,42.5,42.34,42.42,Ypresian,0
0,176,41.92,41.87,41.894999999999996,Ypresian,1
0,182,41.57,41.52,41.545,Ypresian,0
0,126,46.32,43.69,45.004999999999995,Ypresian,0
0,124,46.77,37.02,41.895,Ypresian,0
0,149,44.41,42.49,43.45,Ypresian,0
0,122,46.83,44.75,45.79,Ypresian,1
0,63,59.05,29.88,44.464999999999996,Ypresian,0
0,65,58.89,36.07,47.480000000000004,Ypresian,0
0,72,56.93,28.4,42.665,Ypresian,0
0,78,55.98,39.37,47.675,Ypresian,0
0,123,46.78,40.66,43.72,Ypresian,1
0,87,53.75,40.64,47.195,Ypresian,0
0,96,51.13,41.63,46.38,Ypresian,0
0,97,51.12,44.3,47.709999999999994,Ypresian,0
0,104,49.9,35.92,42.91,Ypresian,0
0,108,49.17,43.28,46.225,Ypresian,2
0,110,48.45,38.83,43.64,Ypresian,0
0,113,47.69,42.6,45.144999999999996,Ypresian,0
