clade	species	ts	te
0	1	100.0	98.27
0	2	98.98	86.35
0	3	89.08	76.74
0	4	87.81	83.69
0	5	82.13	62.57
0	6	69.96	55.17
0	7	68.67	53.59
0	8	66.73	66.04
0	9	66.62	53.55
0	10	65.61	58.38
0	11	65.35	55.64
0	12	65.16	60.54
0	13	63.51	51.28
0	14	61.61	52.15
0	15	60.88	45.4
0	16	60.77	47.85
0	17	60.43	53.04
0	18	59.92	52.82
0	19	58.7	52.94
0	20	58.63	43.05
0	21	58.37	56.44
0	22	58.18	38.8
0	23	57.66	52.8
0	24	57.57	43.32
0	25	57.38	36.36
0	26	57.08	48.65
0	27	56.07	49.41
0	28	55.91	51.9
0	29	55.64	55.51
0	30	55.04	49.9
0	31	54.61	38.04
0	32	54.6	48.57
0	33	54.46	48.23
0	34	54.11	51.54
0	35	53.92	52.95
0	36	53.73	46.4
0	37	53.56	45.14
0	38	52.38	50.5
0	39	52.23	30.66
0	40	51.7	16.36
0	41	51.05	49.5
0	42	50.81	0.24
0	43	50.67	48.67
0	44	50.59	29.57
0	45	49.49	49.14
0	46	49.1	45.21
0	47	48.96	43.15
0	48	48.96	38.19
0	49	48.9	46.95
0	50	48.83	46.05
0	51	48.81	23.63
0	52	48.53	17.63
0	53	48.34	45.06
0	54	47.88	41.85
0	55	47.53	43.67
0	56	47.01	46.51
0	57	46.45	45.55
0	58	46.14	42.14
0	59	46.02	41.46
0	60	45.93	34.3
0	61	45.6	31.07
0	62	45.29	33.45
0	63	44.96	38.46
0	64	44.82	41.97
0	65	44.74	38.56
0	66	43.89	42.53
0	67	43.88	27.92
0	68	43.44	41.8
0	69	43.4	36.93
0	70	43.37	41.25
0	71	43.18	37.81
0	72	42.66	22.49
0	73	42.57	32.32
0	74	42.49	26.8
0	75	42.25	42.08
0	76	42.19	34.55
0	77	42.19	34.35
0	78	41.98	39.05
0	79	41.97	33.58
0	80	41.91	39.79
0	81	41.82	34.17
0	82	41.81	39.79
0	83	41.78	34.24
0	84	41.62	34.84
0	85	41.41	38.33
0	86	41.38	40.85
0	87	41.28	39.3
0	88	40.75	21.73
0	89	40.57	7.9
0	90	40.49	34.61
0	91	40.07	24.24
0	92	40.05	0.0
0	93	39.96	29.57
0	94	39.89	35.33
0	95	39.82	31.32
0	96	39.81	38.41
0	97	39.62	26.89
0	98	39.59	27.16
0	99	39.52	35.02
0	100	39.37	32.45
0	101	39.11	0.0
0	102	38.91	36.42
0	103	38.7	34.17
0	104	38.7	27.23
0	105	38.69	23.32
0	106	38.38	36.23
0	107	38.12	33.84
0	108	37.9	33.68
0	109	37.86	32.13
0	110	37.77	36.12
0	111	37.75	32.56
0	112	37.47	30.31
0	113	37.43	32.84
0	114	37.31	32.94
0	115	36.95	8.94
0	116	36.88	26.48
0	117	36.66	35.87
0	118	36.48	15.26
0	119	36.47	23.26
0	120	36.39	25.23
0	121	36.23	31.67
0	122	36.18	17.18
0	123	36.18	23.74
0	124	36.15	34.05
0	125	36.13	0.0
0	126	36.05	32.06
0	127	35.99	27.43
0	128	35.82	33.76
0	129	35.78	28.67
0	130	35.69	22.26
0	131	35.68	27.85
0	132	35.54	34.66
0	133	35.45	18.58
0	134	35.35	32.29
0	135	35.21	34.77
0	136	35.14	21.77
0	137	35.03	0.0
0	138	34.9	32.24
0	139	34.72	19.64
0	140	34.63	26.23
0	141	34.62	16.56
0	142	34.58	10.16
0	143	34.45	18.48
0	144	34.38	32.72
0	145	34.33	30.75
0	146	34.24	29.52
0	147	34.21	25.28
0	148	34.2	3.16
0	149	34.07	14.64
0	150	33.78	20.47
0	151	33.42	4.54
0	152	33.41	3.94
0	153	33.3	28.34
0	154	33.27	0.0
0	155	33.19	30.45
0	156	33.17	30.58
0	157	33.14	14.41
0	158	33.03	15.56
0	159	33.02	32.64
0	160	32.94	30.6
0	161	32.87	11.7
0	162	32.86	22.35
0	163	32.8	30.38
0	164	32.72	30.02
0	165	32.67	29.99
0	166	32.6	29.58
0	167	32.58	9.1
0	168	32.49	24.09
0	169	32.47	23.34
0	170	32.42	26.1
0	171	32.41	11.86
0	172	32.36	31.3
0	173	32.34	0.0
0	174	32.34	25.62
0	175	32.33	29.13
0	176	32.26	7.84
0	177	32.21	27.64
0	178	32.19	31.81
0	179	32.14	11.04
0	180	32.11	14.42
0	181	31.95	7.41
0	182	31.89	23.02
0	183	31.49	25.78
0	184	31.43	26.33
0	185	31.36	30.04
0	186	31.21	30.98
0	187	31.09	27.3
0	188	31.08	30.64
0	189	30.99	25.65
0	190	30.97	29.38
0	191	30.84	25.14
0	192	30.84	24.42
0	193	30.8	27.35
0	194	30.72	3.28
0	195	30.72	25.24
0	196	30.68	27.98
0	197	30.64	19.25
0	198	30.53	23.38
0	199	30.49	24.9
0	200	30.41	15.72
0	201	30.39	2.24
0	202	30.3	27.07
0	203	30.26	28.24
0	204	30.24	23.13
0	205	30.16	22.74
0	206	30.16	29.23
0	207	30.13	5.92
0	208	30.07	27.07
0	209	30.03	24.19
0	210	29.93	18.76
0	211	29.92	5.64
0	212	29.79	13.96
0	213	29.73	28.15
0	214	29.52	18.67
0	215	29.41	25.86
0	216	29.41	23.49
0	217	29.3	26.67
0	218	29.28	10.58
0	219	29.27	23.58
0	220	29.24	11.58
0	221	29.14	27.27
0	222	29.14	20.04
0	223	29.09	13.36
0	224	29.04	0.0
0	225	29.0	20.01
0	226	28.98	0.0
0	227	28.95	25.42
0	228	28.94	25.54
0	229	28.9	0.26
0	230	28.9	14.78
0	231	28.74	14.29
0	232	28.7	21.44
0	233	28.67	18.72
