clade,species,ts,te,mid,bin,nb_occ
0,19,69.66,24.35,47.004999999999995,Ypresian,0
0,89,47.65,45.19,46.42,Ypresian,0
0,90,47.49,38.26,42.875,Ypresian,0
0,92,47.19,46.2,46.695,Ypresian,0
0,93,46.8,45.91,46.355,Ypresian,0
0,94,46.8,45.89,46.345,Ypresian,0
0,95,46.56,42.59,44.575,Ypresian,2
0,97,46.08,36.92,41.5,Ypresian,0
0,99,45.77,43.59,44.68000000000001,Ypresian,0
0,100,45.7,36.76,41.230000000000004,Ypresian,2
0,101,45.67,37.08,41.375,Ypresian,0
0,111,44.78,43.33,44.055,Ypresian,0
0,112,44.36,44.14,44.25,Ypresian,1
0,113,44.24,42.2,43.22,Ypresian,0
0,115,42.47,41.34,41.905,Ypresian,3
0,118,42.36,41.38,41.870000000000005,Ypresian,2
0,88,47.78,41.13,44.455,Ypresian,2
0,85,48.03,41.85,44.94,Ypresian,0
0,106,45.01,39.13,42.07,Ypresian,0
0,48,57.53,25.15,41.34,Ypresian,4
0,61,53.67,28.93,41.3,Ypresian,2
0,84,48.42,43.92,46.17,Ypresian,1
0,46,57.95,35.63,46.790000000000006,Ypresian,0
0,66,52.5,37.28,44.89,Ypresian,3
0,68,51.69,32.22,41.955,Ypresian,0
0,56,54.69,39.42,47.055,Ypresian,1
0,72,50.81,44.4,47.605000000000004,Ypresian,2
0,73,50.69,35.19,42.94,Ypresian,1
0,70,50.93,41.61,46.269999999999996,Ypresian,0
0,55,54.83,38.07,46.45,Ypresian,0
0,78,50.18,42.6,46.39,Ypresian,2
0,79,49.92,39.73,44.825,Ypresian,1
0,81,49.28,42.6,45.94,Ypresian,1
0,83,48.8,43.25,46.025,Ypresian,1
0,75,50.61,40.97,45.79,Ypresian,3
0,82,49.26,39.51,44.385,Ypresian,3
0,129,40.92,37.26,39.09,Lutetian,9
0,114,42.82,37.38,40.1,Lutetian,0
0,116,42.42,36.78,39.6,Lutetian,2
0,117,42.37,35.13,38.75,Lutetian,0
0,135,39.94,38.41,39.175,Lutetian,0
0,121,41.93,38.96,40.445,Lutetian,0
0,123,41.21,37.92,39.565,Lutetian,1
0,126,41.04,40.21,40.625,Lutetian,3
0,124,41.17,36.41,38.79,Lutetian,1
0,138,39.71,38.7,39.205,Lutetian,0
0,159,38.12,37.77,37.945,Lutetian,0
0,131,40.58,39.08,39.83,Lutetian,2
0,109,44.82,31.3,38.06,Lutetian,1
0,132,40.38,38.25,39.315,Lutetian,2
0,107,44.94,34.67,39.805,Lutetian,1
0,150,38.78,36.8,37.79,Lutetian,4
0,87,47.88,31.64,39.760000000000005,Lutetian,0
0,104,45.13,35.11,40.120000000000005,Lutetian,2
0,103,45.49,35.0,40.245000000000005,Lutetian,1
0,110,44.79,31.3,38.045,Lutetian,1
0,142,39.38,38.21,38.795,Lutetian,0
0,91,47.37,33.5,40.435,Lutetian,0
0,164,37.81,31.38,34.595,Bartonian,4
