clade,species,ts,te,mid,bin,nb_occ
0,14,69.0,25.12,47.06,Ypresian,0
0,134,43.17,39.23,41.2,Ypresian,2
0,99,47.11,40.68,43.894999999999996,Ypresian,1
0,100,47.05,45.2,46.125,Ypresian,0
0,101,46.88,46.66,46.769999999999996,Ypresian,0
0,102,46.84,42.04,44.44,Ypresian,1
0,104,46.52,43.09,44.80500000000001,Ypresian,0
0,105,46.44,43.99,45.215,Ypresian,0
0,106,46.18,43.06,44.620000000000005,Ypresian,1
0,107,46.06,44.9,45.480000000000004,Ypresian,0
0,108,45.98,39.2,42.59,Ypresian,0
0,109,45.78,45.07,45.425,Ypresian,0
0,110,45.76,44.57,45.165,Ypresian,0
0,96,47.67,45.55,46.61,Ypresian,1
0,111,45.7,40.34,43.02,Ypresian,0
0,145,42.0,41.38,41.69,Ypresian,1
0,141,42.42,41.61,42.015,Ypresian,1
0,117,45.32,44.53,44.925,Ypresian,2
0,118,45.32,41.9,43.61,Ypresian,2
0,120,45.18,43.68,44.43,Ypresian,1
0,121,45.0,42.52,43.760000000000005,Ypresian,0
0,123,44.93,40.77,42.85,Ypresian,0
0,124,44.92,38.33,41.625,Ypresian,0
0,125,44.67,44.0,44.335,Ypresian,0
0,126,44.58,41.32,42.95,Ypresian,1
0,128,44.23,43.5,43.864999999999995,Ypresian,0
0,129,43.98,39.68,41.83,Ypresian,0
0,113,45.56,42.42,43.99,Ypresian,0
0,94,47.9,35.56,41.730000000000004,Ypresian,0
0,98,47.31,39.5,43.405,Ypresian,0
0,92,48.43,43.81,46.120000000000005,Ypresian,1
0,16,68.46,20.55,44.504999999999995,Ypresian,0
0,38,57.45,37.2,47.325,Ypresian,0
0,48,55.55,35.51,45.53,Ypresian,1
0,53,55.1,38.24,46.67,Ypresian,0
0,55,54.46,39.84,47.150000000000006,Ypresian,1
0,59,53.19,35.7,44.445,Ypresian,0
0,65,52.14,31.26,41.7,Ypresian,0
0,68,51.82,41.12,46.47,Ypresian,4
0,93,47.97,41.81,44.89,Ypresian,1
0,77,49.82,44.1,46.96,Ypresian,1
0,79,49.69,34.2,41.945,Ypresian,2
0,80,49.35,44.67,47.010000000000005,Ypresian,1
0,70,51.57,39.5,45.535,Ypresian,2
0,87,48.89,41.08,44.985,Ypresian,2
0,91,48.44,35.85,42.144999999999996,Ypresian,0
0,89,48.77,46.69,47.730000000000004,Ypresian,0
0,86,49.08,41.33,45.205,Ypresian,1
0,81,49.31,40.51,44.91,Ypresian,0
0,136,42.88,37.35,40.115,Lutetian,2
0,155,41.25,40.17,40.71,Lutetian,4
0,180,38.7,36.98,37.84,Lutetian,1
0,137,42.77,37.06,39.915000000000006,Lutetian,0
0,152,41.31,34.55,37.93,Lutetian,0
0,172,39.6,37.09,38.345,Lutetian,1
0,139,42.43,38.72,40.575,Lutetian,0
0,157,40.95,37.59,39.27,Lutetian,2
0,165,40.36,40.22,40.29,Lutetian,0
0,169,39.87,38.63,39.25,Lutetian,2
0,168,39.94,35.59,37.765,Lutetian,1
0,144,42.03,39.91,40.97,Lutetian,0
0,158,40.84,38.18,39.510000000000005,Lutetian,0
0,150,41.53,37.26,39.394999999999996,Lutetian,0
0,148,41.71,40.68,41.195,Lutetian,0
0,159,40.79,38.4,39.595,Lutetian,1
0,166,40.27,36.07,38.17,Lutetian,1
0,160,40.78,39.96,40.370000000000005,Lutetian,0
0,140,42.42,39.34,40.88,Lutetian,0
0,133,43.27,38.04,40.655,Lutetian,2
0,147,41.8,37.63,39.715,Lutetian,0
0,67,51.86,29.86,40.86,Lutetian,0
0,97,47.61,30.99,39.3,Lutetian,0
0,29,60.04,21.86,40.95,Lutetian,1
0,115,45.46,34.14,39.8,Lutetian,0
0,88,48.82,29.52,39.17,Lutetian,0
0,103,46.84,32.47,39.655,Lutetian,0
0,85,49.14,26.69,37.915,Lutetian,0
0,122,44.99,37.38,41.185,Lutetian,0
0,127,44.56,33.95,39.255,Lutetian,1
0,83,49.2,30.11,39.655,Lutetian,0
0,132,43.35,34.13,38.74,Lutetian,0
0,173,39.57,29.7,34.635,Bartonian,0
0,52,55.19,15.66,35.425,Bartonian,3
0,174,39.42,31.56,35.49,Bartonian,0
0,178,38.91,30.86,34.885,Bartonian,0
0,171,39.74,31.36,35.55,Bartonian,0
0,215,35.64,33.17,34.405,Bartonian,1
0,170,39.84,32.96,36.400000000000006,Bartonian,0
0,184,38.48,31.78,35.129999999999995,Bartonian,1
0,188,37.86,31.62,34.74,Bartonian,0
0,189,37.84,35.94,36.89,Bartonian,2
0,210,36.02,33.12,34.57,Bartonian,0
0,191,37.62,32.32,34.97,Bartonian,3
0,192,37.51,34.7,36.105000000000004,Bartonian,1
0,193,37.45,32.35,34.900000000000006,Bartonian,0
0,194,37.32,35.48,36.4,Bartonian,3
0,198,36.98,33.82,35.4,Bartonian,0
0,199,36.92,35.29,36.105000000000004,Bartonian,1
0,200,36.9,33.91,35.405,Bartonian,5
0,201,36.86,33.98,35.42,Bartonian,0
0,63,52.6,22.23,37.415,Bartonian,3
0,78,49.7,25.67,37.685,Bartonian,1
0,233,34.13,33.92,34.025000000000006,Bartonian,1
0,114,45.51,22.61,34.06,Bartonian,0
0,164,40.37,34.78,37.575,Bartonian,0
0,163,40.55,33.12,36.834999999999994,Bartonian,0
0,82,49.24,25.44,37.34,Bartonian,1
0,130,43.92,24.33,34.125,Bartonian,1
0,84,49.15,25.99,37.57,Bartonian,0
0,119,45.2,23.61,34.405,Bartonian,2
0,146,41.92,32.92,37.42,Bartonian,0
0,95,47.82,22.08,34.95,Bartonian,1
0,116,45.41,28.13,36.769999999999996,Bartonian,0
0,154,41.3,32.71,37.004999999999995,Bartonian,1
0,153,41.31,32.74,37.025000000000006,Bartonian,1
0,151,41.44,33.88,37.66,Bartonian,2
0,255,32.81,27.85,30.330000000000002,Priabonian,1
0,242,33.61,24.3,28.955,Priabonian,0
0,239,33.64,31.06,32.35,Priabonian,0
0,270,32.02,26.95,29.485,Priabonian,5
0,238,33.64,27.43,30.535,Priabonian,1
0,236,34.03,28.2,31.115000000000002,Priabonian,5
0,273,31.88,31.49,31.685,Priabonian,1
0,271,31.9,28.76,30.33,Priabonian,2
0,243,33.6,29.25,31.425,Priabonian,7
0,265,32.31,31.04,31.675,Priabonian,3
0,269,32.17,31.26,31.715000000000003,Priabonian,9
0,267,32.29,24.93,28.61,Priabonian,4
0,247,33.37,30.33,31.849999999999998,Priabonian,2
0,264,32.37,29.51,30.939999999999998,Priabonian,0
0,260,32.53,32.06,32.295,Priabonian,5
0,258,32.64,26.17,29.405,Priabonian,1
0,257,32.7,30.15,31.425,Priabonian,2
0,256,32.75,30.62,31.685000000000002,Priabonian,2
0,248,33.36,33.31,33.335,Priabonian,0
0,249,33.27,28.3,30.785000000000004,Priabonian,2
0,254,32.95,23.28,28.115000000000002,Priabonian,3
0,275,31.67,30.63,31.15,Priabonian,2
0,244,33.52,32.87,33.195,Priabonian,2
0,277,31.58,30.42,31.0,Priabonian,0
0,345,28.59,27.46,28.025,Priabonian,11
0,279,31.48,25.49,28.485,Priabonian,3
0,340,28.83,28.16,28.494999999999997,Priabonian,2
0,335,28.94,28.46,28.700000000000003,Priabonian,9
0,330,29.11,27.28,28.195,Priabonian,0
0,327,29.23,27.08,28.155,Priabonian,2
0,234,34.09,32.72,33.405,Priabonian,2
0,360,27.98,27.72,27.85,Priabonian,6
0,318,29.58,27.57,28.575,Priabonian,3
0,317,29.6,29.58,29.59,Priabonian,3
0,315,29.73,27.99,28.86,Priabonian,2
0,305,30.35,29.14,29.745,Priabonian,3
0,302,30.38,28.13,29.255,Priabonian,3
0,278,31.57,27.57,29.57,Priabonian,0
0,301,30.43,27.57,29.0,Priabonian,2
0,295,30.9,30.52,30.71,Priabonian,2
0,294,30.95,29.66,30.305,Priabonian,2
0,293,30.98,29.39,30.185000000000002,Priabonian,4
