Age	Diversity
22.9	0
23.4	0
23.9	0
24.4	0
24.9	0
25.4	0
25.9	0
26.4	0
26.9	0
27.4	0
27.9	0
28.4	0.430676558073393
28.9	0.682606194485985
29.4	0.861353116146786
29.9	0.861353116146786
30.4	0.861353116146786
30.9	0.861353116146786
31.4	0.861353116146786
31.9	0.861353116146786
32.4	0.861353116146786
32.9	0.861353116146786
33.4	0.861353116146786
33.9	0.682606194485985
34.4	0.861353116146786
34.9	0.861353116146786
35.4	1
35.9	0.861353116146786
36.4	0.861353116146786
36.9	0.682606194485985
37.4	0.682606194485985
37.9	0.682606194485985
38.4	0.682606194485985
38.9	0.682606194485985
39.4	0.682606194485985
39.9	0.430676558073393
40.4	0.430676558073393
40.9	0.430676558073393
41.4	0.430676558073393
41.9	0.430676558073393
42.4	0.430676558073393
42.9	0.430676558073393
43.4	0.430676558073393
43.9	0.430676558073393
44.4	0.430676558073393
44.9	0.430676558073393
45.4	0.430676558073393
45.9	0
46.4	0
46.9	0
47.4	0
47.9	0
48.4	0
48.9	0
49.4	0
49.9	0
50.4	0
50.9	0
51.4	0
51.9	0
