Age	Diversity
0	0.477121254719662
0.5	0
1	0
1.5	0
2	0
2.5	0
3	0
3.5	0
4	0
4.5	0
5	0
5.5	0
6	0
6.5	0
7	0
7.5	0
8	0
8.5	0
9	0
9.5	0
10	0
10.5	0
11	0
11.5	0
12	0
12.5	0.477121254719662
13	0.698970004336019
13.5	0.698970004336019
14	0.845098040014257
14.5	0.778151250383644
15	0.778151250383644
15.5	0.778151250383644
16	0.845098040014257
16.5	0.903089986991944
17	0.903089986991944
17.5	0.903089986991944
18	0.903089986991944
18.5	0.954242509439325
19	0.903089986991944
19.5	0.903089986991944
20	0.954242509439325
20.5	1
21	0.954242509439325
21.5	0.903089986991944
22	0.903089986991944
22.5	0.845098040014257
23	0.845098040014257
23.5	0.778151250383644
24	0.845098040014257
24.5	0.903089986991944
25	0.903089986991944
25.5	0.954242509439325
26	0.954242509439325
26.5	0.903089986991944
27	0.903089986991944
27.5	0.698970004336019
28	0.698970004336019
28.5	0.602059991327962
29	0.698970004336019
29.5	0.602059991327962
30	0.602059991327962
30.5	0.698970004336019
31	0.778151250383644
31.5	0.778151250383644
32	0.778151250383644
32.5	0.698970004336019
33	0.477121254719662
33.5	0.301029995663981
34	0.301029995663981
34.5	0.301029995663981
35	0.301029995663981
35.5	0.301029995663981
36	0.301029995663981
36.5	0.301029995663981
37	0.301029995663981
37.5	0.301029995663981
38	0.301029995663981
38.5	0.301029995663981
39	0.477121254719662
39.5	0.477121254719662
40	0.477121254719662
40.5	0.602059991327962
41	0.477121254719662
41.5	0.477121254719662
42	0.477121254719662
42.5	0.301029995663981
43	0.301029995663981
43.5	0.301029995663981
44	0.301029995663981
44.5	0.301029995663981
45	0.301029995663981
45.5	0
46	0
46.5	0
47	0
47.5	0
48	0
48.5	0
49	0
49.5	0
50	0
50.5	0
51	0.301029995663981
51.5	0.301029995663981
