Species	Status
Acrophyseter	extinct
Africanacetus	extinct
Aglaocetus	extinct
Aondelphis	extinct
Archaebalaenoptera	extinct
Argyrocetus	extinct
Atocetus	extinct
Australithax	extinct
Balaena	extant
Balaenoptera	extant
Belonodelphis	extinct
Berardius	extant
Brachydelphis	extinct
Brujadelphis	extinct
Caperea	extant
Cephalorhynchus	extant
Chavinziphius	extinct
Chilcacetus	extinct
Chimuziphius	extinct
Cozzuoliphyseter	extinct
Cynthiacetus	extinct
Delphinus	extinct
Diaphorocetus	extinct
Dolgopolis	extinct
Ensidelphis	extinct
Eubalaena	extant
Feresa	extant
Furcacetus	extinct
Globicephala	extant
Grampus	extant
Hemisyntrachelus	extinct
Herpetocetus	extinct
Huaridelphis	extinct
Hyperoodon	extant
Idiorophus	extinct
Incacetus	extinct
Incakujira	extinct
Indopacetus	extant
Inia	extant
Inticetus	extinct
Ischyrorhynchus	extinct
Kentriodon	extinct
Kogia	extant
Koristocetus	extinct
Lagenodelphis	extant
Lissodelphis	extant
Livyatan	extinct
Lomacetus	extinct
Macrosqualodelphis	extinct
Megaptera	extant
Mesoplodon	extant
Messapicetus	extinct
Miocaperea	extinct
Morenocetus	extinct
Mystacodon	extinct
Nazcacetus	extinct
Ninoziphius	extinct
Notiocetus	extinct
Notocetus	extinct
Notoziphius	extinct
Ocucajea	extinct
Odobenocetops	extinct
Orcinus	extant
Pachycetus	extinct
Palaeobalaena	extinct
Pelocetus	extinct
Peponocephala	extant
Peregocetus	extinct
Phoberodon	extinct
Phocoena	extant
Physeter	extant
Piscobalaena	extinct
Piscocetus	extinct
Piscolithax	extinct
Piscorhynchus	extinct
Platyscaphokogia	extinct
Plesiocetopsis	extinct
Pliopontos	extinct
Pomatodelphis	extinct
Pontistes	extinct
Pontoporia	extant
Prosqualodon	extinct
Protororqualus	extinct
Pseudorca	extant
Rhaphicetus	extinct
Sagmatias	extant
Samaydelphis	extinct
Saurocetes	extinct
Scaldicetus	extinct
Scaphokogia	extinct
Sotalia	extant
Squalodon	extinct
Stenella	extant
Steno	extant
Supayacetus	extinct
Tasmacetus	extant
Tiucetus	extinct
Tursiops	extant
Urkudelphis	extinct
Zarhachis	extinct
Ziphius	extant
