Species	Status	MinT	MaxT
116	extinct	41.52	43.34
116	extinct	39.95	40.63
116	extinct	39.46	42.86
116	extinct	41.37	42.34
115	extinct	43.74	44.05
115	extinct	43.46	43.81
131	extinct	40.97	41.58
111	extinct	44.73	44.94
133	extinct	41.39	41.94
133	extinct	41.0	41.86
108	extinct	43.72	44.29
107	extinct	43.37	43.7
106	extinct	43.26	44.49
106	extinct	42.97	44.47
105	extinct	45.36	45.6
103	extinct	43.94	45.71
103	extinct	43.91	43.93
103	extinct	43.53	45.58
103	extinct	44.12	44.42
103	extinct	45.1	45.95
103	extinct	44.58	45.35
122	extinct	42.72	43.48
101	extinct	41.88	43.39
83	extinct	40.55	48.9
83	extinct	45.51	48.16
71	extinct	40.2	40.84
71	extinct	50.07	51.93
82	extinct	46.7	49.46
82	extinct	45.62	46.53
95	extinct	46.26	47.11
87	extinct	43.43	48.31
88	extinct	42.21	43.62
88	extinct	39.74	44.83
88	extinct	46.31	46.95
88	extinct	48.16	48.28
88	extinct	44.3	44.43
88	extinct	40.4	41.99
77	extinct	45.57	50.78
77	extinct	47.34	49.6
89	extinct	47.77	48.27
90	extinct	40.66	43.57
90	extinct	42.94	48.58
90	extinct	40.45	43.69
90	extinct	47.19	47.74
90	extinct	44.72	45.82
93	extinct	46.12	46.41
93	extinct	43.96	46.45
73	extinct	52.32	53.29
73	extinct	51.72	53.01
73	extinct	50.45	52.22
73	extinct	36.86	41.32
129	extinct	39.74	42.09
125	extinct	36.71	42.48
139	extinct	36.05	40.33
139	extinct	36.72	39.45
139	extinct	39.55	40.12
132	extinct	38.31	39.26
143	extinct	38.28	39.24
143	extinct	37.51	39.98
174	extinct	37.38	37.89
142	extinct	38.8	39.44
138	extinct	40.06	40.44
138	extinct	39.81	40.76
138	extinct	39.81	40.58
138	extinct	40.04	40.2
121	extinct	35.29	38.14
160	extinct	37.94	38.83
100	extinct	41.29	45.49
100	extinct	35.58	45.93
123	extinct	42.19	42.36
112	extinct	36.84	44.18
140	extinct	38.89	39.89
140	extinct	37.97	38.07
114	extinct	42.8	43.59
114	extinct	35.27	36.38
147	extinct	38.56	38.74
119	extinct	39.83	41.21
119	extinct	37.08	42.46
146	extinct	35.57	37.15
146	extinct	36.06	38.67
146	extinct	38.68	38.92
141	extinct	40.08	40.76
141	extinct	40.38	40.49
166	extinct	33.33	35.4
166	extinct	31.54	34.17
167	extinct	34.22	37.89
183	extinct	33.47	37.79
183	extinct	35.42	36.41
182	extinct	36.41	37.67
182	extinct	35.97	37.72
182	extinct	35.78	36.65
157	extinct	36.27	37.3
157	extinct	34.73	37.14
157	extinct	34.66	35.79
184	extinct	35.24	35.86
184	extinct	34.06	35.02
184	extinct	33.68	34.68
184	extinct	35.29	35.32
197	extinct	34.47	35.67
197	extinct	34.65	34.82
189	extinct	36.08	37.25
189	extinct	36.04	37.14
189	extinct	35.62	37.17
189	extinct	35.58	36.74
189	extinct	35.5	36.39
189	extinct	35.41	36.19
189	extinct	36.09	37.27
189	extinct	35.51	37.27
189	extinct	36.09	36.88
99	extinct	36.3	39.48
99	extinct	33.8	35.06
99	extinct	43.94	46.1
99	extinct	36.21	38.28
109	extinct	40.92	41.34
236	extinct	33.6	34.19
236	extinct	33.83	34.22
236	extinct	33.47	34.21
236	extinct	33.71	34.22
120	extinct	30.82	32.05
120	extinct	40.14	43.75
134	extinct	30.81	35.78
134	extinct	31.05	37.92
135	extinct	27.61	38.57
221	extinct	34.15	35.03
221	extinct	34.2	34.44
229	extinct	33.81	34.43
229	extinct	33.89	34.44
264	extinct	28.9	30.94
263	extinct	29.9	31.59
263	extinct	30.7	31.17
260	extinct	31.7	32.27
251	extinct	31.68	31.69
249	extinct	30.13	31.96
239	extinct	32.48	33.84
239	extinct	32.6	32.94
268	extinct	26.57	30.4
332	extinct	27.55	28.47
316	extinct	27.85	28.07
314	extinct	28.11	28.51
306	extinct	28.07	29.27
292	extinct	28.17	29.9
290	extinct	29.75	30.26
285	extinct	29.73	30.61
279	extinct	27.81	30.62
279	extinct	30.2	30.22
274	extinct	29.52	30.69
273	extinct	30.25	31.28
265	extinct	30.77	31.45
195	extinct	32.01	32.62
186	extinct	27.02	32.2
185	extinct	36.26	36.9
178	extinct	29.8	30.02
150	extinct	38.67	39.19
156	extinct	37.3	38.51
163	extinct	34.36	36.56
163	extinct	33.82	35.79
163	extinct	30.45	31.43
169	extinct	34.62	35.56
151	extinct	37.93	38.0
164	extinct	24.46	27.64
