Species	Status	MinT	MaxT
75	extinct	42.51	43.82
75	extinct	42.37	44.17
75	extinct	43.95	44.56
74	extinct	41.32	43.01
74	extinct	43.94	45.23
74	extinct	39.33	41.4
74	extinct	40.97	43.88
74	extinct	39.69	42.75
74	extinct	40.96	44.58
72	extinct	44.98	45.61
71	extinct	44.28	44.48
71	extinct	41.54	43.13
68	extinct	41.06	44.32
68	extinct	38.46	38.92
83	extinct	42.87	42.9
83	extinct	41.86	42.02
66	extinct	45.98	46.3
65	extinct	45.65	46.33
65	extinct	44.08	44.89
65	extinct	45.24	45.31
80	extinct	43.45	43.73
80	extinct	43.19	44.18
62	extinct	43.13	48.12
63	extinct	42.36	43.72
63	extinct	46.0	46.57
58	extinct	43.95	47.68
58	extinct	34.59	49.4
57	extinct	44.49	48.83
56	extinct	48.7	50.15
56	extinct	47.11	48.15
54	extinct	38.41	46.33
54	extinct	36.71	44.97
54	extinct	45.72	50.39
54	extinct	46.03	49.75
54	extinct	46.57	50.93
54	extinct	42.0	44.76
54	extinct	49.08	50.12
87	extinct	40.53	41.9
87	extinct	41.71	43.14
87	extinct	39.85	42.72
45	extinct	49.76	51.46
45	extinct	45.96	48.04
61	extinct	42.41	46.37
61	extinct	47.72	48.98
61	extinct	35.62	37.48
61	extinct	44.25	49.06
61	extinct	40.43	43.09
61	extinct	44.07	47.52
61	extinct	45.18	48.69
61	extinct	44.64	46.88
61	extinct	37.47	45.39
61	extinct	38.07	47.46
61	extinct	38.31	39.05
94	extinct	40.97	41.8
94	extinct	39.18	39.24
96	extinct	40.09	41.45
96	extinct	36.11	39.29
96	extinct	39.12	40.05
96	extinct	37.34	41.26
96	extinct	38.37	41.08
92	extinct	40.58	42.27
92	extinct	39.82	40.74
97	extinct	41.01	41.39
97	extinct	36.93	40.34
97	extinct	39.83	40.51
97	extinct	34.27	41.1
98	extinct	38.88	40.43
103	extinct	39.29	39.58
103	extinct	40.87	41.27
106	extinct	38.5	39.31
133	extinct	37.79	38.39
133	extinct	37.6	38.34
111	extinct	38.84	39.35
114	extinct	39.62	39.96
