Species	Status	MinT	MaxT
63	extinct	41.7	42.13
63	extinct	41.6	42.41
63	extinct	41.99	42.98
58	extinct	43.92	47.0
53	extinct	46.24	46.33
56	extinct	46.41	46.82
56	extinct	46.42	47.03
45	extinct	43.07	45.59
50	extinct	48.05	48.77
65	extinct	41.73	41.78
82	extinct	39.14	39.51
82	extinct	39.43	39.56
82	extinct	39.44	39.64
82	extinct	39.0	39.59
82	extinct	39.32	39.56
73	extinct	39.62	40.71
71	extinct	39.67	41.76
71	extinct	39.33	40.68
69	extinct	41.71	41.81
72	extinct	38.08	38.39
64	extinct	41.3	42.3
64	extinct	36.88	38.24
64	extinct	36.93	37.21
77	extinct	39.3	40.36
91	extinct	37.9	38.28
55	extinct	45.94	46.84
54	extinct	44.27	47.49
54	extinct	38.74	41.97
99	extinct	36.51	36.91
99	extinct	36.62	36.99
99	extinct	36.83	36.95
99	extinct	36.58	37.17
93	extinct	36.57	37.26
93	extinct	36.83	37.49
94	extinct	31.42	32.03
94	extinct	32.56	37.14
90	extinct	37.26	38.06
90	extinct	37.41	37.63
124	extinct	33.32	34.09
80	extinct	39.05	39.3
80	extinct	38.12	39.36
80	extinct	38.71	39.13
80	extinct	37.52	39.79
80	extinct	35.97	38.69
123	extinct	33.23	33.99
123	extinct	33.75	33.98
59	extinct	35.06	39.81
59	extinct	29.19	44.28
121	extinct	33.52	34.33
121	extinct	33.99	34.3
79	extinct	38.16	38.34
79	extinct	35.88	37.06
79	extinct	32.79	40.2
79	extinct	32.27	38.53
79	extinct	31.51	32.94
110	extinct	34.47	35.04
110	extinct	34.46	34.97
110	extinct	34.46	34.9
110	extinct	34.45	34.57
75	extinct	36.59	37.78
75	extinct	33.99	39.25
76	extinct	35.4	38.2
76	extinct	34.95	39.86
76	extinct	34.91	38.23
76	extinct	37.8	39.07
76	extinct	34.26	38.34
97	extinct	36.54	37.64
134	extinct	31.31	31.76
125	extinct	31.55	32.26
122	extinct	33.03	33.92
143	extinct	30.94	31.83
152	extinct	29.98	31.15
153	extinct	30.86	31.26
153	extinct	30.31	31.07
157	extinct	29.66	30.73
161	extinct	25.99	26.53
161	extinct	28.41	30.06
161	extinct	27.01	29.83
117	extinct	27.36	32.65
117	extinct	24.68	34.55
142	extinct	30.24	31.82
68	extinct	41.37	41.76
74	extinct	29.94	32.57
74	extinct	35.67	36.47
83	extinct	28.85	32.02
83	extinct	30.65	34.17
86	extinct	27.18	38.57
86	extinct	25.72	38.36
86	extinct	34.91	38.63
86	extinct	26.08	29.23
61	extinct	24.88	36.78
95	extinct	34.14	35.59
100	extinct	29.04	34.38
100	extinct	28.83	37.15
101	extinct	29.44	30.59
108	extinct	34.09	34.52
191	extinct	26.43	26.62
193	extinct	26.61	27.14
193	extinct	26.55	27.24
188	extinct	27.57	27.67
195	extinct	22.15	25.06
196	extinct	25.63	26.8
196	extinct	25.69	26.03
186	extinct	24.85	25.67
199	extinct	24.56	26.41
200	extinct	25.74	26.5
243	extinct	23.42	24.17
243	extinct	23.24	23.88
243	extinct	23.1	23.19
203	extinct	26.03	26.23
203	extinct	26.01	26.65
203	extinct	26.06	26.87
203	extinct	25.99	26.42
242	extinct	24.11	24.52
242	extinct	23.93	24.37
242	extinct	24.1	24.49
242	extinct	23.85	24.39
242	extinct	24.23	24.54
242	extinct	24.08	24.47
242	extinct	23.97	24.46
242	extinct	24.31	24.65
245	extinct	23.61	23.96
228	extinct	24.24	24.73
253	extinct	23.21	24.03
253	extinct	23.65	23.84
263	extinct	22.88	23.37
221	extinct	24.29	24.51
221	extinct	24.78	25.54
220	extinct	23.19	24.0
215	extinct	24.95	26.35
211	extinct	23.73	25.49
211	extinct	24.67	25.54
211	extinct	24.86	25.81
211	extinct	25.45	26.32
209	extinct	25.56	25.94
209	extinct	23.93	25.5
208	extinct	23.05	24.52
208	extinct	24.52	25.78
244	extinct	22.88	23.02
218	extinct	25.86	26.21
218	extinct	25.94	26.09
185	extinct	21.23	23.64
180	extinct	26.21	28.61
149	extinct	30.48	30.7
149	extinct	30.12	31.34
146	extinct	26.75	30.06
181	extinct	20.63	27.24
137	extinct	22.69	22.96
137	extinct	23.94	30.67
98	extinct	23.54	36.51
133	extinct	29.19	30.71
130	extinct	26.32	29.11
130	extinct	27.25	32.61
130	extinct	26.2	32.19
126	extinct	32.28	33.13
126	extinct	20.21	24.09
114	extinct	28.67	31.73
114	extinct	24.41	24.58
151	extinct	30.32	31.13
87	extinct	16.54	31.39
87	extinct	17.98	30.0
176	extinct	23.24	28.95
173	extinct	27.2	27.25
169	extinct	26.21	29.45
168	extinct	25.28	29.66
168	extinct	26.24	28.95
175	extinct	26.2	27.49
175	extinct	24.02	29.17
175	extinct	21.98	26.04
167	extinct	24.57	24.68
167	extinct	25.23	27.59
85	extinct	16.31	20.93
85	extinct	14.28	34.3
78	extinct	32.51	37.05
78	extinct	28.12	32.79
78	extinct	15.75	17.85
78	extinct	11.52	25.61
258	extinct	22.69	23.07
258	extinct	22.12	23.77
258	extinct	22.5	23.68
258	extinct	22.42	23.31
257	extinct	20.41	22.86
257	extinct	18.07	18.26
257	extinct	20.68	21.62
259	extinct	21.97	22.22
259	extinct	20.92	22.24
261	extinct	22.47	23.45
261	extinct	22.39	23.1
265	extinct	22.61	23.15
273	extinct	21.43	22.58
273	extinct	21.74	22.09
273	extinct	21.87	21.98
273	extinct	21.76	22.22
260	extinct	22.48	23.36
177	extinct	19.57	25.03
177	extinct	15.53	21.06
177	extinct	19.02	24.63
240	extinct	21.34	23.19
240	extinct	22.24	23.64
240	extinct	21.75	22.08
240	extinct	23.02	23.1
240	extinct	22.05	22.18
240	extinct	23.53	24.64
240	extinct	22.57	22.68
240	extinct	22.51	22.73
240	extinct	22.06	24.21
240	extinct	21.28	24.19
240	extinct	19.98	21.92
