Species	Status	MinT	MaxT
78	extinct	53.95	59.53
78	extinct	57.89	58.64
154	extinct	41.26	42.05
154	extinct	41.23	41.55
154	extinct	41.17	41.4
152	extinct	41.22	42.15
152	extinct	40.16	41.08
152	extinct	41.35	41.56
152	extinct	40.58	42.4
151	extinct	42.31	43.33
151	extinct	42.5	43.41
151	extinct	42.51	43.44
151	extinct	42.46	43.6
151	extinct	42.44	42.92
151	extinct	42.32	43.34
151	extinct	42.53	43.61
151	extinct	42.49	43.4
150	extinct	43.65	44.26
150	extinct	43.62	44.18
150	extinct	43.5	44.3
150	extinct	43.68	43.97
148	extinct	41.95	42.67
146	extinct	44.61	45.33
145	extinct	43.89	45.4
145	extinct	44.07	45.06
143	extinct	39.23	41.37
143	extinct	41.76	43.66
143	extinct	41.76	43.85
143	extinct	45.12	45.49
143	extinct	39.21	44.9
141	extinct	46.4	46.74
141	extinct	46.41	46.66
140	extinct	46.18	46.82
140	extinct	46.37	46.89
140	extinct	46.18	46.79
140	extinct	46.59	46.82
140	extinct	45.96	46.84
140	extinct	46.18	46.83
136	extinct	44.82	45.77
136	extinct	44.16	46.09
117	extinct	48.74	50.61
117	extinct	46.37	47.43
117	extinct	43.56	52.21
117	extinct	41.26	45.65
117	extinct	34.04	48.99
99	extinct	47.15	52.88
99	extinct	42.57	53.29
132	extinct	44.24	45.79
132	extinct	43.21	47.28
132	extinct	45.41	46.44
132	extinct	47.33	48.39
132	extinct	41.1	42.53
132	extinct	42.98	45.57
101	extinct	50.89	51.87
112	extinct	51.58	52.52
112	extinct	51.22	51.57
112	extinct	45.73	47.81
90	extinct	39.32	41.81
92	extinct	39.61	40.68
92	extinct	37.75	44.07
124	extinct	42.26	48.95
124	extinct	45.11	50.18
126	extinct	44.44	45.65
126	extinct	46.02	51.06
128	extinct	43.38	47.65
131	extinct	40.41	47.14
131	extinct	43.72	45.35
131	extinct	41.86	44.02
131	extinct	40.51	41.11
166	extinct	38.85	39.86
170	extinct	38.36	39.76
170	extinct	38.07	38.38
160	extinct	37.34	39.95
160	extinct	39.9	40.03
160	extinct	38.86	40.98
160	extinct	39.12	40.52
160	extinct	37.91	39.96
171	extinct	37.28	38.52
164	extinct	39.72	40.34
155	extinct	39.16	41.6
179	extinct	37.33	37.86
179	extinct	37.45	38.05
139	extinct	45.75	46.72
139	extinct	45.92	45.97
139	extinct	35.36	42.59
119	extinct	40.83	44.79
119	extinct	31.86	40.54
119	extinct	26.8	39.34
184	extinct	33.99	35.83
184	extinct	34.76	35.33
184	extinct	34.63	35.14
184	extinct	35.48	35.73
185	extinct	36.67	37.71
187	extinct	33.26	33.36
188	extinct	37.05	37.42
188	extinct	36.69	37.5
188	extinct	36.79	37.3
208	extinct	35.64	35.85
208	extinct	35.64	36.36
208	extinct	35.63	36.08
208	extinct	35.64	36.19
208	extinct	35.64	35.76
208	extinct	35.64	36.6
190	extinct	35.14	36.86
190	extinct	34.61	34.83
190	extinct	33.95	34.92
190	extinct	36.26	36.35
190	extinct	34.64	34.73
222	extinct	33.99	34.28
193	extinct	36.03	36.57
196	extinct	35.37	35.86
197	extinct	35.8	37.01
198	extinct	36.3	37.15
198	extinct	36.65	37.13
200	extinct	34.78	37.06
200	extinct	33.59	34.93
200	extinct	34.75	35.16
200	extinct	36.05	36.74
203	extinct	36.13	36.76
203	extinct	36.07	36.72
204	extinct	35.71	35.99
204	extinct	35.1	35.23
204	extinct	34.87	35.86
192	extinct	31.14	34.81
211	extinct	35.17	35.3
205	extinct	35.04	36.4
205	extinct	34.85	35.23
137	extinct	42.07	45.32
137	extinct	27.95	28.96
137	extinct	41.28	44.47
137	extinct	38.55	45.97
137	extinct	35.8	36.19
175	extinct	37.72	38.22
174	extinct	32.52	36.4
174	extinct	33.29	37.02
174	extinct	33.07	33.98
174	extinct	35.07	36.62
173	extinct	32.48	37.34
173	extinct	32.84	38.2
173	extinct	33.95	38.65
133	extinct	26.37	31.01
133	extinct	22.38	45.17
133	extinct	34.83	37.44
239	extinct	29.44	31.25
254	extinct	28.03	31.93
254	extinct	30.51	31.72
251	extinct	31.27	31.35
251	extinct	31.24	31.43
241	extinct	31.56	33.09
240	extinct	23.13	30.55
245	extinct	28.54	31.38
259	extinct	29.92	30.05
259	extinct	29.98	31.65
300	extinct	27.81	28.48
300	extinct	27.46	28.63
296	extinct	27.62	27.83
289	extinct	27.94	27.94
284	extinct	27.73	29.15
272	extinct	28.97	29.72
272	extinct	26.74	28.72
268	extinct	29.04	29.34
266	extinct	30.61	30.98
266	extinct	30.65	30.87
263	extinct	31.06	31.44
229	extinct	32.12	34.13
229	extinct	32.46	32.55
307	extinct	27.33	28.13
202	extinct	35.78	36.05
225	extinct	24.53	32.54
225	extinct	32.5	32.86
212	extinct	26.42	30.59
201	extinct	31.31	31.42
201	extinct	20.54	36.02
162	extinct	33.93	38.8
221	extinct	30.18	32.92
221	extinct	32.3	33.49
183	extinct	30.23	34.01
220	extinct	30.8	32.67
168	extinct	27.15	28.98
172	extinct	37.48	37.55
172	extinct	36.71	39.21
384	extinct	23.61	24.6
384	extinct	23.44	24.61
321	extinct	23.09	23.97
323	extinct	25.07	26.47
330	extinct	21.75	22.4
314	extinct	26.02	26.72
309	extinct	25.81	26.03
332	extinct	24.97	26.22
332	extinct	24.97	26.58
372	extinct	24.14	24.73
372	extinct	24.43	25.1
366	extinct	22.55	24.96
364	extinct	23.29	23.91
364	extinct	23.54	24.64
364	extinct	24.07	24.87
364	extinct	24.27	24.9
359	extinct	22.7	23.62
358	extinct	22.8	23.96
358	extinct	23.67	23.98
358	extinct	23.43	24.13
356	extinct	24.63	25.78
356	extinct	24.59	25.47
356	extinct	24.76	25.38
356	extinct	24.71	25.5
336	extinct	25.37	25.78
336	extinct	22.33	22.98
351	extinct	25.2	25.72
381	extinct	23.46	23.95
343	extinct	25.3	26.17
340	extinct	23.5	23.79
380	extinct	23.32	24.63
380	extinct	23.46	24.08
250	extinct	25.47	31.36
250	extinct	21.91	23.0
227	extinct	18.16	23.68
265	extinct	20.86	22.62
265	extinct	25.95	27.84
265	extinct	22.98	28.36
256	extinct	30.4	30.96
243	extinct	23.22	27.79
243	extinct	28.77	30.69
243	extinct	24.68	32.25
238	extinct	29.15	29.99
238	extinct	30.92	31.87
