Species	Status	MinT	MaxT
40	extinct	42.24	43.94
40	extinct	39.15	47.21
40	extinct	38.69	40.26
40	extinct	55.36	57.78
106	extinct	42.37	42.67
106	extinct	42.29	43.21
106	extinct	42.52	43.13
107	extinct	42.8	43.26
111	extinct	41.3	41.63
111	extinct	41.32	41.71
111	extinct	41.5	41.63
111	extinct	41.35	41.7
99	extinct	42.86	43.25
98	extinct	38.35	43.04
97	extinct	43.09	43.92
97	extinct	43.54	43.73
96	extinct	43.84	44.09
96	extinct	44.02	44.51
95	extinct	43.28	43.79
94	extinct	44.62	45.39
92	extinct	45.31	45.84
92	extinct	45.31	45.51
92	extinct	45.32	45.57
91	extinct	40.2	44.87
91	extinct	45.04	45.18
90	extinct	45.4	46.08
89	extinct	42.13	45.66
87	extinct	42.89	44.99
87	extinct	44.08	46.42
88	extinct	46.62	47.76
88	extinct	39.64	41.36
88	extinct	38.46	45.03
88	extinct	46.05	46.29
73	extinct	49.27	49.83
72	extinct	46.6	49.4
72	extinct	46.63	50.46
72	extinct	46.85	48.26
72	extinct	43.74	45.6
72	extinct	46.52	47.08
72	extinct	43.46	44.63
72	extinct	44.56	46.12
72	extinct	43.04	44.22
86	extinct	45.44	47.46
75	extinct	38.97	42.58
75	extinct	38.17	50.08
75	extinct	45.67	47.58
75	extinct	44.07	50.07
75	extinct	38.55	43.26
104	extinct	43.19	43.92
81	extinct	45.56	49.24
83	extinct	44.99	46.58
121	extinct	37.88	39.61
121	extinct	38.1	38.93
121	extinct	36.3	38.27
134	extinct	38.07	38.59
105	extinct	42.17	43.46
132	extinct	36.63	36.71
101	extinct	39.2	40.4
70	extinct	46.18	46.65
100	extinct	33.61	43.24
100	extinct	39.54	40.19
76	extinct	29.12	34.99
186	extinct	33.95	34.49
186	extinct	34.08	34.76
186	extinct	34.06	34.38
186	extinct	34.11	34.3
138	extinct	36.42	38.48
138	extinct	34.76	38.18
138	extinct	36.51	37.02
142	extinct	35.63	36.37
142	extinct	31.61	34.29
142	extinct	36.89	37.21
142	extinct	32.2	33.66
146	extinct	30.68	33.13
146	extinct	34.87	37.3
146	extinct	35.86	37.77
185	extinct	33.68	34.47
185	extinct	33.74	34.14
185	extinct	33.83	33.89
150	extinct	36.21	36.79
150	extinct	35.02	36.25
152	extinct	34.18	35.0
152	extinct	34.11	36.58
155	extinct	34.84	35.05
155	extinct	35.3	37.1
155	extinct	35.74	36.47
155	extinct	35.35	37.01
157	extinct	35.21	35.96
157	extinct	35.83	37.25
158	extinct	34.38	36.08
158	extinct	34.2	35.83
158	extinct	33.81	36.69
162	extinct	36.2	36.88
163	extinct	35.61	36.15
163	extinct	35.62	36.92
164	extinct	35.14	35.47
165	extinct	35.19	35.77
165	extinct	34.5	35.42
165	extinct	35.68	35.95
165	extinct	35.34	36.62
168	extinct	33.45	33.89
149	extinct	36.47	37.23
170	extinct	34.68	35.82
170	extinct	34.33	35.2
170	extinct	34.76	35.22
170	extinct	34.95	35.02
129	extinct	34.47	37.88
129	extinct	37.55	38.11
129	extinct	30.04	32.08
112	extinct	38.4	39.32
112	extinct	35.37	36.16
113	extinct	38.17	38.47
108	extinct	41.75	42.07
108	extinct	37.94	40.18
102	extinct	37.28	41.02
102	extinct	36.04	42.01
102	extinct	37.13	40.68
120	extinct	37.8	39.51
120	extinct	37.0	37.82
124	extinct	37.37	38.38
124	extinct	34.35	36.06
124	extinct	34.21	34.91
124	extinct	38.28	39.81
124	extinct	35.57	38.08
124	extinct	35.83	36.66
124	extinct	36.29	36.66
124	extinct	36.91	38.12
124	extinct	33.89	35.99
109	extinct	31.92	36.98
109	extinct	35.89	36.21
109	extinct	34.83	39.93
109	extinct	35.23	35.55
109	extinct	37.14	41.03
128	extinct	36.74	39.07
128	extinct	36.58	36.93
128	extinct	36.58	37.63
125	extinct	35.48	36.23
125	extinct	38.75	39.59
201	extinct	31.47	32.94
201	extinct	31.12	33.34
201	extinct	32.21	33.09
272	extinct	27.91	28.67
216	extinct	29.16	30.45
214	extinct	30.81	31.48
197	extinct	31.85	32.32
212	extinct	30.43	31.6
208	extinct	31.52	31.55
208	extinct	31.6	31.81
207	extinct	31.73	31.77
207	extinct	31.25	32.56
204	extinct	31.15	32.16
202	extinct	31.71	32.83
202	extinct	31.6	33.01
210	extinct	31.48	32.36
267	extinct	27.97	28.95
236	extinct	27.51	28.25
236	extinct	26.73	30.27
192	extinct	32.64	32.75
250	extinct	28.29	29.19
225	extinct	27.91	28.1
115	extinct	17.06	39.87
115	extinct	33.76	36.17
159	extinct	26.49	27.44
159	extinct	27.9	34.13
167	extinct	29.73	31.76
276	extinct	27.72	28.25
173	extinct	28.39	30.61
173	extinct	31.13	35.37
173	extinct	34.52	35.05
137	extinct	31.96	32.26
137	extinct	34.85	38.76
179	extinct	34.04	34.61
179	extinct	23.18	28.69
179	extinct	22.76	24.38
154	extinct	33.43	34.62
154	extinct	26.61	27.53
154	extinct	31.98	36.03
154	extinct	25.43	33.03
126	extinct	30.01	37.68
126	extinct	25.87	27.59
126	extinct	35.22	39.76
118	extinct	33.9	36.64
147	extinct	21.8	25.1
357	extinct	23.1	23.48
304	extinct	24.5	25.54
304	extinct	24.63	25.49
376	extinct	23.81	24.09
376	extinct	23.71	24.09
295	extinct	21.01	23.51
294	extinct	26.28	27.3
294	extinct	26.36	27.43
294	extinct	25.42	25.7
294	extinct	26.23	27.36
293	extinct	26.15	27.05
287	extinct	26.34	27.81
284	extinct	24.82	25.23
