Species	Status	MinT	MaxT
25	extinct	43.09	54.67
25	extinct	50.06	56.62
63	extinct	43.4	44.18
63	extinct	43.37	43.59
63	extinct	43.56	43.87
63	extinct	43.45	44.31
63	extinct	43.57	44.08
63	extinct	43.53	44.29
63	extinct	43.52	43.79
63	extinct	43.53	44.06
63	extinct	43.48	43.77
60	extinct	43.85	44.7
60	extinct	44.05	44.69
60	extinct	44.33	44.63
55	extinct	40.46	40.94
55	extinct	38.37	44.68
52	extinct	46.45	47.64
52	extinct	46.65	47.29
50	extinct	45.34	47.94
50	extinct	45.4	47.19
50	extinct	46.09	46.79
50	extinct	46.91	47.06
46	extinct	45.14	45.55
45	extinct	46.31	48.26
45	extinct	45.83	49.82
45	extinct	42.28	43.3
45	extinct	44.12	44.78
45	extinct	38.75	39.08
45	extinct	48.68	49.97
45	extinct	46.1	49.33
45	extinct	46.3	48.55
34	extinct	46.48	52.19
34	extinct	46.27	52.41
34	extinct	48.33	50.35
34	extinct	50.57	50.6
34	extinct	47.45	52.53
34	extinct	42.89	43.43
34	extinct	49.26	51.78
33	extinct	50.94	52.13
38	extinct	41.81	50.72
38	extinct	41.18	48.12
104	extinct	37.19	37.7
79	extinct	40.31	40.9
75	extinct	37.51	38.99
100	extinct	37.79	38.68
100	extinct	38.4	38.58
100	extinct	38.04	38.72
100	extinct	38.01	38.52
106	extinct	37.43	38.28
106	extinct	37.97	38.29
106	extinct	38.2	38.26
91	extinct	38.09	38.29
91	extinct	38.23	38.97
91	extinct	37.82	38.96
56	extinct	35.95	44.49
56	extinct	32.68	45.17
56	extinct	39.47	40.6
56	extinct	40.84	44.98
56	extinct	44.23	45.49
62	extinct	37.31	40.74
62	extinct	36.69	36.87
62	extinct	39.64	43.41
59	extinct	34.64	44.1
59	extinct	38.84	40.12
59	extinct	34.35	40.54
29	extinct	48.82	51.18
66	extinct	41.93	43.8
96	extinct	35.39	38.32
103	extinct	36.71	37.12
103	extinct	33.62	35.84
37	extinct	31.76	44.38
37	extinct	43.51	49.61
37	extinct	44.15	49.73
107	extinct	32.79	34.14
107	extinct	33.52	37.05
107	extinct	35.95	36.37
107	extinct	35.42	37.48
65	extinct	31.22	36.31
65	extinct	41.34	43.96
114	extinct	34.58	36.76
114	extinct	33.57	34.52
114	extinct	35.9	36.97
115	extinct	36.35	37.2
115	extinct	36.85	36.95
115	extinct	36.32	36.91
115	extinct	36.83	37.21
116	extinct	36.05	36.42
116	extinct	36.11	37.13
127	extinct	32.89	35.14
127	extinct	34.75	34.88
127	extinct	34.2	35.5
127	extinct	33.27	34.93
127	extinct	34.13	36.12
118	extinct	34.56	35.61
118	extinct	34.37	37.1
118	extinct	35.95	36.47
118	extinct	33.79	34.35
118	extinct	34.08	35.24
93	extinct	35.19	37.41
122	extinct	34.41	36.53
122	extinct	34.5	36.09
122	extinct	34.97	35.83
81	extinct	38.76	40.72
81	extinct	35.46	36.16
90	extinct	36.76	38.39
90	extinct	37.29	39.43
90	extinct	35.95	37.89
89	extinct	33.71	37.92
89	extinct	30.07	34.4
89	extinct	36.02	38.0
70	extinct	32.38	32.77
74	extinct	38.6	42.72
74	extinct	35.39	35.66
87	extinct	34.58	39.59
87	extinct	37.49	39.84
82	extinct	35.41	37.3
82	extinct	38.34	40.53
92	extinct	32.85	35.74
92	extinct	34.49	36.33
92	extinct	34.06	36.91
92	extinct	37.08	39.42
92	extinct	36.93	37.37
176	extinct	27.19	32.22
157	extinct	29.5	30.85
175	extinct	30.15	31.41
175	extinct	29.94	30.62
175	extinct	30.23	30.58
175	extinct	30.23	32.33
175	extinct	30.45	30.94
163	extinct	29.67	31.01
174	extinct	25.98	29.86
174	extinct	30.03	31.05
174	extinct	28.74	31.27
174	extinct	26.76	29.45
161	extinct	30.41	31.39
161	extinct	31.51	32.15
171	extinct	31.02	31.41
168	extinct	32.39	32.71
168	extinct	32.19	32.72
168	extinct	32.49	32.71
167	extinct	30.74	32.55
167	extinct	27.42	30.23
188	extinct	29.97	30.81
181	extinct	30.07	31.09
181	extinct	29.91	31.12
214	extinct	29.56	29.78
214	extinct	29.56	29.7
210	extinct	28.79	29.22
210	extinct	29.2	29.5
208	extinct	27.94	28.06
208	extinct	28.98	29.37
207	extinct	27.31	28.64
204	extinct	29.93	30.47
204	extinct	29.72	30.5
198	extinct	28.25	29.62
198	extinct	29.79	30.44
225	extinct	28.19	28.23
225	extinct	28.21	28.64
189	extinct	29.98	31.31
187	extinct	30.29	31.51
187	extinct	30.27	30.32
186	extinct	29.89	31.44
186	extinct	29.97	30.19
182	extinct	30.62	31.61
177	extinct	24.38	28.12
177	extinct	30.01	31.07
177	extinct	28.17	28.47
152	extinct	31.72	32.47
152	extinct	31.99	32.87
179	extinct	29.47	31.66
179	extinct	30.83	31.39
128	extinct	24.93	25.71
58	extinct	23.22	23.87
58	extinct	31.87	32.24
58	extinct	37.92	40.25
112	extinct	33.87	36.4
109	extinct	25.43	33.64
108	extinct	27.42	36.11
99	extinct	33.32	37.78
151	extinct	23.44	26.79
47	extinct	38.38	42.11
148	extinct	31.68	32.98
