Species	Status	MinT	MaxT
57	extinct	43.28	43.56
57	extinct	43.28	43.86
66	extinct	41.86	42.63
68	extinct	41.79	42.36
50	extinct	45.76	46.17
50	extinct	45.61	46.09
50	extinct	45.37	46.07
50	extinct	45.46	46.05
50	extinct	45.52	46.05
50	extinct	45.85	46.24
49	extinct	44.68	46.02
49	extinct	43.44	43.71
61	extinct	40.12	42.09
61	extinct	38.57	42.57
61	extinct	41.78	42.23
38	extinct	49.21	50.0
38	extinct	48.37	50.08
37	extinct	49.37	49.47
37	extinct	45.32	48.04
37	extinct	45.62	48.09
26	extinct	51.08	51.37
23	extinct	38.51	46.83
23	extinct	43.2	48.11
23	extinct	48.97	50.47
45	extinct	42.43	45.49
45	extinct	46.16	46.86
45	extinct	42.46	43.66
45	extinct	44.04	44.81
90	extinct	38.51	38.78
90	extinct	38.96	39.85
90	extinct	38.7	38.81
90	extinct	38.52	39.14
90	extinct	38.44	39.5
90	extinct	38.76	38.91
69	extinct	39.37	42.74
69	extinct	41.43	42.76
69	extinct	38.43	40.58
87	extinct	39.01	39.49
87	extinct	39.02	39.86
86	extinct	39.35	39.52
67	extinct	37.61	38.82
75	extinct	40.02	41.04
76	extinct	38.11	39.78
76	extinct	39.82	40.22
76	extinct	38.24	41.43
43	extinct	41.6	46.74
43	extinct	46.13	46.89
46	extinct	35.01	35.97
48	extinct	30.61	33.7
44	extinct	41.38	46.33
58	extinct	33.15	43.12
54	extinct	41.89	43.13
82	extinct	39.81	39.84
82	extinct	38.82	40.99
82	extinct	38.72	40.49
82	extinct	38.34	40.08
82	extinct	39.49	39.86
83	extinct	30.19	36.03
83	extinct	35.26	40.97
83	extinct	30.17	40.04
83	extinct	35.35	40.59
83	extinct	31.57	37.68
83	extinct	33.36	35.21
100	extinct	36.21	37.5
100	extinct	36.07	36.41
100	extinct	36.47	36.89
100	extinct	35.81	37.07
100	extinct	36.46	36.52
100	extinct	36.35	36.75
88	extinct	38.28	39.67
116	extinct	33.08	35.98
116	extinct	32.87	34.8
116	extinct	33.88	35.96
116	extinct	33.34	33.73
116	extinct	32.22	34.81
84	extinct	35.1	36.97
84	extinct	36.54	39.37
84	extinct	34.39	36.97
84	extinct	38.52	38.7
131	extinct	33.92	34.34
78	extinct	33.06	35.83
77	extinct	32.59	40.85
77	extinct	32.49	35.91
77	extinct	36.79	37.68
72	extinct	34.68	40.56
71	extinct	39.72	41.11
71	extinct	33.55	38.12
71	extinct	31.87	38.81
71	extinct	36.58	38.92
65	extinct	37.12	40.17
65	extinct	31.76	36.29
65	extinct	31.71	40.19
65	extinct	35.68	36.77
29	extinct	51.15	51.65
29	extinct	30.22	50.31
150	extinct	25.37	26.55
148	extinct	29.54	31.19
146	extinct	32.19	32.72
200	extinct	27.98	28.72
200	extinct	28.28	28.78
137	extinct	25.7	28.18
137	extinct	28.28	28.45
155	extinct	31.12	32.23
133	extinct	29.99	32.78
133	extinct	32.47	33.67
133	extinct	31.3	32.16
133	extinct	32.52	33.02
194	extinct	28.97	29.12
172	extinct	29.89	30.88
172	extinct	29.79	30.25
170	extinct	27.12	28.33
170	extinct	27.56	30.9
168	extinct	29.89	30.16
167	extinct	30.58	30.79
197	extinct	27.09	27.2
160	extinct	29.21	31.63
153	extinct	29.31	31.34
203	extinct	27.37	28.12
101	extinct	28.74	35.33
101	extinct	35.31	35.62
130	extinct	25.83	29.11
130	extinct	23.21	23.97
96	extinct	35.85	36.2
81	extinct	25.41	27.97
95	extinct	29.4	37.76
95	extinct	30.43	32.02
