Species	Status	MinT	MaxT
11	extinct	31.43	56.79
61	extinct	43.07	44.11
59	extinct	43.87	44.64
53	extinct	45.3	45.82
53	extinct	46.62	48.13
52	extinct	43.32	46.99
52	extinct	45.94	49.16
51	extinct	48.28	48.89
51	extinct	44.91	46.32
51	extinct	48.19	48.48
62	extinct	44.7	44.88
62	extinct	44.33	44.85
62	extinct	44.83	44.87
49	extinct	46.76	48.99
26	extinct	52.92	59.96
26	extinct	52.4	59.16
33	extinct	51.84	52.99
33	extinct	38.01	40.91
76	extinct	39.44	40.17
63	extinct	38.6	42.41
85	extinct	37.76	38.11
85	extinct	37.34	38.29
85	extinct	37.52	38.08
68	extinct	37.57	40.98
89	extinct	35.33	38.05
89	extinct	36.13	37.33
89	extinct	36.44	37.55
90	extinct	32.0	33.53
93	extinct	36.58	37.17
93	extinct	36.54	37.72
93	extinct	36.74	37.59
93	extinct	36.25	37.11
93	extinct	35.99	36.68
93	extinct	36.19	36.85
93	extinct	36.72	36.8
93	extinct	36.72	37.48
93	extinct	36.33	37.4
93	extinct	36.08	36.78
87	extinct	37.1	38.09
87	extinct	36.36	38.1
87	extinct	37.06	37.42
102	extinct	35.66	35.85
102	extinct	35.86	36.44
102	extinct	35.76	35.93
102	extinct	36.03	36.22
102	extinct	35.95	36.59
102	extinct	35.69	35.7
105	extinct	35.14	36.23
105	extinct	33.46	36.74
84	extinct	34.89	36.96
84	extinct	35.44	36.67
108	extinct	35.98	36.08
116	extinct	34.8	35.5
116	extinct	32.78	33.73
116	extinct	32.85	33.5
116	extinct	32.5	33.62
116	extinct	34.92	35.52
126	extinct	33.91	34.71
99	extinct	35.27	36.36
83	extinct	36.58	37.48
83	extinct	36.66	38.39
83	extinct	35.58	35.86
129	extinct	34.42	34.73
81	extinct	35.25	37.9
64	extinct	33.16	36.55
64	extinct	29.44	35.17
64	extinct	42.09	43.98
66	extinct	39.6	40.7
66	extinct	35.93	38.29
70	extinct	38.12	38.71
70	extinct	35.36	40.57
79	extinct	36.57	38.0
79	extinct	36.46	37.37
191	extinct	28.61	29.42
191	extinct	29.19	29.41
197	extinct	28.31	28.82
139	extinct	33.14	33.51
137	extinct	29.94	30.85
132	extinct	32.8	33.96
199	extinct	27.72	28.92
189	extinct	28.49	29.12
146	extinct	28.21	28.46
146	extinct	31.57	31.6
186	extinct	29.29	29.64
160	extinct	30.06	30.82
158	extinct	29.57	29.91
178	extinct	29.51	29.98
152	extinct	27.36	31.42
152	extinct	30.53	30.73
175	extinct	28.47	29.13
174	extinct	29.67	29.7
171	extinct	28.83	30.36
91	extinct	30.48	32.11
86	extinct	32.96	33.0
57	extinct	25.62	28.87
96	extinct	25.86	26.38
104	extinct	30.64	33.62
77	extinct	23.64	32.36
119	extinct	23.82	25.58
119	extinct	24.99	27.89
128	extinct	29.38	31.85
117	extinct	34.52	34.94
117	extinct	32.92	34.07
125	extinct	27.61	35.14
125	extinct	30.54	32.17
110	extinct	27.8	35.75
245	extinct	23.19	25.69
245	extinct	24.01	24.8
245	extinct	23.99	24.71
242	extinct	25.54	25.56
242	extinct	24.52	26.11
220	extinct	24.91	27.4
220	extinct	25.0	27.21
221	extinct	25.22	27.17
221	extinct	24.91	27.45
221	extinct	26.74	27.28
244	extinct	25.15	25.55
244	extinct	24.97	25.35
244	extinct	25.3	25.35
244	extinct	25.04	25.1
228	extinct	26.01	26.17
228	extinct	25.55	26.7
228	extinct	26.19	26.74
228	extinct	25.64	27.12
228	extinct	25.99	26.75
224	extinct	26.36	27.14
239	extinct	20.41	21.79
239	extinct	24.62	24.95
237	extinct	22.82	23.03
237	extinct	24.67	26.58
237	extinct	23.58	24.77
236	extinct	25.82	26.63
231	extinct	26.54	26.76
230	extinct	26.41	26.6
232	extinct	24.14	26.2
232	extinct	24.96	26.59
232	extinct	24.9	26.06
232	extinct	23.92	25.35
232	extinct	25.72	25.81
288	extinct	22.83	23.7
288	extinct	22.88	23.8
288	extinct	22.86	23.08
298	extinct	22.75	23.63
298	extinct	22.9	23.66
286	extinct	23.82	24.67
286	extinct	23.79	24.23
300	extinct	22.82	23.56
300	extinct	22.49	23.85
300	extinct	22.88	24.03
300	extinct	22.85	23.72
281	extinct	23.98	24.71
302	extinct	23.47	23.79
304	extinct	23.18	23.76
304	extinct	23.21	23.76
304	extinct	23.26	24.01
304	extinct	23.69	23.86
306	extinct	22.73	23.84
306	extinct	22.38	22.72
272	extinct	24.38	25.03
272	extinct	24.59	25.31
267	extinct	24.0	24.82
267	extinct	23.89	24.56
267	extinct	23.21	24.48
264	extinct	21.39	23.46
