Species	Status	MinT	MaxT
94	extinct	44.76	44.78
94	extinct	45.38	46.72
96	extinct	46.56	47.32
96	extinct	47.06	47.25
99	extinct	46.33	46.6
99	extinct	46.41	46.61
99	extinct	46.47	46.6
99	extinct	46.13	46.61
99	extinct	45.95	46.6
99	extinct	46.01	46.6
99	extinct	46.36	46.61
103	extinct	45.01	45.29
103	extinct	45.03	45.49
106	extinct	42.12	43.04
106	extinct	44.3	44.77
106	extinct	41.79	45.54
107	extinct	45.05	45.77
115	extinct	42.76	42.9
120	extinct	41.11	41.13
122	extinct	41.76	42.39
92	extinct	45.53	46.02
91	extinct	43.1	45.35
91	extinct	36.76	42.91
102	extinct	45.35	45.99
102	extinct	45.47	45.94
102	extinct	45.25	45.98
102	extinct	45.42	46.04
102	extinct	45.47	45.65
102	extinct	45.39	45.76
64	extinct	46.45	46.91
64	extinct	43.53	48.15
64	extinct	42.15	49.81
64	extinct	47.77	53.86
64	extinct	44.5	51.62
63	extinct	44.49	50.91
63	extinct	44.37	51.49
53	extinct	45.02	57.81
53	extinct	42.04	49.6
69	extinct	47.35	52.05
69	extinct	40.55	41.82
69	extinct	44.32	46.54
69	extinct	46.02	50.76
69	extinct	41.1	42.46
69	extinct	45.92	49.29
69	extinct	44.99	50.33
75	extinct	44.84	50.0
80	extinct	47.73	48.79
80	extinct	46.42	47.6
80	extinct	48.05	49.25
80	extinct	48.19	49.23
80	extinct	46.97	47.75
80	extinct	47.31	49.03
80	extinct	47.72	49.45
80	extinct	47.31	47.56
80	extinct	48.05	49.12
80	extinct	46.52	49.18
90	extinct	44.24	45.71
90	extinct	44.91	47.2
90	extinct	43.35	44.58
90	extinct	44.53	47.74
51	extinct	34.89	42.78
86	extinct	42.57	48.0
86	extinct	42.95	43.69
87	extinct	46.95	48.01
87	extinct	44.09	44.14
87	extinct	47.28	47.49
88	extinct	43.71	48.17
88	extinct	41.79	43.43
39	extinct	34.17	57.56
139	extinct	38.16	39.23
139	extinct	38.87	38.96
139	extinct	39.05	40.1
128	extinct	39.95	41.27
89	extinct	45.11	47.08
89	extinct	43.23	46.0
143	extinct	38.61	39.42
98	extinct	45.11	46.19
101	extinct	42.46	44.65
101	extinct	38.08	41.34
101	extinct	40.72	45.11
105	extinct	41.11	44.28
131	extinct	40.54	40.91
132	extinct	35.9	38.71
132	extinct	27.19	36.27
132	extinct	32.91	39.4
147	extinct	35.12	36.46
147	extinct	36.8	37.24
147	extinct	36.23	38.84
137	extinct	33.76	34.68
137	extinct	36.18	36.63
137	extinct	32.7	33.36
137	extinct	32.2	35.63
149	extinct	37.06	38.97
133	extinct	33.28	34.71
133	extinct	33.65	41.17
133	extinct	31.92	37.56
66	extinct	45.94	49.32
66	extinct	42.27	52.92
84	extinct	35.34	39.82
84	extinct	38.13	39.69
95	extinct	26.88	46.29
150	extinct	35.19	35.38
189	extinct	33.0	33.95
125	extinct	39.22	40.57
125	extinct	34.8	35.95
176	extinct	34.32	34.64
158	extinct	32.31	36.55
208	extinct	31.06	31.47
185	extinct	27.06	31.93
198	extinct	31.01	32.04
198	extinct	30.29	30.76
194	extinct	32.59	32.75
194	extinct	32.63	32.94
192	extinct	29.56	31.96
192	extinct	27.27	32.78
190	extinct	32.37	32.89
187	extinct	31.69	33.21
209	extinct	30.93	31.95
209	extinct	30.88	31.79
268	extinct	27.71	28.08
268	extinct	27.72	28.11
250	extinct	27.23	28.08
232	extinct	30.02	30.62
224	extinct	29.73	30.01
224	extinct	29.86	30.7
215	extinct	28.1	31.67
184	extinct	30.07	30.78
202	extinct	28.73	32.55
68	extinct	16.77	36.24
151	extinct	34.7	38.74
151	extinct	33.3	35.98
177	extinct	33.68	34.43
169	extinct	29.6	34.16
130	extinct	22.87	30.93
298	extinct	22.45	24.36
296	extinct	23.99	25.95
302	extinct	24.79	25.97
297	extinct	25.76	26.58
301	extinct	26.04	26.73
301	extinct	26.09	26.67
288	extinct	26.5	27.15
290	extinct	21.49	23.15
304	extinct	25.82	26.79
304	extinct	25.87	26.4
284	extinct	26.66	26.67
281	extinct	24.67	24.74
278	extinct	21.69	27.17
276	extinct	27.2	28.22
274	extinct	24.12	24.34
274	extinct	21.93	24.89
274	extinct	25.18	25.51
308	extinct	25.78	26.19
308	extinct	25.73	26.0
308	extinct	25.76	26.25
308	extinct	25.77	26.52
308	extinct	25.74	26.53
311	extinct	24.31	25.56
311	extinct	24.96	25.62
375	extinct	23.11	23.99
376	extinct	23.53	24.19
376	extinct	23.32	23.71
361	extinct	23.88	24.12
361	extinct	23.93	24.24
361	extinct	23.82	24.27
360	extinct	23.43	24.22
356	extinct	23.81	24.25
356	extinct	23.66	24.15
351	extinct	23.38	24.0
379	extinct	23.3	23.83
379	extinct	23.2	23.95
379	extinct	23.23	23.91
346	extinct	24.17	25.07
346	extinct	24.61	24.97
335	extinct	24.48	24.78
335	extinct	24.48	24.62
328	extinct	23.76	25.82
388	extinct	22.7	23.51
321	extinct	24.55	24.88
321	extinct	25.25	25.25
318	extinct	25.45	25.84
318	extinct	25.61	25.88
345	extinct	23.52	24.76
371	extinct	22.97	24.41
371	extinct	22.31	23.8
371	extinct	22.88	22.94
371	extinct	22.52	24.39
371	extinct	22.89	23.49
371	extinct	22.74	22.81
267	extinct	27.25	27.54
267	extinct	27.44	28.09
267	extinct	27.22	27.85
239	extinct	22.0	24.12
370	extinct	23.2	24.4
237	extinct	19.2	22.84
236	extinct	25.5	30.12
203	extinct	28.11	28.77
234	extinct	26.44	28.65
269	extinct	27.14	28.12
226	extinct	22.64	27.09
207	extinct	23.19	25.83
225	extinct	21.05	22.38
