Species	Status	MinT	MaxT
23	extinct	47.41	50.29
23	extinct	30.89	34.1
85	extinct	42.71	43.28
89	extinct	41.78	41.9
91	extinct	38.94	42.85
92	extinct	45.3	45.92
92	extinct	45.27	45.8
93	extinct	44.11	44.21
94	extinct	43.91	45.02
96	extinct	43.1	44.17
97	extinct	44.35	44.83
97	extinct	44.42	44.81
97	extinct	44.32	45.39
99	extinct	41.27	43.99
99	extinct	39.81	40.04
84	extinct	44.54	45.96
101	extinct	43.05	44.09
104	extinct	41.41	43.17
104	extinct	43.11	43.71
106	extinct	41.94	42.56
106	extinct	43.16	43.21
106	extinct	42.95	43.18
111	extinct	43.23	43.53
111	extinct	43.08	43.68
111	extinct	43.06	43.37
111	extinct	43.05	43.71
111	extinct	43.21	43.47
116	extinct	40.59	41.73
116	extinct	41.34	42.24
116	extinct	41.27	42.57
116	extinct	42.41	43.22
117	extinct	42.04	42.84
120	extinct	40.17	41.59
120	extinct	40.13	43.17
126	extinct	40.8	40.97
126	extinct	40.31	40.43
126	extinct	40.85	42.2
130	extinct	40.94	41.67
130	extinct	41.16	41.75
102	extinct	44.43	44.77
102	extinct	43.97	44.48
83	extinct	46.53	47.02
98	extinct	43.77	44.26
98	extinct	43.26	44.8
98	extinct	43.55	43.72
98	extinct	43.84	44.13
64	extinct	42.64	46.66
64	extinct	44.47	50.83
64	extinct	42.96	47.4
64	extinct	49.4	49.41
64	extinct	46.03	50.33
64	extinct	40.5	40.9
64	extinct	47.24	48.76
59	extinct	49.26	50.45
59	extinct	49.0	50.18
59	extinct	42.63	45.13
59	extinct	42.55	50.68
59	extinct	41.82	49.77
59	extinct	49.79	49.94
59	extinct	47.88	49.63
59	extinct	50.34	50.42
61	extinct	43.65	44.52
61	extinct	35.75	48.52
61	extinct	41.84	43.58
63	extinct	41.6	48.23
63	extinct	42.29	42.93
63	extinct	50.2	50.57
63	extinct	45.28	47.8
63	extinct	45.55	46.24
57	extinct	41.67	52.28
57	extinct	42.85	46.89
57	extinct	45.97	47.87
57	extinct	44.9	49.81
57	extinct	39.01	50.48
66	extinct	47.12	48.69
66	extinct	43.74	44.45
66	extinct	44.38	48.19
74	extinct	40.66	41.94
48	extinct	48.91	50.21
48	extinct	40.92	49.91
48	extinct	52.17	53.75
48	extinct	44.68	49.35
56	extinct	48.39	49.86
80	extinct	46.12	46.22
75	extinct	46.49	46.74
75	extinct	46.57	47.52
75	extinct	46.56	47.66
75	extinct	46.69	47.62
47	extinct	43.56	46.51
47	extinct	40.9	51.82
124	extinct	40.48	42.14
125	extinct	40.06	41.45
121	extinct	39.08	40.01
112	extinct	41.76	41.87
112	extinct	40.41	43.15
129	extinct	37.89	38.5
129	extinct	40.57	40.89
129	extinct	34.49	35.94
131	extinct	40.54	41.26
146	extinct	39.17	39.8
146	extinct	39.54	39.9
146	extinct	39.04	39.79
42	extinct	23.54	51.73
114	extinct	34.38	37.02
86	extinct	43.84	45.34
86	extinct	39.62	41.82
86	extinct	36.87	39.22
76	extinct	43.86	45.37
153	extinct	36.81	37.13
140	extinct	35.45	39.66
160	extinct	37.78	37.95
109	extinct	39.16	44.01
109	extinct	37.33	42.44
169	extinct	37.91	38.44
169	extinct	37.94	38.16
169	extinct	37.65	38.16
169	extinct	37.75	38.35
166	extinct	38.23	38.5
113	extinct	37.07	39.73
113	extinct	38.31	38.68
113	extinct	39.15	43.54
113	extinct	41.38	43.01
174	extinct	35.06	35.54
174	extinct	35.01	35.78
174	extinct	36.85	37.47
174	extinct	35.52	36.81
174	extinct	35.63	37.48
172	extinct	37.12	37.4
164	extinct	32.82	33.88
164	extinct	37.21	38.12
164	extinct	34.67	36.47
177	extinct	36.01	36.19
163	extinct	33.63	37.66
163	extinct	37.39	38.34
163	extinct	33.49	38.34
163	extinct	37.5	38.1
178	extinct	34.97	37.35
178	extinct	36.45	36.6
178	extinct	35.48	37.13
168	extinct	36.01	38.32
173	extinct	36.76	37.32
173	extinct	36.63	37.85
173	extinct	36.89	37.44
173	extinct	36.81	37.44
181	extinct	35.98	36.69
225	extinct	33.63	34.03
225	extinct	33.58	34.36
212	extinct	34.29	35.16
208	extinct	34.73	35.47
208	extinct	34.56	35.15
200	extinct	34.12	34.37
200	extinct	33.44	34.8
200	extinct	34.88	35.25
200	extinct	33.79	35.81
179	extinct	34.32	35.6
179	extinct	35.79	35.85
192	extinct	35.38	35.66
192	extinct	35.5	36.44
192	extinct	35.47	35.51
192	extinct	35.21	36.05
192	extinct	35.46	36.33
192	extinct	35.46	35.76
192	extinct	35.2	36.52
189	extinct	35.25	35.5
188	extinct	35.86	36.52
184	extinct	34.86	36.11
184	extinct	34.41	35.81
184	extinct	36.04	36.36
183	extinct	35.06	35.47
183	extinct	34.8	37.26
182	extinct	36.14	36.81
205	extinct	34.9	35.73
205	extinct	34.95	35.48
81	extinct	37.6	45.15
81	extinct	35.85	41.82
133	extinct	31.76	33.12
133	extinct	35.04	40.59
133	extinct	37.91	39.65
134	extinct	32.17	32.2
134	extinct	32.46	39.86
134	extinct	34.54	37.8
134	extinct	33.22	33.29
137	extinct	38.75	39.84
144	extinct	38.95	39.14
144	extinct	36.04	38.93
144	extinct	38.5	39.91
144	extinct	35.8	35.95
144	extinct	38.68	38.82
144	extinct	38.49	39.67
144	extinct	39.08	39.21
144	extinct	37.77	37.88
145	extinct	37.06	39.47
