collection_no	source_database	collection.authorizer	family_name	family_extant	genus_extant	species_extant	occurrence.genus_reso	occurrence.genus_name	occurrence.species_reso	occurrence.species_name	original.genus_reso	original.genus_name	original.species_reso	original.species_name	country	state	period	epoch	stage	ma_max	ma_min	formation
186626		"A. Cardenas "	Mylodontidae		no	no		Neonematherium		flabellatum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
186627		"A. Cardenas "	Mylodontidae		no	no		Glossotheriopsis		pascuali					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
186628		"A. Cardenas "	Mylodontidae		no	no		Glossotheriopsis		pascuali					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
186628		"A. Cardenas "			no		cf.	Hapalops		sp.					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
186628		"A. Cardenas "	Toxodontidae	no		no		Pericotoxodon		platignathus					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
186629		"A. Cardenas "	Mylodontidae		no	no		Pseudoprepotherium		confusum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
186629		"A. Cardenas "	Toxodontidae	no		no		Pericotoxodon		platignathus					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
186629		"A. Cardenas "	Caviidae	yes	no	no		Rhodanodolichotis		antepridiana					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
186629		"A. Cardenas "	Macraucheniidae		no			Theosodon		sp.					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
186630		"A. Cardenas "	Mylodontidae		no	no		Neonematherium		flabellatum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
186630		"A. Cardenas "			no		cf.	Hapalops		sp.					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
186662		"A. Cardenas "	Mylodontidae		no	no		Pseudoprepotherium		confusum					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
186662		"A. Cardenas "	Leontiniidae	no	no	no		Huilatherium		pluripicatum					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
186664		"A. Cardenas "	Mylodontidae		no	no		Glossotheriopsis		pascuali					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
186664		"A. Cardenas "	Leontiniidae	no	no	no		Huilatherium		pluripicatum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
186665		"A. Cardenas "	Mylodontidae		no	no		Pseudoprepotherium		confusum					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
186666		"A. Cardenas "	Leontiniidae	no	no	no		Huilatherium		pluripicatum					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
186667		"A. Cardenas "			no		cf.	Hapalops		sp.					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
186669		"A. Cardenas "	Mylodontidae		no	no		Pseudoprepotherium		confusum					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
186669		"A. Cardenas "	Caviidae	yes	no	no		Prodolichotis		pridiana					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
186675		"A. Cardenas "	Mylodontidae		no	no		Pseudoprepotherium		confusum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
186675		"A. Cardenas "	Proterotheriidae	no		no		Megadolodus		molariformis					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
186676		"A. Cardenas "	Leontiniidae	no	no	no		Huilatherium		pluripicatum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
186676		"A. Cardenas "	Proterotheriidae	no		no		Villarroelia		totoyoi					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
186679		"A. Cardenas "	Mylodontidae		no	no		Pseudoprepotherium		confusum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
186683		"A. Cardenas "	Mylodontidae		no	no		Pseudoprepotherium		confusum					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
186683		"A. Cardenas "			no	no		Acarechimys		minutissimus					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
186683		"A. Cardenas "	Dasyproctidae	yes	no	no		Microscleromys		paradoxalis					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
186683		"A. Cardenas "	Dasyproctidae	yes	no	no		Microscleromys	?	paradoxalis					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
186683		"A. Cardenas "	Dasyproctidae	yes	no	no		Microscleromys		cribriphilus					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
186683		"A. Cardenas "	Macraucheniidae		no			Theosodon		sp.					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
186694		"E. Vlachos"	Echimyidae	yes	no			Brotomys		voratus					"Dominican Republic"	Pedernales	Quaternary			0.126	0.000	
186694		"E. Vlachos"						Plagiodontia		aedium					"Dominican Republic"	Pedernales	Quaternary			0.126	0.000	
186694		"E. Vlachos"						Solenodon		paradoxus					"Dominican Republic"	Pedernales	Quaternary			0.126	0.000	
186695		"E. Vlachos"	Megalonychidae	yes	no			Acratocnus		sp.					"Dominican Republic"	Pedernales	Quaternary			0.126	0.000	
186695		"E. Vlachos"	Nesophontidae		no			Nesophontes		hypomicrus					"Dominican Republic"	Pedernales	Quaternary			0.126	0.000	
186695		"E. Vlachos"	Nesophontidae		no			Nesophontes		zamicrus					"Dominican Republic"	Pedernales	Quaternary			0.126	0.000	
186695		"E. Vlachos"						Plagiodontia		aedium					"Dominican Republic"	Pedernales	Quaternary			0.126	0.000	
186696		"E. Vlachos"	Megalonychidae	yes	no			Acratocnus		sp.					"Dominican Republic"	Pedernales	Quaternary			0.126	0.000	
186696		"E. Vlachos"	Nesophontidae		no			Nesophontes		hypomicrus					"Dominican Republic"	Pedernales	Quaternary			0.126	0.000	
186696		"E. Vlachos"						Plagiodontia		aedium					"Dominican Republic"	Pedernales	Quaternary			0.126	0.000	
186697		"E. Vlachos"	Hominidae	yes	yes	yes		Homo		sapiens					"Dominican Republic"	Pedernales	Quaternary			0.126	0.000	
186697		"E. Vlachos"	Megalonychidae	yes	no			Acratocnus		sp.					"Dominican Republic"	Pedernales	Quaternary			0.126	0.000	
186697		"E. Vlachos"	Nesophontidae		no			Nesophontes		hypomicrus					"Dominican Republic"	Pedernales	Quaternary			0.126	0.000	
186697		"E. Vlachos"	Nesophontidae		no			Nesophontes		zamicrus					"Dominican Republic"	Pedernales	Quaternary			0.126	0.000	
186697		"E. Vlachos"						Plagiodontia		aedium					"Dominican Republic"	Pedernales	Quaternary			0.126	0.000	
186698		"E. Vlachos"	Hominidae	yes	yes	yes		Homo		sapiens					"Dominican Republic"	Pedernales	Quaternary			0.126	0.000	
186779		"P. Mannion"	Colombitheriidae			no	"n. gen."	Proticia	"n. sp."	venezuelensis					Venezuela	Lara	Paleogene	Eocene	Ypresian	55.800	48.600	Trujillo
186780		"P. Mannion"	Astrapotheriidae	no	no	no		Parastrapotherium		martiale					Argentina	Chubut				29.000	21.000	
186781		"P. Mannion"	Astrapotheriidae	no	no	no		Parastrapotherium	"n. sp."	voghti		Astrapotherium	"n. sp."	voghti	Argentina	Chubut				29.000	21.000	
186781		"P. Mannion"	Pyrotheridae		no			Pyrotherium		sp.					Argentina	Chubut				29.000	21.000	
186782		"P. Mannion"	Interatheriidae	no		no	"n. gen."	Johnbell	"n. sp."	hatcheri					Chile		Paleogene	Oligocene	Rupelian	33.900	28.400	Abanico
186784		"P. Mannion"			no	no		Antepithecus		brachystephanus					Chile		Paleogene	Eocene		55.800	48.000	Abanico
186787		"A. Cardenas "	Mylodontidae		no	no		Glossotheriopsis		pascuali					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
186787		"A. Cardenas "	Proterotheriidae	no		no		Prolicaphrium		sanalfonensis					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
186787		"A. Cardenas "	Pitheciidae	yes		no		Cebupithecia		sarmientoi					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
186787		"A. Cardenas "	Caviidae	yes	no	no		Eodolichotis		maddeni					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
186788		"A. Cardenas "	Mylodontidae		no	no		Neonematherium		flabellatum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
186802		"P. Mannion"	Pyrotheriidae	no	no	no		Propyrotherium		saxeum					Argentina	Chubut	Paleogene	Eocene	Lutetian	48.000	42.000	Sarmiento
186802		"P. Mannion"	Notohippidae	no	no			Eomorphippus		sp.					Argentina	Chubut	Paleogene	Eocene	Lutetian	48.000	42.000	Sarmiento
186880		"P. Mannion"	Mioclaenidae	no		no	"n. gen."	Pascualodus	"n. sp."	patagoniensis					Argentina	Chubut	Paleogene	Eocene		55.800	48.000	
187078		"A. Cardenas "	Interatheriidae	no	no	no		Miocochilius		anomopodus					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187078		"A. Cardenas "	Dinomyidae	yes	no	no		Scleromys		schurmanni					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187078		"A. Cardenas "	Dinomyidae	yes	no	no		Scleromys		colombianus					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187078		"A. Cardenas "	Mylodontidae		no	no		Pseudoprepotherium		confusum					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187114		"A. Cardenas "	Interatheriidae	no	no	no		Miocochilius		anomopodus					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187114		"A. Cardenas "	Dinomyidae	yes	no	no		Scleromys		colombianus					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187114		"A. Cardenas "	Dinomyidae	yes	no	no		Drytomomys		aequatorialis		Olenopsis		aequatorialis	Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187114		"A. Cardenas "	Myrmecophagidae	yes	no	no		Neotamandua		borealis					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187114		"A. Cardenas "	Astrapotheriidae	no		no		Granastrapotherium		snorki					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187114		"A. Cardenas "	Mylodontidae		no	no		Pseudoprepotherium		confusum					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187114		"A. Cardenas "	Astrapotheriidae	no	no	no		Xenastrapotherium		kraglievichi					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187114		"A. Cardenas "	Dinomyidae	yes	no	no		Scleromys		schurmanni					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187115		"A. Cardenas "	Interatheriidae	no	no	no		Miocochilius		anomopodus					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187115		"A. Cardenas "	Dinomyidae	yes	no	no		Drytomomys		aequatorialis		Olenopsis		aequatorialis	Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187115		"A. Cardenas "	Astrapotheriidae	no		no		Granastrapotherium		snorki					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187115		"A. Cardenas "	Astrapotheriidae	no	no	no		Xenastrapotherium		kraglievichi					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187116		"A. Cardenas "	Interatheriidae	no	no	no		Miocochilius		anomopodus					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187116		"A. Cardenas "	Dinomyidae	yes	no	no		Scleromys		colombianus					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187116		"A. Cardenas "	Mylodontidae		no	no		Pseudoprepotherium		confusum					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187120		"A. Cardenas "	Interatheriidae	no	no	no		Miocochilius		anomopodus					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187120		"A. Cardenas "	Leontiniidae	no	no	no		Huilatherium		pluripicatum					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187120		"A. Cardenas "	Toxodontidae	no		no		Pericotoxodon		platignathus					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187121		"A. Cardenas "	Interatheriidae	no	no	no		Miocochilius		anomopodus					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187121		"A. Cardenas "	Mylodontidae		no	no		Pseudoprepotherium		confusum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187122		"A. Cardenas "	Interatheriidae	no	no	no		Miocochilius		anomopodus					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187122		"A. Cardenas "			no		cf.	Hapalops		sp.					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187122		"A. Cardenas "	Dinomyidae	yes	no	no		Scleromys		schurmanni					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187583		"M. Uhen"	Gomphotheriidae		no			Gomphotherium		sp.					Panama		Neogene	Miocene	Tortonian	9.77	9.77	Alajuela
187583		"M. Uhen"	Equidae	yes	no			Cormohipparion		sp.					Panama		Neogene	Miocene	Tortonian	9.77	9.77	Alajuela
187583		"M. Uhen"	Equidae	yes	no			Dinohippus		sp.					Panama		Neogene	Miocene	Tortonian	9.77	9.77	Alajuela
187597		"A. Liparini"	Megatheriidae	yes	no	no		Eremotherium		laurillardi					Brazil	Sergipe	Quaternary	Pleistocene		2.588	0.012	
187597		"A. Liparini"	Mylodontidae		no	no		Catonyx		cuvieri					Brazil	Sergipe	Quaternary	Pleistocene		2.588	0.012	
187597		"A. Liparini"	Glyptodontidae	yes	no	no		Glyptodon	cf.	clavipes					Brazil	Sergipe	Quaternary	Pleistocene		2.588	0.012	
187597		"A. Liparini"	Camelidae	yes	no	no		Palaeolama		major					Brazil	Sergipe	Quaternary	Pleistocene		2.588	0.012	
187597		"A. Liparini"	Gomphotheriidae		no			Stegomastodon		waringi					Brazil	Sergipe	Quaternary	Pleistocene		2.588	0.012	
187597		"A. Liparini"	Felidae	yes	no	no		Smilodon		populator					Brazil	Sergipe	Quaternary	Pleistocene		2.588	0.012	
187627		"E. Vlachos"	Camelidae	yes	yes			Lama		sp.					Argentina	"Santiago del Estero"	Quaternary	Holocene		0.00158	0.00038	
187627		"E. Vlachos"	Cervidae	yes	yes			Mazama		sp.					Argentina	"Santiago del Estero"	Quaternary	Holocene		0.00158	0.00038	
187627		"E. Vlachos"	Chinchillidae	yes	yes	yes		Lagostomus		maximus					Argentina	"Santiago del Estero"	Quaternary	Holocene		0.00158	0.00038	
187627		"E. Vlachos"	Ctenomyidae	yes	yes			Ctenomys		sp.					Argentina	"Santiago del Estero"	Quaternary	Holocene		0.00158	0.00038	
187718		"A. Cardenas "	Astrapotheriidae	no		no		Granastrapotherium		snorki					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187718		"A. Cardenas "	Mylodontidae		no	no		Pseudoprepotherium		confusum					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187718		"A. Cardenas "	Astrapotheriidae	no	no	no		Xenastrapotherium		kraglievichi					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187718		"A. Cardenas "	Dinomyidae	yes	no	no		Scleromys		schurmanni					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187719		"A. Cardenas "	Astrapotheriidae	no		no		Granastrapotherium		snorki					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187720		"A. Cardenas "	Astrapotheriidae	no		no		Granastrapotherium		snorki					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187721		"A. Cardenas "	Astrapotheriidae	no		no		Granastrapotherium		snorki					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187721		"A. Cardenas "	Mylodontidae		no	no		Pseudoprepotherium		confusum					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187721		"A. Cardenas "	Mylodontidae		no		cf.	Neonematherium		sp.					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187721		"A. Cardenas "			no		cf.	Hapalops		sp.					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187737		"A. Cardenas "	Mylodontidae		no	no		Pseudoprepotherium		confusum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187738		"A. Cardenas "	Mylodontidae			no		Brievabradys		laventensis					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187888		"A. Cardenas "	Mylodontidae		no	no		Neonematherium		flabellatum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187888		"A. Cardenas "			no		cf.	Hapalops		sp.					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187888		"A. Cardenas "	Proterotheriidae	no		no		Megadolodus		molariformis					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187888		"A. Cardenas "	Toxodontidae	no		no		Pericotoxodon		platignathus					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187888		"A. Cardenas "	Astrapotheriidae	no		no		Granastrapotherium		snorki					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187890		"A. Cardenas "	Cebidae	yes		no		Neosaimiri		fieldsi					Colombia	Huilla	Neogene	Miocene		13.800	11.800	Villavieja
187891		"A. Cardenas "	Pitheciidae	yes		no		Cebupithecia		sarmientoi					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Dorada"
187892		"A. Cardenas "	Cebidae	yes		no		Neosaimiri		annectens					Colombia	Huila	Neogene	Miocene		15.970	11.608	Villavieja
187945		"A. Cardenas "	Mylodontidae		no	no		Pseudoprepotherium		confusum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187945		"A. Cardenas "	Mylodontidae		no	no		Glossotheriopsis		pascuali					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187945		"A. Cardenas "	Mylodontidae		no	no		Neonematherium		flabellatum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187945		"A. Cardenas "			no		cf.	Hapalops		sp.					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187946		"A. Cardenas "	Mylodontidae		no	no		Glossotheriopsis		pascuali					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187947		"A. Cardenas "	Leontiniidae	no	no	no		Huilatherium		pluripicatum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187949		"A. Cardenas "	Mylodontidae		no	no		Glossotheriopsis		pascuali					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187949		"A. Cardenas "	Mylodontidae		no	no		Neonematherium		flabellatum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187949		"A. Cardenas "	Leontiniidae	no	no	no		Huilatherium		pluripicatum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187955		"A. Cardenas "	Didelphidae	yes	yes	no		Micoureus		laventicus					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187957		"A. Cardenas "	Leontiniidae	no	no	no		Huilatherium		pluripicatum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187957		"A. Cardenas "	Caviidae	yes	no			Rhodanodolichotis		sp.					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187957		"A. Cardenas "	Macraucheniidae		no			Theosodon		sp.					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187958		"A. Cardenas "	Leontiniidae	no	no	no		Huilatherium		pluripicatum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187959		"A. Cardenas "	Proterotheriidae	no		no		Villarroelia		totoyoi					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187960		"A. Cardenas "	Borhyaenidae			no		Dukecynus		magnus					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187960		"A. Cardenas "	Borhyaenidae			no		Dukecynus		magnus					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187961		"A. Cardenas "	Mylodontidae		no	no		Pseudoprepotherium		confusum					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187961		"A. Cardenas "			no		cf.	Hapalops		sp.					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187962		"A. Cardenas "	Mylodontidae		no	no		Pseudoprepotherium		confusum					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187963		"A. Cardenas "	Mylodontidae		no	no		Pseudoprepotherium		confusum					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187964		"A. Cardenas "	Mylodontidae		no	no		Pseudoprepotherium		confusum					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187965		"A. Cardenas "	Mylodontidae		no	no		Pseudoprepotherium		confusum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187965		"A. Cardenas "			no		cf.	Hapalops		sp.					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187965		"A. Cardenas "	Astrapotheriidae	no	no	no		Xenastrapotherium		kraglievichi					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187966		"A. Cardenas "	Mylodontidae		no	no		Pseudoprepotherium		confusum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187967		"A. Cardenas "	Mylodontidae		no	no		Pseudoprepotherium		confusum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187967		"A. Cardenas "	Leontiniidae	no	no	no		Huilatherium		pluripicatum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187968		"A. Cardenas "	Mylodontidae		no	no		Glossotheriopsis		pascuali					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187968		"A. Cardenas "	Proterotheriidae	no		no		Prolicaphrium		sanalfonensis					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187970		"A. Cardenas "	Mylodontidae		no	no		Neonematherium		flabellatum					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187970		"A. Cardenas "	Astrapotheriidae	no		no		Granastrapotherium		snorki					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187970		"A. Cardenas "	Caviidae	yes	no	no		Prodolichotis		pridiana					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187971		"A. Cardenas "	Mylodontidae		no	no		Neonematherium		flabellatum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187972		"A. Cardenas "	Mylodontidae		no	no		Neonematherium		flabellatum					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
187973		"A. Cardenas "	Mylodontidae		no	no		Neonematherium		flabellatum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187974		"A. Cardenas "			no		cf.	Hapalops		sp.					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187974		"A. Cardenas "	Leontiniidae	no	no	no		Huilatherium		pluripicatum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187974		"A. Cardenas "	Caviidae	yes	no	no		Eodolichotis		maddeni					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
187975		"A. Cardenas "			no		cf.	Hapalops		sp.					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
188018		"A. Cardenas "	Proterotheriidae	no		no		Megadolodus		molariformis					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
188019		"A. Cardenas "	Leontiniidae	no	no	no		Huilatherium		pluripicatum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
188020		"A. Cardenas "	Leontiniidae	no	no	no		Huilatherium		pluripicatum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
188021		"A. Cardenas "	Leontiniidae	no	no	no		Huilatherium		pluripicatum					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
188021		"A. Cardenas "	Trichechinae	yes	no	no		Potamosiren		magdalenensis					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
188022		"A. Cardenas "	Toxodontidae	no		no		Pericotoxodon		platignathus					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
188023		"A. Cardenas "	Toxodontidae	no		no		Pericotoxodon		platignathus					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
188024		"A. Cardenas "	Astrapotheriidae	no	no	no		Xenastrapotherium		kraglievichi					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
188025		"A. Cardenas "	Astrapotheriidae	no	no	no		Xenastrapotherium		kraglievichi					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
188025		"A. Cardenas "	Astrapotheriidae	no		no		Granastrapotherium		snorki					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
188026		"A. Cardenas "	Astrapotheriidae	no	no	no		Xenastrapotherium		kraglievichi					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
188027		"A. Cardenas "	Astrapotheriidae	no	no	no		Xenastrapotherium		kraglievichi					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
188028		"A. Cardenas "	Astrapotheriidae	no		no		Granastrapotherium		snorki					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
188085		"A. Cardenas "			yes	no		Aotus		dindensis					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
188086		"A. Cardenas "	Glyptodontidae	yes	no	no		Boreostemma		acostae					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
188237		"A. Cardenas "	Proterotheriidae	no		no		Villarroelia		totoyoi					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
188238		"A. Cardenas "	Leontiniidae	no	no	no		Huilatherium		pluripicatum					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
188238		"A. Cardenas "	Dinomyidae	yes	no			Olenopsis		sp.					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
188239		"A. Cardenas "	Trichechinae	yes	no	no		Potamosiren		magdalenensis					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
188240		"A. Cardenas "	Trichechinae	yes	no	no		Potamosiren		magdalenensis					Colombia	Huila	Neogene	Miocene		13.800	11.800	"La Victoria"
188241		"A. Cardenas "	Phyllostomidae	yes	yes			Tonatia		sp.					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
188242		"A. Cardenas "	Molossidae	yes	yes	yes		Mormopterus		colombiensis					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
188243		"A. Cardenas "	Molossidae	yes	yes			Eumops		sp.					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
188243		"A. Cardenas "	Didelphidae	yes	yes	no		Thylamys		minutus					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
188243		"A. Cardenas "	Didelphidae	yes	yes	no		Thylamys		colombianus					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
188243		"A. Cardenas "	Didelphidae	yes	yes	no		Micoureus		laventicus					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
188244		"A. Cardenas "	Cebidae	yes		no		Neosaimiri	cf.	fieldsi					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
188245		"A. Cardenas "	Cebidae	yes		no		Neosaimiri	cf.	fieldsi					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
188246		"A. Cardenas "	Didelphidae	yes	yes	no		Micoureus		laventicus					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
188248		"A. Cardenas "	Paleothentidae			no		Hondathentes		cazador					Colombia	Huila	Neogene	Miocene		13.800	11.800	Villavieja
