collection_no	source_database	collection.authorizer	family_name	family_extant	genus_extant	species_extant	occurrence.genus_reso	occurrence.genus_name	occurrence.species_reso	occurrence.species_name	original.genus_reso	original.genus_name	original.species_reso	original.species_name	country	state	period	epoch	stage	ma_max	ma_min	formation
71313	Fossilworks	"J. Alroy"	Atelidae	yes		no		Protopithecus		brasiliensis					Brazil	Bahia	Quaternary	Pleistocene		0.02006	0.02006	
71313	Fossilworks	"J. Alroy"	Felidae	yes	yes	yes		Panthera		onca					Brazil	Bahia	Quaternary	Pleistocene		0.02006	0.02006	
71314	Fossilworks	"J. Alroy"	Mylodontidae		no			Scelidotherium		sp.					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71314	Fossilworks	"J. Alroy"	Dasypodidae	yes	yes	yes		Zaedyus	cf.	pichiy					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71314	Fossilworks	"J. Alroy"	Dasypodidae	yes	yes			Tolypeutes		sp.					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71314	Fossilworks	"J. Alroy"	Glyptodontidae	yes	no	no		Glyptodon		clavipes					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71314	Fossilworks	"J. Alroy"	Glyptodontidae	yes	no	no		Panochthus		tuberculatus					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71314	Fossilworks	"J. Alroy"	Glyptodontidae	yes	no			Doedicurus		sp.					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71314	Fossilworks	"J. Alroy"	Chinchillidae	yes	yes	yes		Lagostomus		maximus					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71314	Fossilworks	"J. Alroy"	Macraucheniidae		no	no		Macrauchenia		patagonica		Macrauchenia		patachonica	Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71314	Fossilworks	"J. Alroy"	Toxodontidae	no	no			Toxodon		sp.					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71314	Fossilworks	"J. Alroy"	Equidae	yes	yes			Equus		sp.					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71314	Fossilworks	"J. Alroy"	Tayassuidae	yes	yes			Tayassu		tajacu		Pecari		tajacu	Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71314	Fossilworks	"J. Alroy"	Camelidae	yes	yes	yes		Lama		guanicoe					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71315	Fossilworks	"J. Alroy"	Mylodontidae		no			Mylodon		sp.					Argentina	"Buenos Aires"	Quaternary	Pleistocene		2.588	0.012	
71316	Fossilworks	"J. Alroy"	Didelphidae	yes	yes			Lestodelphys		sp.					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Agua Blanca"
71316	Fossilworks	"J. Alroy"	Dasypodidae	yes	yes	yes		Chaetophractus		villosus					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Agua Blanca"
71316	Fossilworks	"J. Alroy"	Dasypodidae	yes	yes			Tolypeutes		sp.					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Agua Blanca"
71316	Fossilworks	"J. Alroy"	Dasypodidae	yes	no	no		Eutatus		seguini					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Agua Blanca"
71316	Fossilworks	"J. Alroy"	Dasypodidae	yes	yes			Zaedyus		sp.					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Agua Blanca"
71316	Fossilworks	"J. Alroy"	Glyptodontidae	yes	no	no		Glyptodon		clavipes					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Agua Blanca"
71316	Fossilworks	"J. Alroy"	Glyptodontidae	yes	no			Doedicurus		sp.					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Agua Blanca"
71316	Fossilworks	"J. Alroy"	Glyptodontidae	yes	no			Panochthus		sp.					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Agua Blanca"
71316	Fossilworks	"J. Alroy"	Glyptodontidae	yes	no			Neosclerocalyptus		sp.		Sclerocalyptus		sp.	Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Agua Blanca"
71316	Fossilworks	"J. Alroy"	Mylodontidae		no			Scelidotherium		sp.					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Agua Blanca"
71316	Fossilworks	"J. Alroy"	Mylodontidae		no			Glossotherium		sp.					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Agua Blanca"
71316	Fossilworks	"J. Alroy"	Mylodontidae		no	no		Lestodon		armatus					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Agua Blanca"
71316	Fossilworks	"J. Alroy"	Megatheriidae	yes	no			Megatherium		sp.					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Agua Blanca"
71316	Fossilworks	"J. Alroy"	Macraucheniidae		no			Macraucheniopsis		ensenadensis					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Agua Blanca"
71316	Fossilworks	"J. Alroy"	Toxodontidae	no	no			Toxodon		sp.					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Agua Blanca"
71316	Fossilworks	"J. Alroy"	Cricetidae	yes	yes	yes		Akodon		azarae		Akodon		azarae	Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Agua Blanca"
71316	Fossilworks	"J. Alroy"	Ctenomyidae	yes	yes			Ctenomys	cf.	talarum					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Agua Blanca"
71316	Fossilworks	"J. Alroy"	Caviidae	yes	yes			Galea		sp.					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Agua Blanca"
71316	Fossilworks	"J. Alroy"	Chinchillidae	yes	yes	yes		Lagostomus		maximus					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Agua Blanca"
71316	Fossilworks	"J. Alroy"	Caviidae	yes	yes			Hydrochoerus		sp.					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Agua Blanca"
71316	Fossilworks	"J. Alroy"	Camelidae	yes	yes	no		Lama		gracilis					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Agua Blanca"
71316	Fossilworks	"J. Alroy"	Camelidae	yes	no			Hemiauchenia		sp.					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Agua Blanca"
71316	Fossilworks	"J. Alroy"	Cervidae	yes	no			Morenelaphus		sp.					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Agua Blanca"
71316	Fossilworks	"J. Alroy"	Equidae	yes	no			Hippidion		sp.					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Agua Blanca"
71316	Fossilworks	"J. Alroy"	Canidae	yes	yes			Canis		sp.					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Agua Blanca"
71321	Fossilworks	"J. Alroy"	Toxodontidae	no	no			Mixotoxodon		sp.					Bolivia		Quaternary	Pleistocene		2.588	0.012	
71322	Fossilworks	"J. Alroy"	Glyptodontidae	yes	no	no		Panochthus	cf.	tuberculatus					Bolivia		Quaternary	Pleistocene		1.200	0.781	Nuapua
71322	Fossilworks	"J. Alroy"	Glyptodontidae	yes	no	no		Sclerocalyptus	cf.	ornatus					Bolivia		Quaternary	Pleistocene		1.200	0.781	Nuapua
71322	Fossilworks	"J. Alroy"	Glyptodontidae	yes	no	no		Glyptodon	cf.	reticulatus					Bolivia		Quaternary	Pleistocene		1.200	0.781	Nuapua
71322	Fossilworks	"J. Alroy"	Pampatheriidae	no	no			Pampatherium		sp.		Chlamydotherium		sp.	Bolivia		Quaternary	Pleistocene		1.200	0.781	Nuapua
71322	Fossilworks	"J. Alroy"	Pampatheriidae	no	no			Pampatherium		sp.					Bolivia		Quaternary	Pleistocene		1.200	0.781	Nuapua
71322	Fossilworks	"J. Alroy"	Megatheriidae	yes	no	no		Megatherium	cf.	americanum					Bolivia		Quaternary	Pleistocene		1.200	0.781	Nuapua
71322	Fossilworks	"J. Alroy"						Mylodon		darwini					Bolivia		Quaternary	Pleistocene		1.200	0.781	Nuapua
71322	Fossilworks	"J. Alroy"	Caviidae	yes	yes			Hydrochoerus		sp.					Bolivia		Quaternary	Pleistocene		1.200	0.781	Nuapua
71322	Fossilworks	"J. Alroy"	Canidae	yes	no			Protocyon		sp.					Bolivia		Quaternary	Pleistocene		1.200	0.781	Nuapua
71322	Fossilworks	"J. Alroy"	Ursidae	yes				Arctotherium		sp.					Bolivia		Quaternary	Pleistocene		1.200	0.781	Nuapua
71322	Fossilworks	"J. Alroy"	Felidae	yes	yes	yes		Panthera		onca					Bolivia		Quaternary	Pleistocene		1.200	0.781	Nuapua
71322	Fossilworks	"J. Alroy"	Felidae	yes	no			Smilodon		sp.					Bolivia		Quaternary	Pleistocene		1.200	0.781	Nuapua
71322	Fossilworks	"J. Alroy"	Macraucheniidae		no			Macrauchenia		sp.					Bolivia		Quaternary	Pleistocene		1.200	0.781	Nuapua
71322	Fossilworks	"J. Alroy"	Toxodontidae	no	no	no		Toxodon		platensis		Toxodon		ensenadensis	Bolivia		Quaternary	Pleistocene		1.200	0.781	Nuapua
71322	Fossilworks	"J. Alroy"	Equidae	yes	yes			Equus		sp.					Bolivia		Quaternary	Pleistocene		1.200	0.781	Nuapua
71322	Fossilworks	"J. Alroy"	Equidae	yes	no			Hippidion		sp.					Bolivia		Quaternary	Pleistocene		1.200	0.781	Nuapua
71322	Fossilworks	"J. Alroy"	Camelidae	yes	no			Palaeolama		sp.					Bolivia		Quaternary	Pleistocene		1.200	0.781	Nuapua
71323	Fossilworks	"J. Alroy"	Mylodontidae		no			Scelidodon		sp.					Bolivia		Quaternary	Pleistocene		1.200	0.781	Nuapua
71323	Fossilworks	"J. Alroy"	Toxodontidae	no	no			Toxodon		sp.					Bolivia		Quaternary	Pleistocene		1.200	0.781	Nuapua
71323	Fossilworks	"J. Alroy"	Camelidae	yes	no			Palaeolama		sp.					Bolivia		Quaternary	Pleistocene		1.200	0.781	Nuapua
71324	Fossilworks	"J. Alroy"	Molossidae	yes	yes	yes		Eumops		perotis					Bolivia		Quaternary	Holocene		0.0066	0.0066	Nuapua
71324	Fossilworks	"J. Alroy"	Dasypodidae	yes	yes	yes		Euphractus		sexcinctus					Bolivia		Quaternary	Holocene		0.0066	0.0066	Nuapua
71324	Fossilworks	"J. Alroy"	Dasypodidae	yes	yes			Chaetophractus		sp.					Bolivia		Quaternary	Holocene		0.0066	0.0066	Nuapua
71324	Fossilworks	"J. Alroy"	Dasypodidae	yes	yes	yes		Zaedyus		pichiy					Bolivia		Quaternary	Holocene		0.0066	0.0066	Nuapua
71324	Fossilworks	"J. Alroy"	Dasypodidae	yes	yes	yes		Tolypeutes		tricinctus		Tolypeutes		matacus	Bolivia		Quaternary	Holocene		0.0066	0.0066	Nuapua
71324	Fossilworks	"J. Alroy"	Dasypodidae	yes	yes	yes		Dasypus	cf.	novemcinctus		Dasypus	cf.	novemcinctus	Bolivia		Quaternary	Holocene		0.0066	0.0066	Nuapua
71324	Fossilworks	"J. Alroy"	Dasypodidae	yes	no			Propraopus		sp.					Bolivia		Quaternary	Holocene		0.0066	0.0066	Nuapua
71324	Fossilworks	"J. Alroy"	Caviidae	yes	yes	yes		Galea	cf.	musteloides					Bolivia		Quaternary	Holocene		0.0066	0.0066	Nuapua
71324	Fossilworks	"J. Alroy"	Chinchillidae	yes	yes	yes		Lagostomus		maximus					Bolivia		Quaternary	Holocene		0.0066	0.0066	Nuapua
71324	Fossilworks	"J. Alroy"			yes	yes		Myocastor		coypus					Bolivia		Quaternary	Holocene		0.0066	0.0066	Nuapua
71324	Fossilworks	"J. Alroy"	Caviidae	yes	yes	yes		Hydrochoerus		hydrochaeris					Bolivia		Quaternary	Holocene		0.0066	0.0066	Nuapua
71324	Fossilworks	"J. Alroy"	Ctenomyidae	yes	yes			Ctenomys		sp.					Bolivia		Quaternary	Holocene		0.0066	0.0066	Nuapua
71324	Fossilworks	"J. Alroy"						Holochilus		chacarius					Bolivia		Quaternary	Holocene		0.0066	0.0066	Nuapua
71324	Fossilworks	"J. Alroy"	Cricetidae	yes	yes	yes		Necromys	cf.	lactens					Bolivia		Quaternary	Holocene		0.0066	0.0066	Nuapua
71324	Fossilworks	"J. Alroy"	Cricetidae	yes	yes			Calomys		sp.					Bolivia		Quaternary	Holocene		0.0066	0.0066	Nuapua
71324	Fossilworks	"J. Alroy"	Cricetidae	yes	yes			Phyllotis		sp.					Bolivia		Quaternary	Holocene		0.0066	0.0066	Nuapua
71324	Fossilworks	"J. Alroy"	Cricetidae	yes	yes			Zygodontomys		sp.					Bolivia		Quaternary	Holocene		0.0066	0.0066	Nuapua
71324	Fossilworks	"J. Alroy"	Canidae	yes	no			Dusicyon		sp.					Bolivia		Quaternary	Holocene		0.0066	0.0066	Nuapua
71324	Fossilworks	"J. Alroy"	Cervidae	yes	no			Morenelaphus		sp.					Bolivia		Quaternary	Holocene		0.0066	0.0066	Nuapua
71325	Fossilworks	"J. Alroy"	Cervidae	yes	yes	yes		Ozotoceros		bezoarticus					Uruguay		Quaternary	Pleistocene		0.781	0.012	Sopas
71325	Fossilworks	"J. Alroy"	Toxodontidae	no	no			Toxodon		sp.					Uruguay		Quaternary	Pleistocene		0.781	0.012	Sopas
71325	Fossilworks	"J. Alroy"						Palaeolama		paradoxa					Uruguay		Quaternary	Pleistocene		0.781	0.012	Sopas
71326	Fossilworks	"J. Alroy"	Leporidae	yes	yes	yes		Sylvilagus		brasiliensis					Peru		Quaternary	Holocene		0.012	0.000	
71326	Fossilworks	"J. Alroy"	Chinchillidae	yes	yes	yes		Lagidium		peruanum					Peru		Quaternary	Holocene		0.012	0.000	
71326	Fossilworks	"J. Alroy"	Mustelidae	yes	yes			Conepatus		rex					Peru		Quaternary	Holocene		0.012	0.000	
71327	Fossilworks	"J. Alroy"	Didelphidae	yes	yes			Marmosa		sp.					Peru		Quaternary	Holocene		0.010535	0.00958	
71327	Fossilworks	"J. Alroy"	Leporidae	yes	yes	yes		Sylvilagus		brasiliensis					Peru		Quaternary	Holocene		0.010535	0.00958	
71327	Fossilworks	"J. Alroy"	Chinchillidae	yes	yes	yes		Lagidium		peruanum					Peru		Quaternary	Holocene		0.010535	0.00958	
71327	Fossilworks	"J. Alroy"	Caviidae	yes	yes			Cavia		sp.					Peru		Quaternary	Holocene		0.010535	0.00958	
71327	Fossilworks	"J. Alroy"	Mustelidae	yes	yes			Conepatus		rex					Peru		Quaternary	Holocene		0.010535	0.00958	
71328	Fossilworks	"J. Alroy"	Didelphidae	yes	yes			Marmosa		sp.					Peru		Quaternary	Holocene		0.00773	0.00773	
71328	Fossilworks	"J. Alroy"	Hominidae	yes	yes	yes		Homo		sapiens					Peru		Quaternary	Holocene		0.00773	0.00773	
71328	Fossilworks	"J. Alroy"	Leporidae	yes	yes	yes		Sylvilagus		brasiliensis					Peru		Quaternary	Holocene		0.00773	0.00773	
71328	Fossilworks	"J. Alroy"	Chinchillidae	yes	yes	yes		Lagidium		peruanum					Peru		Quaternary	Holocene		0.00773	0.00773	
71328	Fossilworks	"J. Alroy"	Mustelidae	yes	yes			Conepatus		rex					Peru		Quaternary	Holocene		0.00773	0.00773	
71329	Fossilworks	"J. Alroy"	Didelphidae	yes	yes			Metachirus		sp.					Peru		Quaternary	Holocene		0.008225	0.008225	
71329	Fossilworks	"J. Alroy"	Didelphidae	yes	yes			Marmosa		sp.					Peru		Quaternary	Holocene		0.008225	0.008225	
71329	Fossilworks	"J. Alroy"	Hominidae	yes	yes	yes		Homo		sapiens					Peru		Quaternary	Holocene		0.008225	0.008225	
71329	Fossilworks	"J. Alroy"	Leporidae	yes	yes	yes		Sylvilagus		brasiliensis					Peru		Quaternary	Holocene		0.008225	0.008225	
71329	Fossilworks	"J. Alroy"	Caviidae	yes	yes	yes		Cavia		porcellus					Peru		Quaternary	Holocene		0.008225	0.008225	
71329	Fossilworks	"J. Alroy"	Chinchillidae	yes	yes	yes		Lagidium		peruanum					Peru		Quaternary	Holocene		0.008225	0.008225	
71329	Fossilworks	"J. Alroy"	Canidae	yes	yes	yes		Canis		familiaris					Peru		Quaternary	Holocene		0.008225	0.008225	
71329	Fossilworks	"J. Alroy"	Mustelidae	yes	yes			Conepatus		rex					Peru		Quaternary	Holocene		0.008225	0.008225	
71329	Fossilworks	"J. Alroy"	Bovidae	yes	yes	yes		Bos		taurus					Peru		Quaternary	Holocene		0.008225	0.008225	
71329	Fossilworks	"J. Alroy"	Bovidae	yes	yes			Ovis		sp.					Peru		Quaternary	Holocene		0.008225	0.008225	
71330	Fossilworks	"J. Alroy"	Cricetidae	yes	yes	yes		Reithrodon		auritus					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Santa Clara"
71330	Fossilworks	"J. Alroy"	Cricetidae	yes	yes	yes		Akodon		azarae		Akodon		azarae	Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Santa Clara"
71330	Fossilworks	"J. Alroy"	Muridae	yes	yes			Colomys		sp.					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Santa Clara"
71330	Fossilworks	"J. Alroy"	Caviidae	yes	yes			Galea		sp.					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Santa Clara"
71330	Fossilworks	"J. Alroy"	Didelphidae	yes	yes			Lestodelphys	cf.	juga					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	"Santa Clara"
71331	Fossilworks	"J. Alroy"	Dasypodidae	yes	no			Propraopus		sp.					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71331	Fossilworks	"J. Alroy"	Glyptodontidae	yes	no	no		Glyptodon		euphractus		Hoplophorus		euphractus	Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71331	Fossilworks	"J. Alroy"	Macraucheniidae		no	no		Macrauchenia	cf.	patagonica		Macrauchenia	cf.	patachonica	Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71331	Fossilworks	"J. Alroy"	Equidae	yes	yes	yes		Equus		caballus		Equus		neogeus	Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71332	Fossilworks	"J. Alroy"	Mylodontidae		no	no		Catonyx		cuvieri					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71332	Fossilworks	"J. Alroy"	Megatheriidae	yes	no	no		Eremotherium		laurillardi					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71332	Fossilworks	"J. Alroy"	Dasypodidae	yes	yes			Dasypus		sp.					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71332	Fossilworks	"J. Alroy"	Pampatheriidae	no	no	no		Pampatherium		humboldtii					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71332	Fossilworks	"J. Alroy"	Glyptodontidae	yes	no	no		Glyptodon		euphractus		Hoplophorus		euphractus	Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71332	Fossilworks	"J. Alroy"	Glyptodontidae	yes	no	no		Panochthus		greslebini					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71332	Fossilworks	"J. Alroy"	Glyptodontidae	yes	no	no		Glyptodon		clavipes					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71332	Fossilworks	"J. Alroy"	Cuniculidae	yes	yes			Cuniculus		sp.					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71332	Fossilworks	"J. Alroy"	Canidae	yes	no	no		Protocyon		troglodytes					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71332	Fossilworks	"J. Alroy"	Felidae	yes	yes	yes		Puma		yagouaroundi		Herpailurus		yagouaroundi	Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71332	Fossilworks	"J. Alroy"	Felidae	yes	no	no		Smilodon		populator					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71332	Fossilworks	"J. Alroy"	Macraucheniidae		no	no		Macrauchenia	cf.	patagonica		Macrauchenia	cf.	patachonica	Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71332	Fossilworks	"J. Alroy"	Toxodontidae	no	no			Toxodon		sp.					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71332	Fossilworks	"J. Alroy"	Gomphotheriidae		no			Notiomastodon		sp.		Haplomastodon		sp.	Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71332	Fossilworks	"J. Alroy"	Equidae	yes	no			Hippidion		bonaerensis					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71332	Fossilworks	"J. Alroy"	Equidae	yes	yes	yes		Equus		caballus		Equus		neogeus	Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71332	Fossilworks	"J. Alroy"	Tayassuidae	yes	yes			Tayassu		tajacu		Pecari		tajacu	Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71332	Fossilworks	"J. Alroy"	Tayassuidae	yes	yes	yes		Tayassu		pecari					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71332	Fossilworks	"J. Alroy"	Camelidae	yes	no	no		Palaeolama		major					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71332	Fossilworks	"J. Alroy"	Cervidae	yes	yes			Mazama		sp.					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71333	Fossilworks	"J. Alroy"	Mylodontidae		no	no		Catonyx		cuvieri					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71333	Fossilworks	"J. Alroy"	Megatheriidae	yes	no	no		Eremotherium		laurillardi					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71333	Fossilworks	"J. Alroy"	Macraucheniidae		no	no		Macrauchenia	cf.	patagonica		Macrauchenia	cf.	patachonica	Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71333	Fossilworks	"J. Alroy"	Toxodontidae	no	no			Toxodon		sp.					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71334	Fossilworks	"J. Alroy"	Mylodontidae		no	no		Catonyx		cuvieri					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71334	Fossilworks	"J. Alroy"	Dasypodidae	yes	yes			Dasypus		sp.					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71334	Fossilworks	"J. Alroy"	Pampatheriidae	no	no	no		Pampatherium		humboldtii					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71334	Fossilworks	"J. Alroy"	Cuniculidae	yes	yes			Cuniculus		sp.					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71334	Fossilworks	"J. Alroy"	Leporidae	yes	yes			Kerodon		rupestris					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71334	Fossilworks	"J. Alroy"	Ursidae	yes		no		Arctotherium		brasiliense		Arctotherium		brasiliense	Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71334	Fossilworks	"J. Alroy"	Felidae	yes	no	no		Smilodon		populator					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71334	Fossilworks	"J. Alroy"	Macraucheniidae		no	no		Macrauchenia	cf.	patagonica		Macrauchenia	cf.	patachonica	Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71334	Fossilworks	"J. Alroy"	Equidae	yes	no			Hippidion		bonaerensis					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71334	Fossilworks	"J. Alroy"	Equidae	yes	yes	yes		Equus		caballus		Equus		neogeus	Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71334	Fossilworks	"J. Alroy"	Cervidae	yes	yes			Mazama		sp.					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71334	Fossilworks	"J. Alroy"	Tayassuidae	yes	yes			Tayassu		tajacu		Pecari		tajacu	Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71334	Fossilworks	"J. Alroy"	Tayassuidae	yes	yes	yes		Tayassu		pecari					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71335	Fossilworks	"J. Alroy"	Mylodontidae		no	no		Catonyx		cuvieri					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71335	Fossilworks	"J. Alroy"	Megatheriidae	yes	no	no		Eremotherium		laurillardi					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71335	Fossilworks	"J. Alroy"	Pampatheriidae	no	no	no		Pampatherium		humboldtii					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71335	Fossilworks	"J. Alroy"	Macraucheniidae		no	no		Macrauchenia	cf.	patagonica		Macrauchenia	cf.	patachonica	Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71335	Fossilworks	"J. Alroy"	Toxodontidae	no	no			Toxodon		sp.					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71335	Fossilworks	"J. Alroy"	Equidae	yes	no			Hippidion		bonaerensis					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71335	Fossilworks	"J. Alroy"	Tayassuidae	yes	yes			Tayassu		tajacu		Pecari		tajacu	Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71335	Fossilworks	"J. Alroy"	Tayassuidae	yes	yes	yes		Tayassu		pecari					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71335	Fossilworks	"J. Alroy"	Mylodontidae		no			Scelidodon		sp.					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71335	Fossilworks	"J. Alroy"	Dasypodidae	yes	yes			Dasypus		sp.					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71335	Fossilworks	"J. Alroy"	Dasypodidae	yes	yes			Euphractus		sp.					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71335	Fossilworks	"J. Alroy"	Dasypodidae	yes	yes			Tolypeutes		sp.					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71335	Fossilworks	"J. Alroy"	Glyptodontidae	yes	no	no		Glyptodon		clavipes					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71335	Fossilworks	"J. Alroy"	Phyllostomidae	yes	yes	yes		Desmodus		rotundus					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71335	Fossilworks	"J. Alroy"	Ursidae	yes				Arctotherium	cf.	bonaerense					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71335	Fossilworks	"J. Alroy"	Felidae	yes	no	no		Smilodon		populator					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71335	Fossilworks	"J. Alroy"	Felidae	yes	yes	yes		Panthera	cf.	onca					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71335	Fossilworks	"J. Alroy"	Felidae	yes	yes	yes		Puma		yagouaroundi		Herpailurus		yagouaroundi	Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71335	Fossilworks	"J. Alroy"	Gomphotheriidae		no	no		Haplomastodon		chimborazi					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71335	Fossilworks	"J. Alroy"	Cervidae	yes	yes			Mazama		sp.					Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
71335	Fossilworks	"J. Alroy"	Camelidae	yes	no			Palaeolama		sp.		Palaeolama		major	Brazil	Piaui	Quaternary	Pleistocene		0.126	0.012	
