"","collection_no","source_database","collection.authorizer","family_name","family_extant","genus_extant","species_extant","occurrence.genus_reso","occurrence.genus_name","occurrence.species_reso","occurrence.species_name","original.genus_reso","original.genus_name","original.species_reso","original.species_name","country","state","period","epoch","stage","ma_max","ma_min","formation"
"2054",71283,"Fossilworks","J. Alroy","Ursidae","yes","","","","Arctotherium","","NA","","","","","Venezuela","Falcon","Quaternary","Pleistocene","",0.01401,0.01266,""
"2055",71283,"Fossilworks","J. Alroy","","","","","","Notiomastodon","","platensis","","Stegomastodon","","sp.","Venezuela","Falcon","Quaternary","Pleistocene","",0.01401,0.01266,""
"2056",71283,"Fossilworks","J. Alroy","Sclerocalyptidae","","no","no","","Glyptotherium","cf.","cylindricum","","Glyptodon","","sp.","Venezuela","Falcon","Quaternary","Pleistocene","",0.01401,0.01266,""
"2057",71284,"Fossilworks","J. Alroy","Equidae","yes","yes","","","Equus","","NA","","","","","Venezuela","Falcon","Quaternary","Pleistocene","",0.126,0.012,""
"2058",71284,"Fossilworks","J. Alroy","Equidae","yes","no","","","Hippidion","","NA","","","","","Venezuela","Falcon","Quaternary","Pleistocene","",0.126,0.012,""
"2059",71284,"Fossilworks","J. Alroy","Macraucheniidae","","no","","","Macrauchenia","","NA","","","","","Venezuela","Falcon","Quaternary","Pleistocene","",0.126,0.012,""
"2060",71284,"Fossilworks","J. Alroy","Sclerocalyptidae","","no","no","","Glyptotherium","cf.","cylindricum","","Glyptodon","","sp.","Venezuela","Falcon","Quaternary","Pleistocene","",0.126,0.012,""
"2061",71285,"Fossilworks","J. Alroy","Leporidae","yes","yes","yes","","Sylvilagus","","floridanus","","","","","Colombia","Huila","Quaternary","Pleistocene","",0.781,0.012,""
"2062",71285,"Fossilworks","J. Alroy","Tayassuidae","yes","yes","","","Tayassu","","tajacu","","Pecari","","tajacu","Colombia","Huila","Quaternary","Pleistocene","",0.781,0.012,""
"2063",71286,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","","","Glyptodon","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2064",71286,"Fossilworks","J. Alroy","","","","","","Doedicurus","","clavicaudatus","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2065",71286,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","","","Panochthus","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2066",71286,"Fossilworks","J. Alroy","Dasypodidae","yes","no","no","","Eutatus","","seguini","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2067",71286,"Fossilworks","J. Alroy","Equidae","yes","yes","","","Equus","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2068",71286,"Fossilworks","J. Alroy","Camelidae","yes","yes","yes","","Lama","","guanicoe","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2069",71286,"Fossilworks","J. Alroy","Camelidae","yes","yes","","","Lama","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2070",71286,"Fossilworks","J. Alroy","Canidae","yes","no","no","","Dusicyon","","avus","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2071",71286,"Fossilworks","J. Alroy","Canidae","yes","yes","","","Canis","","gymnocercus","","Pseudalopex","","gymnocercus","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2072",71286,"Fossilworks","J. Alroy","Chinchillidae","yes","yes","yes","","Lagostomus","","maximus","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2073",71286,"Fossilworks","J. Alroy","Caviidae","yes","yes","yes","","Dolichotis","","patagonum","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2074",71287,"Fossilworks","J. Alroy","Megatheriidae","yes","no","no","","Megatherium","","americanum","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2075",71287,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","","","Panochthus","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2076",71287,"Fossilworks","J. Alroy","Mylodontidae","","no","","","Glossotherium","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2077",71287,"Fossilworks","J. Alroy","Pampatheriidae","no","no","no","","Pampatherium","","typus","","Pampatherium","","typum","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2078",71287,"Fossilworks","J. Alroy","Equidae","yes","yes","","","Equus","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2079",71287,"Fossilworks","J. Alroy","Camelidae","yes","yes","yes","","Lama","","guanicoe","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2080",71287,"Fossilworks","J. Alroy","Camelidae","yes","yes","","","Lama","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2081",71287,"Fossilworks","J. Alroy","Felidae","yes","no","no","","Smilodon","","populator","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2082",71287,"Fossilworks","J. Alroy","Toxodontidae","no","no","no","","Toxodon","","platensis","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2083",71287,"Fossilworks","J. Alroy","Macraucheniidae","","no","no","","Macrauchenia","","patagonica","","Macrauchenia","","patachonica","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2084",71288,"Fossilworks","J. Alroy","Mylodontidae","","no","","","Scelidodon","","NA","","","","","Argentina","Corrientes","Quaternary","Pleistocene","",1.2,0.012,"Yupoi"
"2085",71288,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","","","Panochthus","","NA","","","","","Argentina","Corrientes","Quaternary","Pleistocene","",1.2,0.012,"Yupoi"
"2086",71288,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","","","Neosclerocalyptus","","NA","","Sclerocalyptus","","sp.","Argentina","Corrientes","Quaternary","Pleistocene","",1.2,0.012,"Yupoi"
"2087",71288,"Fossilworks","J. Alroy","Caviidae","yes","yes","","","Dolichotis","","NA","","","","","Argentina","Corrientes","Quaternary","Pleistocene","",1.2,0.012,"Yupoi"
"2088",71288,"Fossilworks","J. Alroy","Caviidae","yes","yes","","","Galea","","NA","","","","","Argentina","Corrientes","Quaternary","Pleistocene","",1.2,0.012,"Yupoi"
"2089",71288,"Fossilworks","J. Alroy","Canidae","yes","no","","","Theriodictis","","NA","","","","","Argentina","Corrientes","Quaternary","Pleistocene","",1.2,0.012,"Yupoi"
"2090",71288,"Fossilworks","J. Alroy","Gomphotheriidae","","no","","","Notiomastodon","","NA","","Stegomastodon","","sp.","Argentina","Corrientes","Quaternary","Pleistocene","",1.2,0.012,"Yupoi"
"2091",71289,"Fossilworks","J. Alroy","Toxodontidae","no","no","","","Toxodon","","NA","","","","","Argentina","Corrientes","Quaternary","Pleistocene","",0.781,0.012,"Suelo"
"2092",71289,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","","","Panochthus","","NA","","","","","Argentina","Corrientes","Quaternary","Pleistocene","",0.781,0.012,"Suelo"
"2093",71289,"Fossilworks","J. Alroy","Cervidae","yes","yes","","","Blastocerus","","NA","","","","","Argentina","Corrientes","Quaternary","Pleistocene","",0.781,0.012,"Suelo"
"2094",71290,"Fossilworks","J. Alroy","Equidae","yes","yes","","","Equus","","NA","","","","","Argentina","Corrientes","Quaternary","Pleistocene","",0.781,0.012,"Suelo"
"2095",71290,"Fossilworks","J. Alroy","Toxodontidae","no","no","","","Toxodon","","NA","","","","","Argentina","Corrientes","Quaternary","Pleistocene","",0.781,0.012,"Suelo"
"2096",71290,"Fossilworks","J. Alroy","Gomphotheriidae","","no","","","Notiomastodon","","NA","","Haplomastodon","","sp.","Argentina","Corrientes","Quaternary","Pleistocene","",0.781,0.012,"Suelo"
"2097",71290,"Fossilworks","J. Alroy","Megatheriidae","yes","no","","","Megatherium","","NA","","","","","Argentina","Corrientes","Quaternary","Pleistocene","",0.781,0.012,"Suelo"
"2098",71290,"Fossilworks","J. Alroy","","","no","","","Epieurycerus","","NA","","Epieuryceros","","sp.","Argentina","Corrientes","Quaternary","Pleistocene","",0.781,0.012,"Suelo"
"2099",71291,"Fossilworks","J. Alroy","Soricidae","yes","yes","","","Cryptotis","","NA","","","","","Colombia","","Quaternary","Pleistocene","",0.781,0.012,""
"2100",71291,"Fossilworks","J. Alroy","Caviidae","yes","yes","","","Hydrochoerus","","NA","","","","","Colombia","","Quaternary","Pleistocene","",0.781,0.012,""
"2101",71291,"Fossilworks","J. Alroy","Gomphotheriidae","","no","no","","Haplomastodon","","chimborazi","","","","","Colombia","","Quaternary","Pleistocene","",0.781,0.012,""
"2102",71291,"Fossilworks","J. Alroy","Tapiridae","yes","yes","yes","","Tapirus","","terrestris","","","","","Colombia","","Quaternary","Pleistocene","",0.781,0.012,""
"2103",71291,"Fossilworks","J. Alroy","Tayassuidae","yes","yes","","","Tayassu","","tajacu","","Pecari","","tajacu","Colombia","","Quaternary","Pleistocene","",0.781,0.012,""
"2104",71291,"Fossilworks","J. Alroy","Tayassuidae","yes","yes","yes","","Tayassu","","pecari","","","","","Colombia","","Quaternary","Pleistocene","",0.781,0.012,""
"2105",71291,"Fossilworks","J. Alroy","Cervidae","yes","yes","","","Mazama","","NA","","","","","Colombia","","Quaternary","Pleistocene","",0.781,0.012,""
"2106",71292,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","no","","Glyptodon","cf.","clavipes","","","","","Paraguay","","Quaternary","Pleistocene","",2.588,0.012,""
"2107",71292,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","no","","Panochthus","","tuberculatus","","","","","Paraguay","","Quaternary","Pleistocene","",2.588,0.012,""
"2108",71292,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","no","","Sclerocalyptus","cf.","ornatus","","","","","Paraguay","","Quaternary","Pleistocene","",2.588,0.012,""
"2109",71292,"Fossilworks","J. Alroy","Pampatheriidae","no","no","","","Pampatherium","","NA","","","","","Paraguay","","Quaternary","Pleistocene","",2.588,0.012,""
"2110",71292,"Fossilworks","J. Alroy","Megatheriidae","yes","no","no","","Megatherium","","americanum","","","","","Paraguay","","Quaternary","Pleistocene","",2.588,0.012,""
"2111",71292,"Fossilworks","J. Alroy","Mylodontidae","","no","","","Scelidotherium","","NA","","","","","Paraguay","","Quaternary","Pleistocene","",2.588,0.012,""
"2112",71292,"Fossilworks","J. Alroy","Mylodontidae","","no","no","","Glossotherium","cf.","robustum","","","","","Paraguay","","Quaternary","Pleistocene","",2.588,0.012,""
"2113",71292,"Fossilworks","J. Alroy","Mylodontidae","","no","no","","Lestodon","cf.","armatus","","","","","Paraguay","","Quaternary","Pleistocene","",2.588,0.012,""
"2114",71292,"Fossilworks","J. Alroy","Mylodontidae","","no","","?","Mylodon","","NA","","","","","Paraguay","","Quaternary","Pleistocene","",2.588,0.012,""
"2115",71292,"Fossilworks","J. Alroy","Toxodontidae","no","no","","","Toxodon","","NA","","","","","Paraguay","","Quaternary","Pleistocene","",2.588,0.012,""
"2116",71292,"Fossilworks","J. Alroy","Macraucheniidae","","no","no","","Macrauchenia","cf.","patagonica","","Macrauchenia","cf.","patachonica","Paraguay","","Quaternary","Pleistocene","",2.588,0.012,""
"2117",71292,"Fossilworks","J. Alroy","Camelidae","yes","no","","","Palaeolama","","NA","","","","","Paraguay","","Quaternary","Pleistocene","",2.588,0.012,""
"2118",71292,"Fossilworks","J. Alroy","Cervidae","yes","no","no","","Morenelaphus","","brachyceros","","","","","Paraguay","","Quaternary","Pleistocene","",2.588,0.012,""
"2119",71292,"Fossilworks","J. Alroy","","","","","","Blastocerus","","dichotomus","","","","","Paraguay","","Quaternary","Pleistocene","",2.588,0.012,""
"2120",71293,"Fossilworks","J. Alroy","Megatheriidae","yes","no","no","","Eremotherium","","laurillardi","","","","","Brazil","Espirito Santo","Quaternary","Pleistocene","",2.588,0.012,""
"2121",71293,"Fossilworks","J. Alroy","Gomphotheriidae","","no","no","","Haplomastodon","","chimborazi","","","","","Brazil","Espirito Santo","Quaternary","Pleistocene","",2.588,0.012,""
"2122",71293,"Fossilworks","J. Alroy","Cervidae","yes","yes","yes","","Mazama","","americana","","","","","Brazil","Espirito Santo","Quaternary","Pleistocene","",2.588,0.012,""
"2123",71293,"Fossilworks","J. Alroy","Dasyproctidae","yes","yes","","","Dasyprocta","","azarae","","","","","Brazil","Espirito Santo","Quaternary","Pleistocene","",2.588,0.012,""
"2124",71295,"Fossilworks","J. Alroy","Megatheriidae","yes","no","no","","Eremotherium","","laurillardi","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.0291,0.204,""
"2125",71295,"Fossilworks","J. Alroy","Dasypodidae","yes","no","no","","Propraopus","","sulcatus","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.0291,0.204,""
"2126",71295,"Fossilworks","J. Alroy","Pampatheriidae","no","no","no","","Pampatherium","","humboldtii","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.0291,0.204,""
"2127",71295,"Fossilworks","J. Alroy","Equidae","yes","no","","","Hippidion","","NA","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.0291,0.204,""
"2128",71295,"Fossilworks","J. Alroy","Tayassuidae","yes","yes","yes","","Tayassu","","pecari","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.0291,0.204,""
"2129",71295,"Fossilworks","J. Alroy","Mylodontidae","","no","","","Scelidotherium","","NA","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.0291,0.204,""
"2130",71295,"Fossilworks","J. Alroy","Cervidae","yes","yes","","","Mazama","","NA","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.0291,0.204,""
"2131",71295,"Fossilworks","J. Alroy","Camelidae","yes","no","","","Palaeolama","","NA","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.0291,0.204,""
"2132",71295,"Fossilworks","J. Alroy","Cuniculidae","yes","yes","yes","","Cuniculus","","paca","","Agouti","","paca","Brazil","Bahia","Quaternary","Pleistocene","",0.0291,0.204,""
"2133",71296,"Fossilworks","J. Alroy","Macraucheniidae","","no","no","","Macrauchenia","","patagonica","","Macrauchenia","","patachonica","Peru","","Quaternary","Pleistocene","",0.126,0.012,"San Sebastian"
"2134",71296,"Fossilworks","J. Alroy","Megatheriidae","yes","no","no","","Megatherium","","americanum","","","","","Peru","","Quaternary","Pleistocene","",0.126,0.012,"San Sebastian"
"2135",71296,"Fossilworks","J. Alroy","Mylodontidae","","no","","","Scelidotherium","","NA","","","","","Peru","","Quaternary","Pleistocene","",0.126,0.012,"San Sebastian"
"2136",71296,"Fossilworks","J. Alroy","Cervidae","yes","yes","","","Mazama","","andina","","","","","Peru","","Quaternary","Pleistocene","",0.126,0.012,"San Sebastian"
"2137",71296,"Fossilworks","J. Alroy","Equidae","yes","yes","","","Equus","","NA","","","","","Peru","","Quaternary","Pleistocene","",0.126,0.012,"San Sebastian"
"2138",71297,"Fossilworks","J. Alroy","Megalonychidae","yes","","no","","Ocnopus","","gracilis","","","","","Brazil","Sao Paulo","Quaternary","Pleistocene","",2.588,0.012,""
"2139",71297,"Fossilworks","J. Alroy","Tapiridae","yes","yes","yes","","Tapirus","","terrestris","","","","","Brazil","Sao Paulo","Quaternary","Pleistocene","",2.588,0.012,""
"2140",71297,"Fossilworks","J. Alroy","Cervidae","yes","yes","yes","","Mazama","","americana","","","","","Brazil","Sao Paulo","Quaternary","Pleistocene","",2.588,0.012,""
"2141",71298,"Fossilworks","J. Alroy","Megatheriidae","yes","no","","","Eremotherium","","NA","","","","","Brazil","Paraiba","Quaternary","Pleistocene","",2.588,0.012,""
"2142",71298,"Fossilworks","J. Alroy","Mylodontidae","","no","","","Glossotherium","","NA","","","","","Brazil","Paraiba","Quaternary","Pleistocene","",2.588,0.012,""
"2143",71298,"Fossilworks","J. Alroy","Mylodontidae","","no","","","Scelidodon","","NA","","","","","Brazil","Paraiba","Quaternary","Pleistocene","",2.588,0.012,""
"2144",71298,"Fossilworks","J. Alroy","Pampatheriidae","no","no","","","Pampatherium","","NA","","","","","Brazil","Paraiba","Quaternary","Pleistocene","",2.588,0.012,""
"2145",71298,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","","","Panochthus","","NA","","","","","Brazil","Paraiba","Quaternary","Pleistocene","",2.588,0.012,""
"2146",71298,"Fossilworks","J. Alroy","Camelidae","yes","no","","","Hemiauchenia","","NA","","","","","Brazil","Paraiba","Quaternary","Pleistocene","",2.588,0.012,""
"2147",71298,"Fossilworks","J. Alroy","Camelidae","yes","yes","","","Lama","","NA","","","","","Brazil","Paraiba","Quaternary","Pleistocene","",2.588,0.012,""
"2148",71298,"Fossilworks","J. Alroy","Cervidae","yes","yes","","","Mazama","","NA","","","","","Brazil","Paraiba","Quaternary","Pleistocene","",2.588,0.012,""
"2149",71298,"Fossilworks","J. Alroy","Equidae","yes","yes","","","Equus","","NA","","","","","Brazil","Paraiba","Quaternary","Pleistocene","",2.588,0.012,""
"2150",71298,"Fossilworks","J. Alroy","Macraucheniidae","","no","","","Macrauchenia","","NA","","","","","Brazil","Paraiba","Quaternary","Pleistocene","",2.588,0.012,""
"2151",71298,"Fossilworks","J. Alroy","Toxodontidae","no","no","","","Toxodon","","NA","","","","","Brazil","Paraiba","Quaternary","Pleistocene","",2.588,0.012,""
"2152",71298,"Fossilworks","J. Alroy","Canidae","yes","no","","","Protocyon","","NA","","","","","Brazil","Paraiba","Quaternary","Pleistocene","",2.588,0.012,""
"2153",71298,"Fossilworks","J. Alroy","Felidae","yes","no","","","Smilodon","","NA","","","","","Brazil","Paraiba","Quaternary","Pleistocene","",2.588,0.012,""
"2154",71299,"Fossilworks","J. Alroy","Megatheriidae","yes","no","","","Eremotherium","","NA","","","","","Brazil","Paraiba","Quaternary","Pleistocene","",2.588,0.012,""
"2155",71299,"Fossilworks","J. Alroy","Mylodontidae","","no","","","Glossotherium","","NA","","","","","Brazil","Paraiba","Quaternary","Pleistocene","",2.588,0.012,""
"2156",71299,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","","","Panochthus","","NA","","","","","Brazil","Paraiba","Quaternary","Pleistocene","",2.588,0.012,""
"2157",71299,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","","","Parapanochthus","","NA","","","","","Brazil","Paraiba","Quaternary","Pleistocene","",2.588,0.012,""
"2158",71299,"Fossilworks","J. Alroy","Gomphotheriidae","","no","","","Notiomastodon","","NA","","Haplomastodon","","sp.","Brazil","Paraiba","Quaternary","Pleistocene","",2.588,0.012,""
"2159",71299,"Fossilworks","J. Alroy","Macraucheniidae","","no","","","Macrauchenia","","NA","","","","","Brazil","Paraiba","Quaternary","Pleistocene","",2.588,0.012,""
"2160",71300,"Fossilworks","J. Alroy","Megatheriidae","yes","no","no","","Eremotherium","","laurillardi","","","","","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2161",71301,"Fossilworks","J. Alroy","Megatheriidae","yes","no","","","Eremotherium","","NA","","","","","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2162",71301,"Fossilworks","J. Alroy","Pampatheriidae","no","no","","","Pampatherium","","NA","","","","","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2163",71301,"Fossilworks","J. Alroy","Tayassuidae","yes","yes","","","Tayassu","","NA","","","","","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2164",71301,"Fossilworks","J. Alroy","Camelidae","yes","no","","","Hemiauchenia","","NA","","","","","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2165",71301,"Fossilworks","J. Alroy","Camelidae","yes","yes","","","Lama","","NA","","","","","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2166",71301,"Fossilworks","J. Alroy","Cervidae","yes","yes","","","Mazama","","NA","","","","","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2167",71301,"Fossilworks","J. Alroy","Equidae","yes","no","","","Hippidion","","NA","","","","","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2168",71301,"Fossilworks","J. Alroy","Equidae","yes","yes","","","Equus","","NA","","","","","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2169",71301,"Fossilworks","J. Alroy","Canidae","yes","no","","","Protocyon","","NA","","","","","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2170",71301,"Fossilworks","J. Alroy","Felidae","yes","no","","","Smilodon","","NA","","","","","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2171",71302,"Fossilworks","J. Alroy","Megatheriidae","yes","no","","","Eremotherium","","NA","","","","","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2172",71302,"Fossilworks","J. Alroy","","","no","","","Nothrotherium","","NA","","","","","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2173",71302,"Fossilworks","J. Alroy","Mylodontidae","","no","","","Glossotherium","","NA","","","","","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2174",71302,"Fossilworks","J. Alroy","Mylodontidae","","no","","","Scelidodon","","NA","","","","","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2175",71302,"Fossilworks","J. Alroy","Megatheriidae","yes","no","","","Eremotherium","","NA","","Xenocnus","","sp.","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2176",71302,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","","","Panochthus","","NA","","","","","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2177",71302,"Fossilworks","J. Alroy","Tayassuidae","yes","yes","","","Tayassu","","NA","","","","","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2178",71302,"Fossilworks","J. Alroy","Camelidae","yes","no","","","Hemiauchenia","","NA","","","","","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2179",71302,"Fossilworks","J. Alroy","Camelidae","yes","yes","","","Lama","","NA","","","","","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2180",71302,"Fossilworks","J. Alroy","Cervidae","yes","yes","","","Mazama","","NA","","","","","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2181",71302,"Fossilworks","J. Alroy","Equidae","yes","no","","","Hippidion","","NA","","","","","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2182",71302,"Fossilworks","J. Alroy","Equidae","yes","yes","","","Equus","","NA","","","","","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2183",71302,"Fossilworks","J. Alroy","Canidae","yes","yes","","","Speothos","","NA","","","","","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2184",71302,"Fossilworks","J. Alroy","Canidae","yes","no","","","Protocyon","","NA","","","","","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2185",71302,"Fossilworks","J. Alroy","Felidae","yes","yes","","","Felis","","NA","","","","","Brazil","Ceara","Quaternary","Pleistocene","",2.588,0.012,""
"2186",71303,"Fossilworks","J. Alroy","Megatheriidae","yes","no","no","","Megatherium","","americanum","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2187",71303,"Fossilworks","J. Alroy","Mylodontidae","","no","no","","Scelidotherium","","leptocephalum","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2188",71303,"Fossilworks","J. Alroy","Mylodontidae","","no","no","","Glossotherium","","robustum","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2189",71303,"Fossilworks","J. Alroy","Mylodontidae","","no","","","Glossotherium","","myloides","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2190",71303,"Fossilworks","J. Alroy","Mylodontidae","","no","","","Lestodon","","trigonidens","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2191",71303,"Fossilworks","J. Alroy","Mylodontidae","","no","","","Lestodon","","gaudryi","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2192",71303,"Fossilworks","J. Alroy","Dasypodidae","yes","yes","yes","","Chaetophractus","","villosus","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2193",71303,"Fossilworks","J. Alroy","Pampatheriidae","no","no","no","","Pampatherium","","typus","","Pampatherium","","typum","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2194",71303,"Fossilworks","J. Alroy","Dasypodidae","yes","yes","yes","","Tolypeutes","","tricinctus","","Tolypeutes","","matacus","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2195",71303,"Fossilworks","J. Alroy","","","","","","Plaxhaplus","","canaliculatus","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2196",71303,"Fossilworks","J. Alroy","","","","","","Doedicurus","","clavicaudatus","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2197",71303,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","no","","Panochthus","","tuberculatus","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2198",71303,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","no","","Glyptodon","","clavipes","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2199",71303,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","no","","Glyptodon","","reticulatus","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2200",71303,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","","","Glyptodon","","perforatus","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2201",71303,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","","","Glyptodon","","rudimentarius","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2202",71303,"Fossilworks","J. Alroy","Cricetidae","yes","yes","yes","","Reithrodon","","auritus","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2203",71303,"Fossilworks","J. Alroy","Cricetidae","yes","yes","yes","","Holochilus","","brasiliensis","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2204",71303,"Fossilworks","J. Alroy","Cricetidae","yes","yes","yes","","Calomys","","callosus","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2205",71303,"Fossilworks","J. Alroy","Caviidae","yes","yes","yes","","Microcavia","","australis","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2206",71303,"Fossilworks","J. Alroy","Caviidae","yes","yes","","","Microcavia","","robusta","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2207",71303,"Fossilworks","J. Alroy","Caviidae","yes","yes","yes","","Dolichotis","","patagonum","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
