"","collection_no","source_database","collection.authorizer","family_name","family_extant","genus_extant","species_extant","occurrence.genus_reso","occurrence.genus_name","occurrence.species_reso","occurrence.species_name","original.genus_reso","original.genus_name","original.species_reso","original.species_name","country","state","period","epoch","stage","ma_max","ma_min","formation"
"6734",189520,"","E. Vlachos","Abrocomidae","","no","","","Protabrocoma","","NA","","","","","Argentina","Mendoza","Neogene","Pliocene","",5.332,2.588,"La Huertita"
"6735",189520,"","E. Vlachos","Typotheriidae","","no","","","Pseudotypotherium","","NA","","","","","Argentina","Mendoza","Neogene","Pliocene","",5.332,2.588,"La Huertita"
"6736",189520,"","E. Vlachos","Dasypodidae","yes","no","","cf.","Doellotatus","","NA","","","","","Argentina","Mendoza","Neogene","Pliocene","",5.332,2.588,"La Huertita"
"6737",189520,"","E. Vlachos","Octodontidae","yes","no","","aff.","Eucoelophorus","","NA","","","","","Argentina","Mendoza","Neogene","Pliocene","",5.332,2.588,"La Huertita"
"6738",189520,"","E. Vlachos","Caviidae","yes","no","","","Orthomyctera","","NA","","","","","Argentina","Mendoza","Neogene","Pliocene","",5.332,2.588,"La Huertita"
"6739",189520,"","E. Vlachos","Didelphidae","yes","yes","yes","cf.","Philander","","opossum","","","","","Argentina","Mendoza","Neogene","Pliocene","",5.332,2.588,"La Huertita"
"6740",189521,"","E. Vlachos","Macraucheniidae","","no","","cf.","Theosodon","","NA","","","","","Argentina","Mendoza","Neogene","Miocene","",15.97,11.608,"Aisol"
"6741",189824,"","M. Uhen","","","","","","Cavia","n. sp.","cabrerai","","","","","Argentina","Belén","Neogene","Pliocene","Zanclean",5.332,3.6,"Andahuala"
"6742",189824,"","M. Uhen","Megatheriidae","yes","no","","","Pyramiodontherium","","NA","","","","","Argentina","Belén","Neogene","Pliocene","Zanclean",5.332,3.6,"Andahuala"
"6743",189977,"","M. Uhen","Felidae","yes","no","no","","Smilodon","","populator","","","","","Chile","Ultima Esperanza","Quaternary","Pleistocene","",0.126,0.012,""
"6744",189982,"","M. Uhen","Megatheriidae","yes","no","no","","Megatherium","","americanum","","","","","Brazil","Rio Grande Do Sul","Quaternary","","",0.781,0,""
"6745",190058,"","M. Uhen","Gomphotheriidae","","no","","","Stegomastodon","","platensis","","","","","Chile","","Quaternary","Pleistocene","",0.126,0.012,""
"6746",190058,"","M. Uhen","Equidae","yes","yes","no","","Equus","","andium","","Equus","","andium","Chile","","Quaternary","Pleistocene","",0.126,0.012,""
"6747",190058,"","M. Uhen","Camelidae","yes","no","no","","Hemiauchenia","","paradoxa","","","","","Chile","","Quaternary","Pleistocene","",0.126,0.012,""
"6748",190059,"","M. Uhen","Gomphotheriidae","","no","","","Stegomastodon","","platensis","","","","","Chile","","Quaternary","Pleistocene","",0.126,0.012,""
"6749",190375,"","E. Vlachos","Glyptodontidae","yes","no","","","Glyptodon","","NA","","","","","Colombia","Cundinamarca","Quaternary","Pleistocene","",0.0195,0.0195,""
"6750",190375,"","E. Vlachos","Gomphotheriidae","","no","","","Haplomastodon","","waringi","","","","","Colombia","Cundinamarca","Quaternary","Pleistocene","",0.0195,0.0195,""
"6751",190375,"","E. Vlachos","Megatheriidae","yes","no","","","Megatherium","","NA","","","","","Colombia","Cundinamarca","Quaternary","Pleistocene","",0.0195,0.0195,""
"6752",190376,"","E. Vlachos","","","","","","Hilarcotherium","cf.","miyou","","","","","Colombia","Guajira","Neogene","Miocene","Langhian",15.43,15.14,"Castilletes"
"6753",190376,"","E. Vlachos","","","","","","Lycopsis","n. sp.","padillai","","Sparassodonta","","sp.","Colombia","Guajira","Neogene","Miocene","Langhian",15.43,15.14,"Castilletes"
"6754",190376,"","E. Vlachos","","","","","","Lambdaconus","cf.","colombianus","","Proterotheriidae","","sp.","Colombia","Guajira","Neogene","Miocene","Langhian",15.43,15.14,"Castilletes"
"6755",190377,"","E. Vlachos","","","","","","Hilarcotherium","n. sp.","miyou","","Astrapotheriidae","","sp.","Colombia","Guajira","Neogene","Miocene","Burdigalian",16.2,16.07,"Castilletes"
"6756",190535,"","E. Vlachos","Toxodontidae","no","no","","cf.","Adinotherium","","NA","","","","","Venezuela","Portugesa","Neogene","Miocene","Burdigalian",20.43,15.97,"Rio Yuka"
"6757",190942,"","M. Uhen","","","","","n. gen.","Urkudelphis","n. sp.","chawpipacha","","","","","Ecuador","Santa Elena","Paleogene","Oligocene","Chattian",28.4,23.03,"Dos Bocas"
"6758",191113,"","E. Vlachos","Mylodontidae","","no","","","Lestodon","","NA","","","","","Paraguay","","Quaternary","Pleistocene","",2.588,0.012,""
"6759",191113,"","E. Vlachos","Mylodontidae","","no","","","Glossotherium","","NA","","","","","Paraguay","","Quaternary","Pleistocene","",2.588,0.012,""
"6760",191113,"","E. Vlachos","Mylodontidae","","no","","","Scelidodon","","NA","","","","","Paraguay","","Quaternary","Pleistocene","",2.588,0.012,""
"6761",191113,"","E. Vlachos","Mylodontidae","","no","","cf.","Lestodon","","NA","","","","","Paraguay","","Quaternary","Pleistocene","",2.588,0.012,""
"6762",191113,"","E. Vlachos","Mylodontidae","","no","","cf.","Scelidodon","","NA","","","","","Paraguay","","Quaternary","Pleistocene","",2.588,0.012,""
"6763",191113,"","E. Vlachos","Toxodontidae","no","no","","cf.","Toxodon","","NA","","","","","Paraguay","","Quaternary","Pleistocene","",2.588,0.012,""
"6764",191113,"","E. Vlachos","Mylodontidae","","no","","cf.","Mylodon","","NA","","","","","Paraguay","","Quaternary","Pleistocene","",2.588,0.012,""
"6765",191113,"","E. Vlachos","","","","","cf.","Paraceros","","fragilis","","","","","Paraguay","","Quaternary","Pleistocene","",2.588,0.012,""
"6766",191113,"","E. Vlachos","Glyptodontidae","yes","no","","","Panochthus","","NA","","","","","Paraguay","","Quaternary","Pleistocene","",2.588,0.012,""
"6767",191113,"","E. Vlachos","Glyptodontidae","yes","no","","","Glyptodon","","NA","","","","","Paraguay","","Quaternary","Pleistocene","",2.588,0.012,""
"6768",191127,"","E. Vlachos","Canidae","yes","no","","","Dusicyon","","NA","","","","","Argentina","Buenos Aires","Quaternary","","",0.126,0,""
"6769",191127,"","E. Vlachos","Tayassuidae","yes","yes","yes","","Tayassu","","pecari","","","","","Argentina","Buenos Aires","Quaternary","","",0.126,0,""
"6770",191127,"","E. Vlachos","Dasypodidae","yes","yes","","","Tolypeutes","","NA","","","","","Argentina","Buenos Aires","Quaternary","","",0.126,0,""
"6771",191127,"","E. Vlachos","Dasypodidae","yes","no","","","Eutatus","","NA","","","","","Argentina","Buenos Aires","Quaternary","","",0.126,0,""
"6772",191127,"","E. Vlachos","Dasypodidae","yes","yes","yes","","Chaetophractus","","villosus","","","","","Argentina","Buenos Aires","Quaternary","","",0.126,0,""
"6773",191127,"","E. Vlachos","Chinchillidae","yes","yes","yes","","Lagostomus","","maximus","","","","","Argentina","Buenos Aires","Quaternary","","",0.126,0,""
"6774",191127,"","E. Vlachos","Didelphidae","yes","yes","","","Lestodelphys","cf.","juga","","","","","Argentina","Buenos Aires","Quaternary","","",0.126,0,""
"6775",191127,"","E. Vlachos","Equidae","yes","no","","","Hippidion","","NA","","","","","Argentina","Buenos Aires","Quaternary","","",0.126,0,""
"6776",191127,"","E. Vlachos","Camelidae","yes","yes","yes","","Lama","","guanicoe","","","","","Argentina","Buenos Aires","Quaternary","","",0.126,0,""
"6777",191127,"","E. Vlachos","Pampatheriidae","no","no","","","Pampatherium","","NA","","","","","Argentina","Buenos Aires","Quaternary","","",0.126,0,""
"6778",191127,"","E. Vlachos","Glyptodontidae","yes","no","","","Neosclerocalyptus","","NA","","","","","Argentina","Buenos Aires","Quaternary","","",0.126,0,""
"6779",191127,"","E. Vlachos","Cervidae","yes","no","","","Morenelaphus","","NA","","","","","Argentina","Buenos Aires","Quaternary","","",0.126,0,""
"6780",191127,"","E. Vlachos","Glyptodontidae","yes","no","","","Panochthus","","NA","","","","","Argentina","Buenos Aires","Quaternary","","",0.126,0,""
"6781",191127,"","E. Vlachos","","","","","","Doedicurus","","clavicaudatus","","","","","Argentina","Buenos Aires","Quaternary","","",0.126,0,""
"6782",191127,"","E. Vlachos","Glyptodontidae","yes","no","no","","Glyptodon","","reticulatus","","","","","Argentina","Buenos Aires","Quaternary","","",0.126,0,""
"6783",191127,"","E. Vlachos","Megatheriidae","yes","no","","","Megatherium","","NA","","","","","Argentina","Buenos Aires","Quaternary","","",0.126,0,""
"6784",191127,"","E. Vlachos","Mylodontidae","","no","","","Lestodon","","NA","","","","","Argentina","Buenos Aires","Quaternary","","",0.126,0,""
"6785",191127,"","E. Vlachos","Toxodontidae","no","no","no","","Toxodon","","platensis","","","","","Argentina","Buenos Aires","Quaternary","","",0.126,0,""
"6786",191127,"","E. Vlachos","Macraucheniidae","","no","","","Macrauchenia","","NA","","","","","Argentina","Buenos Aires","Quaternary","","",0.126,0,""
"6787",191127,"","E. Vlachos","Ursidae","yes","","","","Arctotherium","","NA","","","","","Argentina","Buenos Aires","Quaternary","","",0.126,0,""
"6788",191127,"","E. Vlachos","Gomphotheriidae","","no","","","Notiomastodon","","NA","","Stegomastodon","","sp.","Argentina","Buenos Aires","Quaternary","","",0.126,0,""
"6789",191130,"","E. Vlachos","Dasypodidae","yes","no","","","Eutatus","","NA","","","","","Argentina","Cordoba","Quaternary","Pleistocene","",0.126,0.012,"Lagunilla del Plata"
"6790",191130,"","E. Vlachos","Dasypodidae","yes","yes","","","Tolypeutes","","NA","","","","","Argentina","Cordoba","Quaternary","Pleistocene","",0.126,0.012,"Lagunilla del Plata"
"6791",191130,"","E. Vlachos","Glyptodontidae","yes","no","","","Lomaphorus","","NA","","","","","Argentina","Cordoba","Quaternary","Pleistocene","",0.126,0.012,"Lagunilla del Plata"
"6792",191130,"","E. Vlachos","Glyptodontidae","yes","no","","","Neosclerocalyptus","","NA","","","","","Argentina","Cordoba","Quaternary","Pleistocene","",0.126,0.012,"Lagunilla del Plata"
"6793",191130,"","E. Vlachos","Glyptodontidae","yes","no","","","Glyptodon","","NA","","","","","Argentina","Cordoba","Quaternary","Pleistocene","",0.126,0.012,"Lagunilla del Plata"
"6794",191130,"","E. Vlachos","Megatheriidae","yes","no","","","Megatherium","","NA","","","","","Argentina","Cordoba","Quaternary","Pleistocene","",0.126,0.012,"Lagunilla del Plata"
"6795",191130,"","E. Vlachos","Camelidae","yes","no","","cf.","Palaeolama","","NA","","","","","Argentina","Cordoba","Quaternary","Pleistocene","",0.126,0.012,"Lagunilla del Plata"
"6796",191130,"","E. Vlachos","Equidae","yes","yes","","","Equus","","NA","","","","","Argentina","Cordoba","Quaternary","Pleistocene","",0.126,0.012,"Lagunilla del Plata"
"6797",191133,"","E. Vlachos","Thylacosmilidae","no","no","no","","Thylacosmilus","","atrox","","Achlysictis","","lelongi","Argentina","Cordoba","Neogene","Pliocene","",5.332,2.588,"Brochero"
"6798",191133,"","E. Vlachos","Hegetotheriidae","no","no","no","","Tremacyllus","","impressus","","","","","Argentina","Cordoba","Neogene","Pliocene","",5.332,2.588,"Brochero"
"6799",191153,"","E. Vlachos","Dasypodidae","yes","yes","yes","","Chaetophractus","","villosus","","","","","Argentina","Santiago del Estero","Quaternary","Pleistocene","",2.588,0.012,""
"6800",191153,"","E. Vlachos","Dasypodidae","yes","yes","","","Tolypeutes","","NA","","","","","Argentina","Santiago del Estero","Quaternary","Pleistocene","",2.588,0.012,""
"6801",191153,"","E. Vlachos","Dasypodidae","yes","no","","","Propraopus","","NA","","","","","Argentina","Santiago del Estero","Quaternary","Pleistocene","",2.588,0.012,""
"6802",191153,"","E. Vlachos","Tayassuidae","yes","yes","","","Tayassu","","NA","","","","","Argentina","Santiago del Estero","Quaternary","Pleistocene","",2.588,0.012,""
"6803",191153,"","E. Vlachos","Chinchillidae","yes","yes","yes","","Lagostomus","","maximus","","","","","Argentina","Santiago del Estero","Quaternary","Pleistocene","",2.588,0.012,""
"6804",191153,"","E. Vlachos","Dasypodidae","yes","no","","","Eutatus","","NA","","","","","Argentina","Santiago del Estero","Quaternary","Pleistocene","",2.588,0.012,""
"6805",191153,"","E. Vlachos","Pampatheriidae","no","no","","","Pampatherium","","NA","","","","","Argentina","Santiago del Estero","Quaternary","Pleistocene","",2.588,0.012,""
"6806",191153,"","E. Vlachos","Glyptodontidae","yes","no","","","Neosclerocalyptus","","NA","","","","","Argentina","Santiago del Estero","Quaternary","Pleistocene","",2.588,0.012,""
"6807",191153,"","E. Vlachos","Pampatheriidae","no","no","no","","Holmesina","","paulacoutoi","","","","","Argentina","Santiago del Estero","Quaternary","Pleistocene","",2.588,0.012,""
"6808",191153,"","E. Vlachos","Tayassuidae","yes","yes","","","Catagonus","","NA","","","","","Argentina","Santiago del Estero","Quaternary","Pleistocene","",2.588,0.012,""
"6809",191153,"","E. Vlachos","Equidae","yes","yes","","","Equus","","NA","","","","","Argentina","Santiago del Estero","Quaternary","Pleistocene","",2.588,0.012,""
"6810",191153,"","E. Vlachos","Felidae","yes","yes","yes","","Puma","","concolor","","","","","Argentina","Santiago del Estero","Quaternary","Pleistocene","",2.588,0.012,""
"6811",191153,"","E. Vlachos","Felidae","yes","no","no","","Smilodon","","populator","","","","","Argentina","Santiago del Estero","Quaternary","Pleistocene","",2.588,0.012,""
"6812",191153,"","E. Vlachos","Ursidae","yes","","","","Arctotherium","","NA","","","","","Argentina","Santiago del Estero","Quaternary","Pleistocene","",2.588,0.012,""
"6813",191153,"","E. Vlachos","Glyptodontidae","yes","no","no","","Panochthus","","tuberculatus","","","","","Argentina","Santiago del Estero","Quaternary","Pleistocene","",2.588,0.012,""
"6814",191153,"","E. Vlachos","","","","","","Doedicurus","","clavicaudatus","","","","","Argentina","Santiago del Estero","Quaternary","Pleistocene","",2.588,0.012,""
"6815",191153,"","E. Vlachos","Glyptodontidae","yes","no","no","","Glyptodon","","clavipes","","","","","Argentina","Santiago del Estero","Quaternary","Pleistocene","",2.588,0.012,""
"6816",191153,"","E. Vlachos","Megatheriidae","yes","no","no","","Megatherium","","americanum","","","","","Argentina","Santiago del Estero","Quaternary","Pleistocene","",2.588,0.012,""
"6817",191153,"","E. Vlachos","Gomphotheriidae","","no","","","Stegomastodon","","platensis","","","","","Argentina","Santiago del Estero","Quaternary","Pleistocene","",2.588,0.012,""
"6818",191153,"","E. Vlachos","Macraucheniidae","","no","","","Macrauchenia","","NA","","","","","Argentina","Santiago del Estero","Quaternary","Pleistocene","",2.588,0.012,""
"6819",191153,"","E. Vlachos","Toxodontidae","no","no","","","Toxodon","","NA","","","","","Argentina","Santiago del Estero","Quaternary","Pleistocene","",2.588,0.012,""
"6820",191217,"","M. Uhen","Ziphiidae","yes","no","no","","Messapicetus","","gregarius","","","","","Peru","","Neogene","Miocene","Tortonian",11.608,7.246,"Pisco"
"6821",191218,"","M. Uhen","Ziphiidae","yes","no","no","","Messapicetus","","gregarius","","","","","Peru","","Neogene","Miocene","Tortonian",11.608,7.246,"Pisco"
"6822",191760,"","E. Vlachos","Ctenomyidae","yes","no","","","Actenomys","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6823",191760,"","E. Vlachos","Hegetotheriidae","no","no","","","Paedotherium","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6824",191761,"","E. Vlachos","Ctenomyidae","yes","no","","","Actenomys","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6825",191763,"","E. Vlachos","Hegetotheriidae","no","no","","","Paedotherium","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6826",191764,"","E. Vlachos","Ctenomyidae","yes","no","","","Actenomys","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6827",191764,"","E. Vlachos","Dasypodidae","yes","no","no","","Doellotatus","cf.","chapadmalensis","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6828",191764,"","E. Vlachos","Hegetotheriidae","no","no","","","Paedotherium","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6829",191765,"","E. Vlachos","Ctenomyidae","yes","no","","","Actenomys","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6830",191765,"","E. Vlachos","","","no","","","Eumysops","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6831",191766,"","E. Vlachos","Ctenomyidae","yes","no","","","Actenomys","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6832",191766,"","E. Vlachos","Didelphidae","yes","yes","","","Didelphis","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6833",191766,"","E. Vlachos","","","","","","Hyperdidelphys","","inexpectata","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6834",191766,"","E. Vlachos","","","","","","Lagostomus","","incisus","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6835",191766,"","E. Vlachos","Typotheriidae","","no","","?","Pseudotypotherium","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6836",191767,"","E. Vlachos","Ctenomyidae","yes","no","","","Actenomys","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6837",191767,"","E. Vlachos","Hegetotheriidae","no","no","","","Paedotherium","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6838",191767,"","E. Vlachos","Octodontidae","yes","no","","","Pithanotomys","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6839",191768,"","E. Vlachos","Ctenomyidae","yes","no","","","Actenomys","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6840",191768,"","E. Vlachos","","","no","","","Eumysops","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6841",191768,"","E. Vlachos","","","","","","Hyperdidelphys","","parvula","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6842",191768,"","E. Vlachos","Hegetotheriidae","no","no","","","Paedotherium","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6843",191768,"","E. Vlachos","","","","","","Ringueletia","cf.","simpsoni","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6844",191769,"","E. Vlachos","Ctenomyidae","yes","no","","","Actenomys","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6845",191769,"","E. Vlachos","Argyrolagidae","no","no","","","Argyrolagus","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6846",191769,"","E. Vlachos","Procyonidae","yes","no","","","Cyonasua","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6847",191769,"","E. Vlachos","Dasypodidae","yes","no","","","Doellotatus","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6848",191769,"","E. Vlachos","","","no","no","","Eumysops","","laeviplicatus","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6849",191769,"","E. Vlachos","","","","","","Hyperdidelphys","","inexpectata","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6850",191769,"","E. Vlachos","Hegetotheriidae","no","no","","","Paedotherium","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6851",191769,"","E. Vlachos","","","","","","Lagostomus","","incisus","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6852",191769,"","E. Vlachos","Macraucheniidae","","no","","","Promacrauchenia","cf.","chapadmalense","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6853",191770,"","E. Vlachos","Ctenomyidae","yes","no","","","Actenomys","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6854",191770,"","E. Vlachos","","","","","","Lagostomus","","incisus","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6855",191770,"","E. Vlachos","Hegetotheriidae","no","no","","","Paedotherium","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6856",191770,"","E. Vlachos","Octodontidae","yes","no","","","Pithanotomys","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6857",191771,"","E. Vlachos","Hegetotheriidae","no","no","","","Paedotherium","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6858",191771,"","E. Vlachos","Octodontidae","yes","no","","","Xenodontomys","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6859",191772,"","E. Vlachos","Ctenomyidae","yes","no","","","Actenomys","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Piacenzian",3.6,2.588,"Irene"
"6860",191773,"","E. Vlachos","Hegetotheriidae","no","no","","","Paedotherium","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Zanclean",5.332,3.6,"Irene"
"6861",191773,"","E. Vlachos","","","","","","Xenodontomys","","ellipticus","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Zanclean",5.332,3.6,"Irene"
"6862",191774,"","E. Vlachos","Chinchillidae","yes","yes","","","Lagostomus","","euplasius","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Zanclean",5.332,3.6,"Irene"
"6863",191774,"","E. Vlachos","Dasypodidae","yes","no","","","Macrochorobates","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Zanclean",5.332,3.6,"Irene"
"6864",191774,"","E. Vlachos","Hegetotheriidae","no","no","","","Paedotherium","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Zanclean",5.332,3.6,"Irene"
"6865",191774,"","E. Vlachos","Dasypodidae","yes","no","no","","Doellotatus","cf.","inornatus","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Zanclean",5.332,3.6,"Irene"
"6866",191775,"","E. Vlachos","Hegetotheriidae","no","no","no","","Paedotherium","","bonaerense","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Zanclean",5.332,3.6,"Irene"
"6867",191775,"","E. Vlachos","","","","","","Xenodontomys","","ellipticus","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Zanclean",5.332,3.6,"Irene"
"6868",191776,"","E. Vlachos","Dasypodidae","yes","no","no","","Doellotatus","cf.","inornatus","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Zanclean",5.332,3.6,"Irene"
"6869",191776,"","E. Vlachos","Dasypodidae","yes","no","","","Macrochorobates","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Zanclean",5.332,3.6,"Irene"
"6870",191776,"","E. Vlachos","Hegetotheriidae","no","no","no","","Paedotherium","","bonaerense","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Zanclean",5.332,3.6,"Irene"
"6871",191776,"","E. Vlachos","Caenolestidae","","","no","","Pliolestes","cf.","tripotamicus","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Zanclean",5.332,3.6,"Irene"
"6872",191776,"","E. Vlachos","Mylodontidae","","no","no","","Proscelidodon","cf.","patrius","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Zanclean",5.332,3.6,"Irene"
"6873",191776,"","E. Vlachos","Caviidae","yes","no","","","Orthomyctera","","NA","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Zanclean",5.332,3.6,"Irene"
"6874",191776,"","E. Vlachos","Hegetotheriidae","no","no","no","","Tremacyllus","","impressus","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Zanclean",5.332,3.6,"Irene"
"6875",191776,"","E. Vlachos","","","","","","Xenodontomys","","ellipticus","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Zanclean",5.332,3.6,"Irene"
"6876",191777,"","E. Vlachos","Chinchillidae","yes","yes","","","Lagostomus","","euplasius","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Zanclean",5.332,3.6,"Irene"
"6877",191777,"","E. Vlachos","Caenolestidae","","","no","","Pliolestes","","tripotamicus","","","","","Argentina","Buenos Aires","Neogene","Pliocene","Zanclean",5.332,3.6,"Irene"
"6878",191931,"","C. Jaramillo","","","","","","Potamarchus","n. sp.","adamiae","","","","","Brazil","Acre","Neogene","Miocene","",11.608,5.332,"Solimões"
"6879",191932,"","C. Jaramillo","","","","","","Potamarchus","cf.","adamiae","","","","","Brazil","Acre","Neogene","Miocene","",11.608,5.332,"Solimões"
"6880",191932,"","C. Jaramillo","Neoepiblemidae","","no","","","Neoepiblema","","NA","","","","","Brazil","Acre","Neogene","Miocene","",11.608,5.332,"Solimões"
"6881",191975,"","C. Jaramillo","","","","","","Paratoceras","n. sp.","coatesi","","","","","Panama","Panama","Neogene","Miocene","Burdigalian",20.43,15.97,"Cucaracha"
"6882",192000,"","M. Uhen","","","no","no","","Thalassocnus","","carolomartini","","","","","Chile","","Neogene","Pliocene","Piacenzian",3.6,2.588,"Horco?n"
"6883",192001,"","M. Uhen","","","no","no","","Thalassocnus","","carolomartini","","","","","Chile","","Neogene","Pliocene","Piacenzian",3.6,2.588,""
"6884",192091,"","C. Jaramillo","Dasypodidae","yes","no","no","","Propraopus","","sulcatus","","","","","Brazil","Tocantins","Quaternary","","",0.022,0.0038,""
"6885",192091,"","C. Jaramillo","Felidae","yes","yes","yes","","Panthera","","onca","","","","","Brazil","Tocantins","Quaternary","","",0.022,0.0038,""
"6886",192091,"","C. Jaramillo","Cervidae","yes","no","","","Morenelaphus","","NA","","","","","Brazil","Tocantins","Quaternary","","",0.022,0.0038,""
"6887",192091,"","C. Jaramillo","Dasypodidae","yes","yes","yes","","Euphractus","","sexcinctus","","","","","Brazil","Tocantins","Quaternary","","",0.022,0.0038,""
"6888",192091,"","C. Jaramillo","Dasypodidae","yes","yes","yes","","Dasypus","","novemcinctus","","Dasypus","","novemcinctus","Brazil","Tocantins","Quaternary","","",0.022,0.0038,""
"6889",192091,"","C. Jaramillo","","","no","no","","Pachyarmatherium","","brasiliense","","","","","Brazil","Tocantins","Quaternary","","",0.022,0.0038,""
"6890",192105,"","C. Jaramillo","","","","","","Paedotherium","n. sp.","kakai","","","","","Argentina","Salta","Neogene","Miocene","",8.8,8.8,"Palo Pintado"
"6891",192106,"","C. Jaramillo","Pampatheriidae","no","no","no","","Holmesina","","paulacoutoi","","","","","Argentina","Santiago del Estero","Quaternary","Pleistocene","",0.126,0.012,""
"6892",192106,"","C. Jaramillo","Glyptodontidae","yes","no","no","","Panochthus","","greslebini","","","","","Argentina","Santiago del Estero","Quaternary","Pleistocene","",0.126,0.012,""
"6893",192106,"","C. Jaramillo","Megatheriidae","yes","no","","","Megatherium","","NA","","","","","Argentina","Santiago del Estero","Quaternary","Pleistocene","",0.126,0.012,""
