order;family;genus;accepted_name;status;gen_lvl_status;cc;state;locality;formation;period;epoch;Sub_epoch;stage;min_ma;max_ma;collection_no;authorizer;primary_reference
;Protodidelphidae;Protodidelphis;Protodidelphis;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Late Paleocene-Early Eocene;Late Paleocene-Early Eocene;47.8;59.2;176059;J. Zijlstra;M. F. Tejedor, F. J. Goin, and J. N. Gelfo, G. LÛpez, M. Bond, A. A. Carlini, G. J. Scillato-YanÈ, M. O. Woodburne, L. Chornogubsky, E. AragÛn, M. A. Reguero, N. J. Czaplewski, S. Vincon, G. M. Martin, M. R. Ciancio. 2009. New Early Eocene mammalian fauna from western Patagonia, Argentina. American Museum Novitates 3638:1-43
;Protodidelphidae;Protodidelphis;Protodidelphis_mastodontoides;extinct;extinct;Brazil;Rio de Janeiro;Cabucu;;Paleogene;Eocene;Late Paleocene-Early Eocene;Late Paleocene-Early Eocene;47.8;59.2;118314;P. Mannion;E. V. Oliveira and F. J. Goin. 2011. A reassessment of bunodont metatherians from the Paleogene of Itaborai (Brazil): Systematics and the age of the Itaborian SALMA. Revista Brasileira de Paleontologia 14(2):105-136
;Protodidelphidae;Protodidelphis;Protodidelphis_vanzolinii;extinct;extinct;Brazil;Rio de Janeiro;Cabucu;;Paleogene;Eocene;Late Paleocene-Early Eocene;Late Paleocene-Early Eocene;47.8;59.2;118314;P. Mannion;C. d. Paula Couto. 1952. Fossil mammals from the beginning of the Cenozoic in Brazil. Marsupialia: Didelphidae. American Museum Novitates 1567:1-26
;Pucadelphydae;Andinodelphys;Andinodelphys_cochabambensis;extinct;extinct;Bolivia;Mizque;;;Paleogene;Paleocene;Danian;Danian;61.6;66;13501;P. Mannion;L. G. Marshall and C. de Muizon. 1988. The Dawn of the Age of Mammals in South America. National Geographic Research 4:23-55
;Pucadelphydae;Mayulestes;Mayulestes_ferox;extinct;extinct;Bolivia;Mizque;;;Paleogene;Paleocene;Danian;Danian;61.6;66;13501;P. Mannion;C. J. de Muizon. 1994. A new carnivorous marsupial from the Palaeocene of Bolivia and the problem of marsupial monophyly. Nature 370:208-211
;Pucadelphydae;Pucadelphys;Pucadelphys_andinus;extinct;extinct;Bolivia;Mizque;;;Paleogene;Paleocene;Danian;Danian;61.6;66;13501;P. Mannion;L. G. Marshall and C. de Muizon. 1988. The Dawn of the Age of Mammals in South America. National Geographic Research 4:23-55
;Stagodontidae;Eobrasilia;Eobrasilia_coutoi;extinct;extinct;Brazil;Rio de Janeiro;Cabucu;;Paleogene;Eocene;Early Eocene;Early Eocene;47.8;56;118314;C. Jaramillo;"C. Paula Couto. 1962. Didelfidos fosiles del Paleoceno de Brasil. Revista del Museo Argentino de Ciencias Naturales ""Bernardino Rivadavia"" 8:135-166"
;Sternbergiidae;Carolopaulacoutoia;Carolopaulacoutoia;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Late Paleocene-Early Eocene;Late Paleocene-Early Eocene;47.8;59.2;133040;P. Mannion;E. V. Oliveira and F. J. Goin. 2011. A reassessment of bunodont metatherians from the Paleogene of Itaborai (Brazil): Systematics and the age of the Itaborian SALMA. Revista Brasileira de Paleontologia 14(2):105-136
;Sternbergiidae;Carolopaulacoutoia;Carolopaulacoutoia_itaboraiensis;extinct;extinct;Brazil;Rio de Janeiro;Cabucu;;Paleogene;Eocene;Late Paleocene-Early Eocene;Late Paleocene-Early Eocene;47.8;59.2;118314;J. Zijlstra;E. V. Oliveira and F. J. Goin. 2015. A new species of Gaylordia Paula Couto (Mammalia, Metatheria) from ItaboraÌ, Brazil. Revista Brasileira de Paleontologia 18(1):97-108
;Sternbergiidae;Didelphopsis;Didelphopsis;extinct;extinct;Argentina;Chubut;;;Paleogene;Paleocene;Late Paleocene-Early Eocene;Late Paleocene-Early Eocene;47.8;59.2;95914;J. Zijlstra;A. M. Forasiepi and G. W. Rougier. 2009. Additional data on early Paleocene metatherians (Mammalia) from Punta Peligro (Salamanca Formation, Argentina): comments based on petrosal morphology. Journal of Zoological Systematics and Evolutionary Research 47(4):391-398
;Sternbergiidae;Didelphopsis;Didelphopsis;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Late Paleocene-Early Eocene;Late Paleocene-Early Eocene;47.8;59.2;133040;P. Mannion;E. V. Oliveira and F. J. Goin. 2011. A reassessment of bunodont metatherians from the Paleogene of Itaborai (Brazil): Systematics and the age of the Itaborian SALMA. Revista Brasileira de Paleontologia 14(2):105-136
;Sternbergiidae;Didelphopsis;Didelphopsis_cabrerai;extinct;extinct;Brazil;Rio de Janeiro;Cabucu;;Paleogene;Eocene;Late Paleocene-Early Eocene;Late Paleocene-Early Eocene;47.8;59.2;118314;P. Mannion;C. d. Paula Couto. 1952. Fossil mammals from the beginning of the Cenozoic in Brazil. Marsupialia: Didelphidae. American Museum Novitates 1567:1-26
;Sternbergiidae;Itaboraidelphys;Itaboraidelphys;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Ypresian;Ypresian;47.8;56;176059;J. Zijlstra;M. F. Tejedor, F. J. Goin, and J. N. Gelfo, G. LÛpez, M. Bond, A. A. Carlini, G. J. Scillato-YanÈ, M. O. Woodburne, L. Chornogubsky, E. AragÛn, M. A. Reguero, N. J. Czaplewski, S. Vincon, G. M. Martin, M. R. Ciancio. 2009. New Early Eocene mammalian fauna from western Patagonia, Argentina. American Museum Novitates 3638:1-43
;Sternbergiidae;Itaboraidelphys;Itaboraidelphys_camposi;extinct;extinct;Brazil;Rio de Janeiro;Cabucu;;Paleogene;Eocene;Early Eocene;Early Eocene;47.8;56;118314;J. Zijlstra;L. G. Marshall and C. de Muizon. 1984. Un nouveau Marsupial didelphidÈ (Itaboraidelphys camposi nov. gen., nov. sp.) du PalÈocËne moyen (ItaboraÔen) de Sao JosÈ de Itaborai (BrÈsil) l. Comptes Rendus de l'AcadÈmie des Sciences de Paris, series II 299(18):1297-1300
Artiodactyla;Camelidae;Eulamaops;Eulamaops;extinct;extinct;Argentina;Buenos Aires;;;Quaternary;Pleistocene;Pleistocene;Lujanian;0.0117;2.58;71303;J. Alroy;E. P. Tonni, J. L. Prado, and AN Menegaz, MC Salemme. 1985. La Unidad Mamifero (Fauna) Lujanense. Proyeccion de la Estratigrafia Mamaliana al Cuaternario de la Region Pampeana. Ameghiniana 22(3-4):255-261
Artiodactyla;Camelidae;Hemiauchenia;Hemiauchenia;extinct;extinct;Argentina;Buenos Aires;;;Quaternary;Pleistocene;Pleistocene;Pleistocene;0.0117;2.58;71316;J. Alroy;C. M. Deschamps and A. M. Borromei. 1992. La fauna de vertebrados pleistocÈnicos del Bajo San JosÈ (provincia de Buenos Aires, Argentina). Aspectos paleoambientales. Ameghiniana 29(2):177-183
Artiodactyla;Camelidae;Hemiauchenia;Hemiauchenia;extinct;extinct;Argentina;Buenos Aires;;;Quaternary;Pleistocene;Pleistocene;Ensenadan;0.0117;2.58;199170;P. Mannion;A. L. Cione and E. P. Tonni. 1996. Reassesment of the Pliocene-Pleistocene continental time scale of Southern South America. Correlation of the type Chapadmalalan with Bolivian sections. Journal of South American Earth Sciences 9(3/4):221-236
Artiodactyla;Camelidae;Hemiauchenia;Hemiauchenia;extinct;extinct;Argentina;Buenos Aires;;;Neogene;Pliocene;Early Pliocene;Chapadmalan;3.6;5.333;203907;P. Holroyd;G.nM. Gasparini, M. De los Reyes, and A. Francia, C. S. Scherer, D. G. PoirÈ. 2017. The oldest record of Hemiauchenia Gervais and Ameghino (Mammalia, Cetartiodactyla) in South America: Comments about its paleobiogeographic and stratigraphic implications. Geobios 50:141-153
Artiodactyla;Camelidae;Hemiauchenia;Hemiauchenia;extinct;extinct;Brazil;Ceara;;;Quaternary;Pleistocene;Pleistocene;Pleistocene;0.0117;2.58;71301;J. Alroy;C. D. Paula Couto. 1980. Fossil Pleistocene to Sub-Recent Mammals from Northeastern Brazil.  I - Edentata Megalonychidae. Anais da Academia Brasileira de Ciencas 52(1):143-151
Artiodactyla;Camelidae;Hemiauchenia;Hemiauchenia;extinct;extinct;Brazil;Ceara;;;Quaternary;Pleistocene;Pleistocene;Pleistocene;0.0117;2.58;71302;J. Alroy;C. D. Paula Couto. 1980. Fossil Pleistocene to Sub-Recent Mammals from Northeastern Brazil.  I - Edentata Megalonychidae. Anais da Academia Brasileira de Ciencas 52(1):143-151
Artiodactyla;Camelidae;Hemiauchenia;Hemiauchenia;extinct;extinct;Brazil;Paraiba;;;Quaternary;Pleistocene;Pleistocene;Pleistocene;0.0117;2.58;71298;J. Alroy;C. D. Paula Couto. 1980. Fossil Pleistocene to Sub-Recent Mammals from Northeastern Brazil.  I - Edentata Megalonychidae. Anais da Academia Brasileira de Ciencas 52(1):143-151
Artiodactyla;Camelidae;Hemiauchenia;Hemiauchenia;extinct;extinct;Uruguay;;;;Quaternary;Pleistocene;Pleistocene;Pleistocene;0.0117;2.58;211646;P. Mannion;M. Ubilla, D. Perea, and A. Rinderknecht, A. Corona. 2009. Pleistocene mammals from Uruguay: Biostratigraphic, biogeographic and environmental connotations. Quatern·rio do Rio Grande do Sul. Sociedade Brasileira de PaleontologÌa.
Artiodactyla;Camelidae;Hemiauchenia;Hemiauchenia;extinct;extinct;Uruguay;;;;Quaternary;Pleistocene;Pleistocene;Lujanian;0.0117;2.58;212684;P. Mannion;A. Manzuetti, D. Perea, and W. Jones, M. Ubilla, A. Rinderknecht. 2020. An extremely large saber-tooth cat skull from Uruguay (late Pleistoceneñearly\r\nHolocene, Dolores Formation): body size and paleobiological implications. Alcheringa
Artiodactyla;Camelidae;Hemiauchenia;Hemiauchenia;extinct;extinct;Uruguay;Montevideo;;;Quaternary;Pleistocene;Middle Pleistocene-Late Pleistocene;Middle Pleistocene-Late Pleistocene;0.0117;0.7774;120884;M. Uhen;H. Alvargenga, W. Jones, and A. Riderknecht. 2010. The youngest record of phorusrhacid birds (Aves, Phorusrhacidae) from the late Pleistocene of Uruguay. Neues Jahrbuch f¸r Geologie und Pal‰ontologie - Abhandlungen 256(2):229-234
Artiodactyla;Camelidae;Hemiauchenia;Hemiauchenia_paradoxa;extinct;extinct;Argentina;Buenos Aires;Luj·n;Lujan (Guerrero mb);Quaternary;Pleistocene;Pleistocene;Lujanian;0.0117;2.58;71303;J. Alroy;E. P. Tonni, J. L. Prado, and AN Menegaz, MC Salemme. 1985. La Unidad Mamifero (Fauna) Lujanense. Proyeccion de la Estratigrafia Mamaliana al Cuaternario de la Region Pampeana. Ameghiniana 22(3-4):255-261
Artiodactyla;Camelidae;Hemiauchenia;Hemiauchenia_paradoxa;extinct;extinct;Argentina;Cordoba;;;Quaternary;Pleistocene;Pleistocene;Ensenadan;0.0117;2.58;123831;M. Uhen;A. E. Zurita, G. M. Gasparini, and E. Soibelzon, M. A. Alcaraz, A. R. Mino-Boilini. 2007. Mamiferos Pleistocenos del Oeste de la Region Pampeana, Argentina. Revista Espanola de Paleontologia 22(1):77-87
Artiodactyla;Camelidae;Hemiauchenia;Hemiauchenia_paradoxa;extinct;extinct;Argentina;Entre RÌos;Ensenada Creek;Salto Ander Egg (SS1);Quaternary;Pleistocene;Pleistocene;Lujanian;0.0117;2.58;203955;P. Holroyd;B.S. Ferrero, J.I. Noriega, and E. Brunetto, NN OtaÒo. 2017. Vertebrate continental assemblage from the Last Interglacial in southern South America (Entre RÌos, Argentina). Biostratigraphy and paleoenvironment. Palaeogeography, Palaeoclimatology, Palaeoecology 466:89-99
Artiodactyla;Camelidae;Hemiauchenia;Hemiauchenia_paradoxa;extinct;extinct;Argentina;Entre RÌos;Barrenechea Creek;Salto Ander Egg (SS2);Quaternary;Pleistocene;Pleistocene;Lujanian;0.0117;2.58;203957;P. Holroyd;B.S. Ferrero, J.I. Noriega, and E. Brunetto, NN OtaÒo. 2017. Vertebrate continental assemblage from the Last Interglacial in southern South America (Entre RÌos, Argentina). Biostratigraphy and paleoenvironment. Palaeogeography, Palaeoclimatology, Palaeoecology 466:89-99
Artiodactyla;Camelidae;Hemiauchenia;Hemiauchenia_paradoxa;extinct;extinct;Argentina;Formosa;Villa Escolar;Fortin Tres Pozos;Quaternary;Pleistocene;Pleistocene;Lujanian;0.0117;2.58;114698;M. Uhen;A. E. Zurita, A. R. Mino-Boilini, and A. A. Carlini, M. Iriondo, M. A. Alcaraz. 2009. PaleontologÌa del Chaco Oriental. Una nueva localidad con mamÌferos fÛsiles pleistocenos en el rÌo Bermejo (Formosa, Argentina). Revista Mexicana de Ciencias GeolÛgicas 26(2):277-288
Artiodactyla;Camelidae;Hemiauchenia;Hemiauchenia_paradoxa;extinct;extinct;Argentina;Santiago del Estero;Las Termas;;Quaternary;Pleistocene;Pleistocene;Lujanian;0.0117;2.58;191153;P. Mannion;P. E. Ortiz, D. A. Garcia-Lopez, and M. C. Madozzo Jaen, G. I. Esteban. 2019. SÌntesis actualizada del registro paleontolÛgico pleistoceno en el Noroeste argentino. Mioceno al Pleistoceno del centro y norte de Argentina
Artiodactyla;Camelidae;Hemiauchenia;Hemiauchenia_paradoxa;extinct;extinct;Bolivia;Tarija;Tarija;;Quaternary;Pleistocene;Ensenadan -  Lujanian;Ensenadan -  Lujanian;0.781;1.06;142016;C. Jaramillo;M. Boule and A. Thevenin. 1920. MammifÈres fossiles de Tarija.. Imprimerie nationale.
Artiodactyla;Camelidae;Hemiauchenia;Hemiauchenia_paradoxa;extinct;extinct;Brazil;Rio Grande do Sul;Arroio ChuÌ;Santa VitÛria (Barreira III);Quaternary;Pleistocene;Pleistocene;Pleistocene;0.0117;2.58;147598;P. Holroyd;….V. Oliveira, F.J. Prevosti, and JC Pereira. 2005. Protocyon troglodytes (Lund) (Mammalia, Carnivora) in the Late Pleistocene of Rio Grande do Sul and their paleoecological significance. Revista Brasileira de Paleontologia 8(3):215-220
Artiodactyla;Camelidae;Hemiauchenia;Hemiauchenia_paradoxa;extinct;extinct;Brazil;Rio Grande do Sul;Hermenegildo Beach;Barreira III;Quaternary;Pleistocene;Pleistocene;Pleistocene;0.0117;2.58;148419;C. Jaramillo;C. S. Scherer, J. Ferigolo, and A. M. Ribeiro. 2007. Contribution to the knowledge of Hemiauchenia paradoxa (Artiodactyla, Camelidae) from the Pleistocene of southern Brazil. Revista Brasileira de Paleontologia 10(1):35-52
Artiodactyla;Camelidae;Hemiauchenia;Hemiauchenia_paradoxa;extinct;extinct;Brazil;Rio Grande do Sul;Sanga da Cruz creek;;Quaternary;Pleistocene;Pleistocene;Pleistocene;0.0117;2.58;149093;C. Jaramillo;C. S. Scherer, J. Ferigolo, and A. M. Ribeiro. 2007. Contribution to the knowledge of Hemiauchenia paradoxa (Artiodactyla, Camelidae) from the Pleistocene of southern Brazil. Revista Brasileira de Paleontologia 10(1):35-52
Artiodactyla;Camelidae;Hemiauchenia;Hemiauchenia_paradoxa;extinct;extinct;Brazil;Rio Grande do Sul;Touro Passo creek;Touro Passo;Quaternary;Pleistocene;Pleistocene;Pleistocene;0.0117;2.58;149143;C. Jaramillo;C. S. Scherer, J. Ferigolo, and A. M. Ribeiro. 2007. Contribution to the knowledge of Hemiauchenia paradoxa (Artiodactyla, Camelidae) from the Pleistocene of southern Brazil. Revista Brasileira de Paleontologia 10(1):35-52
Artiodactyla;Camelidae;Hemiauchenia;Hemiauchenia_paradoxa;extinct;extinct;Chile;;;;Quaternary;Pleistocene;Pleistocene;Pleistocene;0.0117;2.58;190058;M. Uhen;M. Pino, M. Hoffmeister, and X. N. Harris, R. Labarca. 2013. The late Pleistocene Pilauco site, Osorno, south-central Chile. Quatenary International  229:3-12
Artiodactyla;Camelidae;Hemiauchenia;Hemiauchenia_paradoxa;extinct;extinct;Uruguay;;;;Quaternary;Pleistocene;Pleistocene;Lujanian;0.0117;2.58;71274;P. Mannion;M. Ubilla, D. Perea, and A. Rinderknecht, A. Corona. 2009. Pleistocene mammals from Uruguay: Biostratigraphic, biogeographic and environmental connotations. Quatern·rio do Rio Grande do Sul. Sociedade Brasileira de PaleontologÌa.
Artiodactyla;Camelidae;Hemiauchenia;Hemiauchenia_paradoxa;extinct;extinct;Uruguay;;;;Quaternary;Pleistocene;Pleistocene;Lujanian;0.0117;2.58;71325;P. Mannion;M. Ubilla, D. Perea, and A. Rinderknecht, A. Corona. 2009. Pleistocene mammals from Uruguay: Biostratigraphic, biogeographic and environmental connotations. Quatern·rio do Rio Grande do Sul. Sociedade Brasileira de PaleontologÌa.
Artiodactyla;Camelidae;Hemiauchenia;Hemiauchenia_paradoxa;extinct;extinct;Uruguay;Salto;Paso MuÒoz Bridge;Sopas;Quaternary;Pleistocene;Pleistocene;Lujanian;0.0117;2.58;140159;P. Mannion;M. Ubilla, D. Perea, and A. Rinderknecht, A. Corona. 2009. Pleistocene mammals from Uruguay: Biostratigraphic, biogeographic and environmental connotations. Quatern·rio do Rio Grande do Sul. Sociedade Brasileira de PaleontologÌa.
Artiodactyla;Camelidae;Lama;Lama;;extant;Argentina;Buenos Aires;;;Quaternary;Pleistocene;Pleistocene;Pleistocene;0.0117;2.58;61305;D. Croft;C. M. Deschamps. 2005. Late Cenozoic mammal bio-chronostratigraphy in southwestern Buenos Aires Province, Argentina. Ameghiniana 42(4):733-750
Artiodactyla;Camelidae;Lama;Lama;;extant;Argentina;Buenos Aires;;;Quaternary;Pleistocene;Pleistocene;Pleistocene;0.0117;2.58;63335;D. Croft;C. M. Deschamps. 2005. Late Cenozoic mammal bio-chronostratigraphy in southwestern Buenos Aires Province, Argentina. Ameghiniana 42(4):733-750
Artiodactyla;Camelidae;Lama;Lama;;extant;Argentina;Buenos Aires;;;Quaternary;Pleistocene;Pleistocene;Lujanian;0.0117;2.58;71279;J. Alroy;M.S. Bargo, A.N. Menegaz, and JL Prado, MC Salemme, CP Tambussi, EP Tonni. 1986. Mamiferos y Biostratigrafia. Una Nueva Fauna Loval de la Unidad Mamifero Lujanense (Pleistoceno Tardio) de la Provincia de Buenos Aires. Ameghiniana 23(3-4):229-232
Artiodactyla;Camelidae;Lama;Lama;;extant;Argentina;Buenos Aires;Necochea County;;Quaternary;Pleistocene;Pleistocene;Lujanian;0.0117;2.58;71286;J. Alroy;J.L. Prado, A.N. Menegaz, and EP Tonni, MC Salemme. 1987. Los Mamiferos de la Fauna Local Paso Otero (Pleistoceno Tardio), Provincia de Buenos Aires. Aspectos Paleoambientales y Biostratigraficos. Ameghiniana 24(3-4):217-233
Artiodactyla;Camelidae;Lama;Lama;;extant;Argentina;Buenos Aires;Necochea;;Quaternary;Pleistocene;Pleistocene;Lujanian;0.0117;2.58;71287;J. Alroy;J.L. Prado, A.N. Menegaz, and EP Tonni, MC Salemme. 1987. Los Mamiferos de la Fauna Local Paso Otero (Pleistoceno Tardio), Provincia de Buenos Aires. Aspectos Paleoambientales y Biostratigraficos. Ameghiniana 24(3-4):217-233
Artiodactyla;Camelidae;Lama;Lama;;extant;Argentina;Buenos Aires;;;Quaternary;Pleistocene;Pleistocene;Pleistocene;0.0117;2.58;71304;J. Alroy;O. A. Reig. 1957. Un Mustelido del Genero Galictis del Eocuartario de la Provincia de Buenos Aires. Ameghiniana 1(1-2):33-47
Artiodactyla;Camelidae;Lama;Lama;extinct;extant;Argentina;Buenos Aires;;;Neogene;Pliocene;Late Pliocene;Late Pliocene;2.58;3.6;199155;P. Mannion;A. L. Cione and E. P. Tonni. 1996. Reassesment of the Pliocene-Pleistocene continental time scale of Southern South America. Correlation of the type Chapadmalalan with Bolivian sections. Journal of South American Earth Sciences 9(3/4):221-236
Artiodactyla;Camelidae;Lama;Lama;extinct;extant;Argentina;Buenos Aires;;;Neogene;Pliocene;Early Pliocene;Chapadmalan;3.6;5.333;202340;P. Mannion;M. de los Reyes, D. PoirÈ, and L. Soibelzon, A. E. Zurita, M. J. Arrouy. 2013. First evidence of scavenging of a Glyptodont (Mammalia, Glyptodontidae) from the Pliocene of the Pampean region (Argentina): taphonomic and paleoecological remarks. Palaeontologia Electronica 16(2):1-13
Artiodactyla;Camelidae;Lama;Lama;;extant;Argentina;Jujuy;;;Quaternary;Holocene;Holocene;Holocene;0;0.0117;71272;J. Alroy;J. Fernandez, V. Markgraf, and H. O. Panarello, M. Albero, F. E. Angiolini, S. Valencio, M. Arriaga. 1991. Late Pleistocene/early Holocene environments and climates, fauna, and human occupation in the argentine altiplano. Geoarchaeology 6(3):251-272
Artiodactyla;Camelidae;Lama;Lama;;extant;Argentina;Jujuy;;;Quaternary;Holocene;Holocene;Holocene;0;0.0117;71273;J. Alroy;J. Fernandez, V. Markgraf, and H. O. Panarello, M. Albero, F. E. Angiolini, S. Valencio, M. Arriaga. 1991. Late Pleistocene/early Holocene environments and climates, fauna, and human occupation in the argentine altiplano. Geoarchaeology 6(3):251-272
Artiodactyla;Camelidae;Lama;Lama;;extant;Argentina;La Pampa;;;Quaternary;Holocene;Holocene;Holocene;0;0.0117;212470;P. Mannion;C. I. Montalvo, F. J. Fern·ndez, and M. S. Bargo, R. L. Tomassini, A. Mehl. 2017. First record of a Late Holocene fauna associated with an ephemeral fluvial sequence in La Pampa Province, Argentina. Taphonomy and paleoenvironment. Journal of South American Earth Sciences 76:225-237
Artiodactyla;Camelidae;Lama;Lama;;extant;Argentina;Santiago del Estero;Robles;;Quaternary;Holocene;Holocene;Holocene;0;0.0117;187627;E. Vlachos;L. M. del Papa and L. J. M. de Sanctis. 2015. No se les escapo? la tortuga. Uso antro?pico de Chelonoidis chilensis en un sitio de la regio?n chaco-santiaguen?a (provincia de Santiago del Estero). Arqueologi?a 21(1):115-135
Artiodactyla;Camelidae;Lama;Lama;;extant;Bolivia;Cochabamba;;;Quaternary;Pleistocene;Pleistocene;Pleistocene;0.0117;2.58;71590;D. Croft;L. G. Marshall and T. Sempere. 1991. The Eocene to Pleistocene vertebrates of Bolivia and their stratigraphic context: a review.  In R. Su·rez-Soruco (ed.), FÛsiles y Facies de Bolivia - Vol. 1 Vertebrados (Revista TÈnica de YPFB) 12(3-4):631-652
Artiodactyla;Camelidae;Lama;Lama;;extant;Bolivia;Tarija;;;Quaternary;Pleistocene;Pleistocene;Pleistocene;0.0117;2.58;70673;D. Croft;L. G. Marshall and T. Sempere. 1991. The Eocene to Pleistocene vertebrates of Bolivia and their stratigraphic context: a review.  In R. Su·rez-Soruco (ed.), FÛsiles y Facies de Bolivia - Vol. 1 Vertebrados (Revista TÈnica de YPFB) 12(3-4):631-652
Artiodactyla;Camelidae;Lama;Lama;;extant;Bolivia;Tarija;;;Quaternary;Pleistocene;Pleistocene;Pleistocene;0.0117;2.58;70673;D. Croft;L. G. Marshall and T. Sempere. 1991. The Eocene to Pleistocene vertebrates of Bolivia and their stratigraphic context: a review.  In R. Su·rez-Soruco (ed.), FÛsiles y Facies de Bolivia - Vol. 1 Vertebrados (Revista TÈnica de YPFB) 12(3-4):631-652
Artiodactyla;Camelidae;Lama;Lama;;extant;Bolivia;Tarija;;;Quaternary;Pleistocene;Pleistocene;Pleistocene;0.0117;2.58;142158;C. Jaramillo;M. Coltorti, L. Abbazzi, and M. P. Ferretti, P. Iacumin, F. Paredes-Rios, M. Pellegrini, P. Pieruccini, M. Rustioni, G. Tito, L. Rook. 2007. Last glacial mammals in South America: a new scenario from the Tarija basin (Bolivia). Naturwissenschaften 94:288-299
Artiodactyla;Camelidae;Lama;Lama;;extant;Bolivia;Tarija;;;Quaternary;Pleistocene;Pleistocene;Pleistocene;0.0117;2.58;142160;C. Jaramillo;M. Coltorti, L. Abbazzi, and M. P. Ferretti, P. Iacumin, F. Paredes-Rios, M. Pellegrini, P. Pieruccini, M. Rustioni, G. Tito, L. Rook. 2007. Last glacial mammals in South America: a new scenario from the Tarija basin (Bolivia). Naturwissenschaften 94:288-299
