Sample label	Depth sed [m]	Depth comp r [rmcd]	Tuned time [Ma]	Foram benth δ13C [‰ PDB]	Foram benth δ18O [‰ PDB]	Foram benth	Reference	Method comm	Comment
208-1263B-5H-6,46-48	91.800	105.550	35.605154	1.2880	1.3500	CPRAE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,46-48	91.800	105.550	35.605154	0.6220	1.6570	OUMB	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,50-52	91.840	105.590	35.614077	1.2820	1.4350	CPRAE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,50-52	91.840	105.590	35.614077	0.5650	1.7550	OUMB	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,54-56	91.880	105.630	35.623000	1.2420	1.3310	CPRAE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,54-56	91.880	105.630	35.623000	0.1600	1.5100	OUMB	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,58-60	91.920	105.670	35.631923	1.1930	1.2810	CPRAE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,58-60	91.920	105.670	35.631923	0.4550	1.6900	OUMB	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,63-65	91.970	105.720	35.643077	1.2020	1.2980	CPRAE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,63-65	91.970	105.720	35.643077	0.4140	1.6030	OUMB	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,66-68	92.000	105.750	35.649769	1.3080	1.3670	CPRAE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,70-72	92.040	105.790	35.658692	1.1840	1.3930	CPRAE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,70-72	92.040	105.790	35.658692	0.4500	1.7020	OUMB	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,74-76	92.080	105.830	35.667615	1.1610	1.2530	CPRAE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,78-80	92.120	105.870	35.676538	1.1620	1.2610	CPRAE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,78-80	92.120	105.870	35.676538	0.5460	1.5050	OUMB	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,82-84	92.160	105.910	35.685462	1.1350	1.3000	CPRAE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,82-84	92.160	105.910	35.685462	0.4970	1.6790	OUMB	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,87-89	92.210	105.960	35.696615	1.1370	1.5840	CPRAE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,87-89	92.210	105.960	35.696615	0.2440	1.7460	OUMB	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,90-92	92.240	105.990	35.703308	1.1840	1.3130	CPRAE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,90-92	92.240	105.990	35.703308	0.4380	1.7180	OUMB	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,94-96	92.280	106.030	35.712231	1.0970	1.1440	CPRAE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,94-96	92.280	106.030	35.712231	0.3070	1.3930	OUMB	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,98-100	92.320	106.070	35.721154	0.7220	1.6210	OUMB	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,102-104	92.360	106.110	35.730077	0.7820	1.5170	OUMB	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,106-108	92.400	106.150	35.739000	0.4410	1.7670	OUMB	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,111-112	92.445	106.195	35.749038	0.4690	1.7090	OUMB	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,114-116	92.480	106.230	35.756846	0.4420	1.6870	OUMB	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-6,118-120	92.520	106.270	35.765769	0.6500	1.6070	OUMB	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-7,2-4	92.560	106.310	35.774692	0.2130	1.7380	OUMB	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-7,6-8	92.600	106.350	35.783615	0.5130	1.7520	OUMB	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-7,10-12	92.640	106.390	35.792538	1.1190	0.9550	CPRAE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-7,10-12	92.640	106.390	35.792538	0.4260	1.7470	OUMB	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-7,14-16	92.680	106.430	35.801462	0.1860	1.4320	OUMB	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-5H-7,18-20	92.720	106.470	35.810385	0.4750	1.7730	OUMB	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-3,128-130	94.290	106.510	35.819308	1.1850	1.2280	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-3,128-130	94.290	106.510	35.819308	0.5000	1.6610	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-3,132-134	94.330	106.550	35.828231	0.1930	1.7270	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-3,136-138	94.370	106.590	35.837154	0.2560	1.6980	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-3,140-142	94.410	106.630	35.846077	0.4420	1.7720	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-3,144-146	94.450	106.670	35.855000	0.6210	1.6050	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,2-4	94.530	106.750	35.873085	1.1290	1.2610	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,2-4	94.530	106.750	35.873085	0.3060	1.6030	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,6-8	94.570	106.790	35.882128	0.4360	1.6590	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,10-12	94.610	106.830	35.891170	0.2040	1.6240	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,14-16	94.650	106.870	35.900213	1.1300	1.2690	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,14-16	94.650	106.870	35.900213	0.3440	1.4210	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,18-20	94.690	106.910	35.909255	1.1670	1.3640	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,18-20	94.690	106.910	35.909255	0.4350	1.6870	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,22-24	94.730	106.950	35.918298	1.0790	1.1390	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,22-24	94.730	106.950	35.918298	0.3920	1.5330	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,26-28	94.770	106.990	35.927340	1.1820	1.3080	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,26-28	94.770	106.990	35.927340	0.3430	1.6540	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,30-32	94.810	107.030	35.936383	0.3330	1.5610	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,34-36	94.850	107.070	35.945426	0.6620	1.5280	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,38-40	94.890	107.110	35.954468	1.1260	1.2820	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,42-44	94.930	107.150	35.963511	1.3020	1.4910	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,42-44	94.930	107.150	35.963511	0.4010	1.8400	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,50-52	95.010	107.230	35.981596	0.5430	1.7090	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,54-56	95.050	107.270	35.990638	0.1990	1.8180	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,58-60	95.090	107.310	35.999681	0.3310	1.6050	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,62-64	95.130	107.350	36.008723	0.1660	1.6730	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,66-68	95.170	107.390	36.017766	1.3160	1.5590	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,66-68	95.170	107.390	36.017766	0.3950	1.8210	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,70-72	95.210	107.430	36.026809	0.3470	1.8500	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,74-76	95.250	107.470	36.035851	1.2010	1.4670	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,74-76	95.250	107.470	36.035851	0.3460	1.5880	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,78-80	95.290	107.510	36.044894	0.3140	1.7410	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,82-84	95.330	107.550	36.053936	0.2880	1.7530	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,86-88	95.370	107.590	36.062979	0.2340	1.5620	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,90-92	95.410	107.630	36.072021	0.0930	1.3110	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,94-96	95.450	107.670	36.081064	1.1400	1.2970	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,94-96	95.450	107.670	36.081064	0.3650	1.6800	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,98-100	95.490	107.710	36.090106	1.2300	1.4300	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,98-100	95.490	107.710	36.090106	0.2140	1.5980	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,102-104	95.530	107.750	36.099149	0.4430	1.6680	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,106-108	95.570	107.790	36.108191	1.2090	1.1970	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,106-108	95.570	107.790	36.108191	0.4440	1.7140	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,114-116	95.650	107.870	36.126277	0.6240	1.7130	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,118-120	95.690	107.910	36.135319	0.3480	1.6100	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,122-124	95.730	107.950	36.144362	0.4570	1.4340	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,126-128	95.770	107.990	36.153404	1.0860	1.2200	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,126-128	95.770	107.990	36.153404	0.5450	1.5000	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,130-132	95.810	108.030	36.162447	0.4640	1.5110	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,134-136	95.850	108.070	36.171489	0.4820	1.4230	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,138-140	95.890	108.110	36.180532	1.2850	1.3040	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,138-140	95.890	108.110	36.180532	0.6370	1.5830	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,142-144	95.930	108.150	36.189574	1.1640	1.2340	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,142-144	95.930	108.150	36.189574	0.3050	1.2980	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,146-148	95.970	108.190	36.198617	1.4210	1.4210	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,146-148	95.970	108.190	36.198617	0.4800	1.6020	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-4,149-150	95.995	108.215	36.204269	0.3850	1.0250	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,4-6	96.050	108.270	36.216702	1.4000	1.3630	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,4-6	96.050	108.270	36.216702	0.4390	1.4870	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,8-10	96.090	108.310	36.225745	1.4150	1.3380	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,8-10	96.090	108.310	36.225745	0.5300	1.4860	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,12-14	96.130	108.350	36.234787	1.4100	1.3300	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,12-14	96.130	108.350	36.234787	0.3430	1.6020	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,16-18	96.170	108.390	36.243830	1.2650	1.1910	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,16-18	96.170	108.390	36.243830	0.5090	1.5840	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,20-22	96.210	108.430	36.252872	1.3360	1.1870	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,20-22	96.210	108.430	36.252872	0.6230	1.4340	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,24-26	96.250	108.470	36.261915	1.3990	1.3080	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,24-26	96.250	108.470	36.261915	0.7990	1.5340	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,28-30	96.290	108.510	36.270957	1.4030	1.2460	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,28-30	96.290	108.510	36.270957	0.4530	1.5920	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,32-34	96.330	108.550	36.280000	1.1720	1.2310	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,32-34	96.330	108.550	36.280000	0.3570	1.4050	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,36-38	96.370	108.590	36.287451	1.1990	1.2190	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,36-38	96.370	108.590	36.287451	0.4590	1.5270	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,40-42	96.410	108.630	36.294902	1.3990	1.3250	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,40-42	96.410	108.630	36.294902	0.5870	1.4820	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,44-46	96.450	108.670	36.302353	1.1660	1.0870	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,44-46	96.450	108.670	36.302353	0.7210	1.6130	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,48-50	96.490	108.710	36.309804	1.5160	1.3550	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,48-50	96.490	108.710	36.309804	0.6210	1.3380	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,52-54	96.530	108.750	36.317255	0.3930	1.4620	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,56-58	96.570	108.790	36.324706	1.4020	1.2390	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,56-58	96.570	108.790	36.324706	0.6030	1.5500	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,60-62	96.610	108.830	36.332157	1.4120	1.2130	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,60-62	96.610	108.830	36.332157	0.5650	1.3730	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,64-66	96.650	108.870	36.339608	1.4770	1.3760	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,64-66	96.650	108.870	36.339608	0.5940	1.5890	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,68-70	96.690	108.910	36.347059	1.2330	1.0750	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,68-70	96.690	108.910	36.347059	0.6030	1.5770	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,72-74	96.730	108.950	36.354510	1.4890	1.2750	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
