Sample label	Depth sed [m]	Depth comp r [rmcd]	Tuned time [Ma]	Foram benth δ13C [‰ PDB]	Foram benth δ18O [‰ PDB]	Foram benth	Reference	Method comm	Comment
208-1263C-3H-3,132-134	134.810	134.810	39.721119	1.2034	0.7963	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-3H-3,136-138	134.850	134.850	39.725449	1.1539	0.6432	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-3H-3,140-142	134.890	134.890	39.729776	1.1082	0.7337	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-3H-3,144-146	134.930	134.930	39.734103	1.1730	0.6248	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-3H-3,148-150	134.970	134.970	39.738433	1.1524	0.7138	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-3H-4,2-4	135.010	135.010	39.742760	1.2478	0.6244	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-3H-4,6-8	135.050	135.050	39.747090	1.2095	0.5852	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-3H-4,10-12	135.090	135.090	39.751418	1.2622	0.8644	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-3H-4,14-16	135.130	135.130	39.755746	1.2071	0.6819	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-3H-4,18-20	113.690	135.170	39.760075	1.5172	0.8842	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-3H-4,18-20	113.690	135.170	39.760075	0.7486	0.9530	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-3H-4,18-20	135.170	135.170	39.760075	1.2398	0.7466	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-3H-4,26-28	135.250	135.250	39.768731	1.2900	0.7660	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-3H-4,30-32	135.290	135.290	39.773059	1.2004	0.7053	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-3H-4,34-36	135.330	135.330	39.777388	1.2098	0.4670	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-3H-4,38-40	135.370	135.370	39.781716	1.1657	0.7055	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-3H-4,42-44	135.410	135.410	39.786045	1.1564	0.8274	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-3H-4,46-48	135.450	135.450	39.790373	1.1137	0.8616	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-1,141-143	135.490	135.490	39.794703	1.0720	0.8730	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-1,144-146	135.520	135.520	39.797948	1.1890	0.7440	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-1,148-150	135.560	135.560	39.802276	1.0918	0.7142	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-2,4-6	135.620	135.620	39.808769	1.0430	0.6770	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-2,11-12	135.685	135.685	39.815802	1.0130	0.7370	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-2,14-16	135.720	135.720	39.819590	1.0624	0.7832	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-2,19-21	135.770	135.770	39.825000	1.1187	0.7122	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-2,24-26	135.820	135.820	39.829055	1.0707	0.7483	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-2,29-31	135.870	135.870	39.833108	0.9980	0.7576	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-2,34-36	135.920	135.920	39.837162	0.9055	0.5158	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-2,39-41	135.970	135.970	39.841216	1.2227	0.7261	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-2,44-46	136.020	136.020	39.845270	0.9915	0.5699	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-2,50-51	136.075	136.075	39.849730	1.1636	0.6886	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-2,54-56	136.120	136.120	39.853378	1.1490	0.6670	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-2,58-59	136.155	136.155	39.856216	1.2002	0.6979	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-2,64-66	136.220	136.220	39.861486	1.2860	0.6590	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-2,69-71	136.270	136.270	39.865541	1.2607	0.7610	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-2,74-76	136.320	136.320	39.869595	1.2200	0.6080	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-2,79-81	136.370	136.370	39.873649	1.2570	0.6730	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-2,81-82	136.385	136.385	39.874864	1.3670	0.7250	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-2,84-86	136.420	136.420	39.877703	1.2570	0.7070	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-2,89-91	136.470	136.470	39.881757	1.2610	0.7390	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-2,94-96	136.520	136.520	39.885811	1.1630	0.5413	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-2,99-101	136.570	136.570	39.889866	1.2319	0.6246	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-2,104-106	136.620	136.620	39.893919	1.2452	0.6523	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-2,109-111	136.670	136.670	39.897973	1.2050	0.5120	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-2,114-116	136.720	136.720	39.902027	1.0080	0.4690	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-2,119-121	136.770	136.770	39.906081	1.1492	0.6570	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-2,124-126	136.820	136.820	39.910136	1.1720	0.7334	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-2,129-131	136.870	136.870	39.914189	1.1428	0.6322	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-2,134-136	136.920	136.920	39.918243	0.7660	0.2970	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-2,139-141	136.970	136.970	39.922297	0.9160	0.3490	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-2,144-146	137.020	137.020	39.926351	1.0650	0.4020	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-2,149-150	137.065	137.065	39.930000	1.1072	0.6987	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-3,0-2	137.080	137.080	39.931216	1.1240	0.7426	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-3,5-7	137.130	137.130	39.935268	1.2033	0.6271	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-3,10-12	137.180	137.180	39.939320	0.9540	0.3980	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-3,15-17	137.230	137.230	39.943373	1.1279	0.6632	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-3,20-22	137.280	137.280	39.947426	1.0603	0.5934	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-3,25-27	137.330	137.330	39.951478	1.2470	0.7020	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-3,30-32	137.380	137.380	39.955530	1.2950	0.8575	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-3,35-37	137.430	137.430	39.959582	1.2956	0.8033	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-3,40-42	137.480	137.480	39.963635	1.2490	0.5780	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-3,45-47	137.530	137.530	39.967688	1.3420	0.5410	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-3,50-52	137.580	137.580	39.971740	1.3870	0.6100	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-3,55-57	137.630	137.630	39.975793	1.4026	0.8530	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-3,60-62	137.680	137.680	39.979844	1.2920	0.5210	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-3,65-67	137.730	137.730	39.983897	1.3260	0.7975	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-3,70-72	137.780	137.780	39.987950	1.2793	0.7253	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-3,75-77	137.830	137.830	39.992002	1.3940	0.8208	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-3,80-82	137.880	137.880	39.996055	1.4402	0.8150	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-3,85-87	137.930	137.930	40.000106	1.4069	0.8225	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-3,90-92	137.980	137.980	40.004160	1.3097	0.7327	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-3,95-97	138.030	138.030	40.008212	1.2500	0.4550	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-3,100-102	138.080	138.080	40.012265	1.3139	0.7392	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-3,105-107	138.130	138.130	40.016317	1.3469	0.7807	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-3,110-112	138.180	138.180	40.020369	1.3957	0.8430	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-3,115-117	138.230	138.230	40.024422	1.3679	0.7944	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-3,120-122	138.280	138.280	40.028474	1.2953	0.8702	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-3,125-127	138.330	138.330	40.032527	1.3962	0.8253	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-3,130-132	138.380	138.380	40.036579	1.3950	0.6720	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-3,135-137	138.430	138.430	40.040631	1.3267	0.7950	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-3,140-142	138.480	138.480	40.044684	1.3420	0.5270	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-3,145-147	138.530	138.530	40.048737	1.2933	0.7438	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-4,4-6	138.620	138.620	40.056031	1.3422	0.6772	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-4,9-11	138.670	138.670	40.060083	1.3868	0.8182	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-4,14-16	138.720	138.720	40.064136	1.3320	0.7461	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-4,18-20	138.760	138.760	40.067377	1.2670	0.5370	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-4,24-26	138.820	138.820	40.072242	1.1700	0.4860	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-4,29-31	138.870	138.870	40.076293	1.1837	0.5167	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263B-8H-4,34-36	138.920	138.920	40.080346	1.1870	0.6040	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-4,39-41	138.970	138.970	40.084398	1.1240	0.1890	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-4,44-46	139.020	139.020	40.088451	0.9880	0.1850	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-4,49-51	139.070	139.070	40.092504	1.2590	0.3760	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-4,54-56	139.120	139.120	40.096555	1.3840	0.3190	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-4,59-61	139.170	139.175	40.101006	1.1080	0.2930	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-4,64-66	139.220	139.231	40.105556	1.1350	0.1340	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-4,69-71	139.270	139.287	40.110107	1.3070	0.3270	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-4,74-76	139.320	139.343	40.114657	1.2230	0.4840	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-4,79-81	139.370	139.399	40.119207	1.2250	0.4230	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-4,84-86	139.420	139.456	40.123756	1.3110	0.5070	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-4,89-91	139.470	139.512	40.128307	1.3150	0.5280	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-4,94-96	139.520	139.568	40.132857	1.2580	0.5140	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-4,99-101	139.570	139.624	40.137408	1.3150	0.5580	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-4,104-106	139.620	139.680	40.141957	1.2020	0.5830	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-4,109-111	139.670	139.736	40.146508	1.3350	0.5610	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-4,114-116	139.720	139.793	40.151078	1.2120	0.4780	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-4,119-120	139.765	139.844	40.155219	1.2170	0.3590	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-4,124-126	139.820	139.906	40.160278	1.1330	0.3040	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-4,129-131	139.870	139.963	40.164877	1.1680	0.4730	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-4,134-136	139.920	140.020	40.169478	1.1780	0.3450	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-4,138-140	139.960	140.065	40.173158	1.2220	0.3480	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-4,144-146	140.020	140.133	40.178677	1.0460	0.1990	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-4,149-150	140.065	140.184	40.182818	0.9220	0.3260	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-5,4-6	140.120	140.240	40.187329	1.1530	0.3730	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-5,9-11	140.170	140.290	40.191382	1.2760	0.3900	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-5,14-16	140.220	140.340	40.195435	1.2200	0.3630	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-5,19-21	140.270	140.390	40.199487	1.2050	0.5070	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-5,24-26	140.320	140.440	40.203540	1.1210	0.3860	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263A-14H-3,12-13	140.455	140.455	40.204756	1.2860	0.6400	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-5,29-31	140.370	140.490	40.207593	1.2330	0.4390	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-5,34-36	140.420	140.540	40.211646	1.2040	0.4890	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263A-14H-3,22-23	140.555	140.555	40.212860	1.2160	0.5140	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-5,38-40	140.460	140.580	40.214888	1.2830	0.4910	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-5,44-46	140.520	140.640	40.219751	0.8610	0.6330	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263A-14H-3,31-32	140.645	140.645	40.220155	1.1550	0.4630	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-8H-5,49-51	140.570	140.690	40.223804	1.1790	0.3480	NTRUE	MARUM Bremen this study	ThermoFisher Scientific 253plus with Kiel IV	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
