clade,species,ts,te,mid,bin,nb_occ
0,33,63.93,30.59,47.26,Ypresian,0
0,94,47.47,44.32,45.894999999999996,Ypresian,2
0,96,47.35,47.22,47.285,Ypresian,2
0,97,47.14,44.41,45.775,Ypresian,0
0,99,46.64,46.59,46.615,Ypresian,7
0,103,46.01,45.26,45.635,Ypresian,2
0,104,45.99,42.39,44.19,Ypresian,0
0,106,45.85,39.72,42.785,Ypresian,3
0,107,45.79,45.42,45.605000000000004,Ypresian,1
0,108,45.5,44.37,44.935,Ypresian,0
0,110,45.39,42.19,43.79,Ypresian,0
0,111,44.98,43.77,44.375,Ypresian,0
0,115,44.0,40.96,42.480000000000004,Ypresian,1
0,117,43.96,42.74,43.35,Ypresian,0
0,120,43.22,40.29,41.754999999999995,Ypresian,1
0,122,42.46,41.77,42.115,Ypresian,1
0,92,47.93,44.61,46.269999999999996,Ypresian,1
0,91,48.09,35.51,41.8,Ypresian,2
0,102,46.1,45.5,45.8,Ypresian,6
0,64,53.92,41.63,47.775000000000006,Ypresian,5
0,63,54.2,35.14,44.67,Ypresian,2
0,53,58.72,31.43,45.075,Ypresian,2
0,69,52.09,38.94,45.515,Ypresian,7
0,71,51.33,37.91,44.62,Ypresian,0
0,75,50.0,40.73,45.364999999999995,Ypresian,1
0,80,49.47,45.92,47.695,Ypresian,10
0,90,48.31,43.21,45.760000000000005,Ypresian,4
0,51,59.83,28.63,44.23,Ypresian,1
0,86,48.61,39.09,43.85,Ypresian,2
0,87,48.6,42.64,45.620000000000005,Ypresian,3
0,88,48.52,40.43,44.475,Ypresian,2
0,39,62.15,29.74,45.945,Ypresian,1
0,138,40.37,39.81,40.09,Lutetian,0
0,123,42.21,34.6,38.405,Lutetian,0
0,136,40.63,39.6,40.115,Lutetian,0
0,139,40.24,38.08,39.16,Lutetian,3
0,134,41.28,36.28,38.78,Lutetian,0
0,155,38.21,37.93,38.07,Lutetian,0
0,128,41.73,39.72,40.724999999999994,Lutetian,1
0,142,39.86,39.04,39.45,Lutetian,0
0,89,48.41,33.92,41.165,Lutetian,2
0,143,39.62,38.39,39.004999999999995,Lutetian,1
0,93,47.69,28.0,37.845,Lutetian,0
0,98,46.75,35.43,41.09,Lutetian,1
0,113,44.41,37.03,40.72,Lutetian,0
0,101,46.36,31.34,38.85,Lutetian,3
0,100,46.48,34.16,40.31999999999999,Lutetian,0
0,105,45.94,34.42,40.18,Lutetian,1
0,131,41.56,38.76,40.16,Lutetian,1
0,132,41.42,26.93,34.175,Bartonian,3
0,148,38.98,33.04,36.01,Bartonian,0
0,165,36.82,32.49,34.655,Bartonian,0
0,147,39.03,31.14,35.085,Bartonian,3
0,137,40.62,29.74,35.18,Bartonian,4
0,154,38.22,32.5,35.36,Bartonian,0
0,135,40.81,28.51,34.660000000000004,Bartonian,0
0,168,36.1,31.84,33.97,Bartonian,0
0,149,38.97,36.27,37.620000000000005,Bartonian,1
0,133,41.29,29.54,35.415,Bartonian,3
0,112,44.89,29.08,36.985,Bartonian,0
0,114,44.19,27.59,35.89,Bartonian,0
0,66,52.98,21.72,37.349999999999994,Bartonian,2
0,180,34.99,33.83,34.41,Bartonian,0
0,84,49.2,18.61,33.905,Bartonian,2
0,95,47.4,24.15,35.775,Bartonian,1
0,109,45.39,28.93,37.16,Bartonian,0
0,150,38.79,33.87,36.33,Bartonian,1
0,162,37.27,35.71,36.49,Bartonian,0
0,167,36.27,35.95,36.11,Bartonian,0
0,119,43.24,32.01,37.625,Bartonian,0
0,121,42.74,28.46,35.6,Bartonian,0
0,189,33.97,33.95,33.96,Bartonian,1
0,125,41.89,33.16,37.525,Bartonian,2
0,176,35.41,34.26,34.834999999999994,Bartonian,1
0,181,34.96,34.37,34.665,Bartonian,0
0,158,37.57,32.13,34.85,Bartonian,1
0,205,32.73,27.14,29.935,Priabonian,0
0,204,32.78,31.0,31.89,Priabonian,0
0,208,32.4,24.09,28.244999999999997,Priabonian,1
0,185,34.44,22.94,28.689999999999998,Priabonian,1
0,198,33.21,28.62,30.915,Priabonian,2
0,196,33.47,32.71,33.09,Priabonian,0
0,194,33.64,32.36,33.0,Priabonian,2
0,192,33.78,26.19,29.985,Priabonian,2
0,190,33.84,31.47,32.655,Priabonian,1
0,187,34.2,29.54,31.87,Priabonian,1
0,199,33.17,23.15,28.16,Priabonian,0
0,209,32.17,30.8,31.485,Priabonian,2
0,245,29.82,26.93,28.375,Priabonian,0
0,211,32.09,31.47,31.78,Priabonian,0
0,268,28.5,27.96,28.23,Priabonian,2
0,265,28.77,28.71,28.740000000000002,Priabonian,0
0,253,29.31,28.22,28.765,Priabonian,0
0,252,29.35,27.46,28.405,Priabonian,0
0,250,29.47,26.44,27.955,Priabonian,1
0,240,30.15,28.12,29.134999999999998,Priabonian,0
0,233,30.72,26.17,28.445,Priabonian,0
0,232,30.79,30.48,30.634999999999998,Priabonian,1
0,231,30.8,25.83,28.314999999999998,Priabonian,0
0,229,30.83,27.69,29.259999999999998,Priabonian,0
0,224,31.06,28.84,29.95,Priabonian,2
0,223,31.11,25.08,28.095,Priabonian,0
0,218,31.47,29.61,30.54,Priabonian,0
0,216,31.61,28.74,30.174999999999997,Priabonian,0
0,215,31.69,24.17,27.93,Priabonian,1
0,213,31.9,31.32,31.61,Priabonian,0
0,212,32.03,29.92,30.975,Priabonian,0
0,210,32.09,31.47,31.78,Priabonian,0
0,184,34.61,29.95,32.28,Priabonian,1
0,202,32.89,22.94,27.915,Priabonian,1
0,182,34.91,32.52,33.715,Priabonian,0
0,153,38.31,20.41,29.36,Priabonian,0
0,156,38.07,22.44,30.255000000000003,Priabonian,0
0,126,41.86,23.11,32.485,Priabonian,0
0,160,37.29,27.68,32.485,Priabonian,0
0,146,39.06,26.12,32.59,Priabonian,0
0,163,37.23,23.43,30.33,Priabonian,0
0,118,43.38,23.56,33.47,Priabonian,0
0,145,39.11,27.43,33.269999999999996,Priabonian,0
0,164,36.92,29.08,33.0,Priabonian,0
0,166,36.53,23.35,29.94,Priabonian,0
0,68,52.23,9.83,31.029999999999998,Priabonian,1
0,129,41.6,17.06,29.33,Priabonian,0
0,151,38.77,28.96,33.865,Priabonian,2
0,170,35.87,27.45,31.659999999999997,Priabonian,0
0,178,35.17,30.04,32.605000000000004,Priabonian,0
0,177,35.25,29.0,32.125,Priabonian,1
0,175,35.47,30.68,33.075,Priabonian,0
0,183,34.88,27.37,31.125,Priabonian,0
0,169,35.92,29.47,32.695,Priabonian,1
0,116,43.98,16.83,30.404999999999998,Priabonian,0
0,173,35.57,27.48,31.525,Priabonian,0
0,130,41.57,18.64,30.105,Priabonian,1
0,140,40.22,25.93,33.075,Priabonian,0
0,141,40.17,23.23,31.700000000000003,Priabonian,0
0,172,35.68,28.6,32.14,Priabonian,0
0,298,26.94,20.06,23.5,Rupelian,1
0,299,26.9,26.56,26.729999999999997,Rupelian,0
0,296,26.99,23.91,25.45,Rupelian,1
0,302,26.85,21.32,24.085,Rupelian,1
0,297,26.96,25.42,26.19,Rupelian,1
0,301,26.85,26.28,26.565,Rupelian,2
0,288,27.53,26.46,26.995,Rupelian,1
0,292,27.24,24.67,25.955,Rupelian,0
0,290,27.44,21.47,24.455,Rupelian,1
0,304,26.8,25.89,26.345,Rupelian,2
0,286,27.61,23.06,25.335,Rupelian,0
0,284,27.68,26.6,27.14,Rupelian,1
0,282,27.8,23.97,25.884999999999998,Rupelian,0
0,281,27.89,24.12,26.005000000000003,Rupelian,1
0,280,27.92,25.08,26.5,Rupelian,0
0,278,28.02,20.13,24.075,Rupelian,1
0,276,28.24,26.91,27.575,Rupelian,1
0,274,28.28,21.65,24.965,Rupelian,3
0,272,28.39,26.96,27.675,Rupelian,0
0,294,27.13,19.78,23.455,Rupelian,0
0,308,26.72,25.79,26.255,Rupelian,5
0,320,26.29,25.35,25.82,Rupelian,0
0,311,26.68,24.12,25.4,Rupelian,2
0,375,24.36,21.75,23.055,Rupelian,1
0,376,24.3,23.53,23.915,Rupelian,2
0,365,24.69,22.18,23.435000000000002,Rupelian,0
0,361,24.73,23.98,24.355,Rupelian,3
0,360,24.73,23.1,23.915,Rupelian,1
0,356,24.85,23.29,24.07,Rupelian,2
0,351,24.91,23.22,24.064999999999998,Rupelian,1
0,379,24.2,23.37,23.785,Rupelian,3
0,380,24.17,22.49,23.33,Rupelian,0
0,381,24.16,22.78,23.47,Rupelian,0
0,347,25.02,23.52,24.27,Rupelian,0
0,309,26.7,22.47,24.585,Rupelian,0
0,346,25.11,24.88,24.994999999999997,Rupelian,2
