clade	species	ts	te
0	1	100.0	74.88
0	2	97.65	92.72
0	3	95.84	87.59
0	4	93.24	79.32
0	5	88.6	84.34
0	6	85.43	71.97
0	7	85.24	85.15
0	8	75.12	63.37
0	9	72.88	52.94
0	10	72.82	24.06
0	11	72.58	71.94
0	12	71.4	55.16
0	13	70.46	69.49
0	14	69.1	50.75
0	15	67.31	66.37
0	16	67.21	66.45
0	17	65.79	63.5
0	18	65.28	55.97
0	19	64.18	39.15
0	20	64.09	62.83
0	21	63.06	56.75
0	22	63.0	57.9
0	23	61.48	39.75
0	24	61.44	47.59
0	25	61.14	56.1
0	26	59.8	54.51
0	27	59.65	40.74
0	28	58.86	58.41
0	29	57.61	43.21
0	30	56.68	55.76
0	31	56.66	43.14
0	32	55.88	43.14
0	33	55.71	47.43
0	34	54.96	39.23
0	35	54.48	48.62
0	36	54.09	51.44
0	37	54.02	52.12
0	38	53.85	40.89
0	39	53.64	47.25
0	40	53.59	51.79
0	41	53.3	38.97
0	42	53.11	52.58
0	43	52.93	41.15
0	44	52.74	47.93
0	45	52.12	21.17
0	46	51.57	38.58
0	47	50.91	29.71
0	48	50.75	30.98
0	49	50.68	35.57
0	50	50.39	49.29
0	51	50.13	23.33
0	52	49.98	46.49
0	53	49.89	48.62
0	54	49.78	35.64
0	55	49.54	44.56
0	56	49.24	47.41
0	57	49.07	36.71
0	58	49.07	46.65
0	59	49.03	33.02
0	60	48.91	46.32
0	61	48.87	25.21
0	62	48.1	32.18
0	63	48.06	46.03
0	64	48.02	28.74
0	65	47.75	46.59
0	66	47.71	38.14
0	67	47.65	41.35
0	68	47.45	36.83
0	69	47.44	43.77
0	70	47.02	46.55
0	71	46.82	42.87
0	72	46.77	26.45
0	73	46.75	45.18
0	74	46.07	35.44
0	75	45.38	41.8
0	76	45.37	24.37
0	77	45.35	40.42
0	78	44.99	39.67
0	79	44.84	40.54
0	80	44.68	38.54
0	81	44.61	40.99
0	82	44.56	31.05
