clade,species,ts,te,mid,bin,nb_occ
0,74,46.82,44.8,45.81,Ypresian,2
0,82,44.86,40.2,42.53,Ypresian,3
0,81,45.12,43.93,44.525,Ypresian,2
0,102,42.39,42.07,42.230000000000004,Ypresian,0
0,79,45.33,44.77,45.05,Ypresian,1
0,78,45.64,40.98,43.31,Ypresian,1
0,76,46.38,37.99,42.185,Ypresian,2
0,75,46.71,41.75,44.230000000000004,Ypresian,8
0,86,44.32,40.4,42.36,Ypresian,0
0,72,47.29,41.1,44.195,Ypresian,3
0,71,47.61,43.43,45.519999999999996,Ypresian,1
0,117,41.4,41.08,41.239999999999995,Ypresian,4
0,69,47.98,45.39,46.685,Ypresian,0
0,96,42.81,41.16,41.985,Ypresian,2
0,67,48.65,45.71,47.18,Ypresian,0
0,66,49.54,44.3,46.92,Ypresian,0
0,65,50.02,37.84,43.93000000000001,Ypresian,1
0,107,42.24,41.45,41.845,Ypresian,1
0,95,43.01,41.92,42.465,Ypresian,0
0,60,51.63,35.33,43.480000000000004,Ypresian,3
0,59,52.36,42.2,47.28,Ypresian,1
0,58,52.61,30.23,41.42,Ypresian,0
0,90,43.88,38.99,41.435,Ypresian,0
0,50,55.98,32.79,44.385,Ypresian,2
0,41,60.92,22.65,41.785,Ypresian,2
0,68,48.37,37.81,43.09,Ypresian,4
0,84,44.4,40.39,42.394999999999996,Ypresian,0
0,97,42.79,38.04,40.415,Lutetian,1
0,120,41.11,37.86,39.485,Lutetian,1
0,128,39.86,36.24,38.05,Lutetian,0
0,94,43.4,36.37,39.885,Lutetian,1
0,104,42.36,37.4,39.879999999999995,Lutetian,0
0,106,42.26,35.39,38.825,Lutetian,1
0,114,41.8,37.16,39.48,Lutetian,0
0,109,42.21,36.28,39.245000000000005,Lutetian,0
0,138,38.62,37.53,38.075,Lutetian,1
0,93,43.58,38.29,40.935,Lutetian,0
0,83,44.45,36.66,40.555,Lutetian,0
0,91,43.84,37.3,40.57,Lutetian,0
0,126,40.44,38.58,39.51,Lutetian,0
0,61,51.49,28.14,39.815,Lutetian,2
0,63,50.25,30.11,40.18,Lutetian,0
0,125,40.58,35.03,37.805,Lutetian,2
0,73,46.92,34.8,40.86,Lutetian,1
0,132,39.32,38.36,38.84,Lutetian,1
0,127,40.3,35.76,38.03,Lutetian,3
0,123,40.76,38.69,39.724999999999994,Lutetian,0
0,121,41.0,34.82,37.91,Lutetian,1
0,88,44.18,33.76,38.97,Lutetian,5
0,89,44.01,34.32,39.165,Lutetian,2
0,110,42.1,35.83,38.965,Lutetian,0
0,113,41.81,38.17,39.99,Lutetian,1
0,137,38.66,35.27,36.965,Bartonian,4
0,134,39.06,32.54,35.8,Bartonian,2
0,139,38.56,33.98,36.269999999999996,Bartonian,0
0,133,39.2,31.04,35.120000000000005,Bartonian,2
0,40,60.98,6.88,33.93,Bartonian,1
0,141,38.29,34.38,36.335,Bartonian,0
0,142,38.2,35.57,36.885000000000005,Bartonian,3
0,144,37.8,37.34,37.57,Bartonian,4
0,145,37.77,37.16,37.465,Bartonian,5
0,146,37.63,33.69,35.66,Bartonian,0
0,147,37.4,30.46,33.93,Bartonian,3
0,149,37.24,33.54,35.39,Bartonian,1
0,151,36.82,35.04,35.93,Bartonian,2
0,159,36.21,31.63,33.92,Bartonian,2
0,160,36.19,35.6,35.894999999999996,Bartonian,2
0,161,36.17,34.55,35.36,Bartonian,0
0,167,35.8,35.38,35.59,Bartonian,2
0,169,35.69,32.21,33.95,Bartonian,1
0,177,35.02,33.58,34.3,Bartonian,3
0,140,38.3,34.51,36.405,Bartonian,1
0,152,36.5,36.15,36.325,Bartonian,1
0,181,34.81,34.33,34.57,Bartonian,0
0,129,39.58,31.96,35.769999999999996,Bartonian,6
0,122,40.76,32.19,36.474999999999994,Bartonian,3
0,119,41.29,32.11,36.7,Bartonian,0
0,92,43.59,29.13,36.36,Bartonian,4
0,112,41.86,32.17,37.015,Bartonian,0
0,108,42.23,26.9,34.565,Bartonian,6
0,77,45.92,24.98,35.45,Bartonian,1
0,103,42.36,28.11,35.235,Bartonian,4
0,219,32.45,29.87,31.160000000000004,Priabonian,2
0,248,29.98,29.96,29.97,Priabonian,1
0,199,33.86,31.69,32.775,Priabonian,1
0,198,33.89,27.96,30.925,Priabonian,0
0,197,33.97,25.13,29.549999999999997,Priabonian,0
0,196,33.99,33.62,33.805,Priabonian,0
0,195,34.02,24.72,29.37,Priabonian,0
0,254,29.44,28.13,28.785,Priabonian,1
0,246,30.14,28.4,29.27,Priabonian,0
0,193,34.07,32.93,33.5,Priabonian,0
0,192,34.31,24.88,29.595,Priabonian,1
0,191,34.35,31.82,33.085,Priabonian,1
0,190,34.39,26.02,30.205,Priabonian,1
0,187,34.48,28.24,31.36,Priabonian,0
0,186,34.49,30.92,32.705,Priabonian,1
0,185,34.53,33.12,33.825,Priabonian,1
0,258,29.26,27.42,28.340000000000003,Priabonian,0
0,194,34.03,23.95,28.990000000000002,Priabonian,1
0,244,30.17,25.98,28.075000000000003,Priabonian,1
