clade,species,ts,te,mid,bin,nb_occ
0,21,60.31,34.79,47.55,Ypresian,1
0,79,41.92,41.13,41.525000000000006,Ypresian,0
0,76,42.12,41.57,41.845,Ypresian,1
0,72,42.84,41.87,42.355000000000004,Ypresian,1
0,71,43.04,41.91,42.474999999999994,Ypresian,1
0,61,45.13,41.54,43.335,Ypresian,0
0,59,46.12,40.89,43.504999999999995,Ypresian,2
0,58,47.03,36.12,41.575,Ypresian,0
0,56,47.62,45.05,46.334999999999994,Ypresian,0
0,55,47.64,47.52,47.58,Ypresian,0
0,52,48.42,46.41,47.415,Ypresian,2
0,51,48.46,43.82,46.14,Ypresian,0
0,65,43.75,43.64,43.695,Ypresian,4
0,49,48.71,40.88,44.795,Ypresian,2
0,36,54.05,29.82,41.935,Ypresian,0
0,38,53.13,41.11,47.120000000000005,Ypresian,4
0,50,48.67,43.35,46.010000000000005,Ypresian,6
0,41,51.27,43.27,47.27,Ypresian,1
0,42,51.24,35.35,43.295,Ypresian,1
0,44,50.72,41.83,46.275,Ypresian,2
0,40,51.87,40.86,46.364999999999995,Ypresian,5
0,45,50.55,32.27,41.41,Ypresian,1
0,47,49.56,36.83,43.195,Ypresian,1
0,48,48.75,37.82,43.285,Ypresian,1
0,107,38.21,37.78,37.995000000000005,Lutetian,1
0,77,42.1,36.72,39.41,Lutetian,2
0,82,41.68,36.02,38.85,Lutetian,3
0,83,41.07,40.0,40.535,Lutetian,3
0,73,42.71,34.08,38.394999999999996,Lutetian,2
0,100,38.74,37.24,37.99,Lutetian,2
0,85,40.86,34.59,37.725,Lutetian,0
0,99,38.85,37.78,38.315,Lutetian,1
0,98,39.39,38.04,38.715,Lutetian,2
0,97,39.65,39.31,39.480000000000004,Lutetian,0
0,67,43.49,36.15,39.82,Lutetian,0
0,89,40.48,37.32,38.9,Lutetian,6
0,95,39.78,37.84,38.81,Lutetian,1
0,90,40.41,40.25,40.33,Lutetian,1
0,63,43.98,35.82,39.9,Lutetian,3
0,62,44.6,35.17,39.885000000000005,Lutetian,1
0,60,45.51,34.17,39.84,Lutetian,0
0,103,38.41,37.37,37.89,Lutetian,2
0,80,41.91,39.59,40.75,Lutetian,0
0,111,37.94,35.53,36.735,Bartonian,2
0,131,36.53,35.63,36.08,Bartonian,2
0,118,37.6,36.49,37.045,Bartonian,0
0,156,34.85,34.36,34.605000000000004,Bartonian,3
0,138,36.22,32.18,34.2,Bartonian,0
0,119,37.54,36.1,36.82,Bartonian,1
0,121,37.45,33.25,35.35,Bartonian,1
0,124,37.16,33.69,35.425,Bartonian,6
0,126,37.11,33.75,35.43,Bartonian,3
0,130,36.58,35.54,36.06,Bartonian,3
0,145,35.96,34.61,35.285,Bartonian,1
0,94,39.86,31.27,35.565,Bartonian,2
0,148,35.83,34.71,35.269999999999996,Bartonian,3
0,92,40.1,33.77,36.935,Bartonian,6
0,54,48.08,23.53,35.805,Bartonian,2
0,68,43.49,27.3,35.395,Bartonian,2
0,70,43.35,26.54,34.945,Bartonian,3
0,74,42.43,32.03,37.230000000000004,Bartonian,0
0,78,42.09,31.4,36.745000000000005,Bartonian,0
0,69,43.42,25.52,34.47,Bartonian,0
0,84,40.95,33.81,37.38,Bartonian,1
0,87,40.6,33.56,37.08,Bartonian,6
