time	diversity	m_div	M_div
0.0	0.47712125471966244	0.47712125471966244	0.47712125471966244
0.10028966995577654	-inf	-inf	-inf
0.20057933991155308	-inf	-inf	-inf
0.3008690098673296	-inf	-inf	-inf
0.40115867982310616	-inf	-inf	-inf
0.5014483497788826	-inf	-inf	-inf
0.6017380197346592	-inf	-inf	-inf
0.7020276896904358	-inf	-inf	-inf
0.8023173596462123	-inf	-inf	-inf
0.9026070296019888	-inf	-inf	-inf
1.0028966995577653	-inf	-inf	-inf
1.103186369513542	-inf	-inf	-inf
1.2034760394693185	-inf	-inf	-inf
1.303765709425095	-inf	-inf	-inf
1.4040553793808717	-inf	-inf	-inf
1.5043450493366481	-inf	-inf	-inf
1.6046347192924246	-inf	-inf	-inf
1.704924389248201	-inf	-inf	-inf
1.8052140592039776	-inf	-inf	-inf
1.9055037291597543	-inf	-inf	-inf
2.0057933991155306	-inf	-inf	-inf
2.1060830690713073	-inf	-inf	-inf
2.206372739027084	-inf	-inf	-inf
2.3066624089828602	-inf	-inf	-inf
2.406952078938637	-inf	-inf	-inf
2.5072417488944136	-inf	-inf	-inf
2.60753141885019	-inf	-inf	-inf
2.7078210888059666	-inf	-inf	-inf
2.8081107587617433	-inf	-inf	-inf
2.9084004287175196	-inf	-inf	-inf
3.0086900986732963	-inf	-inf	-inf
3.1089797686290725	-inf	-inf	-inf
3.2092694385848493	-inf	-inf	-inf
3.309559108540626	-inf	-inf	-inf
3.409848778496402	-inf	-inf	-inf
3.510138448452179	-inf	-inf	-inf
3.610428118407955	-inf	-inf	-inf
3.710717788363732	-inf	-inf	-inf
3.8110074583195086	-inf	-inf	-inf
3.911297128275285	-inf	-inf	-inf
4.011586798231061	-inf	-inf	-inf
4.111876468186838	0.0	0.0	0.0
4.2121661381426145	0.0	0.0	0.0
4.312455808098391	0.0	0.0	0.0
4.412745478054168	0.0	0.0	0.0
4.513035148009944	0.0	0.0	0.0
4.6133248179657205	0.0	0.0	0.0
4.713614487921498	0.0	0.0	0.0
4.813904157877274	0.0	0.0	0.0
4.91419382783305	0.0	0.0	0.0
5.014483497788827	0.0	0.0	0.0
5.1147731677446036	0.0	0.0	0.0
5.21506283770038	0.0	0.0	0.0
5.315352507656157	0.0	0.0	0.0
5.415642177611933	0.0	0.0	0.0
5.5159318475677095	0.0	0.0	0.0
5.616221517523487	0.0	0.0	0.0
5.716511187479263	0.0	0.0	0.0
5.816800857435039	0.0	0.0	0.0
5.917090527390815	0.0	0.0	0.0
6.017380197346593	0.0	0.0	0.0
6.117669867302369	0.0	0.0	0.0
6.217959537258145	0.0	0.0	0.0
6.318249207213922	0.0	0.0	0.0
6.4185388771696985	0.0	0.0	0.0
6.518828547125475	0.0	0.0	0.0
6.619118217081252	0.0	0.0	0.0
6.719407887037028	0.0	0.0	0.0
6.819697556992804	0.0	0.0	0.0
6.919987226948582	0.0	0.0	0.0
7.020276896904358	0.0	0.0	0.0
7.120566566860134	0.0	0.0	0.0
7.22085623681591	0.0	0.0	0.0
7.3211459067716875	0.0	0.0	0.0
7.421435576727464	0.0	0.0	0.0
7.52172524668324	0.0	0.0	0.0
7.622014916639017	0.0	0.0	0.0
7.7223045865947935	0.0	0.0	0.0
7.82259425655057	0.0	0.0	0.0
7.922883926506347	0.0	0.0	0.0
8.023173596462122	0.0	0.0	0.0
8.1234632664179	0.0	0.0	0.0
8.223752936373677	0.0	0.0	0.0
8.324042606329453	0.0	0.0	0.0
8.424332276285229	0.0	0.0	0.0
8.524621946241005	0.0	0.0	0.0
8.624911616196782	0.0	0.0	0.0
8.72520128615256	0.0	0.0	0.0
8.825490956108336	0.0	0.0	0.0
8.925780626064112	0.0	0.0	0.0
9.026070296019888	0.0	0.0	0.0
9.126359965975665	0.0	0.0	0.0
9.226649635931441	0.0	0.0	0.0
9.326939305887219	0.0	0.0	0.0
9.427228975842995	0.0	0.0	0.0
9.527518645798772	0.0	0.0	0.0
9.627808315754548	0.0	0.0	0.0
9.728097985710324	0.0	0.0	0.0
